experiment,model,arm,dataset,n,visual_requests,collected,normalized_attention_entropy,blank_attention_mass,top_10pct_evidence_precision,required_region_attention_mass,attn_M,attn_R,attn_L,attn_G,attn_ledger,focus_M,focus_R,focus_L,focus_G,focus_ledger,collection_rate
typed_two_stage,qwen3.6-27b,Mv-Rv-Lt-Gv,aiops2025,93,93,93,0.78609603,0.35812656,0.79957364,1,0.59705242,0.083576757,,0.31937083,,1,1,,1,,1
typed_two_stage,qwen3.6-27b,Mv-Rv-Lt-Gv,re2_ob,90,90,90,0.77900471,0.36373683,0.76313985,1,0.60794386,0.086876652,,0.30517949,,1,1,,1,,1
typed_two_stage,qwen3.6-27b,Mv-Rv-Lt-Gv,re2_tt,90,90,90,0.78036105,0.37954313,0.75057814,1,0.59032714,0.08651219,,0.32316067,,1,1,,1,,1
typed_two_stage,qwen3.6-27b,Mv-Rv-Lv-Gt,aegislab,96,96,96,0.77828145,0.35270702,0.81921413,1,0.80193401,0.11528819,0.082777794,,,1,1,1,,,1
typed_two_stage,qwen3.6-27b,Mv-Rv-Lv-Gt,aiops2022,100,100,100,0.78781378,0.34202816,0.82223847,1,0.81149817,0.10493837,0.083563452,,,1,1,1,,,1
typed_two_stage,qwen3.6-27b,Mv-Rv-Lv-Gt,aiops2025,93,93,93,0.77677884,0.36278756,0.79334777,1,0.78903285,0.11662592,0.094341233,,,1,1,1,,,1
typed_two_stage,qwen3.6-27b,Mv-Rv-Lv-Gt,re2_ob,90,90,90,0.77872424,0.36118399,0.7642955,1,0.79034608,0.11037529,0.099278628,,,1,1,1,,,1
typed_two_stage,qwen3.6-27b,Mv-Rv-Lv-Gt,re2_tt,90,90,90,0.7692713,0.36471852,0.78446281,1,0.79786173,0.11754369,0.084594584,,,1,1,1,,,1
typed_two_stage,qwen3.6-27b,Mv-Rv-Lv-Gv,aegislab,96,96,96,0.79287724,0.3913772,0.73593957,1,0.55266736,0.077027645,0.056627388,0.31367761,,1,1,1,1,,1
typed_two_stage,qwen3.6-27b,Mv-Rv-Lv-Gv,aiops2022,100,100,100,0.79964923,0.37935841,0.75714842,1,0.55728763,0.074109,0.061309769,0.3072936,,1,1,1,1,,1
typed_two_stage,qwen3.6-27b,Mv-Rv-Lv-Gv,aiops2025,93,93,93,0.79241619,0.37221152,0.77194346,1,0.57048324,0.077890504,0.067530898,0.28409535,,1,1,1,1,,1
typed_two_stage,qwen3.6-27b,Mv-Rv-Lv-Gv,re2_ob,90,90,90,0.78619424,0.3781246,0.72779291,1,0.573689,0.075363129,0.073105757,0.27784211,,1,1,1,1,,1
typed_two_stage,qwen3.6-27b,Mv-Rv-Lv-Gv,re2_tt,90,90,90,0.78628736,0.3877848,0.72746173,1,0.56758123,0.08128577,0.059717718,0.29141528,,1,1,1,1,,1
typed_two_stage,qwen3.6-27b,P,aegislab,96,96,96,0.80324211,0.11245255,0.9516918,,,,,,1,,,,,1,1
typed_two_stage,qwen3.6-27b,P,aiops2022,100,100,100,0.79330621,0.13465287,0.93617648,,,,,,1,,,,,1,1
typed_two_stage,qwen3.6-27b,P,aiops2025,93,93,93,0.80194271,0.13342329,0.94164954,,,,,,1,,,,,1,1
typed_two_stage,qwen3.6-27b,P,re2_ob,90,90,90,0.78066898,0.12435565,0.94597065,,,,,,1,,,,,1,1
typed_two_stage,qwen3.6-27b,P,re2_tt,90,90,90,0.78043157,0.12408827,0.94433119,,,,,,1,,,,,1,1
typed_two_stage,qwen3.6-27b,V,aegislab,96,96,96,0.8629122,0.10045981,0.9375,1,0.63721671,0.04151134,0.044075867,0.27719609,,0.99002576,0.89381718,0.94028516,1.0599514,,1
typed_two_stage,qwen3.6-27b,V,aiops2022,100,100,100,0.86727959,0.10847523,0.92653846,1,0.63327697,0.040808008,0.044791296,0.28112372,,0.96571619,0.87057083,0.95554764,1.1225832,,1
typed_two_stage,qwen3.6-27b,V,aiops2025,93,93,93,0.8605624,0.097817053,0.93672457,1,0.62396559,0.043681883,0.041021354,0.29133118,,0.95156593,0.93188016,0.87512223,1.1632714,,1
typed_two_stage,qwen3.6-27b,V,re2_ob,90,90,90,0.85055972,0.10833854,0.9534188,1,0.63684403,0.031149757,0.044269031,0.28773718,,0.970429,0.66452814,0.94440599,1.1509487,,1
typed_two_stage,qwen3.6-27b,V,re2_tt,90,90,90,0.8532332,0.10807329,0.94615385,1,0.61616753,0.041117035,0.042364851,0.30035058,,0.95861598,0.89769209,0.90378348,1.1437423,,1
typed_two_stage,qwen3.8-27b,H,aegislab,96,96,96,0.85827489,0.093296034,0.9599359,1,0.65289639,0.031313122,0.031355251,0.28443524,,1.0264859,0.67729638,0.66891202,1.0647747,,1
typed_two_stage,qwen3.8-27b,H,aiops2022,100,100,100,0.86043483,0.088674993,0.96,1,0.67746752,0.029714937,0.026588058,0.26622949,,1.036217,0.63391866,0.56721191,1.0563558,,1
typed_two_stage,qwen3.8-27b,H,aiops2025,93,93,93,0.86219768,0.09493341,0.95905707,1,0.6662575,0.027559303,0.024720987,0.28146221,,1.0152495,0.5879318,0.52738106,1.1258488,,1
typed_two_stage,qwen3.8-27b,H,re2_ob,90,90,90,0.86639679,0.084644919,0.96068376,1,0.67081406,0.029349925,0.024991236,0.27484478,,1.0221929,0.62613174,0.53314637,1.0993791,,1
typed_two_stage,qwen3.8-27b,H,re2_tt,90,90,90,0.86464174,0.083831318,0.95897436,1,0.6522373,0.03581698,0.029195033,0.28275069,,1.0088948,0.77280443,0.62434462,1.096919,,1
typed_two_stage,qwen3.8-27b,Mt-Rt-Lt-Gv,aegislab,96,96,96,0.81297355,0.43971676,0.65725246,1,,,,1,,,,,1,,1
typed_two_stage,qwen3.8-27b,Mt-Rt-Lt-Gv,aiops2022,100,100,100,0.82004029,0.44534389,0.66537712,1,,,,1,,,,,1,,1
typed_two_stage,qwen3.8-27b,Mt-Rt-Lt-Gv,aiops2025,93,93,93,0.82621232,0.45341793,0.64852205,1,,,,1,,,,,1,,1
typed_two_stage,qwen3.8-27b,Mt-Rt-Lt-Gv,re2_ob,90,90,90,0.82767884,0.42208906,0.65184672,1,,,,1,,,,,1,,1
typed_two_stage,qwen3.8-27b,Mt-Rt-Lt-Gv,re2_tt,90,90,90,0.82910006,0.4274462,0.67521999,1,,,,1,,,,,1,,1
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gt,aegislab,96,96,96,0.82869301,0.53512808,0.51322115,1,,,1,,,,,1,,,1
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gt,aiops2022,100,100,100,0.82442745,0.52693917,0.53307692,1,,,1,,,,,1,,,1
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gt,aiops2025,93,93,93,0.83517759,0.54017263,0.51323408,1,,,1,,,,,1,,,1
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gt,re2_ob,90,90,90,0.83572317,0.53752309,0.54188034,1,,,1,,,,,1,,,1
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gt,re2_tt,90,90,90,0.86012645,0.6379943,0.41495726,1,,,1,,,,,1,,,1
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gv,aegislab,96,96,96,0.81975358,0.40969381,0.67609407,1,,,0.30298438,0.69701562,,,,1,1,,1
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gv,aiops2022,100,100,100,0.82825103,0.41967122,0.67757263,1,,,0.31626879,0.68373121,,,,1,1,,1
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gv,aiops2025,93,93,93,0.83478562,0.43123101,0.66932932,1,,,0.33678933,0.66321067,,,,1,1,,1
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gv,re2_ob,90,90,90,0.83139437,0.40841295,0.68168157,1,,,0.32668859,0.67331141,,,,1,1,,1
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gv,re2_tt,90,90,90,0.84249998,0.44933392,0.64140145,1,,,0.33963025,0.66036975,,,,1,1,,1
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gt,aegislab,96,96,96,0.81500638,0.58670491,0.46314103,1,,1,,,,,1,,,,1
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gt,aiops2022,100,100,100,0.79272558,0.56086775,0.44653846,1,,1,,,,,1,,,,1
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gt,aiops2025,93,93,93,0.80304338,0.62671901,0.34739454,1,,1,,,,,1,,,,1
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gt,re2_ob,90,90,90,0.81209823,0.63873504,0.32948718,1,,1,,,,,1,,,,1
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gt,re2_tt,90,90,90,0.82176886,0.59504509,0.45641026,1,,1,,,,,1,,,,1
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gv,aegislab,96,96,96,0.81479003,0.43517381,0.65717372,1,,0.34338552,,0.65661448,,,1,,1,,1
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gv,aiops2022,100,100,100,0.81502451,0.42884343,0.64578447,1,,0.3401297,,0.6598703,,,1,,1,,1
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gv,aiops2025,93,93,93,0.82421261,0.4604768,0.60973916,1,,0.33838017,,0.66161983,,,1,,1,,1
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gv,re2_ob,90,90,90,0.82473296,0.43678445,0.61861335,1,,0.31296474,,0.68703526,,,1,,1,,1
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gv,re2_tt,90,90,90,0.82599477,0.4445228,0.64748065,1,,0.37027404,,0.62972596,,,1,,1,,1
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gt,aegislab,96,96,96,0.81704827,0.56408581,0.48414165,1,,0.68581797,0.31418203,,,,1,1,,,1
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gt,aiops2022,100,100,100,0.8068177,0.54708993,0.49110212,1,,0.67209508,0.32790492,,,,1,1,,,1
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gt,aiops2025,93,93,93,0.81223266,0.59331368,0.42526497,1,,0.65538675,0.34461325,,,,1,1,,,1
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gt,re2_ob,90,90,90,0.82338581,0.59649064,0.42839399,1,,0.64336877,0.35663123,,,,1,1,,,1
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gt,re2_tt,90,90,90,0.82651246,0.60103846,0.45168697,1,,0.67106899,0.32893101,,,,1,1,,,1
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gv,aegislab,96,96,96,0.80996151,0.44229464,0.63778167,1,,0.32067631,0.13645159,0.5428721,,,1,1,1,,1
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gv,aiops2022,100,100,100,0.81349413,0.43830792,0.64180505,1,,0.31579666,0.14956176,0.53464158,,,1,1,1,,1
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gv,aiops2025,93,93,93,0.81993135,0.47097301,0.59923141,1,,0.31089153,0.16284874,0.52625973,,,1,1,1,,1
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gv,re2_ob,90,90,90,0.81990433,0.45074905,0.61516486,1,,0.29144508,0.16023662,0.5483183,,,1,1,1,,1
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gv,re2_tt,90,90,90,0.8228109,0.46951417,0.61364308,1,,0.34189647,0.15491303,0.5031905,,,1,1,1,,1
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gt,aegislab,96,96,96,0.80862174,0.24718182,0.93269231,1,1,,,,,1,,,,,1
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gt,aiops2022,100,100,100,0.8148844,0.24508105,0.93307692,1,1,,,,,1,,,,,1
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gt,aiops2025,93,93,93,0.82001041,0.23998028,0.92638544,1,1,,,,,1,,,,,1
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gt,re2_ob,90,90,90,0.82086674,0.23191652,0.92094017,1,1,,,,,1,,,,,1
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gt,re2_tt,90,90,90,0.81722836,0.24606838,0.92051282,1,1,,,,,1,,,,,1
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gv,aegislab,96,96,96,0.80753402,0.28025321,0.86378576,1,0.69141234,,,0.30858766,,1,,,1,,1
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gv,aiops2022,100,100,100,0.81223198,0.27915713,0.87692723,1,0.71686296,,,0.28313704,,1,,,1,,1
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gv,aiops2025,93,93,93,0.81779886,0.27827578,0.87019374,1,0.71851327,,,0.28148673,,1,,,1,,1
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gv,re2_ob,90,90,90,0.81298656,0.26671515,0.86311685,1,0.68008977,,,0.31991023,,1,,,1,,1
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gv,re2_tt,90,90,90,0.8088209,0.28074963,0.86812126,1,0.71098694,,,0.28901306,,1,,,1,,1
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gt,aegislab,96,96,96,0.80337376,0.27087341,0.89146381,1,0.90477519,,0.095224812,,,1,,1,,,1
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2022,100,100,100,0.81135002,0.2653868,0.9047886,1,0.90886634,,0.091133661,,,1,,1,,,1
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,93,93,93,0.8140504,0.26761153,0.88825935,1,0.90276829,,0.097231714,,,1,,1,,,1
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_ob,90,90,90,0.81313792,0.2640919,0.88003602,1,0.88773602,,0.11226398,,,1,,1,,,1
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_tt,90,90,90,0.81518948,0.27448989,0.8777307,1,0.90867751,,0.09132249,,,1,,1,,,1
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,96,96,96,0.80187295,0.29418323,0.84590078,1,0.66739921,,0.075147684,0.2574531,,1,,1,1,,1
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,100,100,100,0.80865754,0.28951086,0.86236366,1,0.67146643,,0.07094271,0.25759086,,1,,1,1,,1
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,93,93,93,0.81112363,0.29290546,0.85545741,1,0.67852339,,0.073279672,0.24819693,,1,,1,1,,1
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_ob,90,90,90,0.80313647,0.28376607,0.84095839,1,0.65665952,,0.072504908,0.27083557,,1,,1,1,,1
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_tt,90,90,90,0.81529039,0.29627039,0.84081654,1,0.68471748,,0.075620899,0.23966162,,1,,1,1,,1
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,96,96,96,0.80433014,0.28275257,0.87644952,1,0.8933934,0.1066066,,,,1,1,,,,1
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,100,100,100,0.81267278,0.27513695,0.88464436,1,0.90346128,0.096538718,,,,1,1,,,,1
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2025,93,93,93,0.81648959,0.28069559,0.85887203,1,0.90412932,0.095870684,,,,1,1,,,,1
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gt,re2_ob,90,90,90,0.8178123,0.27387177,0.8614008,1,0.9048759,0.095124102,,,,1,1,,,,1
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gt,re2_tt,90,90,90,0.81214886,0.28955213,0.86017075,1,0.88333668,0.11666332,,,,1,1,,,,1
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gv,aegislab,96,96,96,0.80191735,0.29744155,0.85019042,1,0.66090399,0.075431142,,0.26366487,,1,1,,1,,1
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gv,aiops2022,100,100,100,0.80998776,0.29362918,0.85759235,1,0.6645238,0.071673849,,0.26380235,,1,1,,1,,1
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gv,aiops2025,93,93,93,0.81471794,0.30008938,0.83525013,1,0.66748709,0.071673154,,0.26083976,,1,1,,1,,1
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gv,re2_ob,90,90,90,0.80665101,0.29050961,0.82684004,1,0.65623855,0.070728274,,0.27303317,,1,1,,1,,1
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gv,re2_tt,90,90,90,0.8060809,0.30359852,0.8411975,1,0.64971865,0.082366335,,0.26791502,,1,1,,1,,1
typed_two_stage,qwen3.8-27b,Mv-Rv-Lv-Gt,aegislab,96,96,96,0.80380029,0.30150349,0.8457085,1,0.8313267,0.096434124,0.072239179,,,1,1,1,,,1
typed_two_stage,qwen3.8-27b,Mv-Rv-Lv-Gt,aiops2022,100,100,100,0.81002212,0.29438037,0.85646621,1,0.8363552,0.091001979,0.07264282,,,1,1,1,,,1
typed_two_stage,qwen3.8-27b,Mv-Rv-Lv-Gt,aiops2025,93,93,93,0.812806,0.29790296,0.83946663,1,0.83093708,0.088969419,0.080093503,,,1,1,1,,,1
typed_two_stage,qwen3.8-27b,Mv-Rv-Lv-Gt,re2_ob,90,90,90,0.81172702,0.28659152,0.84165134,1,0.83783773,0.085260568,0.076901702,,,1,1,1,,,1
typed_two_stage,qwen3.8-27b,Mv-Rv-Lv-Gt,re2_tt,90,90,90,0.81175822,0.30594865,0.83433663,1,0.81949355,0.1069918,0.073514654,,,1,1,1,,,1
typed_two_stage,qwen3.8-27b,Mv-Rv-Lv-Gv,aegislab,96,96,96,0.80910587,0.30465589,0.82088934,1,0.62023159,0.078908959,0.05778883,0.24307063,,1,1,1,1,,1
typed_two_stage,qwen3.8-27b,Mv-Rv-Lv-Gv,aiops2022,100,100,100,0.81313397,0.30977196,0.8229928,1,0.62335074,0.069923732,0.057979514,0.24874601,,1,1,1,1,,1
typed_two_stage,qwen3.8-27b,Mv-Rv-Lv-Gv,aiops2025,93,93,93,0.81923571,0.31520478,0.80635516,1,0.61992122,0.076685461,0.061859902,0.24153342,,1,1,1,1,,1
typed_two_stage,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_ob,90,90,90,0.81651342,0.29225767,0.81745502,1,0.62348456,0.072857761,0.062269349,0.24138833,,1,1,1,1,,1
typed_two_stage,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_tt,90,90,90,0.81842701,0.3095358,0.81003438,1,0.62162735,0.090512677,0.059556111,0.22830386,,1,1,1,1,,1
typed_two_stage,qwen3.8-27b,P,aegislab,96,96,96,0.76271175,0.10206403,0.96119219,,,,,,1,,,,,1,1
typed_two_stage,qwen3.8-27b,P,aiops2022,100,100,100,0.76855786,0.11430784,0.96077881,,,,,,1,,,,,1,1
typed_two_stage,qwen3.8-27b,P,aiops2025,93,93,93,0.77822223,0.1100441,0.96006098,,,,,,1,,,,,1,1
typed_two_stage,qwen3.8-27b,P,re2_ob,90,90,90,0.76524963,0.10701006,0.96209532,,,,,,1,,,,,1,1
typed_two_stage,qwen3.8-27b,P,re2_tt,90,90,90,0.76175709,0.11355206,0.96241294,,,,,,1,,,,,1,1
typed_two_stage,qwen3.8-27b,V,aegislab,96,96,96,0.86148134,0.098758812,0.95953526,1,0.67138101,0.026888285,0.028493853,0.27323685,,1.055641,0.58178379,0.60786887,1.0234205,,1
typed_two_stage,qwen3.8-27b,V,aiops2022,100,100,100,0.86972932,0.092680091,0.96038462,1,0.67662463,0.03039302,0.028273369,0.26470898,,1.0349261,0.64838442,0.6031652,1.0501697,,1
typed_two_stage,qwen3.8-27b,V,aiops2025,93,93,93,0.87118671,0.10068802,0.95905707,1,0.66774649,0.028889495,0.026226053,0.27713796,,1.0175185,0.61630923,0.55948913,1.1085518,,1
typed_two_stage,qwen3.8-27b,V,re2_ob,90,90,90,0.86585926,0.088291486,0.96153846,1,0.68628659,0.023548233,0.02245289,0.26771229,,1.04577,0.5023623,0.47899498,1.0708492,,1
typed_two_stage,qwen3.8-27b,V,re2_tt,90,90,90,0.86650637,0.088617238,0.95854701,1,0.67419381,0.030789001,0.025640639,0.26937655,,1.0423641,0.66466777,0.54894232,1.0434928,,1
visual_counterfactual_rca,gemma-4-26b-a4b,H_factual,aegislab,96,96,96,0.86202705,0.11366423,0.87219551,,0.62840992,0.022141574,0.039804086,0.30964442,,0.97687988,0.47625149,0.84915384,1.1876757,,1
visual_counterfactual_rca,gemma-4-26b-a4b,H_factual,aiops2022,47,47,47,0.85907214,0.12300381,0.86497545,,0.61396948,0.02411959,0.041694011,0.32021692,,0.93708894,0.51455126,0.88947223,1.2765039,,1
visual_counterfactual_rca,gemma-4-26b-a4b,H_factual,aiops2025,93,93,93,0.85795097,0.12489531,0.86228288,,0.59478385,0.022259208,0.041567904,0.34138904,,0.90705871,0.4748631,0.88678196,1.3632292,,1
visual_counterfactual_rca,gemma-4-26b-a4b,H_factual,re2_ob,90,90,90,0.85061892,0.11023437,0.92435897,,0.61897604,0.026291575,0.046401572,0.30833081,,0.94320158,0.56088694,0.9899002,1.2333233,,1
visual_counterfactual_rca,gemma-4-26b-a4b,H_factual,re2_tt,90,90,90,0.85928227,0.12244583,0.88974359,,0.61213127,0.021083694,0.041240197,0.32554484,,0.95362757,0.46271383,0.87979088,1.2468333,,1
visual_counterfactual_rca,gemma-4-26b-a4b,H_neutral,aegislab,96,96,96,0.8510079,0.75670309,0.28926282,,0.75280996,0.014038679,0.016855245,0.21629612,,1.1700208,0.30300804,0.35957856,0.82861835,,1
visual_counterfactual_rca,gemma-4-26b-a4b,H_neutral,aiops2022,47,47,47,0.84715359,0.75607222,0.28477905,,0.75184438,0.012347966,0.015930693,0.21987697,,1.1474795,0.26342327,0.33985478,0.87635258,,1
visual_counterfactual_rca,gemma-4-26b-a4b,H_neutral,aiops2025,93,93,93,0.84842735,0.7605368,0.27212572,,0.75657903,0.011706222,0.016055265,0.21565948,,1.1538122,0.24973274,0.34251232,0.86112387,,1
visual_counterfactual_rca,gemma-4-26b-a4b,H_neutral,re2_ob,90,90,90,0.84866849,0.75637223,0.30683761,,0.76092054,0.013837317,0.014257332,0.21098481,,1.159498,0.29519609,0.30415641,0.84393925,,1
visual_counterfactual_rca,gemma-4-26b-a4b,H_neutral,re2_tt,90,90,90,0.8503993,0.76066884,0.28119658,,0.7443077,0.012898816,0.017891904,0.22490158,,1.1588707,0.28401689,0.38169395,0.85923434,,1
visual_counterfactual_rca,gemma-4-26b-a4b,H_placebo,aegislab,96,96,96,0.86210786,0.11408333,0.87259615,,0.62775461,0.02185434,0.040028819,0.31036223,,0.97584304,0.4698289,0.85394814,1.1902598,,1
visual_counterfactual_rca,gemma-4-26b-a4b,H_placebo,aiops2022,47,47,47,0.85910115,0.12231315,0.87315876,,0.61584736,0.023297608,0.040634936,0.3202201,,0.93994097,0.49701565,0.86687864,1.2764065,,1
visual_counterfactual_rca,gemma-4-26b-a4b,H_placebo,aiops2025,93,93,93,0.85787396,0.12506028,0.86352357,,0.59573037,0.022309772,0.041891174,0.34006868,,0.90850309,0.47594181,0.89367838,1.3579577,,1
visual_counterfactual_rca,gemma-4-26b-a4b,H_placebo,re2_ob,90,90,90,0.85045317,0.10971241,0.92307692,,0.61863351,0.02719952,0.045967837,0.30819913,,0.94267964,0.58025643,0.98064719,1.2327965,,1
visual_counterfactual_rca,gemma-4-26b-a4b,H_placebo,re2_tt,90,90,90,0.85965331,0.12238262,0.89230769,,0.61297752,0.020743168,0.041309053,0.32497026,,0.954939,0.45369604,0.88125979,1.244452,,1
visual_counterfactual_rca,gemma-4-26b-a4b,H_targeted,aegislab,96,96,96,0.8622006,0.11416557,0.875,,0.6294207,0.02196567,0.039850314,0.30876331,,0.97853687,0.47253319,0.85014004,1.1847399,,1
visual_counterfactual_rca,gemma-4-26b-a4b,H_targeted,aiops2022,47,47,47,0.858813,0.12325938,0.8690671,,0.6145853,0.0235022,0.041547523,0.32036497,,0.93799228,0.50138027,0.88634717,1.2770797,,1
visual_counterfactual_rca,gemma-4-26b-a4b,H_targeted,aiops2025,93,93,93,0.85791155,0.12453058,0.86352357,,0.59437324,0.02231748,0.041456745,0.34185254,,0.90644039,0.47610623,0.88441056,1.3650992,,1
visual_counterfactual_rca,gemma-4-26b-a4b,H_targeted,re2_ob,90,90,90,0.85081143,0.10928862,0.92606838,,0.61997507,0.025796151,0.045647041,0.30858174,,0.94472391,0.5503179,0.97380355,1.234327,,1
visual_counterfactual_rca,gemma-4-26b-a4b,H_targeted,re2_tt,90,90,90,0.85953812,0.12241876,0.88931624,,0.61268081,0.021008794,0.040533862,0.32577653,,0.95439041,0.46060945,0.8647224,1.2469159,,1
visual_counterfactual_rca,qwen3.6-27b,H_factual,aegislab,96,96,96,0.83248413,0.10012517,0.95112179,,0.63553797,0.038474358,0.041123593,0.28486408,,0.98729042,0.82833418,0.87730332,1.0892187,,1
visual_counterfactual_rca,qwen3.6-27b,H_factual,aiops2022,47,47,47,0.83631934,0.10979145,0.94680851,,0.62732512,0.039799267,0.03857689,0.29429873,,0.95737671,0.84905102,0.82297366,1.172689,,1
visual_counterfactual_rca,qwen3.6-27b,H_factual,aiops2025,93,93,93,0.83103374,0.096755851,0.94292804,,0.61031584,0.043748488,0.039241057,0.30669461,,0.93077622,0.93330107,0.83714254,1.2247092,,1
visual_counterfactual_rca,qwen3.6-27b,H_factual,re2_ob,90,90,90,0.82434756,0.11854971,0.93888889,,0.62402495,0.030126738,0.044797863,0.30105045,,0.95089516,0.64270374,0.95568774,1.2042018,,1
visual_counterfactual_rca,qwen3.6-27b,H_factual,re2_tt,90,90,90,0.82432923,0.11153801,0.95,,0.6063177,0.041473789,0.042158054,0.31005046,,0.9434021,0.90435697,0.89937183,1.180851,,1
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,96,96,96,0.82786321,0.71710277,0.30769231,,0.61826241,0.022493829,0.024051851,0.33519191,,0.96060076,0.48541041,0.51310615,1.282841,,1
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,47,47,47,0.82214413,0.70894377,0.30769231,,0.62552961,0.021886522,0.023130532,0.32945334,,0.95462846,0.46691247,0.49345135,1.3127568,,1
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,93,93,93,0.83010365,0.7168065,0.30769231,,0.62484756,0.020210486,0.023047329,0.33189462,,0.95290523,0.43115703,0.49167636,1.3251433,,1
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_ob,90,90,90,0.82341095,0.71757322,0.30769231,,0.62345096,0.02428089,0.018775926,0.33349222,,0.95002051,0.51799231,0.4005531,1.3339689,,1
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_tt,90,90,90,0.83142575,0.7211457,0.30769231,,0.61375872,0.022180923,0.025271969,0.33878839,,0.95514778,0.48677464,0.53913533,1.291904,,1
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,96,96,96,0.83256566,0.10017211,0.95112179,,0.63548161,0.038538797,0.041109764,0.28486983,,0.98719094,0.82974259,0.87700829,1.0891919,,1
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,47,47,47,0.83628532,0.10970936,0.94599018,,0.62721421,0.039823343,0.038554481,0.29440797,,0.95720827,0.84956464,0.8224956,1.1731221,,1
