experiment,model,arm,dataset,root_service,n,normalized_attention_entropy,blank_attention_mass,top_10pct_evidence_precision,required_region_attention_mass,attn_M,attn_R,attn_L,attn_G,attn_ledger,focus_M,focus_R,focus_L,focus_G,focus_ledger
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,node-7,2,0.8106107,0.25675002,0.89708609,1,0.90346262,,0.096537385,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,node-8,4,0.81272985,0.26136345,0.90516966,1,0.90094537,,0.099054631,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,paymentservice,1,0.79336833,0.27766287,0.86821418,1,0.85785623,,0.14214377,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,productcatalogservice,4,0.81547181,0.28000717,0.89464965,1,0.90707631,,0.09292369,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,recommendationservice,1,0.80178059,0.28166749,0.85523937,1,0.8908891,,0.1091109,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,shippingservice,6,0.81256645,0.26718491,0.87262997,1,0.89890044,,0.10109956,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,tidb-tidb,2,0.82560008,0.2548723,0.93082727,1,0.90549801,,0.094501989,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,tidb-tikv,10,0.81259745,0.26503848,0.88513322,1,0.89344216,,0.10655784,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_ob,checkoutservice,18,0.8169574,0.2607817,0.88762681,1,0.89907013,,0.10092987,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_ob,currencyservice,18,0.81542864,0.25678211,0.88501245,1,0.89666579,,0.10333421,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_ob,emailservice,18,0.81509946,0.26194372,0.87378417,1,0.89298696,,0.10701304,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_ob,productcatalogservice,18,0.81451236,0.25707221,0.88129491,1,0.89605817,,0.10394183,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_ob,recommendationservice,18,0.81616814,0.25530277,0.88930601,1,0.8998016,,0.1001984,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_tt,ts-auth-service,18,0.81677526,0.28333387,0.87764874,1,0.90537487,,0.094625128,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_tt,ts-order-service,18,0.81384633,0.27344833,0.87691225,1,0.90451866,,0.095481338,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_tt,ts-route-service,18,0.81275953,0.28136896,0.86520156,1,0.91011275,,0.089887248,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_tt,ts-train-service,18,0.81382176,0.27168372,0.88364278,1,0.90261421,,0.097385787,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_tt,ts-travel-service,18,0.81468859,0.27835891,0.87440096,1,0.90561225,,0.094387751,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,mysql,6,0.80000057,0.28614391,0.85139441,1,0.66232826,,0.062639221,0.27503252,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-assurance-service,5,0.80070239,0.29951283,0.84258006,1,0.66433398,,0.070738868,0.26492715,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-auth-service,4,0.80128952,0.28976447,0.84380472,1,0.66501722,,0.066714838,0.26826795,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-basic-service,19,0.79785496,0.29895224,0.84168539,1,0.65516956,,0.070315623,0.27451481,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-config-service,6,0.79368559,0.29114149,0.84031922,1,0.64888162,,0.06650651,0.28461187,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-consign-service,2,0.81640753,0.30140953,0.8477826,1,0.65498074,,0.072026771,0.27299249,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-contacts-service,2,0.79090807,0.30283894,0.8255322,1,0.63217042,,0.072414741,0.29541484,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-food-service,3,0.79581631,0.30482905,0.83108936,1,0.66200926,,0.075659443,0.2623313,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-inside-payment-service,2,0.81008399,0.27498984,0.88944723,1,0.67175629,,0.062585063,0.26565864,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-order-other-service,4,0.7979576,0.28150155,0.85805794,1,0.66350595,,0.062277417,0.27421664,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-order-service,5,0.80596133,0.29374876,0.86269102,1,0.6532734,,0.069578318,0.27714828,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-preserve-service,5,0.79765916,0.30387556,0.84291838,1,0.64278954,,0.070456512,0.28675395,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-price-service,2,0.8044289,0.29457572,0.85278041,1,0.66834935,,0.066388416,0.26526224,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-route-plan-service,6,0.8046641,0.29137384,0.84810528,1,0.66600017,,0.065046082,0.26895375,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-route-service,4,0.80276174,0.27889038,0.86493412,1,0.65973148,,0.062385166,0.27788335,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-seat-service,6,0.79529985,0.29709117,0.82496308,1,0.64261464,,0.076377759,0.2810076,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-security-service,1,0.78806148,0.28952235,0.87504359,1,0.6698043,,0.079076369,0.25111933,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-station-food-service,1,0.79637425,0.29414874,0.84712798,1,0.60118966,,0.072666846,0.3261435,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-station-service,1,0.79979058,0.28007282,0.86402818,1,0.68596547,,0.053346241,0.26068829,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-train-service,2,0.81017395,0.29190204,0.87379929,1,0.67496047,,0.074902449,0.25013708,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-travel-plan-service,3,0.80076765,0.28518731,0.89447721,1,0.67262956,,0.062252422,0.26511801,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-travel-service,3,0.80157103,0.28557489,0.83922988,1,0.64353006,,0.065889302,0.29058064,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-travel2-service,2,0.81017253,0.28785661,0.88680573,1,0.67554815,,0.059716836,0.26473501,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-user-service,1,0.79578436,0.28011094,0.8481492,1,0.70982573,,0.050218315,0.23995596,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ts-verification-code-service,1,0.80282407,0.27734831,0.86102867,1,0.64254032,,0.075041121,0.28241856,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,adservice,2,0.80649245,0.29450641,0.84328003,1,0.67984609,,0.070815123,0.24933878,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,adservice-0,1,0.80703862,0.29453152,0.84731592,1,0.70478272,,0.062922401,0.23229488,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,adservice-1,3,0.80516964,0.29293716,0.82123917,1,0.65736278,,0.072378507,0.27025872,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,adservice2-0,1,0.81225668,0.29971721,0.85895386,1,0.65512328,,0.073683126,0.27119359,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,cartservice,5,0.81238915,0.28737531,0.86525669,1,0.6678448,,0.06387732,0.26827788,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,cartservice-0,2,0.81504031,0.30265719,0.84169811,1,0.6555919,,0.061257712,0.28315039,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,cartservice2-0,1,0.79556732,0.30916424,0.84915099,1,0.682627,,0.051634265,0.26573873,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,checkoutservice,4,0.79710166,0.2890522,0.87317768,1,0.64546239,,0.063621481,0.29091613,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,checkoutservice-0,2,0.8078151,0.29511526,0.84932593,1,0.64938399,,0.066681169,0.28393484,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,checkoutservice-1,2,0.81673201,0.29938297,0.86843672,1,0.66168318,,0.062057321,0.2762595,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,currencyservice,2,0.80821594,0.29896243,0.88321895,1,0.67772647,,0.06348419,0.25878934,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,currencyservice-0,1,0.8126882,0.29113825,0.80189799,1,0.64271592,,0.066600054,0.29068403,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,currencyservice-1,2,0.81403314,0.28140661,0.83316319,1,0.67852989,,0.063091216,0.2583789,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,currencyservice-2,2,0.81085322,0.29107953,0.8746459,1,0.66040348,,0.0654327,0.27416382,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,emailservice,4,0.80786461,0.30319849,0.85083975,1,0.65147326,,0.065406821,0.28311992,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,emailservice-1,2,0.81229368,0.29304752,0.85650304,1,0.66788313,,0.064640004,0.26747687,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,frontend,3,0.80868294,0.30189644,0.84532519,1,0.68238603,,0.06524465,0.25236932,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,frontend-0,1,0.80343081,0.31486802,0.82314613,1,0.66604841,,0.076767747,0.25718385,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,frontend-1,1,0.80738636,0.29306536,0.87176628,1,0.66379691,,0.063120863,0.27308222,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,frontend-2,1,0.80708606,0.29328559,0.86539141,1,0.66017414,,0.059413487,0.28041237,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,frontend2-0,1,0.80853772,0.31201327,0.84292493,1,0.67673562,,0.065292439,0.25797194,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,node-1,3,0.80414262,0.29364896,0.85689414,1,0.66626787,,0.062749608,0.27098252,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,node-2,3,0.79672029,0.29832641,0.87341374,1,0.67533467,,0.05747237,0.26719296,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,node-3,4,0.81047721,0.31177214,0.8523612,1,0.66255686,,0.071012887,0.26643025,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,node-4,4,0.81026484,0.30862679,0.8614257,1,0.67371212,,0.067078709,0.25920917,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,node-5,8,0.81095465,0.29605633,0.85395591,1,0.66621264,,0.066373611,0.26741375,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,node-6,7,0.8125692,0.29833439,0.8494233,1,0.67213541,,0.069017203,0.25884738,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,paymentservice,1,0.80912027,0.28953869,0.8355192,1,0.70715018,,0.067309246,0.22554058,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,productcatalogservice,4,0.80646258,0.31007723,0.8498845,1,0.65526391,,0.065247179,0.27948891,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,productcatalogservice-0,3,0.80410454,0.29453951,0.86208907,1,0.65225311,,0.066611856,0.28113504,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,productcatalogservice-1,3,0.8052811,0.29528886,0.86419734,1,0.66687243,,0.064460029,0.26866754,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,productcatalogservice-2,2,0.80336518,0.29801972,0.87492188,1,0.67088913,,0.057999894,0.27111098,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,productcatalogservice2-0,1,0.81845604,0.29405769,0.84755783,1,0.64285933,,0.05819926,0.29894141,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,recommendationservice,4,0.80434139,0.30139361,0.83408262,1,0.65921212,,0.062166592,0.27862129,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,recommendationservice-2,1,0.8087906,0.31086875,0.84882226,1,0.68018102,,0.081332685,0.23848629,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,recommendationservice2-0,1,0.78331464,0.29444486,0.82846233,1,0.69273201,,0.057963506,0.24930448,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,shippingservice,4,0.81381361,0.30124196,0.84909669,1,0.66661312,,0.070039026,0.26334785,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,shippingservice-0,1,0.80053835,0.30019488,0.86447714,1,0.65384096,,0.069332426,0.27682661,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,shippingservice-1,2,0.80392899,0.29713767,0.87238547,1,0.67960963,,0.061314567,0.25907581,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,shippingservice2-0,1,0.80101505,0.29888148,0.87829254,1,0.68606173,,0.06192332,0.25201494,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,adservice,14,0.8153358,0.29141856,0.85666406,1,0.66557171,,0.070042099,0.26438619,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,cartservice,7,0.80526512,0.28796817,0.83097566,1,0.67320166,,0.070762687,0.25603566,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,checkoutservice,17,0.81613296,0.28999707,0.8555958,1,0.66241333,,0.070451067,0.2671356,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,currencyservice,4,0.81882335,0.29285667,0.86134382,1,0.6773274,,0.077441826,0.24523078,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,emailservice,2,0.81653123,0.28874262,0.89509748,1,0.65031337,,0.060381,0.28930564,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,frontend,3,0.80969592,0.28033495,0.85304265,1,0.63723493,,0.069083647,0.29368142,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,node-1,3,0.80643098,0.29469821,0.86280799,1,0.65350952,,0.079136851,0.26735363,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,node-3,3,0.81768163,0.29573376,0.84053245,1,0.65601936,,0.072284211,0.27169642,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,node-4,1,0.81965373,0.28102653,0.87469952,1,0.67999264,,0.072878228,0.24712913,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,node-5,4,0.8129935,0.28523591,0.87517805,1,0.67002212,,0.075658157,0.25431972,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,node-6,5,0.81689128,0.29098474,0.8571966,1,0.65496415,,0.072369942,0.27266591,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,node-7,2,0.80324228,0.27924616,0.87945341,1,0.68869892,,0.063280596,0.24802048,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,node-8,4,0.8194709,0.29325331,0.8599434,1,0.64938353,,0.069999668,0.28061681,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,paymentservice,1,0.83151085,0.28458358,0.85360928,1,0.65935348,,0.076476344,0.26417017,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,productcatalogservice,4,0.82516479,0.29339085,0.87321624,1,0.67040181,,0.066557764,0.26304043,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,recommendationservice,1,0.81615763,0.30737467,0.82968486,1,0.63298636,,0.063624542,0.3033891,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,shippingservice,6,0.81566669,0.28530137,0.84960401,1,0.67911961,,0.068500336,0.25238006,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,tidb-tidb,2,0.80508419,0.28011216,0.86880339,1,0.68261485,,0.064691835,0.25269332,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,tidb-tikv,10,0.81501786,0.28524002,0.85676139,1,0.67288714,,0.06954391,0.25756895,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_ob,checkoutservice,18,0.80910712,0.27647348,0.85880578,1,0.64280728,,0.075247282,0.28194544,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_ob,currencyservice,18,0.80743891,0.27554198,0.84979048,1,0.63623159,,0.073662637,0.29010578,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_ob,emailservice,18,0.81033146,0.27715045,0.84492878,1,0.64337215,,0.077130402,0.27949745,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_ob,productcatalogservice,18,0.80824419,0.27724822,0.84792965,1,0.63808545,,0.072293684,0.28962087,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_ob,recommendationservice,18,0.80660437,0.27311333,0.85813837,1,0.63650721,,0.076331208,0.28716158,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_tt,ts-auth-service,18,0.81361575,0.2968505,0.84160514,1,0.68100749,,0.062533756,0.25645875,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_tt,ts-order-service,18,0.81282991,0.29137155,0.84494583,1,0.67872837,,0.063237748,0.25803389,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_tt,ts-route-service,18,0.80956699,0.29343484,0.84330916,1,0.66951508,,0.063391288,0.26709363,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_tt,ts-train-service,18,0.80788815,0.28992621,0.85036353,1,0.66094349,,0.06918783,0.26986868,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_tt,ts-travel-service,18,0.81363697,0.28927301,0.85541619,1,0.67594676,,0.06319538,0.26085786,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,mysql,6,0.81104969,0.28039631,0.87347065,1,0.88224778,0.11775222,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-assurance-service,5,0.80456723,0.28709339,0.88449347,1,0.89382446,0.10617554,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-auth-service,4,0.80105164,0.28226362,0.84299748,1,0.88339743,0.11660257,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-basic-service,19,0.8038711,0.29356068,0.86317663,1,0.89199463,0.10800537,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-config-service,6,0.80071097,0.28222463,0.86265864,1,0.88704484,0.11295516,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-consign-service,2,0.80522944,0.29879304,0.86781122,1,0.88025764,0.11974236,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-contacts-service,2,0.8059637,0.29949349,0.84394327,1,0.89947336,0.10052664,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-food-service,3,0.80779249,0.28799002,0.85606944,1,0.89543549,0.10456451,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-inside-payment-service,2,0.81416811,0.2661748,0.91050673,1,0.9208411,0.079158903,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-order-other-service,4,0.80226588,0.26826843,0.8917642,1,0.90422185,0.09577815,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-order-service,5,0.80668864,0.28642187,0.88569083,1,0.8971094,0.1028906,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-preserve-service,5,0.80545663,0.29038887,0.88100758,1,0.90087214,0.099127856,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-price-service,2,0.81799091,0.29544134,0.89181865,1,0.88950852,0.11049148,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-route-plan-service,6,0.81760103,0.28314051,0.88375342,1,0.89650536,0.10349464,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-route-service,4,0.8080319,0.27160702,0.88926554,1,0.90011547,0.099884527,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-seat-service,6,0.80145709,0.29113383,0.86884357,1,0.88372195,0.11627805,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-security-service,1,0.79899911,0.28777548,0.91357908,1,0.896088,0.103912,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-station-food-service,1,0.8187488,0.27820483,0.87937596,1,0.89670681,0.10329319,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-station-service,1,0.82669912,0.27331971,0.8401347,1,0.88435022,0.11564978,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-train-service,2,0.81723446,0.28737578,0.90712425,1,0.88210255,0.11789745,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-travel-plan-service,3,0.80262583,0.2737818,0.91211152,1,0.89848188,0.10151812,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-travel-service,3,0.80943927,0.26915175,0.89303889,1,0.90151624,0.098483761,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-travel2-service,2,0.80389191,0.28063274,0.89377457,1,0.88946193,0.11053807,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-user-service,1,0.80453688,0.28979167,0.80773277,1,0.9001052,0.099894796,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ts-verification-code-service,1,0.81756686,0.27628754,0.89972927,1,0.86608009,0.13391991,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,adservice,2,0.80292025,0.27531651,0.89641537,1,0.89592272,0.10407728,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,adservice-0,1,0.81757393,0.26726841,0.92711906,1,0.9311612,0.068838798,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,adservice-1,3,0.8143572,0.26539547,0.89310086,1,0.90513963,0.094860372,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,adservice2-0,1,0.79650611,0.29781366,0.87414641,1,0.87278067,0.12721933,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,cartservice,5,0.80636153,0.27155552,0.87306671,1,0.90233563,0.097664374,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,cartservice-0,2,0.81614147,0.28796169,0.84382425,1,0.9002287,0.099771296,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,cartservice2-0,1,0.81045279,0.28759091,0.87681009,1,0.89064203,0.10935797,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,checkoutservice,4,0.8002245,0.26002592,0.88936742,1,0.90488863,0.095111371,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,checkoutservice-0,2,0.79986252,0.27556276,0.8919373,1,0.88668217,0.11331783,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,checkoutservice-1,2,0.83061054,0.27464811,0.9035667,1,0.90408666,0.095913335,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,currencyservice,2,0.80966923,0.27001287,0.88187984,1,0.90444345,0.095556546,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,currencyservice-0,1,0.81598753,0.27256215,0.87088811,1,0.88692423,0.11307577,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,currencyservice-1,2,0.81144707,0.2679893,0.84001356,1,0.8945775,0.1054225,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,currencyservice-2,2,0.81115481,0.28173901,0.91267721,1,0.88979572,0.11020428,,,,1,1,,,
