experiment,model,arm,dataset,outcome_class,n
ledger_handoff_rca,gemma-4-26b-a4b,L_vis,re2_tt,top5_miss,49
ledger_handoff_rca,qwen3.6-27b,L_hyb,aegislab,rank_2_3,30
ledger_handoff_rca,qwen3.6-27b,L_hyb,aegislab,rank_4_5,6
ledger_handoff_rca,qwen3.6-27b,L_hyb,aegislab,top1_correct,31
ledger_handoff_rca,qwen3.6-27b,L_hyb,aegislab,top5_miss,29
ledger_handoff_rca,qwen3.6-27b,L_hyb,aiops2022,rank_2_3,18
ledger_handoff_rca,qwen3.6-27b,L_hyb,aiops2022,rank_4_5,10
ledger_handoff_rca,qwen3.6-27b,L_hyb,aiops2022,top1_correct,29
ledger_handoff_rca,qwen3.6-27b,L_hyb,aiops2022,top5_miss,43
ledger_handoff_rca,qwen3.6-27b,L_hyb,aiops2025,rank_2_3,22
ledger_handoff_rca,qwen3.6-27b,L_hyb,aiops2025,rank_4_5,6
ledger_handoff_rca,qwen3.6-27b,L_hyb,aiops2025,top1_correct,24
ledger_handoff_rca,qwen3.6-27b,L_hyb,aiops2025,top5_miss,41
ledger_handoff_rca,qwen3.6-27b,L_hyb,re2_ob,rank_2_3,17
ledger_handoff_rca,qwen3.6-27b,L_hyb,re2_ob,rank_4_5,3
ledger_handoff_rca,qwen3.6-27b,L_hyb,re2_ob,top1_correct,63
ledger_handoff_rca,qwen3.6-27b,L_hyb,re2_ob,top5_miss,7
ledger_handoff_rca,qwen3.6-27b,L_hyb,re2_tt,rank_2_3,18
ledger_handoff_rca,qwen3.6-27b,L_hyb,re2_tt,rank_4_5,5
ledger_handoff_rca,qwen3.6-27b,L_hyb,re2_tt,top1_correct,44
ledger_handoff_rca,qwen3.6-27b,L_hyb,re2_tt,top5_miss,23
ledger_handoff_rca,qwen3.6-27b,L_txt,aegislab,rank_2_3,35
ledger_handoff_rca,qwen3.6-27b,L_txt,aegislab,rank_4_5,5
ledger_handoff_rca,qwen3.6-27b,L_txt,aegislab,top1_correct,30
ledger_handoff_rca,qwen3.6-27b,L_txt,aegislab,top5_miss,26
ledger_handoff_rca,qwen3.6-27b,L_txt,aiops2022,rank_2_3,16
ledger_handoff_rca,qwen3.6-27b,L_txt,aiops2022,rank_4_5,11
ledger_handoff_rca,qwen3.6-27b,L_txt,aiops2022,top1_correct,26
ledger_handoff_rca,qwen3.6-27b,L_txt,aiops2022,top5_miss,47
ledger_handoff_rca,qwen3.6-27b,L_txt,aiops2025,rank_2_3,22
ledger_handoff_rca,qwen3.6-27b,L_txt,aiops2025,rank_4_5,8
ledger_handoff_rca,qwen3.6-27b,L_txt,aiops2025,top1_correct,23
ledger_handoff_rca,qwen3.6-27b,L_txt,aiops2025,top5_miss,40
ledger_handoff_rca,qwen3.6-27b,L_txt,re2_ob,rank_2_3,16
ledger_handoff_rca,qwen3.6-27b,L_txt,re2_ob,rank_4_5,7
ledger_handoff_rca,qwen3.6-27b,L_txt,re2_ob,top1_correct,63
ledger_handoff_rca,qwen3.6-27b,L_txt,re2_ob,top5_miss,4
ledger_handoff_rca,qwen3.6-27b,L_txt,re2_tt,rank_2_3,24
ledger_handoff_rca,qwen3.6-27b,L_txt,re2_tt,rank_4_5,10
ledger_handoff_rca,qwen3.6-27b,L_txt,re2_tt,top1_correct,41
ledger_handoff_rca,qwen3.6-27b,L_txt,re2_tt,top5_miss,15
ledger_handoff_rca,qwen3.6-27b,L_vis,aegislab,rank_2_3,28
ledger_handoff_rca,qwen3.6-27b,L_vis,aegislab,rank_4_5,7
ledger_handoff_rca,qwen3.6-27b,L_vis,aegislab,top1_correct,31
ledger_handoff_rca,qwen3.6-27b,L_vis,aegislab,top5_miss,30
ledger_handoff_rca,qwen3.6-27b,L_vis,aiops2022,rank_2_3,26
ledger_handoff_rca,qwen3.6-27b,L_vis,aiops2022,rank_4_5,7
ledger_handoff_rca,qwen3.6-27b,L_vis,aiops2022,top1_correct,21
ledger_handoff_rca,qwen3.6-27b,L_vis,aiops2022,top5_miss,46
ledger_handoff_rca,qwen3.6-27b,L_vis,aiops2025,parse_failure,1
ledger_handoff_rca,qwen3.6-27b,L_vis,aiops2025,rank_2_3,21
ledger_handoff_rca,qwen3.6-27b,L_vis,aiops2025,rank_4_5,8
ledger_handoff_rca,qwen3.6-27b,L_vis,aiops2025,top1_correct,17
ledger_handoff_rca,qwen3.6-27b,L_vis,aiops2025,top5_miss,46
ledger_handoff_rca,qwen3.6-27b,L_vis,re2_ob,rank_2_3,23
ledger_handoff_rca,qwen3.6-27b,L_vis,re2_ob,rank_4_5,2
ledger_handoff_rca,qwen3.6-27b,L_vis,re2_ob,top1_correct,59
ledger_handoff_rca,qwen3.6-27b,L_vis,re2_ob,top5_miss,6
ledger_handoff_rca,qwen3.6-27b,L_vis,re2_tt,rank_2_3,27
ledger_handoff_rca,qwen3.6-27b,L_vis,re2_tt,rank_4_5,6
ledger_handoff_rca,qwen3.6-27b,L_vis,re2_tt,top1_correct,35
ledger_handoff_rca,qwen3.6-27b,L_vis,re2_tt,top5_miss,22
ledger_handoff_rca,qwen3.8-27b,L_hyb,aegislab,rank_2_3,38
ledger_handoff_rca,qwen3.8-27b,L_hyb,aegislab,rank_4_5,5
ledger_handoff_rca,qwen3.8-27b,L_hyb,aegislab,top1_correct,26
ledger_handoff_rca,qwen3.8-27b,L_hyb,aegislab,top5_miss,27
ledger_handoff_rca,qwen3.8-27b,L_hyb,aiops2022,rank_2_3,19
ledger_handoff_rca,qwen3.8-27b,L_hyb,aiops2022,rank_4_5,8
ledger_handoff_rca,qwen3.8-27b,L_hyb,aiops2022,top1_correct,26
ledger_handoff_rca,qwen3.8-27b,L_hyb,aiops2022,top5_miss,47
ledger_handoff_rca,qwen3.8-27b,L_hyb,aiops2025,rank_2_3,20
ledger_handoff_rca,qwen3.8-27b,L_hyb,aiops2025,rank_4_5,8
ledger_handoff_rca,qwen3.8-27b,L_hyb,aiops2025,top1_correct,17
ledger_handoff_rca,qwen3.8-27b,L_hyb,aiops2025,top5_miss,48
ledger_handoff_rca,qwen3.8-27b,L_hyb,re2_ob,rank_2_3,27
ledger_handoff_rca,qwen3.8-27b,L_hyb,re2_ob,rank_4_5,4
ledger_handoff_rca,qwen3.8-27b,L_hyb,re2_ob,top1_correct,50
ledger_handoff_rca,qwen3.8-27b,L_hyb,re2_ob,top5_miss,9
ledger_handoff_rca,qwen3.8-27b,L_hyb,re2_tt,rank_2_3,33
ledger_handoff_rca,qwen3.8-27b,L_hyb,re2_tt,rank_4_5,2
ledger_handoff_rca,qwen3.8-27b,L_hyb,re2_tt,top1_correct,36
ledger_handoff_rca,qwen3.8-27b,L_hyb,re2_tt,top5_miss,19
ledger_handoff_rca,qwen3.8-27b,L_txt,aegislab,rank_2_3,37
ledger_handoff_rca,qwen3.8-27b,L_txt,aegislab,rank_4_5,2
ledger_handoff_rca,qwen3.8-27b,L_txt,aegislab,top1_correct,32
ledger_handoff_rca,qwen3.8-27b,L_txt,aegislab,top5_miss,25
ledger_handoff_rca,qwen3.8-27b,L_txt,aiops2022,rank_2_3,22
ledger_handoff_rca,qwen3.8-27b,L_txt,aiops2022,rank_4_5,3
ledger_handoff_rca,qwen3.8-27b,L_txt,aiops2022,top1_correct,24
ledger_handoff_rca,qwen3.8-27b,L_txt,aiops2022,top5_miss,51
ledger_handoff_rca,qwen3.8-27b,L_txt,aiops2025,rank_2_3,17
ledger_handoff_rca,qwen3.8-27b,L_txt,aiops2025,rank_4_5,4
ledger_handoff_rca,qwen3.8-27b,L_txt,aiops2025,top1_correct,17
ledger_handoff_rca,qwen3.8-27b,L_txt,aiops2025,top5_miss,55
ledger_handoff_rca,qwen3.8-27b,L_txt,re2_ob,rank_2_3,25
ledger_handoff_rca,qwen3.8-27b,L_txt,re2_ob,top1_correct,56
ledger_handoff_rca,qwen3.8-27b,L_txt,re2_ob,top5_miss,9
ledger_handoff_rca,qwen3.8-27b,L_txt,re2_tt,parse_failure,1
ledger_handoff_rca,qwen3.8-27b,L_txt,re2_tt,rank_2_3,29
ledger_handoff_rca,qwen3.8-27b,L_txt,re2_tt,rank_4_5,2
ledger_handoff_rca,qwen3.8-27b,L_txt,re2_tt,top1_correct,40
ledger_handoff_rca,qwen3.8-27b,L_txt,re2_tt,top5_miss,18
ledger_handoff_rca,qwen3.8-27b,L_vis,aegislab,rank_2_3,38
ledger_handoff_rca,qwen3.8-27b,L_vis,aegislab,rank_4_5,9
ledger_handoff_rca,qwen3.8-27b,L_vis,aegislab,top1_correct,25
ledger_handoff_rca,qwen3.8-27b,L_vis,aegislab,top5_miss,24
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2022,rank_2_3,19
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2022,rank_4_5,6
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2022,top1_correct,20
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2022,top5_miss,55
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,rank_2_3,21
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,rank_4_5,3
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,top1_correct,14
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,top5_miss,55
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_ob,rank_2_3,31
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_ob,rank_4_5,6
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_ob,top1_correct,40
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_ob,top5_miss,13
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_tt,rank_2_3,33
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_tt,rank_4_5,2
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_tt,top1_correct,32
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_tt,top5_miss,23
matched_rca,gemma-4-26b-a4b,F,aegislab,rank_2_3,5
matched_rca,gemma-4-26b-a4b,F,aegislab,top1_correct,42
matched_rca,gemma-4-26b-a4b,F,aegislab,top5_miss,49
matched_rca,gemma-4-26b-a4b,F,aiops2022,rank_2_3,6
matched_rca,gemma-4-26b-a4b,F,aiops2022,rank_4_5,1
matched_rca,gemma-4-26b-a4b,F,aiops2022,top1_correct,33
matched_rca,gemma-4-26b-a4b,F,aiops2022,top5_miss,60
matched_rca,gemma-4-26b-a4b,F,aiops2025,rank_2_3,9
matched_rca,gemma-4-26b-a4b,F,aiops2025,top1_correct,18
matched_rca,gemma-4-26b-a4b,F,aiops2025,top5_miss,66
matched_rca,gemma-4-26b-a4b,F,re2_ob,rank_2_3,12
matched_rca,gemma-4-26b-a4b,F,re2_ob,top1_correct,66
matched_rca,gemma-4-26b-a4b,F,re2_ob,top5_miss,12
matched_rca,gemma-4-26b-a4b,F,re2_tt,rank_2_3,11
matched_rca,gemma-4-26b-a4b,F,re2_tt,top1_correct,54
matched_rca,gemma-4-26b-a4b,F,re2_tt,top5_miss,25
matched_rca,gemma-4-26b-a4b,H,aegislab,rank_2_3,6
matched_rca,gemma-4-26b-a4b,H,aegislab,top1_correct,44
matched_rca,gemma-4-26b-a4b,H,aegislab,top5_miss,46
matched_rca,gemma-4-26b-a4b,H,aiops2022,rank_2_3,8
matched_rca,gemma-4-26b-a4b,H,aiops2022,top1_correct,29
matched_rca,gemma-4-26b-a4b,H,aiops2022,top5_miss,63
matched_rca,gemma-4-26b-a4b,H,aiops2025,rank_2_3,7
matched_rca,gemma-4-26b-a4b,H,aiops2025,rank_4_5,1
matched_rca,gemma-4-26b-a4b,H,aiops2025,top1_correct,19
matched_rca,gemma-4-26b-a4b,H,aiops2025,top5_miss,66
matched_rca,gemma-4-26b-a4b,H,re2_ob,rank_2_3,10
matched_rca,gemma-4-26b-a4b,H,re2_ob,rank_4_5,2
matched_rca,gemma-4-26b-a4b,H,re2_ob,top1_correct,69
matched_rca,gemma-4-26b-a4b,H,re2_ob,top5_miss,9
matched_rca,gemma-4-26b-a4b,H,re2_tt,rank_2_3,9
matched_rca,gemma-4-26b-a4b,H,re2_tt,rank_4_5,2
matched_rca,gemma-4-26b-a4b,H,re2_tt,top1_correct,53
matched_rca,gemma-4-26b-a4b,H,re2_tt,top5_miss,26
matched_rca,gemma-4-26b-a4b,P,aegislab,rank_2_3,11
matched_rca,gemma-4-26b-a4b,P,aegislab,top1_correct,29
matched_rca,gemma-4-26b-a4b,P,aegislab,top5_miss,56
matched_rca,gemma-4-26b-a4b,P,aiops2022,rank_2_3,8
matched_rca,gemma-4-26b-a4b,P,aiops2022,top1_correct,19
matched_rca,gemma-4-26b-a4b,P,aiops2022,top5_miss,73
matched_rca,gemma-4-26b-a4b,P,aiops2025,rank_2_3,5
matched_rca,gemma-4-26b-a4b,P,aiops2025,top1_correct,18
matched_rca,gemma-4-26b-a4b,P,aiops2025,top5_miss,70
matched_rca,gemma-4-26b-a4b,P,re2_ob,rank_2_3,11
matched_rca,gemma-4-26b-a4b,P,re2_ob,rank_4_5,1
matched_rca,gemma-4-26b-a4b,P,re2_ob,top1_correct,55
matched_rca,gemma-4-26b-a4b,P,re2_ob,top5_miss,23
matched_rca,gemma-4-26b-a4b,P,re2_tt,rank_2_3,16
matched_rca,gemma-4-26b-a4b,P,re2_tt,rank_4_5,1
matched_rca,gemma-4-26b-a4b,P,re2_tt,top1_correct,35
matched_rca,gemma-4-26b-a4b,P,re2_tt,top5_miss,38
matched_rca,gemma-4-26b-a4b,R,aegislab,rank_2_3,6
matched_rca,gemma-4-26b-a4b,R,aegislab,top1_correct,38
matched_rca,gemma-4-26b-a4b,R,aegislab,top5_miss,52
matched_rca,gemma-4-26b-a4b,R,aiops2022,rank_2_3,7
matched_rca,gemma-4-26b-a4b,R,aiops2022,top1_correct,26
matched_rca,gemma-4-26b-a4b,R,aiops2022,top5_miss,67
matched_rca,gemma-4-26b-a4b,R,aiops2025,rank_2_3,7
matched_rca,gemma-4-26b-a4b,R,aiops2025,rank_4_5,2
matched_rca,gemma-4-26b-a4b,R,aiops2025,top1_correct,18
matched_rca,gemma-4-26b-a4b,R,aiops2025,top5_miss,66
matched_rca,gemma-4-26b-a4b,R,re2_ob,rank_2_3,5
matched_rca,gemma-4-26b-a4b,R,re2_ob,rank_4_5,1
matched_rca,gemma-4-26b-a4b,R,re2_ob,top1_correct,71
matched_rca,gemma-4-26b-a4b,R,re2_ob,top5_miss,13
matched_rca,gemma-4-26b-a4b,R,re2_tt,rank_2_3,9
matched_rca,gemma-4-26b-a4b,R,re2_tt,rank_4_5,1
matched_rca,gemma-4-26b-a4b,R,re2_tt,top1_correct,45
matched_rca,gemma-4-26b-a4b,R,re2_tt,top5_miss,35
matched_rca,gemma-4-26b-a4b,T,aegislab,rank_2_3,4
matched_rca,gemma-4-26b-a4b,T,aegislab,top1_correct,45
matched_rca,gemma-4-26b-a4b,T,aegislab,top5_miss,47
matched_rca,gemma-4-26b-a4b,T,aiops2022,rank_2_3,7
matched_rca,gemma-4-26b-a4b,T,aiops2022,top1_correct,28
matched_rca,gemma-4-26b-a4b,T,aiops2022,top5_miss,65
matched_rca,gemma-4-26b-a4b,T,aiops2025,rank_2_3,7
matched_rca,gemma-4-26b-a4b,T,aiops2025,rank_4_5,2
matched_rca,gemma-4-26b-a4b,T,aiops2025,top1_correct,19
matched_rca,gemma-4-26b-a4b,T,aiops2025,top5_miss,65
matched_rca,gemma-4-26b-a4b,T,re2_ob,rank_2_3,10
matched_rca,gemma-4-26b-a4b,T,re2_ob,rank_4_5,1
matched_rca,gemma-4-26b-a4b,T,re2_ob,top1_correct,68
matched_rca,gemma-4-26b-a4b,T,re2_ob,top5_miss,11
matched_rca,gemma-4-26b-a4b,T,re2_tt,rank_2_3,9
matched_rca,gemma-4-26b-a4b,T,re2_tt,rank_4_5,2
matched_rca,gemma-4-26b-a4b,T,re2_tt,top1_correct,52
matched_rca,gemma-4-26b-a4b,T,re2_tt,top5_miss,27
matched_rca,gemma-4-26b-a4b,V,aegislab,rank_2_3,4
matched_rca,gemma-4-26b-a4b,V,aegislab,rank_4_5,2
matched_rca,gemma-4-26b-a4b,V,aegislab,top1_correct,41
matched_rca,gemma-4-26b-a4b,V,aegislab,top5_miss,49
matched_rca,gemma-4-26b-a4b,V,aiops2022,rank_2_3,4
matched_rca,gemma-4-26b-a4b,V,aiops2022,top1_correct,30
matched_rca,gemma-4-26b-a4b,V,aiops2022,top5_miss,66
matched_rca,gemma-4-26b-a4b,V,aiops2025,rank_2_3,7
matched_rca,gemma-4-26b-a4b,V,aiops2025,top1_correct,15
matched_rca,gemma-4-26b-a4b,V,aiops2025,top5_miss,71
matched_rca,gemma-4-26b-a4b,V,re2_ob,rank_2_3,10
matched_rca,gemma-4-26b-a4b,V,re2_ob,top1_correct,67
matched_rca,gemma-4-26b-a4b,V,re2_ob,top5_miss,13
matched_rca,gemma-4-26b-a4b,V,re2_tt,rank_2_3,1
matched_rca,gemma-4-26b-a4b,V,re2_tt,rank_4_5,1
matched_rca,gemma-4-26b-a4b,V,re2_tt,top1_correct,47
matched_rca,gemma-4-26b-a4b,V,re2_tt,top5_miss,41
matched_rca,qwen3.6-27b,F,aegislab,rank_2_3,31
matched_rca,qwen3.6-27b,F,aegislab,rank_4_5,11
matched_rca,qwen3.6-27b,F,aegislab,top1_correct,18
matched_rca,qwen3.6-27b,F,aegislab,top5_miss,36
matched_rca,qwen3.6-27b,F,aiops2022,rank_2_3,18
matched_rca,qwen3.6-27b,F,aiops2022,rank_4_5,5
matched_rca,qwen3.6-27b,F,aiops2022,top1_correct,26
matched_rca,qwen3.6-27b,F,aiops2022,top5_miss,51
matched_rca,qwen3.6-27b,F,aiops2025,rank_2_3,14
matched_rca,qwen3.6-27b,F,aiops2025,rank_4_5,12
matched_rca,qwen3.6-27b,F,aiops2025,top1_correct,17
matched_rca,qwen3.6-27b,F,aiops2025,top5_miss,50
matched_rca,qwen3.6-27b,F,re2_ob,rank_2_3,29
matched_rca,qwen3.6-27b,F,re2_ob,rank_4_5,7
matched_rca,qwen3.6-27b,F,re2_ob,top1_correct,52
matched_rca,qwen3.6-27b,F,re2_ob,top5_miss,2
matched_rca,qwen3.6-27b,F,re2_tt,rank_2_3,19
matched_rca,qwen3.6-27b,F,re2_tt,rank_4_5,5
matched_rca,qwen3.6-27b,F,re2_tt,top1_correct,54
matched_rca,qwen3.6-27b,F,re2_tt,top5_miss,12
matched_rca,qwen3.6-27b,H,aegislab,rank_2_3,35
matched_rca,qwen3.6-27b,H,aegislab,rank_4_5,3
matched_rca,qwen3.6-27b,H,aegislab,top1_correct,27
matched_rca,qwen3.6-27b,H,aegislab,top5_miss,31
matched_rca,qwen3.6-27b,H,aiops2022,rank_2_3,25
matched_rca,qwen3.6-27b,H,aiops2022,rank_4_5,5
matched_rca,qwen3.6-27b,H,aiops2022,top1_correct,22
matched_rca,qwen3.6-27b,H,aiops2022,top5_miss,48
matched_rca,qwen3.6-27b,H,aiops2025,rank_2_3,20
matched_rca,qwen3.6-27b,H,aiops2025,rank_4_5,11
matched_rca,qwen3.6-27b,H,aiops2025,top1_correct,15
matched_rca,qwen3.6-27b,H,aiops2025,top5_miss,47
matched_rca,qwen3.6-27b,H,re2_ob,rank_2_3,30
matched_rca,qwen3.6-27b,H,re2_ob,rank_4_5,5
matched_rca,qwen3.6-27b,H,re2_ob,top1_correct,51
matched_rca,qwen3.6-27b,H,re2_ob,top5_miss,4
matched_rca,qwen3.6-27b,H,re2_tt,rank_2_3,19
matched_rca,qwen3.6-27b,H,re2_tt,rank_4_5,3
matched_rca,qwen3.6-27b,H,re2_tt,top1_correct,52
matched_rca,qwen3.6-27b,H,re2_tt,top5_miss,16
matched_rca,qwen3.6-27b,P,aegislab,rank_2_3,17
matched_rca,qwen3.6-27b,P,aegislab,rank_4_5,3
matched_rca,qwen3.6-27b,P,aegislab,top1_correct,10
matched_rca,qwen3.6-27b,P,aegislab,top5_miss,11
matched_rca,qwen3.6-27b,P,aiops2022,rank_2_3,14
matched_rca,qwen3.6-27b,P,aiops2022,rank_4_5,2
matched_rca,qwen3.6-27b,P,aiops2022,top1_correct,23
matched_rca,qwen3.6-27b,P,aiops2022,top5_miss,61
matched_rca,qwen3.6-27b,P,aiops2025,rank_2_3,19
matched_rca,qwen3.6-27b,P,aiops2025,rank_4_5,10
matched_rca,qwen3.6-27b,P,aiops2025,top1_correct,14
matched_rca,qwen3.6-27b,P,aiops2025,top5_miss,50
matched_rca,qwen3.6-27b,P,re2_ob,rank_2_3,28
matched_rca,qwen3.6-27b,P,re2_ob,rank_4_5,9
matched_rca,qwen3.6-27b,P,re2_ob,top1_correct,49
matched_rca,qwen3.6-27b,P,re2_ob,top5_miss,4
matched_rca,qwen3.6-27b,P,re2_tt,rank_2_3,21
matched_rca,qwen3.6-27b,P,re2_tt,rank_4_5,4
matched_rca,qwen3.6-27b,P,re2_tt,top1_correct,44
matched_rca,qwen3.6-27b,P,re2_tt,top5_miss,21
matched_rca,qwen3.6-27b,R,aegislab,rank_2_3,32
matched_rca,qwen3.6-27b,R,aegislab,rank_4_5,6
matched_rca,qwen3.6-27b,R,aegislab,top1_correct,27
matched_rca,qwen3.6-27b,R,aegislab,top5_miss,31
matched_rca,qwen3.6-27b,R,aiops2022,rank_2_3,15
matched_rca,qwen3.6-27b,R,aiops2022,rank_4_5,4
matched_rca,qwen3.6-27b,R,aiops2022,top1_correct,25
matched_rca,qwen3.6-27b,R,aiops2022,top5_miss,56
matched_rca,qwen3.6-27b,R,aiops2025,rank_2_3,18
matched_rca,qwen3.6-27b,R,aiops2025,rank_4_5,2
matched_rca,qwen3.6-27b,R,aiops2025,top1_correct,24
matched_rca,qwen3.6-27b,R,aiops2025,top5_miss,49
matched_rca,qwen3.6-27b,R,re2_ob,rank_2_3,18
matched_rca,qwen3.6-27b,R,re2_ob,rank_4_5,5
matched_rca,qwen3.6-27b,R,re2_ob,top1_correct,62
matched_rca,qwen3.6-27b,R,re2_ob,top5_miss,5
matched_rca,qwen3.6-27b,R,re2_tt,rank_2_3,23
matched_rca,qwen3.6-27b,R,re2_tt,rank_4_5,4
matched_rca,qwen3.6-27b,R,re2_tt,top1_correct,43
matched_rca,qwen3.6-27b,R,re2_tt,top5_miss,20
matched_rca,qwen3.6-27b,T,aegislab,rank_2_3,32
matched_rca,qwen3.6-27b,T,aegislab,rank_4_5,12
matched_rca,qwen3.6-27b,T,aegislab,top1_correct,25
matched_rca,qwen3.6-27b,T,aegislab,top5_miss,27
matched_rca,qwen3.6-27b,T,aiops2022,rank_2_3,21
matched_rca,qwen3.6-27b,T,aiops2022,rank_4_5,6
matched_rca,qwen3.6-27b,T,aiops2022,top1_correct,24
matched_rca,qwen3.6-27b,T,aiops2022,top5_miss,49
matched_rca,qwen3.6-27b,T,aiops2025,rank_2_3,14
matched_rca,qwen3.6-27b,T,aiops2025,rank_4_5,6
matched_rca,qwen3.6-27b,T,aiops2025,top1_correct,19
matched_rca,qwen3.6-27b,T,aiops2025,top5_miss,54
matched_rca,qwen3.6-27b,T,re2_ob,parse_failure,1
matched_rca,qwen3.6-27b,T,re2_ob,rank_2_3,22
matched_rca,qwen3.6-27b,T,re2_ob,rank_4_5,8
matched_rca,qwen3.6-27b,T,re2_ob,top1_correct,52
matched_rca,qwen3.6-27b,T,re2_ob,top5_miss,7
matched_rca,qwen3.6-27b,T,re2_tt,rank_2_3,25
matched_rca,qwen3.6-27b,T,re2_tt,rank_4_5,4
matched_rca,qwen3.6-27b,T,re2_tt,top1_correct,51
matched_rca,qwen3.6-27b,T,re2_tt,top5_miss,10
matched_rca,qwen3.6-27b,V,aegislab,rank_2_3,33
matched_rca,qwen3.6-27b,V,aegislab,rank_4_5,7
matched_rca,qwen3.6-27b,V,aegislab,top1_correct,28
matched_rca,qwen3.6-27b,V,aegislab,top5_miss,28
matched_rca,qwen3.6-27b,V,aiops2022,rank_2_3,22
matched_rca,qwen3.6-27b,V,aiops2022,rank_4_5,4
matched_rca,qwen3.6-27b,V,aiops2022,top1_correct,23
matched_rca,qwen3.6-27b,V,aiops2022,top5_miss,51
matched_rca,qwen3.6-27b,V,aiops2025,rank_2_3,19
matched_rca,qwen3.6-27b,V,aiops2025,rank_4_5,4
matched_rca,qwen3.6-27b,V,aiops2025,top1_correct,18
matched_rca,qwen3.6-27b,V,aiops2025,top5_miss,52
matched_rca,qwen3.6-27b,V,re2_ob,rank_2_3,25
matched_rca,qwen3.6-27b,V,re2_ob,rank_4_5,4
matched_rca,qwen3.6-27b,V,re2_ob,top1_correct,58
matched_rca,qwen3.6-27b,V,re2_ob,top5_miss,3
matched_rca,qwen3.6-27b,V,re2_tt,parse_failure,1
matched_rca,qwen3.6-27b,V,re2_tt,rank_2_3,19
matched_rca,qwen3.6-27b,V,re2_tt,rank_4_5,6
matched_rca,qwen3.6-27b,V,re2_tt,top1_correct,45
matched_rca,qwen3.6-27b,V,re2_tt,top5_miss,19
matched_rca,qwen3.8-27b,F,aegislab,rank_2_3,30
matched_rca,qwen3.8-27b,F,aegislab,rank_4_5,5
matched_rca,qwen3.8-27b,F,aegislab,top1_correct,22
matched_rca,qwen3.8-27b,F,aegislab,top5_miss,39
matched_rca,qwen3.8-27b,F,aiops2022,rank_2_3,20
matched_rca,qwen3.8-27b,F,aiops2022,top1_correct,23
matched_rca,qwen3.8-27b,F,aiops2022,top5_miss,57
matched_rca,qwen3.8-27b,F,aiops2025,rank_2_3,20
matched_rca,qwen3.8-27b,F,aiops2025,rank_4_5,5
matched_rca,qwen3.8-27b,F,aiops2025,top1_correct,14
matched_rca,qwen3.8-27b,F,aiops2025,top5_miss,54
matched_rca,qwen3.8-27b,F,re2_ob,rank_2_3,26
matched_rca,qwen3.8-27b,F,re2_ob,rank_4_5,3
matched_rca,qwen3.8-27b,F,re2_ob,top1_correct,49
matched_rca,qwen3.8-27b,F,re2_ob,top5_miss,12
matched_rca,qwen3.8-27b,F,re2_tt,rank_2_3,24
matched_rca,qwen3.8-27b,F,re2_tt,rank_4_5,3
matched_rca,qwen3.8-27b,F,re2_tt,top1_correct,46
matched_rca,qwen3.8-27b,F,re2_tt,top5_miss,17
matched_rca,qwen3.8-27b,H,aegislab,rank_2_3,39
matched_rca,qwen3.8-27b,H,aegislab,rank_4_5,4
matched_rca,qwen3.8-27b,H,aegislab,top1_correct,16
matched_rca,qwen3.8-27b,H,aegislab,top5_miss,37
matched_rca,qwen3.8-27b,H,aiops2022,parse_failure,1
matched_rca,qwen3.8-27b,H,aiops2022,rank_2_3,18
matched_rca,qwen3.8-27b,H,aiops2022,rank_4_5,3
matched_rca,qwen3.8-27b,H,aiops2022,top1_correct,23
matched_rca,qwen3.8-27b,H,aiops2022,top5_miss,55
matched_rca,qwen3.8-27b,H,aiops2025,rank_2_3,20
matched_rca,qwen3.8-27b,H,aiops2025,rank_4_5,5
matched_rca,qwen3.8-27b,H,aiops2025,top1_correct,15
matched_rca,qwen3.8-27b,H,aiops2025,top5_miss,53
matched_rca,qwen3.8-27b,H,re2_ob,rank_2_3,29
matched_rca,qwen3.8-27b,H,re2_ob,top1_correct,51
matched_rca,qwen3.8-27b,H,re2_ob,top5_miss,10
matched_rca,qwen3.8-27b,H,re2_tt,rank_2_3,26
matched_rca,qwen3.8-27b,H,re2_tt,rank_4_5,2
matched_rca,qwen3.8-27b,H,re2_tt,top1_correct,45
matched_rca,qwen3.8-27b,H,re2_tt,top5_miss,17
matched_rca,qwen3.8-27b,P,aegislab,parse_failure,1
matched_rca,qwen3.8-27b,P,aegislab,rank_2_3,30
matched_rca,qwen3.8-27b,P,aegislab,rank_4_5,4
matched_rca,qwen3.8-27b,P,aegislab,top1_correct,15
matched_rca,qwen3.8-27b,P,aegislab,top5_miss,46
