experiment,model,arm,dataset,fault_type,n,ac1,ac3,ac5,mrr,unknown_ids
direct_rca,qwen3.8-27b,H,aegislab,JVMException,3,0.33333333,0.33333333,1,0.5,0
direct_rca,qwen3.8-27b,H,aegislab,JVMLatency,1,0,0,1,0.2,0
direct_rca,qwen3.8-27b,H,aegislab,JVMMemoryStress,14,0.64285714,0.78571429,0.85714286,0.73214286,0
direct_rca,qwen3.8-27b,H,aegislab,JVMReturn,2,0.5,1,1,0.75,0
direct_rca,qwen3.8-27b,H,aegislab,NetworkBandwidth,2,0.5,1,1,0.75,0
direct_rca,qwen3.8-27b,H,aegislab,NetworkCorrupt,2,0.5,0.5,0.5,0.5,0
direct_rca,qwen3.8-27b,H,aegislab,NetworkDelay,1,1,1,1,1,0
direct_rca,qwen3.8-27b,H,aegislab,NetworkLoss,3,0,0.33333333,0.33333333,0.11111111,0
direct_rca,qwen3.8-27b,H,aegislab,NetworkPartition,6,0.33333333,0.33333333,0.5,0.36666667,0
direct_rca,qwen3.8-27b,H,aegislab,PodFailure,1,0,0,0,0,0
direct_rca,qwen3.8-27b,H,aegislab,PodKill,1,1,1,1,1,0
direct_rca,qwen3.8-27b,H,aiops2022,k8s容器cpu负载,9,0.33333333,0.55555556,0.55555556,0.40740741,0
direct_rca,qwen3.8-27b,H,aiops2022,k8s容器内存负载,8,0.125,0.125,0.25,0.15,0
direct_rca,qwen3.8-27b,H,aiops2022,k8s容器写io负载,4,0.75,0.75,0.75,0.75,0
direct_rca,qwen3.8-27b,H,aiops2022,k8s容器网络丢包,9,0.22222222,0.22222222,0.44444444,0.26666667,0
direct_rca,qwen3.8-27b,H,aiops2022,k8s容器网络延迟,10,0.1,0.3,0.4,0.20833333,0
direct_rca,qwen3.8-27b,H,aiops2022,k8s容器网络资源包损坏,10,0.2,0.3,0.4,0.25333333,0
direct_rca,qwen3.8-27b,H,aiops2022,k8s容器网络资源包重复发送,7,0,0.14285714,0.28571429,0.10714286,0
direct_rca,qwen3.8-27b,H,aiops2022,k8s容器读io负载,9,0.22222222,0.44444444,0.55555556,0.33703704,0
direct_rca,qwen3.8-27b,H,aiops2022,k8s容器进程中止,5,0,0.2,0.2,0.066666667,0
direct_rca,qwen3.8-27b,H,aiops2022,node 内存消耗,5,0,0.2,0.2,0.066666667,0
direct_rca,qwen3.8-27b,H,aiops2022,node 磁盘写IO消耗,6,0.5,0.66666667,0.66666667,0.58333333,0
direct_rca,qwen3.8-27b,H,aiops2022,node 磁盘空间消耗,5,0.8,0.8,0.8,0.8,0
direct_rca,qwen3.8-27b,H,aiops2022,node 磁盘读IO消耗,5,0,0.2,0.2,0.1,0
direct_rca,qwen3.8-27b,H,aiops2022,node节点CPU故障,5,0,0.4,0.4,0.16666667,0
direct_rca,qwen3.8-27b,H,aiops2022,node节点CPU爬升,3,0,0,0,0,0
direct_rca,qwen3.8-27b,H,aiops2025,code error,1,0,0,0,0,0
direct_rca,qwen3.8-27b,H,aiops2025,cpu stress,8,0,0,0.25,0.05,0
direct_rca,qwen3.8-27b,H,aiops2025,dns error,5,0,0,0.2,0.04,0
direct_rca,qwen3.8-27b,H,aiops2025,io fault,5,0.4,0.8,0.8,0.56666667,0
direct_rca,qwen3.8-27b,H,aiops2025,jvm cpu,3,0,0.33333333,0.66666667,0.19444444,0
direct_rca,qwen3.8-27b,H,aiops2025,jvm exception,3,0.33333333,0.66666667,0.66666667,0.5,0
direct_rca,qwen3.8-27b,H,aiops2025,jvm gc,2,0,0,0,0,0
direct_rca,qwen3.8-27b,H,aiops2025,jvm latency,5,0,0,0,0,0
direct_rca,qwen3.8-27b,H,aiops2025,memory stress,6,0,0,0.16666667,0.041666667,0
direct_rca,qwen3.8-27b,H,aiops2025,network corrupt,6,0.33333333,0.66666667,0.66666667,0.47222222,0
direct_rca,qwen3.8-27b,H,aiops2025,network delay,7,0.14285714,0.42857143,0.57142857,0.29761905,0
direct_rca,qwen3.8-27b,H,aiops2025,network loss,5,0.8,0.8,0.8,0.8,0
direct_rca,qwen3.8-27b,H,aiops2025,node cpu stress,6,0,0.5,0.5,0.22222222,0
direct_rca,qwen3.8-27b,H,aiops2025,node disk fill,4,0.5,0.75,0.75,0.58333333,0
direct_rca,qwen3.8-27b,H,aiops2025,node memory stress,12,0.16666667,0.16666667,0.33333333,0.20416667,0
direct_rca,qwen3.8-27b,H,aiops2025,pod failure,10,0,0.2,0.2,0.083333333,0
direct_rca,qwen3.8-27b,H,aiops2025,pod kill,2,0,1,1,0.41666667,0
direct_rca,qwen3.8-27b,H,aiops2025,target port misconfig,3,0,0,0,0,0
direct_rca,qwen3.8-27b,H,re2_ob,cpu,15,0.53333333,1,1,0.74444444,0
direct_rca,qwen3.8-27b,H,re2_ob,delay,15,0.4,0.73333333,0.73333333,0.55555556,0
direct_rca,qwen3.8-27b,H,re2_ob,disk,15,0.46666667,0.8,0.86666667,0.62777778,0
direct_rca,qwen3.8-27b,H,re2_ob,loss,15,0.13333333,0.73333333,0.73333333,0.4,0
direct_rca,qwen3.8-27b,H,re2_ob,mem,15,0.6,0.93333333,1,0.78333333,0
direct_rca,qwen3.8-27b,H,re2_ob,socket,15,0.46666667,0.93333333,0.93333333,0.67777778,0
direct_rca,qwen3.8-27b,H,re2_tt,cpu,15,0.53333333,0.8,0.86666667,0.66111111,0
direct_rca,qwen3.8-27b,H,re2_tt,delay,15,0.33333333,0.6,0.66666667,0.47222222,0
direct_rca,qwen3.8-27b,H,re2_tt,disk,15,0.26666667,0.86666667,1,0.58555556,0
direct_rca,qwen3.8-27b,H,re2_tt,loss,15,0.066666667,0.4,0.4,0.2,0
direct_rca,qwen3.8-27b,H,re2_tt,mem,15,0.66666667,0.86666667,0.93333333,0.75,0
direct_rca,qwen3.8-27b,H,re2_tt,socket,15,0.6,0.86666667,1,0.75555556,0
direct_rca,qwen3.8-27b,P,aegislab,ContainerKill,6,0.66666667,0.66666667,0.66666667,0.66666667,0
direct_rca,qwen3.8-27b,P,aegislab,HTTPRequestAbort,6,0.16666667,0.5,0.5,0.30555556,0
direct_rca,qwen3.8-27b,P,aegislab,HTTPRequestDelay,7,0.14285714,0.28571429,0.42857143,0.21904762,0
direct_rca,qwen3.8-27b,P,aegislab,HTTPRequestReplaceMethod,15,0.26666667,0.6,0.73333333,0.44888889,0
direct_rca,qwen3.8-27b,P,aegislab,HTTPRequestReplacePath,1,0,0,0,0,0
direct_rca,qwen3.8-27b,P,aegislab,HTTPResponseAbort,3,0,0,0.33333333,0.083333333,0
direct_rca,qwen3.8-27b,P,aegislab,HTTPResponseDelay,7,0.28571429,0.71428571,0.71428571,0.42857143,0
direct_rca,qwen3.8-27b,P,aegislab,HTTPResponseReplaceBody,2,0.5,0.5,0.5,0.5,0
direct_rca,qwen3.8-27b,P,aegislab,HTTPResponseReplaceCode,13,0.15384615,0.53846154,0.61538462,0.33974359,0
direct_rca,qwen3.8-27b,P,aegislab,JVMException,3,0.33333333,0.66666667,1,0.51111111,0
direct_rca,qwen3.8-27b,P,aegislab,JVMLatency,1,0,1,1,0.33333333,0
direct_rca,qwen3.8-27b,P,aegislab,JVMMemoryStress,14,0.35714286,0.57142857,0.71428571,0.48095238,0
direct_rca,qwen3.8-27b,P,aegislab,JVMReturn,2,0.5,0.5,1,0.6,0
direct_rca,qwen3.8-27b,P,aegislab,NetworkBandwidth,2,0.5,1,1,0.75,0
direct_rca,qwen3.8-27b,P,aegislab,NetworkCorrupt,2,0.5,0.5,0.5,0.5,0
direct_rca,qwen3.8-27b,P,aegislab,NetworkDelay,1,1,1,1,1,0
direct_rca,qwen3.8-27b,P,aegislab,NetworkLoss,3,0,0.33333333,0.33333333,0.16666667,0
direct_rca,qwen3.8-27b,P,aegislab,NetworkPartition,6,0.16666667,0.33333333,0.33333333,0.22222222,0
direct_rca,qwen3.8-27b,P,aegislab,PodFailure,1,0,1,1,0.5,0
direct_rca,qwen3.8-27b,P,aegislab,PodKill,1,1,1,1,1,0
direct_rca,qwen3.8-27b,P,aiops2022,k8s容器cpu负载,9,0.11111111,0.22222222,0.33333333,0.17592593,0
direct_rca,qwen3.8-27b,P,aiops2022,k8s容器内存负载,8,0,0,0.25,0.05625,0
direct_rca,qwen3.8-27b,P,aiops2022,k8s容器写io负载,4,0.25,0.5,0.5,0.33333333,0
direct_rca,qwen3.8-27b,P,aiops2022,k8s容器网络丢包,9,0.22222222,0.33333333,0.44444444,0.28703704,0
direct_rca,qwen3.8-27b,P,aiops2022,k8s容器网络延迟,10,0,0.3,0.4,0.14166667,1
direct_rca,qwen3.8-27b,P,aiops2022,k8s容器网络资源包损坏,10,0.1,0.2,0.5,0.22,0
direct_rca,qwen3.8-27b,P,aiops2022,k8s容器网络资源包重复发送,7,0,0,0.14285714,0.035714286,0
direct_rca,qwen3.8-27b,P,aiops2022,k8s容器读io负载,9,0,0.44444444,0.66666667,0.22222222,0
direct_rca,qwen3.8-27b,P,aiops2022,k8s容器进程中止,5,0,0.6,0.8,0.28333333,0
direct_rca,qwen3.8-27b,P,aiops2022,node 内存消耗,5,0,0.2,0.2,0.066666667,0
direct_rca,qwen3.8-27b,P,aiops2022,node 磁盘写IO消耗,6,0.16666667,0.33333333,0.33333333,0.25,0
direct_rca,qwen3.8-27b,P,aiops2022,node 磁盘空间消耗,5,0.2,0.6,0.8,0.40666667,0
direct_rca,qwen3.8-27b,P,aiops2022,node 磁盘读IO消耗,5,0,0.4,0.4,0.16666667,0
direct_rca,qwen3.8-27b,P,aiops2022,node节点CPU故障,5,0,0.6,0.6,0.23333333,0
direct_rca,qwen3.8-27b,P,aiops2022,node节点CPU爬升,3,0,0,0,0,0
direct_rca,qwen3.8-27b,P,aiops2025,code error,1,0,0,0,0,0
direct_rca,qwen3.8-27b,P,aiops2025,cpu stress,8,0.125,0.25,0.5,0.22291667,0
direct_rca,qwen3.8-27b,P,aiops2025,dns error,5,0,0,0,0,1
direct_rca,qwen3.8-27b,P,aiops2025,io fault,5,0.4,0.6,0.8,0.54,0
direct_rca,qwen3.8-27b,P,aiops2025,jvm cpu,3,0,0,1,0.23333333,0
direct_rca,qwen3.8-27b,P,aiops2025,jvm exception,3,0.33333333,0.66666667,0.66666667,0.5,0
direct_rca,qwen3.8-27b,P,aiops2025,jvm gc,2,0,0,0,0,0
direct_rca,qwen3.8-27b,P,aiops2025,jvm latency,5,0,0,0,0,0
direct_rca,qwen3.8-27b,P,aiops2025,memory stress,6,0,0,0.16666667,0.041666667,0
direct_rca,qwen3.8-27b,P,aiops2025,network corrupt,6,0.5,0.66666667,0.83333333,0.625,0
direct_rca,qwen3.8-27b,P,aiops2025,network delay,7,0.14285714,0.28571429,0.28571429,0.19047619,0
direct_rca,qwen3.8-27b,P,aiops2025,network loss,5,0.4,1,1,0.6,0
direct_rca,qwen3.8-27b,P,aiops2025,node cpu stress,6,0.16666667,0.33333333,0.5,0.29166667,0
direct_rca,qwen3.8-27b,P,aiops2025,node disk fill,4,0.25,0.5,0.5,0.375,0
direct_rca,qwen3.8-27b,P,aiops2025,node memory stress,12,0.16666667,0.16666667,0.16666667,0.16666667,0
direct_rca,qwen3.8-27b,P,aiops2025,pod failure,10,0.2,0.3,0.3,0.25,0
direct_rca,qwen3.8-27b,P,aiops2025,pod kill,2,0,1,1,0.41666667,0
direct_rca,qwen3.8-27b,P,aiops2025,target port misconfig,3,0,0,0.33333333,0.083333333,0
direct_rca,qwen3.8-27b,P,re2_ob,cpu,15,0.2,0.66666667,0.8,0.41111111,0
direct_rca,qwen3.8-27b,P,re2_ob,delay,15,0.33333333,0.6,0.86666667,0.50777778,0
direct_rca,qwen3.8-27b,P,re2_ob,disk,15,0.26666667,0.6,0.86666667,0.47444444,0
direct_rca,qwen3.8-27b,P,re2_ob,loss,15,0,0.53333333,0.8,0.28555556,0
direct_rca,qwen3.8-27b,P,re2_ob,mem,15,0.4,0.8,0.8,0.58888889,0
direct_rca,qwen3.8-27b,P,re2_ob,socket,15,0.33333333,0.66666667,1,0.58,0
direct_rca,qwen3.8-27b,P,re2_tt,cpu,15,0.33333333,0.46666667,0.66666667,0.43222222,0
direct_rca,qwen3.8-27b,P,re2_tt,delay,15,0.26666667,0.46666667,0.8,0.41,0
direct_rca,qwen3.8-27b,P,re2_tt,disk,15,0.26666667,0.6,0.86666667,0.48555556,0
direct_rca,qwen3.8-27b,P,re2_tt,loss,15,0.066666667,0.2,0.4,0.15111111,0
direct_rca,qwen3.8-27b,P,re2_tt,mem,15,0.2,0.6,0.73333333,0.38222222,0
direct_rca,qwen3.8-27b,P,re2_tt,socket,15,0.13333333,0.66666667,0.73333333,0.36111111,0
direct_rca,qwen3.8-27b,R,aegislab,ContainerKill,6,0.66666667,0.83333333,1,0.76388889,0
direct_rca,qwen3.8-27b,R,aegislab,HTTPRequestAbort,6,0.33333333,0.5,0.66666667,0.42222222,0
direct_rca,qwen3.8-27b,R,aegislab,HTTPRequestDelay,7,0.14285714,0.42857143,0.42857143,0.26190476,0
direct_rca,qwen3.8-27b,R,aegislab,HTTPRequestReplaceMethod,15,0.13333333,0.53333333,0.66666667,0.35555556,0
direct_rca,qwen3.8-27b,R,aegislab,HTTPRequestReplacePath,1,0,0,1,0.25,0
direct_rca,qwen3.8-27b,R,aegislab,HTTPResponseAbort,3,0,0,0.33333333,0.083333333,0
direct_rca,qwen3.8-27b,R,aegislab,HTTPResponseDelay,7,0.28571429,0.42857143,0.42857143,0.33333333,0
direct_rca,qwen3.8-27b,R,aegislab,HTTPResponseReplaceBody,2,0.5,1,1,0.75,0
direct_rca,qwen3.8-27b,R,aegislab,HTTPResponseReplaceCode,13,0.30769231,0.61538462,0.69230769,0.45512821,0
direct_rca,qwen3.8-27b,R,aegislab,JVMException,3,0.33333333,0.66666667,1,0.52777778,0
direct_rca,qwen3.8-27b,R,aegislab,JVMLatency,1,1,1,1,1,0
direct_rca,qwen3.8-27b,R,aegislab,JVMMemoryStress,14,0.64285714,0.85714286,0.92857143,0.75595238,0
direct_rca,qwen3.8-27b,R,aegislab,JVMReturn,2,0.5,0.5,0.5,0.5,0
direct_rca,qwen3.8-27b,R,aegislab,NetworkBandwidth,2,0.5,1,1,0.75,0
direct_rca,qwen3.8-27b,R,aegislab,NetworkCorrupt,2,0.5,0.5,0.5,0.5,0
direct_rca,qwen3.8-27b,R,aegislab,NetworkDelay,1,0,1,1,0.5,0
direct_rca,qwen3.8-27b,R,aegislab,NetworkLoss,3,0,0.33333333,0.33333333,0.16666667,0
direct_rca,qwen3.8-27b,R,aegislab,NetworkPartition,6,0.16666667,0.33333333,0.5,0.26388889,0
direct_rca,qwen3.8-27b,R,aegislab,PodFailure,1,0,1,1,0.5,0
direct_rca,qwen3.8-27b,R,aegislab,PodKill,1,1,1,1,1,0
direct_rca,qwen3.8-27b,R,aiops2022,k8s容器cpu负载,9,0.22222222,0.44444444,0.55555556,0.33703704,0
direct_rca,qwen3.8-27b,R,aiops2022,k8s容器内存负载,8,0.375,0.5,0.5,0.4375,0
direct_rca,qwen3.8-27b,R,aiops2022,k8s容器写io负载,4,0.5,0.75,0.75,0.625,0
direct_rca,qwen3.8-27b,R,aiops2022,k8s容器网络丢包,9,0.11111111,0.44444444,0.44444444,0.25925926,1
direct_rca,qwen3.8-27b,R,aiops2022,k8s容器网络延迟,10,0,0.3,0.3,0.13333333,0
direct_rca,qwen3.8-27b,R,aiops2022,k8s容器网络资源包损坏,10,0.2,0.3,0.5,0.295,2
direct_rca,qwen3.8-27b,R,aiops2022,k8s容器网络资源包重复发送,7,0,0.14285714,0.14285714,0.071428571,0
direct_rca,qwen3.8-27b,R,aiops2022,k8s容器读io负载,9,0.11111111,0.44444444,0.55555556,0.30555556,1
direct_rca,qwen3.8-27b,R,aiops2022,k8s容器进程中止,5,0,0.6,0.8,0.31666667,0
direct_rca,qwen3.8-27b,R,aiops2022,node 内存消耗,5,0,0.2,0.2,0.066666667,0
direct_rca,qwen3.8-27b,R,aiops2022,node 磁盘写IO消耗,6,0.16666667,0.16666667,0.33333333,0.20833333,2
direct_rca,qwen3.8-27b,R,aiops2022,node 磁盘空间消耗,5,0.4,0.8,0.8,0.56666667,1
direct_rca,qwen3.8-27b,R,aiops2022,node 磁盘读IO消耗,5,0,0.2,0.2,0.066666667,0
direct_rca,qwen3.8-27b,R,aiops2022,node节点CPU故障,5,0,0.4,0.4,0.16666667,0
direct_rca,qwen3.8-27b,R,aiops2022,node节点CPU爬升,3,0,0,0,0,0
direct_rca,qwen3.8-27b,R,aiops2025,code error,1,0,0,0,0,0
direct_rca,qwen3.8-27b,R,aiops2025,cpu stress,8,0,0.125,0.125,0.0625,0
direct_rca,qwen3.8-27b,R,aiops2025,dns error,5,0.2,0.2,0.2,0.2,0
direct_rca,qwen3.8-27b,R,aiops2025,io fault,5,0.4,0.6,0.8,0.51666667,0
direct_rca,qwen3.8-27b,R,aiops2025,jvm cpu,3,0,0,1,0.23333333,0
direct_rca,qwen3.8-27b,R,aiops2025,jvm exception,3,0.66666667,0.66666667,0.66666667,0.66666667,0
direct_rca,qwen3.8-27b,R,aiops2025,jvm gc,2,0,0,0,0,0
direct_rca,qwen3.8-27b,R,aiops2025,jvm latency,5,0.2,0.2,0.2,0.2,0
direct_rca,qwen3.8-27b,R,aiops2025,memory stress,6,0,0,0.16666667,0.041666667,0
direct_rca,qwen3.8-27b,R,aiops2025,network corrupt,6,0.33333333,0.83333333,0.83333333,0.58333333,0
direct_rca,qwen3.8-27b,R,aiops2025,network delay,7,0.28571429,0.85714286,0.85714286,0.5,0
direct_rca,qwen3.8-27b,R,aiops2025,network loss,5,0.6,0.6,1,0.7,0
direct_rca,qwen3.8-27b,R,aiops2025,node cpu stress,6,0.16666667,0.33333333,0.5,0.29166667,0
direct_rca,qwen3.8-27b,R,aiops2025,node disk fill,4,0.5,0.75,0.75,0.625,0
direct_rca,qwen3.8-27b,R,aiops2025,node memory stress,12,0.25,0.33333333,0.33333333,0.27777778,0
direct_rca,qwen3.8-27b,R,aiops2025,pod failure,10,0,0.2,0.3,0.10333333,0
direct_rca,qwen3.8-27b,R,aiops2025,pod kill,2,0,0.5,0.5,0.25,0
direct_rca,qwen3.8-27b,R,aiops2025,target port misconfig,3,0,0.33333333,0.33333333,0.11111111,0
direct_rca,qwen3.8-27b,R,re2_ob,cpu,15,0.4,0.8,0.93333333,0.60777778,0
direct_rca,qwen3.8-27b,R,re2_ob,delay,15,0.26666667,0.66666667,0.73333333,0.44666667,0
direct_rca,qwen3.8-27b,R,re2_ob,disk,15,0.33333333,0.66666667,0.73333333,0.48333333,0
direct_rca,qwen3.8-27b,R,re2_ob,loss,15,0.13333333,0.6,0.6,0.33333333,0
direct_rca,qwen3.8-27b,R,re2_ob,mem,15,0.46666667,0.8,0.86666667,0.65,0
direct_rca,qwen3.8-27b,R,re2_ob,socket,15,0.4,0.8,0.8,0.58888889,0
direct_rca,qwen3.8-27b,R,re2_tt,cpu,15,0.4,0.66666667,0.8,0.55222222,0
direct_rca,qwen3.8-27b,R,re2_tt,delay,15,0.26666667,0.33333333,0.4,0.30555556,0
direct_rca,qwen3.8-27b,R,re2_tt,disk,15,0.2,0.6,0.66666667,0.39444444,0
direct_rca,qwen3.8-27b,R,re2_tt,loss,15,0.13333333,0.33333333,0.46666667,0.23777778,0
direct_rca,qwen3.8-27b,R,re2_tt,mem,15,0.46666667,0.8,0.8,0.58888889,0
direct_rca,qwen3.8-27b,R,re2_tt,socket,15,0.6,0.73333333,0.93333333,0.70555556,0
direct_rca,qwen3.8-27b,T,aegislab,ContainerKill,6,0.66666667,0.83333333,0.83333333,0.72222222,0
direct_rca,qwen3.8-27b,T,aegislab,HTTPRequestAbort,6,0.16666667,0.5,0.66666667,0.36666667,0
direct_rca,qwen3.8-27b,T,aegislab,HTTPRequestDelay,7,0.28571429,0.42857143,0.57142857,0.36190476,0
direct_rca,qwen3.8-27b,T,aegislab,HTTPRequestReplaceMethod,15,0.33333333,0.66666667,0.73333333,0.48,0
direct_rca,qwen3.8-27b,T,aegislab,HTTPRequestReplacePath,1,0,0,0,0,0
direct_rca,qwen3.8-27b,T,aegislab,HTTPResponseAbort,3,0,0,0,0,0
direct_rca,qwen3.8-27b,T,aegislab,HTTPResponseDelay,7,0.28571429,0.42857143,0.57142857,0.36904762,0
direct_rca,qwen3.8-27b,T,aegislab,HTTPResponseReplaceBody,2,0.5,0.5,0.5,0.5,0
direct_rca,qwen3.8-27b,T,aegislab,HTTPResponseReplaceCode,13,0.15384615,0.38461538,0.53846154,0.30769231,0
direct_rca,qwen3.8-27b,T,aegislab,JVMException,3,0.33333333,1,1,0.61111111,0
direct_rca,qwen3.8-27b,T,aegislab,JVMLatency,1,0,0,1,0.2,0
direct_rca,qwen3.8-27b,T,aegislab,JVMMemoryStress,14,0.57142857,0.78571429,0.92857143,0.70238095,0
direct_rca,qwen3.8-27b,T,aegislab,JVMReturn,2,1,1,1,1,0
direct_rca,qwen3.8-27b,T,aegislab,NetworkBandwidth,2,0.5,1,1,0.75,0
direct_rca,qwen3.8-27b,T,aegislab,NetworkCorrupt,2,0.5,0.5,0.5,0.5,0
direct_rca,qwen3.8-27b,T,aegislab,NetworkDelay,1,1,1,1,1,0
direct_rca,qwen3.8-27b,T,aegislab,NetworkLoss,3,0,0.33333333,0.33333333,0.11111111,0
direct_rca,qwen3.8-27b,T,aegislab,NetworkPartition,6,0.33333333,0.66666667,0.66666667,0.47222222,0
direct_rca,qwen3.8-27b,T,aegislab,PodFailure,1,0,0,0,0,0
direct_rca,qwen3.8-27b,T,aegislab,PodKill,1,1,1,1,1,0
direct_rca,qwen3.8-27b,T,aiops2022,k8s容器cpu负载,9,0.33333333,0.44444444,0.55555556,0.39814815,0
direct_rca,qwen3.8-27b,T,aiops2022,k8s容器内存负载,8,0.375,0.5,0.5,0.4375,0
direct_rca,qwen3.8-27b,T,aiops2022,k8s容器写io负载,4,0.5,0.5,0.5,0.5,0
direct_rca,qwen3.8-27b,T,aiops2022,k8s容器网络丢包,9,0.22222222,0.33333333,0.33333333,0.27777778,0
direct_rca,qwen3.8-27b,T,aiops2022,k8s容器网络延迟,10,0.1,0.4,0.4,0.23333333,0
direct_rca,qwen3.8-27b,T,aiops2022,k8s容器网络资源包损坏,10,0.1,0.2,0.4,0.17833333,0
direct_rca,qwen3.8-27b,T,aiops2022,k8s容器网络资源包重复发送,7,0,0.14285714,0.28571429,0.10714286,0
direct_rca,qwen3.8-27b,T,aiops2022,k8s容器读io负载,9,0.33333333,0.44444444,0.44444444,0.37037037,0
direct_rca,qwen3.8-27b,T,aiops2022,k8s容器进程中止,5,0.2,0.2,0.4,0.25,0
direct_rca,qwen3.8-27b,T,aiops2022,node 内存消耗,5,0,0.4,0.4,0.16666667,0
direct_rca,qwen3.8-27b,T,aiops2022,node 磁盘写IO消耗,6,0.66666667,0.66666667,0.66666667,0.66666667,0
direct_rca,qwen3.8-27b,T,aiops2022,node 磁盘空间消耗,5,0.8,0.8,0.8,0.8,0
direct_rca,qwen3.8-27b,T,aiops2022,node 磁盘读IO消耗,5,0.2,0.2,0.2,0.2,0
direct_rca,qwen3.8-27b,T,aiops2022,node节点CPU故障,5,0.2,0.6,0.6,0.36666667,0
direct_rca,qwen3.8-27b,T,aiops2022,node节点CPU爬升,3,0,0,0,0,0
direct_rca,qwen3.8-27b,T,aiops2025,code error,1,0,0,0,0,0
direct_rca,qwen3.8-27b,T,aiops2025,cpu stress,8,0,0.125,0.125,0.0625,0
direct_rca,qwen3.8-27b,T,aiops2025,dns error,5,0,0,0,0,0
direct_rca,qwen3.8-27b,T,aiops2025,io fault,5,0.2,1,1,0.53333333,0
direct_rca,qwen3.8-27b,T,aiops2025,jvm cpu,3,0,0.33333333,0.66666667,0.19444444,0
direct_rca,qwen3.8-27b,T,aiops2025,jvm exception,3,0.66666667,0.66666667,1,0.73333333,0
direct_rca,qwen3.8-27b,T,aiops2025,jvm gc,2,0,0,0,0,0
direct_rca,qwen3.8-27b,T,aiops2025,jvm latency,5,0,0,0,0,0
direct_rca,qwen3.8-27b,T,aiops2025,memory stress,6,0,0.16666667,0.33333333,0.097222222,0
direct_rca,qwen3.8-27b,T,aiops2025,network corrupt,6,0.16666667,0.66666667,0.66666667,0.41666667,0
direct_rca,qwen3.8-27b,T,aiops2025,network delay,7,0.14285714,0.57142857,0.57142857,0.33333333,0
direct_rca,qwen3.8-27b,T,aiops2025,network loss,5,0.4,0.6,0.8,0.54,0
direct_rca,qwen3.8-27b,T,aiops2025,node cpu stress,6,0,0.33333333,0.33333333,0.13888889,0
direct_rca,qwen3.8-27b,T,aiops2025,node disk fill,4,0.5,0.75,0.75,0.58333333,0
direct_rca,qwen3.8-27b,T,aiops2025,node memory stress,12,0.16666667,0.33333333,0.33333333,0.23611111,0
direct_rca,qwen3.8-27b,T,aiops2025,pod failure,10,0.1,0.1,0.1,0.1,0
direct_rca,qwen3.8-27b,T,aiops2025,pod kill,2,0.5,1,1,0.75,0
direct_rca,qwen3.8-27b,T,aiops2025,target port misconfig,3,0,0,0,0,0
direct_rca,qwen3.8-27b,T,re2_ob,cpu,15,0.53333333,1,1,0.73333333,0
direct_rca,qwen3.8-27b,T,re2_ob,delay,15,0.33333333,0.8,0.86666667,0.57222222,0
direct_rca,qwen3.8-27b,T,re2_ob,disk,15,0.53333333,0.93333333,0.93333333,0.7,0
direct_rca,qwen3.8-27b,T,re2_ob,loss,15,0.2,0.6,0.6,0.37777778,0
direct_rca,qwen3.8-27b,T,re2_ob,mem,15,0.53333333,0.86666667,0.86666667,0.68888889,0
direct_rca,qwen3.8-27b,T,re2_ob,socket,15,0.4,0.93333333,0.93333333,0.65555556,0
direct_rca,qwen3.8-27b,T,re2_tt,cpu,15,0.6,0.8,0.93333333,0.72222222,0
direct_rca,qwen3.8-27b,T,re2_tt,delay,15,0.33333333,0.66666667,0.8,0.51111111,0
direct_rca,qwen3.8-27b,T,re2_tt,disk,15,0.4,0.93333333,1,0.68333333,0
direct_rca,qwen3.8-27b,T,re2_tt,loss,15,0.066666667,0.4,0.53333333,0.21555556,0
direct_rca,qwen3.8-27b,T,re2_tt,mem,15,0.6,0.86666667,0.86666667,0.71111111,0
direct_rca,qwen3.8-27b,T,re2_tt,socket,15,0.6,0.8,0.93333333,0.73333333,0
direct_rca,qwen3.8-27b,V,aegislab,ContainerKill,6,0.5,0.66666667,0.66666667,0.58333333,1
direct_rca,qwen3.8-27b,V,aegislab,HTTPRequestAbort,6,0.5,0.66666667,0.66666667,0.58333333,1
direct_rca,qwen3.8-27b,V,aegislab,HTTPRequestDelay,7,0.14285714,0.28571429,0.28571429,0.19047619,0
direct_rca,qwen3.8-27b,V,aegislab,HTTPRequestReplaceMethod,15,0.13333333,0.46666667,0.66666667,0.32777778,0
direct_rca,qwen3.8-27b,V,aegislab,HTTPRequestReplacePath,1,0,0,0,0,0
direct_rca,qwen3.8-27b,V,aegislab,HTTPResponseAbort,3,0,0,0,0,0
direct_rca,qwen3.8-27b,V,aegislab,HTTPResponseDelay,7,0.28571429,0.57142857,0.57142857,0.38095238,0
direct_rca,qwen3.8-27b,V,aegislab,HTTPResponseReplaceBody,2,0.5,1,1,0.75,0
direct_rca,qwen3.8-27b,V,aegislab,HTTPResponseReplaceCode,13,0.15384615,0.53846154,0.76923077,0.36538462,0
direct_rca,qwen3.8-27b,V,aegislab,JVMException,3,0.33333333,0.66666667,0.66666667,0.44444444,0
direct_rca,qwen3.8-27b,V,aegislab,JVMLatency,1,0,0,0,0,0
direct_rca,qwen3.8-27b,V,aegislab,JVMMemoryStress,14,0.64285714,0.78571429,0.85714286,0.71666667,0
direct_rca,qwen3.8-27b,V,aegislab,JVMReturn,2,1,1,1,1,0
