experiment,model,arm,dataset,fault_type,n,ac1,ac3,ac5,mrr,unknown_ids
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2022,node 内存消耗,5,0,0.2,0.2,0.066666667,0
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2022,node 磁盘写IO消耗,6,0.33333333,0.5,0.5,0.41666667,0
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2022,node 磁盘空间消耗,5,0,0.2,0.8,0.24,0
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2022,node 磁盘读IO消耗,5,0,0.2,0.2,0.1,0
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2022,node节点CPU故障,5,0.2,0.4,0.4,0.26666667,1
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2022,node节点CPU爬升,3,0,0,0,0,0
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,code error,1,0,1,1,0.33333333,0
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,cpu stress,8,0.125,0.25,0.25,0.1875,0
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,dns error,5,0,0,0,0,0
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,io fault,5,0,0.4,0.6,0.20666667,1
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,jvm cpu,3,0,0.66666667,0.66666667,0.27777778,0
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,jvm exception,3,0.66666667,1,1,0.77777778,0
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,jvm gc,2,0,0,0,0,0
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,jvm latency,5,0,0.2,0.6,0.18,0
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,memory stress,6,0,0,0,0,1
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,network corrupt,6,0.33333333,0.83333333,0.83333333,0.58333333,0
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,network delay,7,0.28571429,0.71428571,0.71428571,0.47619048,0
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,network loss,5,0.4,1,1,0.7,0
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,node cpu stress,6,0.16666667,0.16666667,0.16666667,0.16666667,0
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,node disk fill,4,0.5,0.75,0.75,0.625,0
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,node memory stress,12,0.083333333,0.25,0.25,0.15277778,0
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,pod failure,10,0.1,0.1,0.1,0.1,0
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,pod kill,2,0,0.5,0.5,0.25,0
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,target port misconfig,3,0,0,0,0,0
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_ob,cpu,15,0.4,0.86666667,0.86666667,0.61111111,0
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_ob,delay,15,0.13333333,0.6,0.73333333,0.36666667,0
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_ob,disk,15,0.46666667,0.86666667,0.86666667,0.63333333,0
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_ob,loss,15,0.53333333,0.66666667,0.8,0.63333333,0
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_ob,mem,15,0.6,0.86666667,0.93333333,0.73888889,0
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_ob,socket,15,0.53333333,0.86666667,0.93333333,0.69444444,0
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_tt,cpu,15,0.46666667,0.8,0.8,0.61111111,0
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_tt,delay,15,0.2,0.6,0.6,0.36666667,0
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_tt,disk,15,0.4,0.93333333,0.93333333,0.63333333,1
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_tt,loss,15,0.13333333,0.26666667,0.4,0.23333333,0
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_tt,mem,15,0.46666667,0.86666667,0.86666667,0.64444444,0
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_tt,socket,15,0.46666667,0.86666667,0.86666667,0.65555556,0
matched_rca,gemma-4-26b-a4b,F,aegislab,ContainerKill,6,0.33333333,0.33333333,0.33333333,0.33333333,0
matched_rca,gemma-4-26b-a4b,F,aegislab,HTTPRequestAbort,6,0.66666667,0.66666667,0.66666667,0.66666667,0
matched_rca,gemma-4-26b-a4b,F,aegislab,HTTPRequestDelay,7,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,F,aegislab,HTTPRequestReplaceMethod,15,0.4,0.46666667,0.46666667,0.42222222,0
matched_rca,gemma-4-26b-a4b,F,aegislab,HTTPRequestReplacePath,1,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,F,aegislab,HTTPResponseAbort,3,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,F,aegislab,HTTPResponseDelay,7,0.28571429,0.28571429,0.28571429,0.28571429,0
matched_rca,gemma-4-26b-a4b,F,aegislab,HTTPResponseReplaceBody,2,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,F,aegislab,HTTPResponseReplaceCode,13,0.53846154,0.53846154,0.53846154,0.53846154,0
matched_rca,gemma-4-26b-a4b,F,aegislab,JVMException,3,1,1,1,1,0
matched_rca,gemma-4-26b-a4b,F,aegislab,JVMLatency,1,1,1,1,1,0
matched_rca,gemma-4-26b-a4b,F,aegislab,JVMMemoryStress,14,0.78571429,0.92857143,0.92857143,0.85714286,0
matched_rca,gemma-4-26b-a4b,F,aegislab,JVMReturn,2,1,1,1,1,0
matched_rca,gemma-4-26b-a4b,F,aegislab,NetworkBandwidth,2,0.5,1,1,0.75,0
matched_rca,gemma-4-26b-a4b,F,aegislab,NetworkCorrupt,2,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,F,aegislab,NetworkDelay,1,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,F,aegislab,NetworkLoss,3,0.33333333,0.66666667,0.66666667,0.5,0
matched_rca,gemma-4-26b-a4b,F,aegislab,NetworkPartition,6,0.16666667,0.16666667,0.16666667,0.16666667,0
matched_rca,gemma-4-26b-a4b,F,aegislab,PodFailure,1,1,1,1,1,0
matched_rca,gemma-4-26b-a4b,F,aegislab,PodKill,1,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,F,aiops2022,k8s容器cpu负载,9,0.55555556,0.55555556,0.55555556,0.55555556,0
matched_rca,gemma-4-26b-a4b,F,aiops2022,k8s容器内存负载,8,0.25,0.375,0.375,0.3125,0
matched_rca,gemma-4-26b-a4b,F,aiops2022,k8s容器写io负载,4,0.75,0.75,0.75,0.75,0
matched_rca,gemma-4-26b-a4b,F,aiops2022,k8s容器网络丢包,9,0.33333333,0.44444444,0.44444444,0.37037037,0
matched_rca,gemma-4-26b-a4b,F,aiops2022,k8s容器网络延迟,10,0.1,0.2,0.2,0.15,0
matched_rca,gemma-4-26b-a4b,F,aiops2022,k8s容器网络资源包损坏,10,0.4,0.6,0.6,0.5,0
matched_rca,gemma-4-26b-a4b,F,aiops2022,k8s容器网络资源包重复发送,7,0.14285714,0.14285714,0.14285714,0.14285714,0
matched_rca,gemma-4-26b-a4b,F,aiops2022,k8s容器读io负载,9,0.55555556,0.55555556,0.55555556,0.55555556,0
matched_rca,gemma-4-26b-a4b,F,aiops2022,k8s容器进程中止,5,0.6,0.6,0.6,0.6,0
matched_rca,gemma-4-26b-a4b,F,aiops2022,node 内存消耗,5,0.2,0.2,0.2,0.2,0
matched_rca,gemma-4-26b-a4b,F,aiops2022,node 磁盘写IO消耗,6,0.16666667,0.33333333,0.33333333,0.25,0
matched_rca,gemma-4-26b-a4b,F,aiops2022,node 磁盘空间消耗,5,0.4,0.4,0.6,0.44,0
matched_rca,gemma-4-26b-a4b,F,aiops2022,node 磁盘读IO消耗,5,0.2,0.2,0.2,0.2,0
matched_rca,gemma-4-26b-a4b,F,aiops2022,node节点CPU故障,5,0.2,0.2,0.2,0.2,0
matched_rca,gemma-4-26b-a4b,F,aiops2022,node节点CPU爬升,3,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,F,aiops2025,code error,1,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,F,aiops2025,cpu stress,8,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,F,aiops2025,dns error,5,0.2,0.2,0.2,0.2,0
matched_rca,gemma-4-26b-a4b,F,aiops2025,io fault,5,0.6,0.6,0.6,0.6,0
matched_rca,gemma-4-26b-a4b,F,aiops2025,jvm cpu,3,0.33333333,0.33333333,0.33333333,0.33333333,0
matched_rca,gemma-4-26b-a4b,F,aiops2025,jvm exception,3,0.66666667,0.66666667,0.66666667,0.66666667,0
matched_rca,gemma-4-26b-a4b,F,aiops2025,jvm gc,2,0.5,0.5,0.5,0.5,0
matched_rca,gemma-4-26b-a4b,F,aiops2025,jvm latency,5,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,F,aiops2025,memory stress,6,0,0.16666667,0.16666667,0.083333333,0
matched_rca,gemma-4-26b-a4b,F,aiops2025,network corrupt,6,0.5,1,1,0.75,0
matched_rca,gemma-4-26b-a4b,F,aiops2025,network delay,7,0.14285714,0.42857143,0.42857143,0.26190476,0
matched_rca,gemma-4-26b-a4b,F,aiops2025,network loss,5,0.4,0.6,0.6,0.5,0
matched_rca,gemma-4-26b-a4b,F,aiops2025,node cpu stress,6,0.16666667,0.16666667,0.16666667,0.16666667,0
matched_rca,gemma-4-26b-a4b,F,aiops2025,node disk fill,4,0.25,0.25,0.25,0.25,0
matched_rca,gemma-4-26b-a4b,F,aiops2025,node memory stress,12,0.16666667,0.25,0.25,0.20833333,0
matched_rca,gemma-4-26b-a4b,F,aiops2025,pod failure,10,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,F,aiops2025,pod kill,2,0,0.5,0.5,0.16666667,0
matched_rca,gemma-4-26b-a4b,F,aiops2025,target port misconfig,3,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,F,re2_ob,cpu,15,0.86666667,0.93333333,0.93333333,0.88888889,0
matched_rca,gemma-4-26b-a4b,F,re2_ob,delay,15,0.46666667,0.73333333,0.73333333,0.56666667,0
matched_rca,gemma-4-26b-a4b,F,re2_ob,disk,15,0.66666667,1,1,0.81111111,0
matched_rca,gemma-4-26b-a4b,F,re2_ob,loss,15,0.53333333,0.66666667,0.66666667,0.6,0
matched_rca,gemma-4-26b-a4b,F,re2_ob,mem,15,0.93333333,0.93333333,0.93333333,0.93333333,0
matched_rca,gemma-4-26b-a4b,F,re2_ob,socket,15,0.93333333,0.93333333,0.93333333,0.93333333,0
matched_rca,gemma-4-26b-a4b,F,re2_tt,cpu,15,0.86666667,0.86666667,0.86666667,0.86666667,0
matched_rca,gemma-4-26b-a4b,F,re2_tt,delay,15,0.13333333,0.33333333,0.33333333,0.22222222,0
matched_rca,gemma-4-26b-a4b,F,re2_tt,disk,15,0.86666667,1,1,0.93333333,0
matched_rca,gemma-4-26b-a4b,F,re2_tt,loss,15,0.13333333,0.26666667,0.26666667,0.17777778,0
matched_rca,gemma-4-26b-a4b,F,re2_tt,mem,15,0.8,0.86666667,0.86666667,0.83333333,0
matched_rca,gemma-4-26b-a4b,F,re2_tt,socket,15,0.8,1,1,0.9,0
matched_rca,gemma-4-26b-a4b,H,aegislab,ContainerKill,6,0.66666667,0.66666667,0.66666667,0.66666667,0
matched_rca,gemma-4-26b-a4b,H,aegislab,HTTPRequestAbort,6,0.66666667,0.66666667,0.66666667,0.66666667,0
matched_rca,gemma-4-26b-a4b,H,aegislab,HTTPRequestDelay,7,0.14285714,0.14285714,0.14285714,0.14285714,0
matched_rca,gemma-4-26b-a4b,H,aegislab,HTTPRequestReplaceMethod,15,0.33333333,0.33333333,0.33333333,0.33333333,0
matched_rca,gemma-4-26b-a4b,H,aegislab,HTTPRequestReplacePath,1,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,H,aegislab,HTTPResponseAbort,3,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,H,aegislab,HTTPResponseDelay,7,0.42857143,0.42857143,0.42857143,0.42857143,0
matched_rca,gemma-4-26b-a4b,H,aegislab,HTTPResponseReplaceBody,2,0,0.5,0.5,0.25,0
matched_rca,gemma-4-26b-a4b,H,aegislab,HTTPResponseReplaceCode,13,0.46153846,0.53846154,0.53846154,0.48717949,0
matched_rca,gemma-4-26b-a4b,H,aegislab,JVMException,3,1,1,1,1,0
matched_rca,gemma-4-26b-a4b,H,aegislab,JVMLatency,1,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,H,aegislab,JVMMemoryStress,14,0.85714286,0.92857143,0.92857143,0.89285714,0
matched_rca,gemma-4-26b-a4b,H,aegislab,JVMReturn,2,1,1,1,1,0
matched_rca,gemma-4-26b-a4b,H,aegislab,NetworkBandwidth,2,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,H,aegislab,NetworkCorrupt,2,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,H,aegislab,NetworkDelay,1,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,H,aegislab,NetworkLoss,3,0.33333333,1,1,0.66666667,0
matched_rca,gemma-4-26b-a4b,H,aegislab,NetworkPartition,6,0.33333333,0.33333333,0.33333333,0.33333333,0
matched_rca,gemma-4-26b-a4b,H,aegislab,PodFailure,1,1,1,1,1,0
matched_rca,gemma-4-26b-a4b,H,aegislab,PodKill,1,0,1,1,0.33333333,0
matched_rca,gemma-4-26b-a4b,H,aiops2022,k8s容器cpu负载,9,0.55555556,0.55555556,0.55555556,0.55555556,0
matched_rca,gemma-4-26b-a4b,H,aiops2022,k8s容器内存负载,8,0.25,0.25,0.25,0.25,0
matched_rca,gemma-4-26b-a4b,H,aiops2022,k8s容器写io负载,4,0.5,0.5,0.5,0.5,0
matched_rca,gemma-4-26b-a4b,H,aiops2022,k8s容器网络丢包,9,0.11111111,0.33333333,0.33333333,0.22222222,0
matched_rca,gemma-4-26b-a4b,H,aiops2022,k8s容器网络延迟,10,0.2,0.4,0.4,0.3,0
matched_rca,gemma-4-26b-a4b,H,aiops2022,k8s容器网络资源包损坏,10,0.5,0.6,0.6,0.55,0
matched_rca,gemma-4-26b-a4b,H,aiops2022,k8s容器网络资源包重复发送,7,0.14285714,0.28571429,0.28571429,0.19047619,0
matched_rca,gemma-4-26b-a4b,H,aiops2022,k8s容器读io负载,9,0.22222222,0.33333333,0.33333333,0.27777778,0
matched_rca,gemma-4-26b-a4b,H,aiops2022,k8s容器进程中止,5,0.4,0.4,0.4,0.4,0
matched_rca,gemma-4-26b-a4b,H,aiops2022,node 内存消耗,5,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,H,aiops2022,node 磁盘写IO消耗,6,0.33333333,0.33333333,0.33333333,0.33333333,0
matched_rca,gemma-4-26b-a4b,H,aiops2022,node 磁盘空间消耗,5,0.6,0.6,0.6,0.6,0
matched_rca,gemma-4-26b-a4b,H,aiops2022,node 磁盘读IO消耗,5,0.2,0.2,0.2,0.2,0
matched_rca,gemma-4-26b-a4b,H,aiops2022,node节点CPU故障,5,0.2,0.4,0.4,0.3,0
matched_rca,gemma-4-26b-a4b,H,aiops2022,node节点CPU爬升,3,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,H,aiops2025,code error,1,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,H,aiops2025,cpu stress,8,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,H,aiops2025,dns error,5,0.4,0.4,0.4,0.4,0
matched_rca,gemma-4-26b-a4b,H,aiops2025,io fault,5,0.2,0.4,0.4,0.3,0
matched_rca,gemma-4-26b-a4b,H,aiops2025,jvm cpu,3,0.33333333,0.33333333,0.33333333,0.33333333,0
matched_rca,gemma-4-26b-a4b,H,aiops2025,jvm exception,3,0.66666667,0.66666667,0.66666667,0.66666667,0
matched_rca,gemma-4-26b-a4b,H,aiops2025,jvm gc,2,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,H,aiops2025,jvm latency,5,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,H,aiops2025,memory stress,6,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,H,aiops2025,network corrupt,6,0.33333333,0.66666667,0.66666667,0.5,0
matched_rca,gemma-4-26b-a4b,H,aiops2025,network delay,7,0.14285714,0.57142857,0.57142857,0.35714286,0
matched_rca,gemma-4-26b-a4b,H,aiops2025,network loss,5,0.6,0.8,0.8,0.7,0
matched_rca,gemma-4-26b-a4b,H,aiops2025,node cpu stress,6,0.16666667,0.16666667,0.16666667,0.16666667,0
matched_rca,gemma-4-26b-a4b,H,aiops2025,node disk fill,4,0.75,0.75,0.75,0.75,0
matched_rca,gemma-4-26b-a4b,H,aiops2025,node memory stress,12,0.25,0.25,0.25,0.25,0
matched_rca,gemma-4-26b-a4b,H,aiops2025,pod failure,10,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,H,aiops2025,pod kill,2,0,0,0.5,0.125,0
matched_rca,gemma-4-26b-a4b,H,aiops2025,target port misconfig,3,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,H,re2_ob,cpu,15,0.93333333,1,1,0.96666667,0
matched_rca,gemma-4-26b-a4b,H,re2_ob,delay,15,0.53333333,0.73333333,0.8,0.62777778,0
matched_rca,gemma-4-26b-a4b,H,re2_ob,disk,15,0.73333333,0.93333333,0.93333333,0.83333333,0
matched_rca,gemma-4-26b-a4b,H,re2_ob,loss,15,0.6,0.73333333,0.8,0.67222222,0
matched_rca,gemma-4-26b-a4b,H,re2_ob,mem,15,0.93333333,0.93333333,0.93333333,0.93333333,0
matched_rca,gemma-4-26b-a4b,H,re2_ob,socket,15,0.86666667,0.93333333,0.93333333,0.88888889,0
matched_rca,gemma-4-26b-a4b,H,re2_tt,cpu,15,0.8,0.8,0.8,0.8,0
matched_rca,gemma-4-26b-a4b,H,re2_tt,delay,15,0.066666667,0.26666667,0.4,0.18555556,0
matched_rca,gemma-4-26b-a4b,H,re2_tt,disk,15,0.86666667,0.93333333,0.93333333,0.9,0
matched_rca,gemma-4-26b-a4b,H,re2_tt,loss,15,0.066666667,0.2,0.2,0.13333333,0
matched_rca,gemma-4-26b-a4b,H,re2_tt,mem,15,0.93333333,1,1,0.96666667,0
matched_rca,gemma-4-26b-a4b,H,re2_tt,socket,15,0.8,0.93333333,0.93333333,0.85555556,0
matched_rca,gemma-4-26b-a4b,P,aegislab,ContainerKill,6,0.5,0.5,0.5,0.5,0
matched_rca,gemma-4-26b-a4b,P,aegislab,HTTPRequestAbort,6,0.33333333,0.33333333,0.33333333,0.33333333,0
matched_rca,gemma-4-26b-a4b,P,aegislab,HTTPRequestDelay,7,0.14285714,0.28571429,0.28571429,0.19047619,0
matched_rca,gemma-4-26b-a4b,P,aegislab,HTTPRequestReplaceMethod,15,0.066666667,0.33333333,0.33333333,0.18888889,0
matched_rca,gemma-4-26b-a4b,P,aegislab,HTTPRequestReplacePath,1,1,1,1,1,0
matched_rca,gemma-4-26b-a4b,P,aegislab,HTTPResponseAbort,3,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,P,aegislab,HTTPResponseDelay,7,0.28571429,0.57142857,0.57142857,0.38095238,0
matched_rca,gemma-4-26b-a4b,P,aegislab,HTTPResponseReplaceBody,2,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,P,aegislab,HTTPResponseReplaceCode,13,0.38461538,0.53846154,0.53846154,0.46153846,0
matched_rca,gemma-4-26b-a4b,P,aegislab,JVMException,3,0.33333333,0.66666667,0.66666667,0.5,0
matched_rca,gemma-4-26b-a4b,P,aegislab,JVMLatency,1,1,1,1,1,0
matched_rca,gemma-4-26b-a4b,P,aegislab,JVMMemoryStress,14,0.28571429,0.35714286,0.35714286,0.32142857,0
matched_rca,gemma-4-26b-a4b,P,aegislab,JVMReturn,2,0.5,0.5,0.5,0.5,0
matched_rca,gemma-4-26b-a4b,P,aegislab,NetworkBandwidth,2,1,1,1,1,0
matched_rca,gemma-4-26b-a4b,P,aegislab,NetworkCorrupt,2,0.5,0.5,0.5,0.5,0
matched_rca,gemma-4-26b-a4b,P,aegislab,NetworkDelay,1,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,P,aegislab,NetworkLoss,3,0.66666667,0.66666667,0.66666667,0.66666667,0
matched_rca,gemma-4-26b-a4b,P,aegislab,NetworkPartition,6,0.33333333,0.33333333,0.33333333,0.33333333,0
matched_rca,gemma-4-26b-a4b,P,aegislab,PodFailure,1,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,P,aegislab,PodKill,1,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,P,aiops2022,k8s容器cpu负载,9,0.44444444,0.44444444,0.44444444,0.44444444,0
matched_rca,gemma-4-26b-a4b,P,aiops2022,k8s容器内存负载,8,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,P,aiops2022,k8s容器写io负载,4,0.5,0.5,0.5,0.5,0
matched_rca,gemma-4-26b-a4b,P,aiops2022,k8s容器网络丢包,9,0.22222222,0.22222222,0.22222222,0.22222222,0
matched_rca,gemma-4-26b-a4b,P,aiops2022,k8s容器网络延迟,10,0.1,0.3,0.3,0.2,0
matched_rca,gemma-4-26b-a4b,P,aiops2022,k8s容器网络资源包损坏,10,0.4,0.6,0.6,0.48333333,0
matched_rca,gemma-4-26b-a4b,P,aiops2022,k8s容器网络资源包重复发送,7,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,P,aiops2022,k8s容器读io负载,9,0.11111111,0.22222222,0.22222222,0.14814815,0
matched_rca,gemma-4-26b-a4b,P,aiops2022,k8s容器进程中止,5,0.4,0.6,0.6,0.5,0
matched_rca,gemma-4-26b-a4b,P,aiops2022,node 内存消耗,5,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,P,aiops2022,node 磁盘写IO消耗,6,0.16666667,0.33333333,0.33333333,0.25,0
matched_rca,gemma-4-26b-a4b,P,aiops2022,node 磁盘空间消耗,5,0.2,0.2,0.2,0.2,0
matched_rca,gemma-4-26b-a4b,P,aiops2022,node 磁盘读IO消耗,5,0.2,0.2,0.2,0.2,0
matched_rca,gemma-4-26b-a4b,P,aiops2022,node节点CPU故障,5,0,0.2,0.2,0.066666667,0
matched_rca,gemma-4-26b-a4b,P,aiops2022,node节点CPU爬升,3,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,P,aiops2025,code error,1,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,P,aiops2025,cpu stress,8,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,P,aiops2025,dns error,5,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,P,aiops2025,io fault,5,0,0.4,0.4,0.2,0
matched_rca,gemma-4-26b-a4b,P,aiops2025,jvm cpu,3,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,P,aiops2025,jvm exception,3,1,1,1,1,0
matched_rca,gemma-4-26b-a4b,P,aiops2025,jvm gc,2,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,P,aiops2025,jvm latency,5,0.4,0.4,0.4,0.4,0
matched_rca,gemma-4-26b-a4b,P,aiops2025,memory stress,6,0.16666667,0.16666667,0.16666667,0.16666667,0
matched_rca,gemma-4-26b-a4b,P,aiops2025,network corrupt,6,0.5,0.66666667,0.66666667,0.55555556,0
matched_rca,gemma-4-26b-a4b,P,aiops2025,network delay,7,0.42857143,0.57142857,0.57142857,0.5,0
matched_rca,gemma-4-26b-a4b,P,aiops2025,network loss,5,0.8,0.8,0.8,0.8,0
matched_rca,gemma-4-26b-a4b,P,aiops2025,node cpu stress,6,0.16666667,0.16666667,0.16666667,0.16666667,0
matched_rca,gemma-4-26b-a4b,P,aiops2025,node disk fill,4,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,P,aiops2025,node memory stress,12,0.083333333,0.083333333,0.083333333,0.083333333,0
matched_rca,gemma-4-26b-a4b,P,aiops2025,pod failure,10,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,P,aiops2025,pod kill,2,0,0.5,0.5,0.16666667,0
matched_rca,gemma-4-26b-a4b,P,aiops2025,target port misconfig,3,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,P,re2_ob,cpu,15,0.6,0.73333333,0.8,0.67222222,0
matched_rca,gemma-4-26b-a4b,P,re2_ob,delay,15,0.46666667,0.6,0.6,0.52222222,0
matched_rca,gemma-4-26b-a4b,P,re2_ob,disk,15,0.6,0.73333333,0.73333333,0.65555556,0
matched_rca,gemma-4-26b-a4b,P,re2_ob,loss,15,0.46666667,0.66666667,0.66666667,0.54444444,0
matched_rca,gemma-4-26b-a4b,P,re2_ob,mem,15,0.86666667,0.86666667,0.86666667,0.86666667,0
matched_rca,gemma-4-26b-a4b,P,re2_ob,socket,15,0.66666667,0.8,0.8,0.73333333,0
matched_rca,gemma-4-26b-a4b,P,re2_tt,cpu,15,0.4,0.46666667,0.46666667,0.43333333,0
matched_rca,gemma-4-26b-a4b,P,re2_tt,delay,15,0.2,0.46666667,0.53333333,0.33555556,0
matched_rca,gemma-4-26b-a4b,P,re2_tt,disk,15,0.6,0.73333333,0.73333333,0.66666667,0
matched_rca,gemma-4-26b-a4b,P,re2_tt,loss,15,0.26666667,0.26666667,0.26666667,0.26666667,0
matched_rca,gemma-4-26b-a4b,P,re2_tt,mem,15,0.46666667,0.66666667,0.66666667,0.55555556,0
matched_rca,gemma-4-26b-a4b,P,re2_tt,socket,15,0.4,0.8,0.8,0.58888889,0
matched_rca,gemma-4-26b-a4b,R,aegislab,ContainerKill,6,0.5,0.5,0.5,0.5,0
matched_rca,gemma-4-26b-a4b,R,aegislab,HTTPRequestAbort,6,0.5,0.5,0.5,0.5,0
matched_rca,gemma-4-26b-a4b,R,aegislab,HTTPRequestDelay,7,0.14285714,0.14285714,0.14285714,0.14285714,0
matched_rca,gemma-4-26b-a4b,R,aegislab,HTTPRequestReplaceMethod,15,0.4,0.53333333,0.53333333,0.46666667,0
matched_rca,gemma-4-26b-a4b,R,aegislab,HTTPRequestReplacePath,1,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,R,aegislab,HTTPResponseAbort,3,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,R,aegislab,HTTPResponseDelay,7,0.28571429,0.42857143,0.42857143,0.35714286,0
matched_rca,gemma-4-26b-a4b,R,aegislab,HTTPResponseReplaceBody,2,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,R,aegislab,HTTPResponseReplaceCode,13,0.46153846,0.53846154,0.53846154,0.48717949,0
matched_rca,gemma-4-26b-a4b,R,aegislab,JVMException,3,0.66666667,0.66666667,0.66666667,0.66666667,0
matched_rca,gemma-4-26b-a4b,R,aegislab,JVMLatency,1,1,1,1,1,0
matched_rca,gemma-4-26b-a4b,R,aegislab,JVMMemoryStress,14,0.5,0.5,0.5,0.5,0
matched_rca,gemma-4-26b-a4b,R,aegislab,JVMReturn,2,0.5,1,1,0.66666667,0
matched_rca,gemma-4-26b-a4b,R,aegislab,NetworkBandwidth,2,0,0.5,0.5,0.25,0
matched_rca,gemma-4-26b-a4b,R,aegislab,NetworkCorrupt,2,0.5,0.5,0.5,0.5,0
matched_rca,gemma-4-26b-a4b,R,aegislab,NetworkDelay,1,0,0,0,0,0
matched_rca,gemma-4-26b-a4b,R,aegislab,NetworkLoss,3,0.66666667,0.66666667,0.66666667,0.66666667,0
matched_rca,gemma-4-26b-a4b,R,aegislab,NetworkPartition,6,0.33333333,0.33333333,0.33333333,0.33333333,0
matched_rca,gemma-4-26b-a4b,R,aegislab,PodFailure,1,0,0,0,0,0
