experiment,model,arm,dataset,fault_type,n,normalized_attention_entropy,blank_attention_mass,top_10pct_evidence_precision,required_region_attention_mass,attn_M,attn_R,attn_L,attn_G,attn_ledger,focus_M,focus_R,focus_L,focus_G,focus_ledger
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aegislab,NetworkLoss,3,0.80293368,0.26194493,0.90434765,1,0.90637225,,0.093627753,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aegislab,NetworkPartition,6,0.80846067,0.27944257,0.86250435,1,0.9101902,,0.089809799,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aegislab,PodFailure,1,0.81130727,0.26372412,0.92431845,1,0.90322796,,0.096772042,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aegislab,PodKill,1,0.80596892,0.28235706,0.86559171,1,0.92934062,,0.070659381,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2022,k8s容器cpu负载,9,0.81172593,0.26734025,0.9056577,1,0.9092774,,0.090722603,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2022,k8s容器内存负载,8,0.81900568,0.27021013,0.88503659,1,0.91051304,,0.089486961,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2022,k8s容器写io负载,4,0.81472219,0.27929862,0.90760483,1,0.90365855,,0.096341451,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2022,k8s容器网络丢包,9,0.80423108,0.26375653,0.89476384,1,0.90016138,,0.099838617,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2022,k8s容器网络延迟,10,0.80944473,0.26913642,0.88594982,1,0.90467946,,0.095320544,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2022,k8s容器网络资源包损坏,10,0.80929162,0.2649689,0.89350313,1,0.89904765,,0.10095235,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2022,k8s容器网络资源包重复发送,7,0.81615339,0.2730837,0.88940889,1,0.91055416,,0.089445841,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2022,k8s容器读io负载,9,0.80492988,0.26183385,0.9080614,1,0.90902602,,0.090973981,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2022,k8s容器进程中止,5,0.81329555,0.25879925,0.89674804,1,0.89495281,,0.10504719,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2022,node 内存消耗,5,0.81483522,0.26566831,0.90943041,1,0.90288539,,0.097114613,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2022,node 磁盘写IO消耗,6,0.81097132,0.26881502,0.89262086,1,0.90501128,,0.094988721,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2022,node 磁盘空间消耗,5,0.8055965,0.27150908,0.89496217,1,0.90967164,,0.090328364,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2022,node 磁盘读IO消耗,5,0.81558287,0.27450467,0.90853647,1,0.90367095,,0.096329051,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2022,node节点CPU故障,5,0.81140821,0.26519282,0.90526165,1,0.90062644,,0.099373561,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2022,node节点CPU爬升,3,0.80631357,0.26733014,0.87527528,1,0.90950539,,0.090494611,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,code error,1,0.84229731,0.26900747,0.88809524,1,0.91731601,,0.082683986,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,cpu stress,8,0.80831829,0.27080307,0.88089903,1,0.89343336,,0.10656664,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,dns error,5,0.81469591,0.27012591,0.87988494,1,0.90913416,,0.090865842,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,io fault,5,0.81287655,0.26534963,0.88806804,1,0.88981589,,0.11018411,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,jvm cpu,3,0.82662075,0.26813949,0.86815999,1,0.91279568,,0.087204324,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,jvm exception,3,0.8042631,0.27268766,0.89961932,1,0.9206045,,0.079395498,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,jvm gc,2,0.82970855,0.26493327,0.88421258,1,0.90249387,,0.097506134,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,jvm latency,5,0.81362143,0.27173285,0.87472336,1,0.90566866,,0.094331337,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,memory stress,6,0.81874771,0.2763842,0.90260873,1,0.90280036,,0.097199639,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,network corrupt,6,0.81420347,0.27482443,0.86757124,1,0.89901303,,0.10098697,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,network delay,7,0.81565141,0.26615093,0.87363447,1,0.90061759,,0.099382415,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,network loss,5,0.81517871,0.27111071,0.86664359,1,0.91866197,,0.081338033,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,node cpu stress,6,0.81675794,0.26187166,0.91239499,1,0.90346301,,0.096536991,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,node disk fill,4,0.81047653,0.25588402,0.88824469,1,0.90330384,,0.096696157,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,node memory stress,12,0.81360094,0.27168553,0.88471901,1,0.89360147,,0.10639853,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,pod failure,10,0.81562825,0.26183687,0.88577748,1,0.90150069,,0.098499313,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,pod kill,2,0.81929729,0.26069359,0.89554223,1,0.91813577,,0.081864232,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,target port misconfig,3,0.81527328,0.27049909,0.88376611,1,0.89089357,,0.10910643,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_ob,cpu,15,0.8125119,0.25679082,0.87988233,1,0.8875668,,0.1124332,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_ob,delay,15,0.81333936,0.25823124,0.87852785,1,0.90130869,,0.098691313,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_ob,disk,15,0.81485836,0.25512786,0.88084183,1,0.89304908,,0.10695092,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_ob,loss,15,0.81691934,0.27276907,0.85781069,1,0.89781827,,0.10218173,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_ob,mem,15,0.82017665,0.25304,0.88853049,1,0.90415636,,0.095843643,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_ob,socket,15,0.81599359,0.25430004,0.91483603,1,0.89759998,,0.10240002,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_tt,cpu,15,0.81647155,0.2764088,0.87600709,1,0.90106249,,0.09893751,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_tt,delay,15,0.80835846,0.27686523,0.87574455,1,0.90364219,,0.096357812,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_tt,disk,15,0.81250348,0.27611293,0.868341,1,0.91173018,,0.088269816,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_tt,loss,15,0.8138257,0.28113587,0.88454416,1,0.90526933,,0.094730673,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_tt,mem,15,0.82005156,0.27340908,0.87959356,1,0.90819479,,0.091805211,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_tt,socket,15,0.81505901,0.28190065,0.86913719,1,0.90398032,,0.096019679,,,1,,1,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,ContainerKill,6,0.80306975,0.28212887,0.86644795,1,0.64798821,,0.071104203,0.28090759,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,HTTPRequestAbort,6,0.80564125,0.28915185,0.85716607,1,0.65490441,,0.063162022,0.28193356,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,HTTPRequestDelay,7,0.80124531,0.29708457,0.84417142,1,0.65192924,,0.069729327,0.27834144,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,HTTPRequestReplaceMethod,15,0.79795075,0.29603674,0.84602812,1,0.66091619,,0.072515658,0.26656815,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,HTTPRequestReplacePath,1,0.79571266,0.31001641,0.83385071,1,0.70227242,,0.064557363,0.23317021,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,HTTPResponseAbort,3,0.80083673,0.30400563,0.83787445,1,0.66851834,,0.067151365,0.26433029,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,HTTPResponseDelay,7,0.79228471,0.29730238,0.83300245,1,0.65112019,,0.069290554,0.27958926,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,HTTPResponseReplaceBody,2,0.7992233,0.28446204,0.85440561,1,0.61795103,,0.071627781,0.31042119,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,HTTPResponseReplaceCode,13,0.80159406,0.29268946,0.84885787,1,0.64097026,,0.071096863,0.28793288,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,JVMException,3,0.79168921,0.29169963,0.86096954,1,0.65634449,,0.071115857,0.27253966,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,JVMLatency,1,0.80331557,0.2936081,0.83752743,1,0.63296741,,0.071454353,0.29557823,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,JVMMemoryStress,14,0.80238078,0.28360486,0.8614069,1,0.66805855,,0.062600978,0.26934047,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,JVMReturn,2,0.80974963,0.30336123,0.85632927,1,0.66189832,,0.068007141,0.27009454,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,NetworkBandwidth,2,0.80702407,0.28849076,0.85277329,1,0.66275547,,0.055773489,0.28147104,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,NetworkCorrupt,2,0.79706174,0.3095451,0.83560255,1,0.67410075,,0.066348739,0.25955051,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,NetworkDelay,1,0.7815808,0.28371384,0.86201561,1,0.6466771,,0.06165057,0.29167233,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,NetworkLoss,3,0.80008238,0.28351435,0.84164066,1,0.67686766,,0.059662321,0.26347002,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,NetworkPartition,6,0.79997997,0.30816962,0.8293263,1,0.6622902,,0.073480698,0.2642291,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,PodFailure,1,0.80193766,0.28580955,0.88656271,1,0.67957187,,0.063401372,0.25702675,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,PodKill,1,0.79578436,0.28011094,0.8481492,1,0.70982573,,0.050218315,0.23995596,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,k8s容器cpu负载,9,0.80518796,0.29626992,0.85092014,1,0.6750975,,0.066438016,0.25846448,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,k8s容器内存负载,8,0.80895908,0.29764667,0.85119162,1,0.6759458,,0.062302665,0.26175154,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,k8s容器写io负载,4,0.8127028,0.30419634,0.86105577,1,0.64169505,,0.063860761,0.29444419,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,k8s容器网络丢包,9,0.8005987,0.28968778,0.84680307,1,0.67019647,,0.0662353,0.26356823,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,k8s容器网络延迟,10,0.80537949,0.29637628,0.85257648,1,0.66175599,,0.06118523,0.27705878,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,k8s容器网络资源包损坏,10,0.80508939,0.29238179,0.86251069,1,0.66465681,,0.066741737,0.26860145,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,k8s容器网络资源包重复发送,7,0.81609926,0.30763716,0.85245383,1,0.6561432,,0.066514221,0.27734258,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,k8s容器读io负载,9,0.80788325,0.30239797,0.85346665,1,0.66612981,,0.065573324,0.26829686,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,k8s容器进程中止,5,0.81197315,0.29498323,0.85189695,1,0.65431565,,0.067497079,0.27818727,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,node 内存消耗,5,0.8099681,0.29620783,0.86715985,1,0.66645305,,0.066390896,0.26715606,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,node 磁盘写IO消耗,6,0.80987708,0.30307601,0.84891423,1,0.66565654,,0.067755361,0.2665881,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,node 磁盘空间消耗,5,0.80979313,0.29598369,0.85505249,1,0.67215089,,0.066185204,0.26166391,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,node 磁盘读IO消耗,5,0.8105882,0.30138892,0.86392976,1,0.66520421,,0.066969363,0.26782643,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,node节点CPU故障,5,0.81073651,0.30215058,0.85499683,1,0.67277648,,0.068286674,0.25893684,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,node节点CPU爬升,3,0.79882878,0.30573401,0.84150052,1,0.67589008,,0.060482928,0.26362699,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,code error,1,0.82453664,0.2771188,0.87786197,1,0.64855238,,0.074193823,0.27725379,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,cpu stress,8,0.82163813,0.2881634,0.86965078,1,0.65855053,,0.068641717,0.27280775,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,dns error,5,0.81468941,0.28939189,0.85974969,1,0.67057358,,0.069899758,0.25952666,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,io fault,5,0.8219023,0.28430053,0.8727748,1,0.67371519,,0.068709421,0.25757539,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,jvm cpu,3,0.81922944,0.29358372,0.84456567,1,0.66775697,,0.0665745,0.26566853,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,jvm exception,3,0.81073523,0.29858912,0.86121999,1,0.65274852,,0.071588244,0.27566324,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,jvm gc,2,0.81910535,0.28869724,0.87403414,1,0.65667162,,0.066972922,0.27635546,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,jvm latency,5,0.81429234,0.28996265,0.84491152,1,0.68445872,,0.07461202,0.24092926,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,memory stress,6,0.82292936,0.29269396,0.87365405,1,0.65815307,,0.070659992,0.27118693,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,network corrupt,6,0.81016432,0.28774779,0.84123879,1,0.64836789,,0.07027575,0.28135636,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,network delay,7,0.81361344,0.28821828,0.84342123,1,0.66371789,,0.074960746,0.26132136,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,network loss,5,0.81243785,0.29660527,0.84625949,1,0.66825017,,0.066870462,0.26487937,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,node cpu stress,6,0.81600986,0.28555457,0.86448629,1,0.66228845,,0.076342179,0.26136937,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,node disk fill,4,0.81156552,0.28559004,0.85784852,1,0.67523423,,0.068872828,0.25589295,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,node memory stress,12,0.81420574,0.29366731,0.86264872,1,0.65531274,,0.072053269,0.27263399,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,pod failure,10,0.81025476,0.28621512,0.84417818,1,0.6724619,,0.068697458,0.25884064,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,pod kill,2,0.79840833,0.28731764,0.82359691,1,0.68295212,,0.069332269,0.24771561,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,target port misconfig,3,0.81011981,0.27695083,0.87590161,1,0.70112338,,0.06177819,0.23709843,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_ob,cpu,15,0.80832188,0.27386784,0.85783679,1,0.6372928,,0.07765095,0.28505625,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_ob,delay,15,0.80334647,0.27604109,0.85278157,1,0.63195313,,0.077871097,0.29017577,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_ob,disk,15,0.80774892,0.27281938,0.85522367,1,0.64911392,,0.073956735,0.27692934,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_ob,loss,15,0.81116068,0.2875725,0.83303591,1,0.64261981,,0.071545264,0.28583492,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_ob,mem,15,0.80989374,0.27385049,0.84164167,1,0.63654014,,0.073331423,0.29012843,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_ob,socket,15,0.80959957,0.27128167,0.87099207,1,0.6388846,,0.075242786,0.28587261,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_tt,cpu,15,0.81061495,0.28826127,0.86260592,1,0.67423459,,0.061640664,0.26412475,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_tt,delay,15,0.79994638,0.29053635,0.84298255,1,0.65005075,,0.069110348,0.2808389,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_tt,disk,15,0.81606915,0.29060818,0.84189019,1,0.68292468,,0.060880938,0.25619438,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_tt,loss,15,0.81286225,0.29531516,0.84347326,1,0.6734233,,0.066523999,0.2600527,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_tt,mem,15,0.81575133,0.29376904,0.84486974,1,0.67757102,,0.064824574,0.25760441,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_tt,socket,15,0.81380126,0.29453732,0.84694615,1,0.6811651,,0.06287468,0.25596022,,1,,1,1,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,ContainerKill,6,0.8103889,0.26970455,0.89226133,1,0.8921047,0.1078953,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,HTTPRequestAbort,6,0.80784134,0.28540125,0.87776443,1,0.89326957,0.10673043,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,HTTPRequestDelay,7,0.808877,0.29115822,0.87762601,1,0.89254236,0.10745764,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,HTTPRequestReplaceMethod,15,0.80150493,0.29010236,0.86721347,1,0.89351568,0.10648432,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,HTTPRequestReplacePath,1,0.80207429,0.28184538,0.88254831,1,0.91218801,0.087811994,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,HTTPResponseAbort,3,0.79862793,0.29828181,0.85017634,1,0.88644219,0.11355781,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,HTTPResponseDelay,7,0.80263548,0.29069205,0.87070884,1,0.87766687,0.12233313,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,HTTPResponseReplaceBody,2,0.81451468,0.26071141,0.88099348,1,0.90146328,0.098536723,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,HTTPResponseReplaceCode,13,0.81036868,0.28728584,0.87449782,1,0.89376087,0.10623913,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,JVMException,3,0.80017079,0.27752601,0.9165461,1,0.90251654,0.09748346,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,JVMLatency,1,0.80679301,0.29580506,0.82898304,1,0.87946326,0.12053674,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,JVMMemoryStress,14,0.8118005,0.27499975,0.88624645,1,0.89944703,0.10055297,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,JVMReturn,2,0.81199755,0.28248521,0.91384401,1,0.89919016,0.10080984,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,NetworkBandwidth,2,0.80674451,0.30015802,0.83569303,1,0.87166933,0.12833067,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,NetworkCorrupt,2,0.80282628,0.31194353,0.85157013,1,0.88299992,0.11700008,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,NetworkDelay,1,0.79867158,0.27568536,0.9120262,1,0.89272343,0.10727657,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,NetworkLoss,3,0.79894514,0.27142028,0.87880692,1,0.89921955,0.10078045,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,NetworkPartition,6,0.80650863,0.29150902,0.85856072,1,0.88799359,0.11200641,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,PodFailure,1,0.8134367,0.27677703,0.91288401,1,0.90269109,0.097308906,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,PodKill,1,0.80453688,0.28979167,0.80773277,1,0.9001052,0.099894796,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,k8s容器cpu负载,9,0.80575296,0.27665346,0.87872962,1,0.90484963,0.095150365,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,k8s容器内存负载,8,0.81363604,0.28588139,0.88085145,1,0.90206995,0.097930053,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,k8s容器写io负载,4,0.81532709,0.27920403,0.90411803,1,0.90093977,0.099060227,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,k8s容器网络丢包,9,0.80197259,0.27337094,0.88096314,1,0.89996243,0.10003757,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,k8s容器网络延迟,10,0.80678409,0.2760036,0.87848017,1,0.8989966,0.1010034,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,k8s容器网络资源包损坏,10,0.81076745,0.26783887,0.88148821,1,0.89959922,0.10040078,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,k8s容器网络资源包重复发送,7,0.81943201,0.28434206,0.87138248,1,0.90292539,0.097074607,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,k8s容器读io负载,9,0.81085175,0.28108336,0.89379971,1,0.90914905,0.090850949,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,k8s容器进程中止,5,0.81914309,0.26512296,0.88635776,1,0.90196707,0.098032934,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,node 内存消耗,5,0.81622053,0.27025902,0.88538266,1,0.89687401,0.10312599,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,node 磁盘写IO消耗,6,0.80934197,0.28090374,0.86492777,1,0.89290875,0.10709125,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,node 磁盘空间消耗,5,0.80855258,0.26963469,0.88359364,1,0.91323548,0.086764516,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,node 磁盘读IO消耗,5,0.80285184,0.2802453,0.86150445,1,0.90874392,0.091256078,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,node节点CPU故障,5,0.81047589,0.2790929,0.88241921,1,0.90370485,0.096295149,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,node节点CPU爬升,3,0.81235798,0.29058254,0.85910622,1,0.90654211,0.093457893,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2025,code error,1,0.84756833,0.26927987,0.87775948,1,0.92144976,0.078550236,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2025,cpu stress,8,0.8158865,0.28281959,0.87084517,1,0.89544812,0.10455188,,,,1,1,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2025,dns error,5,0.81060488,0.29014042,0.82902006,1,0.88976868,0.11023132,,,,1,1,,,
