experiment,model,arm,dataset,fault_type,n,normalized_attention_entropy,blank_attention_mass,top_10pct_evidence_precision,required_region_attention_mass,attn_M,attn_R,attn_L,attn_G,attn_ledger,focus_M,focus_R,focus_L,focus_G,focus_ledger
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,re2_ob,delay,15,0.77910907,0.69411334,0.39876769,1,,0.69390012,0.30609988,,,,1,1,,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,re2_ob,disk,15,0.78028461,0.69458003,0.38192158,1,,0.69575111,0.30424889,,,,1,1,,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,re2_ob,loss,15,0.78677213,0.72468531,0.32080607,1,,0.73821871,0.26178129,,,,1,1,,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,re2_ob,mem,15,0.78382203,0.70685157,0.36934163,1,,0.71423339,0.28576661,,,,1,1,,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,re2_ob,socket,15,0.7820244,0.69327577,0.38448491,1,,0.69306318,0.30693682,,,,1,1,,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,re2_tt,cpu,15,0.78464908,0.72261167,0.31994104,1,,0.75573363,0.24426637,,,,1,1,,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,re2_tt,delay,15,0.78755753,0.71671899,0.33815733,1,,0.76330752,0.23669248,,,,1,1,,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,re2_tt,disk,15,0.78337905,0.72708312,0.31234755,1,,0.75983799,0.24016201,,,,1,1,,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,re2_tt,loss,15,0.78484212,0.71731325,0.3340418,1,,0.7580205,0.2419795,,,,1,1,,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,re2_tt,mem,15,0.78361431,0.72710757,0.31348426,1,,0.76076482,0.23923518,,,,1,1,,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,re2_tt,socket,15,0.7847801,0.72332728,0.32033072,1,,0.75976935,0.24023065,,,,1,1,,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aegislab,ContainerKill,6,0.84939372,0.55261889,0.55008009,1,,0.36037343,0.13319392,0.50643264,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aegislab,HTTPRequestAbort,6,0.84866533,0.54644785,0.55769291,1,,0.365474,0.12475738,0.50976862,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aegislab,HTTPRequestDelay,7,0.84960452,0.54882106,0.5775664,1,,0.35259344,0.13794935,0.50945721,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aegislab,HTTPRequestReplaceMethod,15,0.85193405,0.54783426,0.55875467,1,,0.34682665,0.13586198,0.51731137,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aegislab,HTTPRequestReplacePath,1,0.85722859,0.54477851,0.56143468,1,,0.33507464,0.14150549,0.52341987,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aegislab,HTTPResponseAbort,3,0.84883665,0.54925577,0.56084841,1,,0.34625785,0.13685089,0.51689126,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aegislab,HTTPResponseDelay,7,0.84653461,0.54255477,0.56718712,1,,0.34698234,0.12842401,0.52459365,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aegislab,HTTPResponseReplaceBody,2,0.85342579,0.54312331,0.58072536,1,,0.35092405,0.12893214,0.52014381,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aegislab,HTTPResponseReplaceCode,13,0.85156498,0.5457249,0.55889568,1,,0.34950815,0.13244356,0.51804829,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aegislab,JVMException,3,0.85332168,0.55203019,0.55303321,1,,0.34781972,0.13085559,0.52132469,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aegislab,JVMLatency,1,0.85804174,0.55857848,0.54345261,1,,0.33072787,0.14886742,0.52040471,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aegislab,JVMMemoryStress,14,0.84794512,0.5429334,0.55917841,1,,0.34560492,0.13628303,0.51811204,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aegislab,JVMReturn,2,0.83999456,0.55811273,0.54896669,1,,0.36386216,0.1417036,0.49443424,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aegislab,NetworkBandwidth,2,0.84611632,0.554587,0.58532766,1,,0.34578568,0.14266253,0.5115518,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aegislab,NetworkCorrupt,2,0.85218228,0.54511139,0.55624305,1,,0.35938285,0.14054262,0.50007454,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aegislab,NetworkDelay,1,0.85078338,0.52970638,0.62488648,1,,0.35888339,0.12535307,0.51576354,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aegislab,NetworkLoss,3,0.84606456,0.54441851,0.56883903,1,,0.34740478,0.1386198,0.51397542,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aegislab,NetworkPartition,6,0.84867668,0.55285874,0.5541841,1,,0.35822076,0.13435325,0.50742599,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aegislab,PodFailure,1,0.84503057,0.55053616,0.5589807,1,,0.35605902,0.12898738,0.51495359,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aegislab,PodKill,1,0.84902225,0.56041812,0.57260172,1,,0.35236911,0.14444666,0.50318423,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2022,k8s容器cpu负载,9,0.84921317,0.53710534,0.57097895,1,,0.35383363,0.13723608,0.50893029,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2022,k8s容器内存负载,8,0.84758029,0.5450652,0.56955877,1,,0.35388133,0.13774429,0.50837438,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2022,k8s容器写io负载,4,0.85399373,0.54094924,0.55808349,1,,0.35923933,0.12041244,0.52034823,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2022,k8s容器网络丢包,9,0.85064598,0.5393533,0.56521274,1,,0.35523028,0.11939942,0.5253703,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2022,k8s容器网络延迟,10,0.85127812,0.53720648,0.57853751,1,,0.35121879,0.13226874,0.51651247,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2022,k8s容器网络资源包损坏,10,0.85105418,0.54152517,0.5646048,1,,0.35710341,0.11718262,0.52571397,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2022,k8s容器网络资源包重复发送,7,0.85039666,0.53504391,0.57959959,1,,0.35621351,0.13211654,0.51166995,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2022,k8s容器读io负载,9,0.84974935,0.53889802,0.56312141,1,,0.35774432,0.13421292,0.50804276,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2022,k8s容器进程中止,5,0.85399738,0.53248648,0.58333548,1,,0.3476561,0.13394995,0.51839395,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2022,node 内存消耗,5,0.85066352,0.54312545,0.59060169,1,,0.35944097,0.13704717,0.50351186,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2022,node 磁盘写IO消耗,6,0.84965552,0.54414968,0.58358286,1,,0.36207782,0.13618714,0.50173504,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2022,node 磁盘空间消耗,5,0.85206157,0.53879892,0.58261971,1,,0.35184593,0.13543119,0.51272289,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2022,node 磁盘读IO消耗,5,0.85256247,0.54434892,0.5687047,1,,0.35026839,0.13167213,0.51805948,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2022,node节点CPU故障,5,0.84815892,0.53891285,0.56555206,1,,0.36010429,0.13811316,0.50178255,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2022,node节点CPU爬升,3,0.85229001,0.5341264,0.5825193,1,,0.34316783,0.13833805,0.51849413,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2025,code error,1,0.86488611,0.54114285,0.54423963,1,,0.34871862,0.12231963,0.52896175,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2025,cpu stress,8,0.8529233,0.54792313,0.55770824,1,,0.35612844,0.14149918,0.50237237,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2025,dns error,5,0.85609492,0.55415549,0.53899971,1,,0.34943335,0.13246683,0.51809982,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2025,io fault,5,0.85406739,0.54303397,0.55800701,1,,0.34766213,0.14985654,0.50248133,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2025,jvm cpu,3,0.8539512,0.55690911,0.54643055,1,,0.36565851,0.12659228,0.50774921,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2025,jvm exception,3,0.85403246,0.55356666,0.56133288,1,,0.37018911,0.12869101,0.50111988,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2025,jvm gc,2,0.85388077,0.56443711,0.55036536,1,,0.3669947,0.13289241,0.5001129,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2025,jvm latency,5,0.85694452,0.55593782,0.56832309,1,,0.37769699,0.12270909,0.49959392,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2025,memory stress,6,0.85159929,0.5507357,0.55444345,1,,0.35921981,0.13902258,0.50175761,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2025,network corrupt,6,0.85215522,0.55093321,0.56037746,1,,0.3618835,0.12274532,0.51537118,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2025,network delay,7,0.85544935,0.53923936,0.55492209,1,,0.34956476,0.14362342,0.50681182,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2025,network loss,5,0.8504656,0.55667081,0.54039086,1,,0.37106621,0.12127316,0.50766063,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2025,node cpu stress,6,0.84682582,0.55051067,0.55528359,1,,0.35309925,0.15431048,0.49259028,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2025,node disk fill,4,0.8492,0.55117836,0.54120252,1,,0.3552737,0.15098942,0.49373687,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2025,node memory stress,12,0.8520478,0.55298595,0.5534904,1,,0.3587203,0.14330506,0.49797464,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2025,pod failure,10,0.85212906,0.55511328,0.53491785,1,,0.36334576,0.13166851,0.50498573,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2025,pod kill,2,0.84925711,0.5473221,0.5498534,1,,0.36663678,0.11700152,0.5163617,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2025,target port misconfig,3,0.85278563,0.54929181,0.55478297,1,,0.36214636,0.130223,0.50763065,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,re2_ob,cpu,15,0.84488371,0.54775104,0.57843322,1,,0.34968495,0.14434165,0.5059734,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,re2_ob,delay,15,0.84528696,0.54990414,0.57205059,1,,0.3499294,0.1477923,0.5022783,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,re2_ob,disk,15,0.84312495,0.54648386,0.57259689,1,,0.35085833,0.14909446,0.50004721,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,re2_ob,loss,15,0.84993902,0.55688477,0.54943062,1,,0.36189049,0.12351835,0.51459116,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,re2_ob,mem,15,0.84688661,0.55009407,0.56116003,1,,0.3562344,0.13597472,0.50779087,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,re2_ob,socket,15,0.84546016,0.54617359,0.57478397,1,,0.34940006,0.14822386,0.50237609,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,re2_tt,cpu,15,0.84691649,0.56425215,0.53060597,1,,0.37496747,0.11653837,0.50849416,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,re2_tt,delay,15,0.84254569,0.56103643,0.53814536,1,,0.3708291,0.11174576,0.51742514,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,re2_tt,disk,15,0.84646848,0.56501864,0.54036634,1,,0.38325676,0.11192528,0.50481796,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,re2_tt,loss,15,0.84535929,0.56287243,0.54372569,1,,0.3748562,0.11271491,0.51242889,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,re2_tt,mem,15,0.84450473,0.56265396,0.5516586,1,,0.37443501,0.11405077,0.51151422,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,re2_tt,socket,15,0.84674866,0.56146733,0.54553769,1,,0.37991037,0.11317612,0.50691351,,,1,1,1,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aegislab,ContainerKill,6,0.82312641,0.37603705,0.69230769,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aegislab,HTTPRequestAbort,6,0.82221795,0.42341878,0.66666667,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aegislab,HTTPRequestDelay,7,0.82163801,0.41672633,0.67582418,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aegislab,HTTPRequestReplaceMethod,15,0.81916726,0.42041885,0.68461538,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aegislab,HTTPRequestReplacePath,1,0.80533954,0.43489077,0.73076923,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aegislab,HTTPResponseAbort,3,0.81341457,0.4447454,0.66666667,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aegislab,HTTPResponseDelay,7,0.81321436,0.41339946,0.68131868,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aegislab,HTTPResponseReplaceBody,2,0.81537374,0.4104292,0.65384615,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aegislab,HTTPResponseReplaceCode,13,0.82170285,0.42659168,0.64201183,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aegislab,JVMException,3,0.81968565,0.37846369,0.73076923,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aegislab,JVMLatency,1,0.82450758,0.40470812,0.65384615,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aegislab,JVMMemoryStress,14,0.8209452,0.38630139,0.66758242,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aegislab,JVMReturn,2,0.82017637,0.40289021,0.69230769,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aegislab,NetworkBandwidth,2,0.82447212,0.40675472,0.67307692,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aegislab,NetworkCorrupt,2,0.82882475,0.39974516,0.73076923,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aegislab,NetworkDelay,1,0.81092078,0.3837788,0.73076923,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aegislab,NetworkLoss,3,0.81520463,0.42426178,0.66666667,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aegislab,NetworkPartition,6,0.81967452,0.44247546,0.66025641,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aegislab,PodFailure,1,0.83844018,0.36629113,0.61538462,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aegislab,PodKill,1,0.8281415,0.42731723,0.65384615,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2022,k8s容器cpu负载,9,0.82645995,0.38910021,0.69230769,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2022,k8s容器内存负载,8,0.82787077,0.39435679,0.69230769,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2022,k8s容器写io负载,4,0.82212943,0.4005027,0.58653846,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2022,k8s容器网络丢包,9,0.81524926,0.3830688,0.66239316,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2022,k8s容器网络延迟,10,0.81732449,0.40413372,0.68846154,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2022,k8s容器网络资源包损坏,10,0.81684583,0.37727442,0.68461538,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2022,k8s容器网络资源包重复发送,7,0.82448635,0.40588967,0.6978022,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2022,k8s容器读io负载,9,0.82128562,0.3846232,0.67948718,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2022,k8s容器进程中止,5,0.82239632,0.38167002,0.69230769,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2022,node 内存消耗,5,0.82275456,0.39746066,0.63846154,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2022,node 磁盘写IO消耗,6,0.824736,0.38242399,0.69871795,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2022,node 磁盘空间消耗,5,0.82231578,0.38962918,0.67692308,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2022,node 磁盘读IO消耗,5,0.82176967,0.38948803,0.7,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2022,node节点CPU故障,5,0.82079525,0.4253413,0.65384615,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2022,node节点CPU爬升,3,0.82074958,0.40824586,0.65384615,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2025,code error,1,0.81985412,0.4125737,0.61538462,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2025,cpu stress,8,0.82071664,0.36961476,0.70673077,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2025,dns error,5,0.82748018,0.40633361,0.63846154,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2025,io fault,5,0.82954305,0.40656604,0.66923077,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2025,jvm cpu,3,0.82579867,0.41037163,0.65384615,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2025,jvm exception,3,0.81952324,0.3968523,0.71794872,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2025,jvm gc,2,0.82086506,0.38827144,0.67307692,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2025,jvm latency,5,0.82546096,0.40487118,0.67692308,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2025,memory stress,6,0.82471312,0.4022868,0.66666667,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2025,network corrupt,6,0.81803423,0.40021737,0.66025641,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2025,network delay,7,0.82410255,0.41548744,0.63186813,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2025,network loss,5,0.82063482,0.39999449,0.67692308,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2025,node cpu stress,6,0.82237042,0.3989649,0.66025641,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2025,node disk fill,4,0.82233052,0.37609494,0.75,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2025,node memory stress,12,0.82184165,0.40349547,0.67948718,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2025,pod failure,10,0.82355816,0.38488138,0.67307692,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2025,pod kill,2,0.81909663,0.35735413,0.69230769,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2025,target port misconfig,3,0.83291123,0.37049363,0.73076923,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,re2_ob,cpu,15,0.82351628,0.39176423,0.69487179,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,re2_ob,delay,15,0.82130538,0.38985716,0.69230769,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,re2_ob,disk,15,0.82482228,0.39467879,0.68461538,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,re2_ob,loss,15,0.82073588,0.413797,0.68205128,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,re2_ob,mem,15,0.82530781,0.39544676,0.70512821,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,re2_ob,socket,15,0.82145704,0.39219897,0.67435897,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,re2_tt,cpu,15,0.81849293,0.40839681,0.69487179,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,re2_tt,delay,15,0.82081912,0.40144239,0.69230769,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,re2_tt,disk,15,0.82226525,0.38802405,0.70512821,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,re2_tt,loss,15,0.81987565,0.40440487,0.70769231,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,re2_tt,mem,15,0.82394886,0.40099407,0.68974359,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,re2_tt,socket,15,0.81939819,0.41999009,0.67179487,1,1,,,,,1,,,,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,aegislab,ContainerKill,6,0.8596101,0.39522052,0.73406814,1,0.52283954,,,0.47716046,,1,,,1,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,aegislab,HTTPRequestAbort,6,0.85975834,0.42088094,0.70371829,1,0.51690691,,,0.48309309,,1,,,1,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,aegislab,HTTPRequestDelay,7,0.85768285,0.41961694,0.72140955,1,0.52225626,,,0.47774374,,1,,,1,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,aegislab,HTTPRequestReplaceMethod,15,0.85614367,0.41990803,0.72140387,1,0.52268977,,,0.47731023,,1,,,1,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,aegislab,HTTPRequestReplacePath,1,0.8540078,0.42257473,0.7493745,1,0.51626312,,,0.48373688,,1,,,1,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,aegislab,HTTPResponseAbort,3,0.85471807,0.4356104,0.69823864,1,0.52775778,,,0.47224222,,1,,,1,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,aegislab,HTTPResponseDelay,7,0.84660916,0.41552899,0.72271457,1,0.51707729,,,0.48292271,,1,,,1,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,aegislab,HTTPResponseReplaceBody,2,0.8573795,0.41397464,0.74337733,1,0.5252601,,,0.4747399,,1,,,1,
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,aegislab,HTTPResponseReplaceCode,13,0.85565225,0.42209284,0.7024411,1,0.52201814,,,0.47798186,,1,,,1,
