experiment,model,arm,dataset,top1_outcome,n,normalized_attention_entropy,blank_attention_mass,top_10pct_evidence_precision,required_region_attention_mass,attn_M,attn_R,attn_L,attn_G,attn_ledger,focus_M,focus_R,focus_L,focus_G,focus_ledger
ledger_handoff_rca,qwen3.8-27b,L_hyb,aiops2022,incorrect,74,,,,,,,,,,,,,,
ledger_handoff_rca,qwen3.8-27b,L_hyb,aiops2025,correct,17,,,,,,,,,,,,,,
ledger_handoff_rca,qwen3.8-27b,L_hyb,aiops2025,incorrect,76,,,,,,,,,,,,,,
ledger_handoff_rca,qwen3.8-27b,L_hyb,re2_ob,correct,50,,,,,,,,,,,,,,
ledger_handoff_rca,qwen3.8-27b,L_hyb,re2_ob,incorrect,40,,,,,,,,,,,,,,
ledger_handoff_rca,qwen3.8-27b,L_hyb,re2_tt,correct,36,,,,,,,,,,,,,,
ledger_handoff_rca,qwen3.8-27b,L_hyb,re2_tt,incorrect,54,,,,,,,,,,,,,,
ledger_handoff_rca,qwen3.8-27b,L_vis,aegislab,correct,25,,,,,,,,,,,,,,
ledger_handoff_rca,qwen3.8-27b,L_vis,aegislab,incorrect,71,,,,,,,,,,,,,,
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2022,correct,20,,,,,,,,,,,,,,
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2022,incorrect,80,,,,,,,,,,,,,,
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,correct,14,,,,,,,,,,,,,,
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,incorrect,79,,,,,,,,,,,,,,
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_ob,correct,40,,,,,,,,,,,,,,
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_ob,incorrect,50,,,,,,,,,,,,,,
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_tt,correct,32,,,,,,,,,,,,,,
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_tt,incorrect,58,,,,,,,,,,,,,,
matched_rca,gemma-4-26b-a4b,H,aegislab,correct,44,0.85472524,0.11640748,0.88461538,,0.63073258,0.021227249,0.040460029,0.30758015,,0.99316126,0.45869809,0.86314729,1.1462283,
matched_rca,gemma-4-26b-a4b,H,aegislab,incorrect,52,0.85391633,0.12246292,0.875,,0.62768266,0.021535658,0.040724144,0.31005754,,0.98483856,0.46916141,0.86878174,1.164654,
matched_rca,gemma-4-26b-a4b,H,aiops2022,correct,29,0.85202917,0.12368638,0.86472149,,0.62413345,0.023925017,0.039668487,0.31227304,,0.95594071,0.51040036,0.84626106,1.2356732,
matched_rca,gemma-4-26b-a4b,H,aiops2022,incorrect,71,0.84987134,0.12640061,0.86078007,,0.61806047,0.024434521,0.042785047,0.31471996,,0.94476565,0.52126978,0.91274766,1.2500367,
matched_rca,gemma-4-26b-a4b,H,aiops2025,correct,19,0.84561582,0.12095866,0.89271255,,0.62375443,0.022886162,0.037763418,0.31559599,,0.95048294,0.48823813,0.80561959,1.2623839,
matched_rca,gemma-4-26b-a4b,H,aiops2025,incorrect,74,0.84484235,0.12523931,0.86642412,,0.62494963,0.022670851,0.035035215,0.3173443,,0.9523042,0.48364483,0.74741792,1.2693772,
matched_rca,gemma-4-26b-a4b,H,re2_ob,correct,69,0.8457216,0.098944512,0.9057971,,0.61836981,0.024939615,0.03708257,0.31960801,,0.9422778,0.53204512,0.79109483,1.278432,
matched_rca,gemma-4-26b-a4b,H,re2_ob,incorrect,21,0.84514095,0.10448275,0.9029304,,0.60972549,0.025914054,0.043637134,0.32072332,,0.92910551,0.55283315,0.93092552,1.2828933,
matched_rca,gemma-4-26b-a4b,H,re2_tt,correct,53,0.8507679,0.12085642,0.87880987,,0.62792497,0.021246118,0.038532051,0.31229686,,0.95951047,0.45325051,0.8220171,1.2412164,
matched_rca,gemma-4-26b-a4b,H,re2_tt,incorrect,37,0.85170082,0.13786125,0.87733888,,0.62601949,0.022255592,0.039402506,0.31232241,,0.98477571,0.48830974,0.84904042,1.1704903,
matched_rca,gemma-4-26b-a4b,P,aegislab,correct,29,0.78858762,0.23780515,0.76193055,,,,,,1,,,,,1
matched_rca,gemma-4-26b-a4b,P,aegislab,incorrect,67,0.78701623,0.24622595,0.75212612,,,,,,1,,,,,1
matched_rca,gemma-4-26b-a4b,P,aiops2022,correct,19,0.78666536,0.26097635,0.72610564,,,,,,1,,,,,1
matched_rca,gemma-4-26b-a4b,P,aiops2022,incorrect,81,0.78616723,0.26479023,0.72186441,,,,,,1,,,,,1
matched_rca,gemma-4-26b-a4b,P,aiops2025,correct,18,0.7877568,0.274624,0.72047842,,,,,,1,,,,,1
matched_rca,gemma-4-26b-a4b,P,aiops2025,incorrect,75,0.78800717,0.27310421,0.72118905,,,,,,1,,,,,1
matched_rca,gemma-4-26b-a4b,P,re2_ob,correct,55,0.78981121,0.23392869,0.74906733,,,,,,1,,,,,1
matched_rca,gemma-4-26b-a4b,P,re2_ob,incorrect,35,0.78989587,0.23859018,0.74940688,,,,,,1,,,,,1
matched_rca,gemma-4-26b-a4b,P,re2_tt,correct,35,0.7845137,0.23704818,0.75952815,,,,,,1,,,,,1
matched_rca,gemma-4-26b-a4b,P,re2_tt,incorrect,55,0.78492568,0.23543064,0.76396779,,,,,,1,,,,,1
matched_rca,gemma-4-26b-a4b,R,aegislab,correct,38,0.85707482,0.15390849,0.84716599,,0.6143042,0.030826312,0.05844144,0.29642805,,0.96237176,0.66837319,1.2467507,1.1168945,
matched_rca,gemma-4-26b-a4b,R,aegislab,incorrect,58,0.85661895,0.1663112,0.83554377,,0.60852103,0.031734449,0.057431027,0.30231349,,0.95754861,0.69748163,1.2251952,1.1263627,
matched_rca,gemma-4-26b-a4b,R,aiops2022,correct,26,0.85654439,0.16389792,0.8387574,,0.61075489,0.037487173,0.053303231,0.2984547,,0.93603292,0.79972635,1.1371356,1.1797526,
matched_rca,gemma-4-26b-a4b,R,aiops2022,incorrect,74,0.8539704,0.16109972,0.85550936,,0.61366776,0.029435467,0.053863679,0.30303309,,0.93781379,0.62795663,1.1490918,1.2040042,
matched_rca,gemma-4-26b-a4b,R,aiops2025,correct,18,0.84733643,0.15879733,0.8482906,,0.59367508,0.032704951,0.054296882,0.31932308,,0.90464775,0.69770562,1.1583335,1.2772923,
matched_rca,gemma-4-26b-a4b,R,aiops2025,incorrect,75,0.85178996,0.15989268,0.84666667,,0.60192054,0.032443929,0.050083697,0.31555183,,0.91721225,0.69213715,1.0684522,1.2622073,
matched_rca,gemma-4-26b-a4b,R,re2_ob,correct,71,0.85051353,0.12410671,0.89653304,,0.61409992,0.034222648,0.051747024,0.2999304,,0.93577131,0.73008316,1.1039365,1.1997216,
matched_rca,gemma-4-26b-a4b,R,re2_ob,incorrect,19,0.85105126,0.13015988,0.88461538,,0.62290606,0.035344387,0.052059401,0.28969015,,0.94919019,0.7540136,1.1106006,1.1587606,
matched_rca,gemma-4-26b-a4b,R,re2_tt,correct,45,0.8561734,0.14533822,0.87094017,,0.61858868,0.030748089,0.053494346,0.29716889,,0.94574529,0.65595924,1.1412127,1.1804839,
matched_rca,gemma-4-26b-a4b,R,re2_tt,incorrect,45,0.85503684,0.1729547,0.83504274,,0.61421477,0.028493014,0.055286805,0.30200541,,0.95999173,0.64467018,1.1978827,1.1428168,
matched_rca,gemma-4-26b-a4b,V,aegislab,correct,41,0.86101657,0.12055412,0.88180113,,0.63257887,0.021316832,0.03986227,0.30624203,,0.98906884,0.45475908,0.8503951,1.1594947,
matched_rca,gemma-4-26b-a4b,V,aegislab,incorrect,55,0.86220869,0.1214629,0.88181818,,0.62490593,0.021755059,0.040847009,0.312492,,0.98577692,0.47845677,0.87140286,1.1591712,
matched_rca,gemma-4-26b-a4b,V,aiops2022,correct,30,0.86173966,0.1225152,0.86538462,,0.61495575,0.024939547,0.042993812,0.31711089,,0.94178894,0.53204367,0.91720133,1.2553716,
matched_rca,gemma-4-26b-a4b,V,aiops2022,incorrect,70,0.85803144,0.12822074,0.86263736,,0.61791521,0.023897054,0.042560107,0.31562763,,0.94456795,0.50980382,0.90794895,1.2534724,
matched_rca,gemma-4-26b-a4b,V,aiops2025,correct,15,0.85297801,0.12378927,0.87435897,,0.6177212,0.025293586,0.035678395,0.32130682,,0.94128944,0.53959649,0.76113909,1.2852273,
matched_rca,gemma-4-26b-a4b,V,aiops2025,incorrect,78,0.85353801,0.12465779,0.86982249,,0.61719047,0.022958596,0.036481023,0.32336991,,0.94048072,0.48978338,0.77826183,1.2934796,
matched_rca,gemma-4-26b-a4b,V,re2_ob,correct,67,0.85465327,0.095595512,0.91389208,,0.61631912,0.025272165,0.035003573,0.32340514,,0.93915294,0.53913953,0.74674289,1.2936206,
matched_rca,gemma-4-26b-a4b,V,re2_ob,incorrect,23,0.85505734,0.10967918,0.87959866,,0.60095376,0.024730627,0.042489411,0.3318262,,0.91573907,0.52758672,0.90644077,1.3273048,
matched_rca,gemma-4-26b-a4b,V,re2_tt,correct,47,0.86435937,0.11428501,0.89607201,,0.62996429,0.021960603,0.037430005,0.3106451,,0.96293984,0.46849286,0.79850677,1.2335248,
matched_rca,gemma-4-26b-a4b,V,re2_tt,incorrect,43,0.86432773,0.14381739,0.86762075,,0.62481486,0.022313089,0.040633001,0.31223905,,0.97804817,0.48825074,0.875345,1.1791971,
matched_rca,qwen3.6-27b,H,aegislab,correct,27,0.83627594,0.10600194,0.95299145,,0.62454758,0.039241025,0.043102522,0.29310887,,0.97562634,0.83714186,0.91952047,1.1091398,
matched_rca,qwen3.6-27b,H,aegislab,incorrect,69,0.83592207,0.10819621,0.94704571,,0.61618385,0.038885692,0.043145239,0.30178522,,0.97020099,0.84607283,0.92043177,1.1204672,
matched_rca,qwen3.6-27b,H,aiops2022,correct,22,0.83599622,0.11111021,0.94755245,,0.62855816,0.036606222,0.043533235,0.29130238,,0.95780292,0.78093275,0.92870901,1.1652095,
matched_rca,qwen3.6-27b,H,aiops2022,incorrect,78,0.83681456,0.1118449,0.94625247,,0.62967512,0.035816624,0.04164591,0.29286235,,0.9639251,0.76408799,0.88844607,1.1585693,
matched_rca,qwen3.6-27b,H,aiops2025,correct,15,0.83530209,0.11396051,0.93846154,,0.61895485,0.037726626,0.039263067,0.30405546,,0.94316929,0.80483469,0.83761209,1.2162218,
matched_rca,qwen3.6-27b,H,aiops2025,incorrect,78,0.83107804,0.10625831,0.94428008,,0.62296845,0.038404597,0.039396678,0.29923027,,0.94928526,0.81929806,0.84046246,1.1969211,
matched_rca,qwen3.6-27b,H,re2_ob,correct,51,0.83534979,0.098060154,0.95475113,,0.63347138,0.032882019,0.043690689,0.28995591,,0.96528973,0.70148308,0.93206803,1.1598236,
matched_rca,qwen3.6-27b,H,re2_ob,incorrect,39,0.83138875,0.10146519,0.9556213,,0.63466423,0.031754422,0.043258234,0.29032311,,0.9671074,0.67742767,0.92284232,1.1612924,
matched_rca,qwen3.6-27b,H,re2_tt,correct,52,0.83090409,0.10561609,0.95044379,,0.62168618,0.040357177,0.037201537,0.3007551,,0.95552885,0.86505957,0.79363279,1.179104,
matched_rca,qwen3.6-27b,H,re2_tt,incorrect,38,0.83398916,0.12362139,0.94230769,,0.60982174,0.039504913,0.039366736,0.31130661,,0.94988981,0.86027538,0.84733184,1.182982,
matched_rca,qwen3.6-27b,P,aegislab,correct,10,0.79111952,0.12190247,0.95259612,,,,,,1,,,,,1
matched_rca,qwen3.6-27b,P,aegislab,incorrect,31,0.78887474,0.11517143,0.95370381,,,,,,1,,,,,1
matched_rca,qwen3.6-27b,P,aiops2022,correct,23,0.78032625,0.13019907,0.93096265,,,,,,1,,,,,1
matched_rca,qwen3.6-27b,P,aiops2022,incorrect,77,0.77985577,0.12662235,0.93138463,,,,,,1,,,,,1
matched_rca,qwen3.6-27b,P,aiops2025,correct,14,0.79349119,0.12363462,0.94321045,,,,,,1,,,,,1
matched_rca,qwen3.6-27b,P,aiops2025,incorrect,79,0.79448347,0.12705281,0.94270941,,,,,,1,,,,,1
matched_rca,qwen3.6-27b,P,re2_ob,correct,49,0.77263417,0.12072072,0.9420497,,,,,,1,,,,,1
matched_rca,qwen3.6-27b,P,re2_ob,incorrect,41,0.77251734,0.1237185,0.9421295,,,,,,1,,,,,1
matched_rca,qwen3.6-27b,P,re2_tt,correct,44,0.77193768,0.11501873,0.94571495,,,,,,1,,,,,1
matched_rca,qwen3.6-27b,P,re2_tt,incorrect,46,0.77346727,0.11398252,0.94462719,,,,,,1,,,,,1
matched_rca,qwen3.6-27b,R,aegislab,correct,27,0.82907929,0.16206294,0.92592593,,0.55413108,0.048118056,0.079316149,0.31843472,,0.86294799,1.0265185,1.6920778,1.2169037,
matched_rca,qwen3.6-27b,R,aegislab,incorrect,69,0.82849377,0.16193058,0.93701226,,0.56140256,0.04589175,0.07426747,0.31843822,,0.8851369,1.0000942,1.5843727,1.1847995,
matched_rca,qwen3.6-27b,R,aiops2022,correct,25,0.83375669,0.17778766,0.91384615,,0.56444893,0.039933841,0.068190691,0.32742654,,0.86269137,0.85192194,1.4547347,1.3016661,
matched_rca,qwen3.6-27b,R,aiops2022,incorrect,75,0.83421057,0.16942767,0.92153846,,0.56665525,0.040271264,0.067722135,0.32535135,,0.86691033,0.85912029,1.4447389,1.2910293,
matched_rca,qwen3.6-27b,R,aiops2025,correct,24,0.83074421,0.15971469,0.91987179,,0.55514138,0.047481388,0.069718625,0.3276586,,0.84592973,1.0129363,1.4873307,1.3106344,
matched_rca,qwen3.6-27b,R,aiops2025,incorrect,69,0.82827787,0.15956744,0.92976589,,0.56167859,0.044759886,0.063908496,0.32965303,,0.85589119,0.95487756,1.3633813,1.3186121,
matched_rca,qwen3.6-27b,R,re2_ob,correct,62,0.83737072,0.14678461,0.91563275,,0.55739211,0.042857834,0.075834841,0.32391521,,0.84935941,0.91430046,1.6178099,1.2956609,
matched_rca,qwen3.6-27b,R,re2_ob,incorrect,28,0.8347635,0.15025536,0.92032967,,0.5647495,0.039508956,0.073830774,0.32191077,,0.86057066,0.84285773,1.5750565,1.2876431,
matched_rca,qwen3.6-27b,R,re2_tt,correct,43,0.83149549,0.14526534,0.93828265,,0.56660831,0.045025202,0.068214909,0.32015157,,0.87217402,0.96681804,1.4552514,1.2508518,
matched_rca,qwen3.6-27b,R,re2_tt,incorrect,47,0.83200317,0.16914724,0.92307692,,0.56542529,0.041556915,0.065240682,0.32777712,,0.87683403,0.90705836,1.3988232,1.2594375,
matched_rca,qwen3.6-27b,V,aegislab,correct,28,0.84751293,0.11203634,0.93956044,,0.6354319,0.034571819,0.039357752,0.29063853,,0.99718137,0.74503624,0.83963203,1.0875126,
matched_rca,qwen3.6-27b,V,aegislab,incorrect,68,0.84808176,0.10966504,0.93778281,,0.63087279,0.035060249,0.038686244,0.29538072,,0.99166401,0.75956486,0.82530654,1.101778,
matched_rca,qwen3.6-27b,V,aiops2022,correct,23,0.84444778,0.10767258,0.94314381,,0.62971464,0.039292265,0.043911307,0.28708178,,0.96258878,0.83823499,0.93677455,1.1397311,
matched_rca,qwen3.6-27b,V,aiops2022,incorrect,77,0.84325197,0.10812659,0.94655345,,0.63096921,0.037781048,0.043163994,0.28808575,,0.96513845,0.80599569,0.92083187,1.1422636,
matched_rca,qwen3.6-27b,V,aiops2025,correct,18,0.84511378,0.10813476,0.93589744,,0.64040615,0.034637661,0.037325194,0.287631,,0.97585699,0.73893677,0.79627081,1.150524,
matched_rca,qwen3.6-27b,V,aiops2025,incorrect,75,0.84190775,0.10971937,0.93179487,,0.64379701,0.035443307,0.037646554,0.28311313,,0.98102401,0.75612387,0.80312649,1.1324525,
matched_rca,qwen3.6-27b,V,re2_ob,correct,58,0.83323889,0.097766096,0.94098143,,0.64132991,0.031859164,0.040792469,0.28601846,,0.97726463,0.67966217,0.87023934,1.1440738,
matched_rca,qwen3.6-27b,V,re2_ob,incorrect,32,0.83010414,0.10784441,0.93509615,,0.63911844,0.031623156,0.038167327,0.29109108,,0.97389477,0.67462733,0.81423631,1.1643643,
matched_rca,qwen3.6-27b,V,re2_tt,correct,45,0.85395271,0.1120828,0.93760684,,0.6130199,0.044711935,0.04111492,0.30115324,,0.94203838,0.95837982,0.87711829,1.1817744,
matched_rca,qwen3.6-27b,V,re2_tt,incorrect,45,0.85381988,0.12868534,0.92222222,,0.60713904,0.041808629,0.043449602,0.30760273,,0.94369294,0.9086701,0.93386659,1.172545,
matched_rca,qwen3.8-27b,H,aegislab,correct,16,0.85874365,0.09871567,0.95913462,,0.65263612,0.031862294,0.03117136,0.28433022,,1.0237307,0.68751873,0.66498902,1.0690042,
matched_rca,qwen3.8-27b,H,aegislab,incorrect,80,0.85788503,0.097815559,0.96105769,,0.64612107,0.032657442,0.032133378,0.28908811,,1.0164811,0.70685329,0.68551206,1.0822204,
matched_rca,qwen3.8-27b,H,aiops2022,correct,23,0.86406424,0.089326644,0.96153846,,0.68493065,0.029281305,0.025026104,0.26076194,,1.0437038,0.62466784,0.53389022,1.0430478,
matched_rca,qwen3.8-27b,H,aiops2022,incorrect,77,0.86363508,0.092351201,0.95954046,,0.67202577,0.031409082,0.027828355,0.26873679,,1.0289827,0.67006041,0.59367157,1.0633998,
matched_rca,qwen3.8-27b,H,aiops2025,correct,15,0.863394,0.097541128,0.96153846,,0.66917654,0.029681632,0.024303573,0.27683826,,1.0196976,0.63320815,0.51847622,1.107353,
matched_rca,qwen3.8-27b,H,aiops2025,incorrect,78,0.86252,0.098147524,0.95956607,,0.6626804,0.028228855,0.025252559,0.28383818,,1.0097987,0.60221557,0.53872127,1.1353527,
matched_rca,qwen3.8-27b,H,re2_ob,correct,51,0.86273697,0.087303442,0.96153846,,0.66543037,0.029290738,0.025190576,0.28008832,,1.0139891,0.62486909,0.53739896,1.1203533,
matched_rca,qwen3.8-27b,H,re2_ob,incorrect,39,0.86108198,0.089637825,0.96055227,,0.66523053,0.029897846,0.02544184,0.27942978,,1.0136846,0.63782071,0.54275924,1.1177191,
matched_rca,qwen3.8-27b,H,re2_tt,correct,45,0.86347428,0.082316077,0.95982906,,0.65954596,0.03493435,0.027902251,0.27761744,,1.0117218,0.75103043,0.59524801,1.0935977,
matched_rca,qwen3.8-27b,H,re2_tt,incorrect,45,0.86175841,0.090498934,0.95811966,,0.64919855,0.035681883,0.028928531,0.28619103,,1.0116239,0.77463223,0.62047914,1.0904892,
matched_rca,qwen3.8-27b,P,aegislab,correct,15,0.74550739,0.095691178,0.95490974,,,,,,1,,,,,1
matched_rca,qwen3.8-27b,P,aegislab,incorrect,81,0.74171043,0.091857628,0.96035281,,,,,,1,,,,,1
matched_rca,qwen3.8-27b,P,aiops2022,correct,20,0.74359598,0.11183624,0.95083337,,,,,,1,,,,,1
matched_rca,qwen3.8-27b,P,aiops2022,incorrect,80,0.74380348,0.11073298,0.95260239,,,,,,1,,,,,1
matched_rca,qwen3.8-27b,P,aiops2025,correct,14,0.76009758,0.098914381,0.96052915,,,,,,1,,,,,1
matched_rca,qwen3.8-27b,P,aiops2025,incorrect,79,0.75306178,0.1038979,0.95975934,,,,,,1,,,,,1
matched_rca,qwen3.8-27b,P,re2_ob,correct,43,0.74365856,0.10520589,0.95743432,,,,,,1,,,,,1
matched_rca,qwen3.8-27b,P,re2_ob,incorrect,47,0.74397272,0.10651147,0.95669988,,,,,,1,,,,,1
matched_rca,qwen3.8-27b,P,re2_tt,correct,41,0.72959787,0.089767519,0.96681063,,,,,,1,,,,,1
matched_rca,qwen3.8-27b,P,re2_tt,incorrect,49,0.72854577,0.089537912,0.96586756,,,,,,1,,,,,1
matched_rca,qwen3.8-27b,R,aegislab,correct,29,0.85482111,0.11284773,0.9535809,,0.65761871,0.029658833,0.038253588,0.27446887,,1.0256515,0.63272176,0.81607654,1.0446011,
matched_rca,qwen3.8-27b,R,aegislab,incorrect,67,0.85222699,0.11360425,0.95120551,,0.66360258,0.027944283,0.036581333,0.27187181,,1.0465956,0.61103094,0.78040178,1.0111583,
matched_rca,qwen3.8-27b,R,aiops2022,correct,24,0.85830373,0.11687591,0.94551282,,0.67972758,0.023142217,0.034968825,0.26216137,,1.0357754,0.49370064,0.7460016,1.0486455,
matched_rca,qwen3.8-27b,R,aiops2022,incorrect,76,0.8568098,0.11373946,0.94787449,,0.66909799,0.025765697,0.035530116,0.2696062,,1.0246174,0.54966821,0.75797582,1.067299,
matched_rca,qwen3.8-27b,R,aiops2025,correct,19,0.85677321,0.11447389,0.94736842,,0.6630392,0.025853371,0.033020662,0.27808677,,1.0103454,0.55153857,0.70444079,1.1123471,
matched_rca,qwen3.8-27b,R,aiops2025,incorrect,74,0.85968595,0.11774958,0.9464657,,0.66062938,0.025637546,0.033734111,0.27999896,,1.0066733,0.54693431,0.71966104,1.1199958,
matched_rca,qwen3.8-27b,R,re2_ob,correct,54,0.85373703,0.11091546,0.94729345,,0.65254204,0.027539965,0.041297416,0.27862058,,0.99434978,0.58751926,0.88101154,1.1144823,
matched_rca,qwen3.8-27b,R,re2_ob,incorrect,36,0.85111301,0.11083663,0.94871795,,0.66189261,0.026446373,0.040433893,0.27122712,,1.0085983,0.56418929,0.86258972,1.0849085,
matched_rca,qwen3.8-27b,R,re2_tt,correct,43,0.85764203,0.099655607,0.94364937,,0.65622603,0.027414304,0.037006154,0.27935352,,1.00696,0.59046879,0.78946461,1.100001,
matched_rca,qwen3.8-27b,R,re2_tt,incorrect,47,0.85438717,0.11084819,0.94762684,,0.65462535,0.027366584,0.036309329,0.28169873,,1.0190119,0.59789095,0.77835307,1.0754512,
matched_rca,qwen3.8-27b,V,aegislab,correct,26,0.8502867,0.10141886,0.96005917,,0.66313639,0.026912933,0.026350173,0.2836005,,1.0405508,0.5791954,0.56213702,1.0650555,
matched_rca,qwen3.8-27b,V,aegislab,incorrect,70,0.84601297,0.10595428,0.96098901,,0.66045993,0.026350011,0.027747337,0.28544272,,1.0390114,0.57139586,0.59194319,1.0671334,
matched_rca,qwen3.8-27b,V,aiops2022,correct,17,0.85511914,0.084927748,0.96153846,,0.70019791,0.026441007,0.024091159,0.24926993,,1.0669682,0.56407481,0.51394473,0.99707971,
matched_rca,qwen3.8-27b,V,aiops2022,incorrect,83,0.85383542,0.088116693,0.96107507,,0.70273875,0.027214437,0.024004742,0.24604207,,1.0756259,0.58057466,0.51210116,0.97406491,
matched_rca,qwen3.8-27b,V,aiops2025,correct,18,0.85406451,0.096584472,0.96153846,,0.69951046,0.022392097,0.021871311,0.25622613,,1.0659207,0.47769808,0.46658797,1.0249045,
matched_rca,qwen3.8-27b,V,aiops2025,incorrect,75,0.85744164,0.099193027,0.96051282,,0.69847826,0.021801554,0.022793766,0.25692642,,1.0643478,0.46509982,0.486267,1.0277057,
matched_rca,qwen3.8-27b,V,re2_ob,correct,41,0.85393824,0.087084514,0.96060038,,0.68278796,0.023992915,0.020418548,0.27280058,,1.0404388,0.51184885,0.43559568,1.0912023,
matched_rca,qwen3.8-27b,V,re2_ob,incorrect,49,0.85512068,0.08432398,0.96153846,,0.68158126,0.024166388,0.020909579,0.27334278,,1.0386,0.51554961,0.44607101,1.0933711,
matched_rca,qwen3.8-27b,V,re2_tt,correct,36,0.86853705,0.091442833,0.95940171,,0.62975698,0.044048422,0.033235684,0.29295891,,0.96573797,0.93969967,0.70902792,1.1563511,
matched_rca,qwen3.8-27b,V,re2_tt,incorrect,54,0.86478662,0.10026155,0.9522792,,0.62868626,0.043137598,0.034148972,0.29402717,,0.97734596,0.93855598,0.73238977,1.1252282,
visual_counterfactual_rca,gemma-4-26b-a4b,H_factual,aegislab,correct,43,0.86207559,0.10923096,0.88014311,,0.62907869,0.021695124,0.042760412,0.30646577,,0.982897,0.4656434,0.91222213,1.1633981,
visual_counterfactual_rca,gemma-4-26b-a4b,H_factual,aegislab,incorrect,53,0.86198768,0.11726104,0.86574746,,0.62786733,0.022503788,0.037405557,0.31222333,,0.97199806,0.48485805,0.79798522,1.2073726,
visual_counterfactual_rca,gemma-4-26b-a4b,H_factual,aiops2022,correct,12,0.86061271,0.1243446,0.8525641,,0.62136181,0.023027977,0.039367314,0.3162429,,0.95277626,0.4912635,0.83983603,1.24788,
visual_counterfactual_rca,gemma-4-26b-a4b,H_factual,aiops2022,incorrect,35,0.85854394,0.12254411,0.86923077,,0.61143497,0.024493858,0.042491736,0.32157944,,0.93171043,0.52253563,0.90649036,1.2863177,
visual_counterfactual_rca,gemma-4-26b-a4b,H_factual,aiops2025,correct,18,0.857927,0.11980238,0.87606838,,0.59453038,0.02312993,0.040431465,0.34190822,,0.90595106,0.4934385,0.86253793,1.3676329,
visual_counterfactual_rca,gemma-4-26b-a4b,H_factual,aiops2025,incorrect,75,0.85795672,0.12611762,0.85897436,,0.59484469,0.022050235,0.04184065,0.34126443,,0.90732455,0.47040501,0.89260052,1.3621723,
visual_counterfactual_rca,gemma-4-26b-a4b,H_factual,re2_ob,correct,73,0.85044389,0.10634235,0.93203372,,0.61819508,0.025656407,0.047286885,0.30886163,,0.94201155,0.54733668,1.0087869,1.2354465,
visual_counterfactual_rca,gemma-4-26b-a4b,H_factual,re2_ob,incorrect,17,0.85137056,0.12694714,0.89140271,,0.62232956,0.029019062,0.042599936,0.30605144,,0.94831171,0.61907332,0.90879863,1.2242058,
visual_counterfactual_rca,gemma-4-26b-a4b,H_factual,re2_tt,correct,51,0.85898741,0.11801024,0.89366516,,0.61163508,0.020750819,0.040106873,0.32750722,,0.94518294,0.44712124,0.8556133,1.2747124,
visual_counterfactual_rca,gemma-4-26b-a4b,H_factual,re2_tt,incorrect,39,0.85966785,0.12824621,0.88461538,,0.61278012,0.021518992,0.042722237,0.32297865,,0.96467053,0.48310414,0.91140772,1.2103759,
visual_counterfactual_rca,gemma-4-26b-a4b,H_neutral,aegislab,correct,44,0.8508745,0.75578501,0.29195804,,0.75444135,0.01372462,0.016964659,0.21486937,,1.1654799,0.29279189,0.36191273,0.83466845,
visual_counterfactual_rca,gemma-4-26b-a4b,H_neutral,aegislab,incorrect,52,0.85112079,0.75747993,0.28698225,,0.75142955,0.014304422,0.016762664,0.21750336,,1.1738632,0.31165248,0.3576035,0.82349903,
visual_counterfactual_rca,gemma-4-26b-a4b,H_neutral,aiops2022,correct,14,0.84761585,0.75499643,0.28846154,,0.74978333,0.013092792,0.015333004,0.22179088,,1.1486099,0.2793129,0.32710408,0.87657078,
visual_counterfactual_rca,gemma-4-26b-a4b,H_neutral,aiops2022,incorrect,33,0.84695747,0.75652861,0.28321678,,0.75271876,0.012031979,0.016184257,0.219065,,1.147,0.25668222,0.34526416,0.87626002,
visual_counterfactual_rca,gemma-4-26b-a4b,H_neutral,aiops2025,correct,21,0.8489329,0.76220374,0.27106227,,0.75507537,0.012198487,0.016186066,0.21654008,,1.1547089,0.26023439,0.34530274,0.8594552,
visual_counterfactual_rca,gemma-4-26b-a4b,H_neutral,aiops2025,incorrect,72,0.8482799,0.76005061,0.2724359,,0.7570176,0.011562645,0.016017115,0.21540264,,1.1535506,0.24666976,0.34169844,0.86161056,
visual_counterfactual_rca,gemma-4-26b-a4b,H_neutral,re2_ob,correct,70,0.84817416,0.75522901,0.30714286,,0.76142541,0.013816229,0.014248593,0.21050977,,1.1602673,0.29474622,0.30396998,0.84203909,
visual_counterfactual_rca,gemma-4-26b-a4b,H_neutral,re2_ob,incorrect,20,0.85039865,0.76037348,0.30576923,,0.75915351,0.013911123,0.014287917,0.21264745,,1.1568054,0.29677062,0.3048089,0.85058979,
visual_counterfactual_rca,gemma-4-26b-a4b,H_neutral,re2_tt,correct,49,0.85008854,0.76193401,0.28021978,,0.746138,0.013296221,0.016985728,0.22358005,,1.1549061,0.28829091,0.3623622,0.86456876,
