experiment,model,arm,dataset_scope,n,mean_text_tokens,sum_text_tokens,mean_image_tokens,sum_image_tokens,mean_input_tokens,sum_input_tokens,mean_output_tokens,sum_output_tokens,mean_total_tokens,sum_total_tokens,mean_model_calls,sum_model_calls,mean_incremental_total_tokens,mean_amortized_total_tokens,mean_amortized_model_calls
typed_two_stage,qwen3.8-27b,V,headline_289,289,2754.4221,796028,2094.7578,605385,4849.1799,1401413,301.5917,87160,5150.7716,1488573,2,578,,,
typed_two_stage,qwen3.8-27b,H,re2_ob,90,24212.144,2179093,2097.5667,188781,26309.711,2367874,389.66667,35070,26699.378,2402944,2,180,,,
typed_two_stage,qwen3.8-27b,Mt-Rt-Lt-Gt,re2_ob,90,24185.567,2176701,0,0,24185.567,2176701,389.47778,35053,24575.044,2211754,2,180,,,
typed_two_stage,qwen3.8-27b,Mt-Rt-Lt-Gv,re2_ob,90,22737.722,2046395,531.48889,47834,23269.211,2094229,387.34444,34861,23656.556,2129090,2,180,,,
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gt,re2_ob,90,23705.189,2133467,98,8820,23803.189,2142287,388.03333,34923,24191.222,2177210,2,180,,,
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gv,re2_ob,90,22270.478,2004343,629.48889,56654,22899.967,2060997,387.66667,34890,23287.633,2095887,2,180,,,
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gt,re2_ob,90,23551.033,2119593,98,8820,23649.033,2128413,387.15556,34844,24036.189,2163257,2,180,,,
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gv,re2_ob,90,22082.022,1987382,629.48889,56654,22711.511,2044036,384.81111,34633,23096.322,2078669,2,180,,,
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gt,re2_ob,90,23046.6,2074194,196,17640,23242.6,2091834,384.77778,34630,23627.378,2126464,2,180,,,
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gv,re2_ob,90,21601.567,1944141,727.48889,65474,22329.056,2009615,383.34444,34501,22712.4,2044116,2,180,,,
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gt,re2_ob,90,6122.8222,551054,1371,123390,7493.8222,674444,389.36667,35043,7883.1889,709487,2,180,,,
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gv,re2_ob,90,4683.6333,421527,1902.4889,171224,6586.1222,592751,388.98889,35009,6975.1111,627760,2,180,,,
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_ob,90,5600.4333,504039,1469,132210,7069.4333,636249,387.25556,34853,7456.6889,671102,2,180,,,
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_ob,90,4195.1,377559,2000.4889,180044,6195.5889,557603,386.4,34776,6581.9889,592379,2,180,,,
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gt,re2_ob,90,5461.2889,491516,1469,132210,6930.2889,623726,388.5,34965,7318.7889,658691,2,180,,,
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gv,re2_ob,90,4040.1889,363617,2000.4889,180044,6040.6778,543661,385.77778,34720,6426.4556,578381,2,180,,,
typed_two_stage,qwen3.8-27b,Mv-Rv-Lv-Gt,re2_ob,90,4931.0889,443798,1567,141030,6498.0889,584828,384.02222,34562,6882.1111,619390,2,180,,,
typed_two_stage,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_ob,90,3552.1333,319692,2098.4889,188864,5650.6222,508556,385.03333,34653,6035.6556,543209,2,180,,,
typed_two_stage,qwen3.8-27b,P,re2_ob,90,3592.3222,323309,22416,2017440,26008.322,2340749,388.94444,35005,26397.267,2375754,2,180,,,
typed_two_stage,qwen3.8-27b,V,re2_ob,90,3581.7333,322356,2097.5667,188781,5679.3,511137,383.82222,34544,6063.1222,545681,2,180,,,
typed_two_stage,qwen3.8-27b,H,re2_tt,90,24192.344,2177311,2086.6778,187801,26279.022,2365112,382.57778,34432,26661.6,2399544,2,180,,,
typed_two_stage,qwen3.8-27b,Mt-Rt-Lt-Gt,re2_tt,90,24163.333,2174700,0,0,24163.333,2174700,383,34470,24546.333,2209170,2,180,,,
typed_two_stage,qwen3.8-27b,Mt-Rt-Lt-Gv,re2_tt,90,22812.133,2053092,520.6,46854,23332.733,2099946,380.38889,34235,23713.122,2134181,2,180,,,
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gt,re2_tt,90,23964.356,2156792,98,8820,24062.356,2165612,469.88889,42290,24532.244,2207902,2,180,,,
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gv,re2_tt,90,22581.633,2032347,618.6,55674,23200.233,2088021,380.25556,34223,23580.489,2122244,2,180,,,
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gt,re2_tt,90,23501.722,2115155,98,8820,23599.722,2123975,378.38889,34055,23978.111,2158030,2,180,,,
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gv,re2_tt,90,22143.211,1992889,618.6,55674,22761.811,2048563,377.77778,34000,23139.589,2082563,2,180,,,
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gt,re2_tt,90,23252.567,2092731,196,17640,23448.567,2110371,377.82222,34004,23826.389,2144375,2,180,,,
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gv,re2_tt,90,21896.211,1970659,716.6,64494,22612.811,2035153,377.94444,34015,22990.756,2069168,2,180,,,
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gt,re2_tt,90,6185.9222,556733,1371,123390,7556.9222,680123,380.91111,34282,7937.8333,714405,2,180,,,
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gv,re2_tt,90,4827.4778,434473,1891.6,170244,6719.0778,604717,380.33333,34230,7099.4111,638947,2,180,,,
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_tt,90,5929.0333,533613,1469,132210,7398.0333,665823,379.3,34137,7777.3333,699960,2,180,,,
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_tt,90,4602.8444,414256,1989.6,179064,6592.4444,593320,377.48889,33974,6969.9333,627294,2,180,,,
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gt,re2_tt,90,5532.2444,497902,1469,132210,7001.2444,630112,377.64444,33988,7378.8889,664100,2,180,,,
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gv,re2_tt,90,4190.1333,377112,1989.6,179064,6179.7333,556176,378.41111,34057,6558.1444,590233,2,180,,,
typed_two_stage,qwen3.8-27b,Mv-Rv-Lv-Gt,re2_tt,90,5289.1222,476021,1567,141030,6856.1222,617051,375.41111,33787,7231.5333,650838,2,180,,,
typed_two_stage,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_tt,90,3929.4,353646,2087.6,187884,6017,541530,376.08889,33848,6393.0889,575378,2,180,,,
typed_two_stage,qwen3.8-27b,P,re2_tt,90,3975.5778,357802,22416,2017440,26391.578,2375242,380.68889,34262,26772.267,2409504,2,180,,,
typed_two_stage,qwen3.8-27b,V,re2_tt,90,3925.3333,353280,2086.6778,187801,6012.0111,541081,376.68889,33902,6388.7,574983,2,180,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_factual,aegislab,96,16707.781,1603947,1085.8958,104246,17793.677,1708193,418.95833,40220,18212.635,1748413,2,192,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_neutral,aegislab,96,16681.833,1601456,1085.8958,104246,17767.729,1705702,427.04167,40996,18194.771,1746698,2,192,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_placebo,aegislab,96,16697.427,1602953,1085.8958,104246,17783.323,1707199,421.29167,40444,18204.615,1747643,2,192,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_targeted,aegislab,96,16714.219,1604565,1085.8958,104246,17800.115,1708811,422.21875,40533,18222.333,1749344,2,192,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_factual,aiops2022,47,15671.936,736581,1084.0851,50952,16756.021,787533,392.59574,18452,17148.617,805985,2,94,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_neutral,aiops2022,47,15641.787,735164,1084.0851,50952,16725.872,786116,407.19149,19138,17133.064,805254,2,94,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_placebo,aiops2022,47,15669.319,736458,1084.0851,50952,16753.404,787410,390.19149,18339,17143.596,805749,2,94,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_targeted,aiops2022,47,15683.745,737136,1084.0851,50952,16767.83,788088,394.85106,18558,17162.681,806646,2,94,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_factual,aiops2025,93,15216.613,1415145,1082.4624,100669,16299.075,1515814,392.58065,36510,16691.656,1552324,2,186,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_neutral,aiops2025,93,15207.581,1414305,1082.4624,100669,16290.043,1514974,395.93548,36822,16685.978,1551796,2,186,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_placebo,aiops2025,93,15213.527,1414858,1082.4624,100669,16295.989,1515527,389.22581,36198,16685.215,1551725,2,186,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_targeted,aiops2025,93,15198.043,1413418,1082.4624,100669,16280.505,1514087,390.04301,36274,16670.548,1550361,2,186,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_factual,all_469,416,15996.512,6654549,1084.9712,451348,17081.483,7105897,408.07933,169761,17489.562,7275658,2,832,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_neutral,all_469,416,15980.536,6647903,1084.9712,451348,17065.507,7099251,415.08654,172676,17480.594,7271927,2,832,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_placebo,all_469,416,15989.736,6651730,1084.9712,451348,17074.707,7103078,406.66827,169174,17481.375,7272252,2,832,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_targeted,all_469,416,15987.769,6650912,1084.9712,451348,17072.74,7102260,406,168896,17478.74,7271156,2,832,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_factual,headline_289,236,15913.869,3755673,1084.1822,255867,16998.051,4011540,403.31356,95182,17401.364,4106722,2,472,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_neutral,headline_289,236,15893.75,3750925,1084.1822,255867,16977.932,4006792,410.83051,96956,17388.763,4103748,2,472,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_placebo,headline_289,236,15907.919,3754269,1084.1822,255867,16992.102,4010136,402.46186,94981,17394.564,4105117,2,472,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_targeted,headline_289,236,15911.521,3755119,1084.1822,255867,16995.703,4010986,404.08898,95365,17399.792,4106351,2,472,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_factual,re2_ob,90,15665.644,1409908,1087,97830,16752.644,1507738,416.35556,37472,17169,1545210,2,180,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_neutral,re2_ob,90,15640.911,1407682,1087,97830,16727.911,1505512,418.81111,37693,17146.722,1543205,2,180,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_placebo,re2_ob,90,15651.433,1408629,1087,97830,16738.433,1506459,414.14444,37273,17152.578,1543732,2,180,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_targeted,re2_ob,90,15646.4,1408176,1087,97830,16733.4,1506006,407.11111,36640,17140.511,1542646,2,180,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_factual,re2_tt,90,16544.089,1488968,1085.0111,97651,17629.1,1586619,412.3,37107,18041.4,1623726,2,180,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_neutral,re2_tt,90,16547.733,1489296,1085.0111,97651,17632.744,1586947,422.52222,38027,18055.267,1624974,2,180,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_placebo,re2_tt,90,16542.578,1488832,1085.0111,97651,17627.589,1586483,410.22222,36920,18037.811,1623403,2,180,,,
visual_counterfactual_rca,gemma-4-26b-a4b,H_targeted,re2_tt,90,16529.078,1487617,1085.0111,97651,17614.089,1585268,409.9,36891,18023.989,1622159,2,180,,,
visual_counterfactual_rca,qwen3.6-27b,H_factual,aegislab,96,14819.812,1422702,2119.7188,203493,16939.531,1626195,375.52083,36050,17315.052,1662245,2,192,,,
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,96,14808.292,1421596,2119.7188,203493,16928.01,1625089,353.69792,33955,17281.708,1659044,2,192,,,
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,96,14826.042,1423300,2119.7188,203493,16945.76,1626793,365.17708,35057,17310.938,1661850,2,192,,,
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,96,14804.844,1421265,2119.7188,203493,16924.562,1624758,358.39583,34406,17282.958,1659164,2,192,,,
visual_counterfactual_rca,qwen3.6-27b,H_factual,aiops2022,47,13836.298,650306,2067.2979,97163,15903.596,747469,362.6383,17044,16266.234,764513,2,94,,,
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,47,13805.851,648875,2067.2979,97163,15873.149,746038,352.31915,16559,16225.468,762597,2,94,,,
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,47,13862.106,651519,2067.2979,97163,15929.404,748682,366.46809,17224,16295.872,765906,2,94,,,
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,47,13886.213,652652,2067.2979,97163,15953.511,749815,375.91489,17668,16329.426,767483,2,94,,,
visual_counterfactual_rca,qwen3.6-27b,H_factual,aiops2025,93,13472.065,1252902,2021.5376,188003,15493.602,1440905,347.03226,32274,15840.634,1473179,2,186,,,
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,93,13424.57,1248485,2021.5376,188003,15446.108,1436488,339.48387,31572,15785.591,1468060,2,186,,,
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,93,13447.495,1250617,2021.5376,188003,15469.032,1438620,344.2043,32011,15813.237,1470631,2,186,,,
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,93,13483.484,1253964,2021.5376,188003,15505.022,1441967,352.35484,32769,15857.376,1474736,2,186,,,
visual_counterfactual_rca,qwen3.6-27b,H_factual,all_469,416,14221.916,5916317,2086.738,868083,16308.654,6784400,354.81971,147605,16663.474,6932005,2,832,,,
visual_counterfactual_rca,qwen3.6-27b,H_neutral,all_469,416,14202.161,5908099,2086.738,868083,16288.899,6776182,344.1274,143157,16633.026,6919339,2,832,,,
visual_counterfactual_rca,qwen3.6-27b,H_placebo,all_469,416,14210.877,5911725,2086.738,868083,16297.615,6779808,346.8101,144273,16644.425,6924081,2,832,,,
visual_counterfactual_rca,qwen3.6-27b,H_targeted,all_469,416,14215.296,5913563,2086.738,868083,16302.034,6781646,349.21635,145274,16651.25,6926920,2,832,,,
visual_counterfactual_rca,qwen3.6-27b,H_factual,headline_289,236,14092.839,3325910,2070.589,488659,16163.428,3814569,361.72881,85368,16525.157,3899937,2,472,,,
visual_counterfactual_rca,qwen3.6-27b,H_neutral,headline_289,236,14063.373,3318956,2070.589,488659,16133.962,3807615,347.82203,82086,16481.784,3889701,2,472,,,
visual_counterfactual_rca,qwen3.6-27b,H_placebo,headline_289,236,14090.831,3325436,2070.589,488659,16161.419,3814095,357.16949,84292,16518.589,3898387,2,472,,,
visual_counterfactual_rca,qwen3.6-27b,H_targeted,headline_289,236,14101.191,3327881,2070.589,488659,16171.78,3816540,359.50424,84843,16531.284,3901383,2,472,,,
visual_counterfactual_rca,qwen3.6-27b,H_factual,re2_ob,90,13952.856,1255757,2109,189810,16061.856,1445567,344.24444,30982,16406.1,1476549,2,180,,,
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_ob,90,13912.067,1252086,2109,189810,16021.067,1441896,329.6,29664,16350.667,1471560,2,180,,,
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_ob,90,13905.933,1251534,2109,189810,16014.933,1441344,326.11111,29350,16341.044,1470694,2,180,,,
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_ob,90,13933.544,1254019,2109,189810,16042.544,1443829,337.68889,30392,16380.233,1474221,2,180,,,
visual_counterfactual_rca,qwen3.6-27b,H_factual,re2_tt,90,14829.444,1334650,2106.8222,189614,16936.267,1524264,347.27778,31255,17283.544,1555519,2,180,,,
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_tt,90,14856.189,1337057,2106.8222,189614,16963.011,1526671,348.96667,31407,17311.978,1558078,2,180,,,
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_tt,90,14830.611,1334755,2106.8222,189614,16937.433,1524369,340.34444,30631,17277.778,1555000,2,180,,,
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_tt,90,14796.256,1331663,2106.8222,189614,16903.078,1521277,333.76667,30039,17236.844,1551316,2,180,,,
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,96,15764,1513344,2144.2188,205845,17908.219,1719189,320.42708,30761,18228.646,1749950,2,192,,,
visual_counterfactual_rca,qwen3.8-27b,H_neutral,aegislab,96,15707.594,1507929,2144.2188,205845,17851.812,1713774,320.58333,30776,18172.396,1744550,2,192,,,
visual_counterfactual_rca,qwen3.8-27b,H_placebo,aegislab,96,15715.396,1508678,2144.2188,205845,17859.615,1714523,310.17708,29777,18169.792,1744300,2,192,,,
visual_counterfactual_rca,qwen3.8-27b,H_targeted,aegislab,96,15776.854,1514578,2144.2188,205845,17921.073,1720423,327.53125,31443,18248.604,1751866,2,192,,,
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2022,61,13972.623,852330,2079.2787,126836,16051.902,979166,306.96721,18725,16358.869,997891,2,122,,,
visual_counterfactual_rca,qwen3.8-27b,H_neutral,aiops2022,61,14050.77,857097,2079.2787,126836,16130.049,983933,316.04918,19279,16446.098,1003212,2,122,,,
visual_counterfactual_rca,qwen3.8-27b,H_placebo,aiops2022,61,14020.492,855250,2079.2787,126836,16099.77,982086,312.70492,19075,16412.475,1001161,2,122,,,
visual_counterfactual_rca,qwen3.8-27b,H_targeted,aiops2022,61,14015.492,854945,2079.2787,126836,16094.77,981781,314.54098,19187,16409.311,1000968,2,122,,,
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2025,93,13424.613,1248489,2050.5161,190698,15475.129,1439187,315.76344,29366,15790.892,1468553,2,186,,,
visual_counterfactual_rca,qwen3.8-27b,H_neutral,aiops2025,93,13435.989,1249547,2050.5161,190698,15486.505,1440245,313.5914,29164,15800.097,1469409,2,186,,,
visual_counterfactual_rca,qwen3.8-27b,H_placebo,aiops2025,93,13380.28,1244366,2050.5161,190698,15430.796,1435064,305.44086,28406,15736.237,1463470,2,186,,,
visual_counterfactual_rca,qwen3.8-27b,H_targeted,aiops2025,93,13438.022,1249736,2050.5161,190698,15488.538,1440434,317.47312,29525,15806.011,1469959,2,186,,,
visual_counterfactual_rca,qwen3.8-27b,H_factual,all_469,430,14532.84,6249121,2092.9326,899961,16625.772,7149082,318.55581,136979,16944.328,7286061,2,860,,,
visual_counterfactual_rca,qwen3.8-27b,H_neutral,all_469,430,14534.147,6249683,2092.9326,899961,16627.079,7149644,318.67442,137030,16945.753,7286674,2,860,,,
visual_counterfactual_rca,qwen3.8-27b,H_placebo,all_469,430,14508.6,6238698,2092.9326,899961,16601.533,7138659,312.33721,134305,16913.87,7272964,2,860,,,
visual_counterfactual_rca,qwen3.8-27b,H_targeted,all_469,430,14531.391,6248498,2092.9326,899961,16624.323,7148459,318.36744,136898,16942.691,7285357,2,860,,,
visual_counterfactual_rca,qwen3.8-27b,H_factual,headline_289,250,14456.652,3614163,2093.516,523379,16550.168,4137542,315.408,78852,16865.576,4216394,2,500,,,
visual_counterfactual_rca,qwen3.8-27b,H_neutral,headline_289,250,14458.292,3614573,2093.516,523379,16551.808,4137952,316.876,79219,16868.684,4217171,2,500,,,
visual_counterfactual_rca,qwen3.8-27b,H_placebo,headline_289,250,14433.176,3608294,2093.516,523379,16526.692,4131673,309.032,77258,16835.724,4208931,2,500,,,
visual_counterfactual_rca,qwen3.8-27b,H_targeted,headline_289,250,14477.036,3619259,2093.516,523379,16570.552,4142638,320.62,80155,16891.172,4222793,2,500,,,
visual_counterfactual_rca,qwen3.8-27b,H_factual,re2_ob,90,14587.889,1312910,2097.5667,188781,16685.456,1501691,314.68889,28322,17000.144,1530013,2,180,,,
visual_counterfactual_rca,qwen3.8-27b,H_neutral,re2_ob,90,14638.922,1317503,2097.5667,188781,16736.489,1506284,320.28889,28826,17056.778,1535110,2,180,,,
visual_counterfactual_rca,qwen3.8-27b,H_placebo,re2_ob,90,14562.489,1310624,2097.5667,188781,16660.056,1499405,310.28889,27926,16970.344,1527331,2,180,,,
visual_counterfactual_rca,qwen3.8-27b,H_targeted,re2_ob,90,14574.967,1311747,2097.5667,188781,16672.533,1500528,312.14444,28093,16984.678,1528621,2,180,,,
visual_counterfactual_rca,qwen3.8-27b,H_factual,re2_tt,90,14689.422,1322048,2086.6778,187801,16776.1,1509849,331.16667,29805,17107.267,1539654,2,180,,,
visual_counterfactual_rca,qwen3.8-27b,H_neutral,re2_tt,90,14640.078,1317607,2086.6778,187801,16726.756,1505408,322.05556,28985,17048.811,1534393,2,180,,,
visual_counterfactual_rca,qwen3.8-27b,H_placebo,re2_tt,90,14664.222,1319780,2086.6778,187801,16750.9,1507581,323.56667,29121,17074.467,1536702,2,180,,,
visual_counterfactual_rca,qwen3.8-27b,H_targeted,re2_tt,90,14638.8,1317492,2086.6778,187801,16725.478,1505293,318.33333,28650,17043.811,1533943,2,180,,,
