experiment,model,arm,dataset_scope,n,mean_text_tokens,sum_text_tokens,mean_image_tokens,sum_image_tokens,mean_input_tokens,sum_input_tokens,mean_output_tokens,sum_output_tokens,mean_total_tokens,sum_total_tokens,mean_model_calls,sum_model_calls,mean_incremental_total_tokens,mean_amortized_total_tokens,mean_amortized_model_calls
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gv,aiops2022,100,14661.16,1466116,600.47,60047,15261.63,1526163,116.51,11651,15378.14,1537814,1,100,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gt,aiops2022,100,15522.74,1552274,196,19600,15718.74,1571874,118.26,11826,15837,1583700,1,100,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gv,aiops2022,100,14200.33,1420033,698.47,69847,14898.8,1489880,118.51,11851,15017.31,1501731,1,100,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,aiops2022,100,2933.06,293306,1371,137100,4304.06,430406,116.87,11687,4420.93,442093,1,100,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2022,100,1610.65,161065,1873.47,187347,3484.12,348412,116.71,11671,3600.83,360083,1,100,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2022,100,2472.23,247223,1469,146900,3941.23,394123,117.61,11761,4058.84,405884,1,100,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2022,100,1149.82,114982,1971.47,197147,3121.29,312129,117.79,11779,3239.08,323908,1,100,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2022,100,2245.14,224514,1469,146900,3714.14,371414,116.92,11692,3831.06,383106,1,100,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,aiops2022,100,922.73,92273,1971.47,197147,2894.2,289420,117.85,11785,3012.05,301205,1,100,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gt,aiops2022,100,1784.31,178431,1567,156700,3351.31,335131,117.81,11781,3469.12,346912,1,100,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gv,aiops2022,100,461.9,46190,2069.47,206947,2531.37,253137,119.87,11987,2651.24,265124,1,100,,,
cross_region,qwen3.6-27b,P,aiops2022,100,461.9,46190,19585.98,1958598,20047.88,2004788,117.28,11728,20165.16,2016516,1,100,,,
cross_region,qwen3.6-27b,V,aiops2022,100,461.9,46190,2071.27,207127,2533.17,253317,119.07,11907,2652.24,265224,1,100,,,
cross_region,qwen3.6-27b,H,aiops2025,93,15195.742,1413204,2021.5376,188003,17217.28,1601207,133.13978,12382,17350.419,1613589,1,93,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gt,aiops2025,93,15195.742,1413204,0,0,15195.742,1413204,132.73118,12344,15328.473,1425548,1,93,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gv,aiops2025,93,14109.806,1312212,460.43011,42820,14570.237,1355032,133.58065,12423,14703.817,1367455,1,93,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gt,aiops2025,93,14758.398,1372531,98,9114,14856.398,1381645,133.31183,12398,14989.71,1394043,1,93,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gv,aiops2025,93,13672.462,1271539,558.43011,51934,14230.892,1323473,133.31183,12398,14364.204,1335871,1,93,,,
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gt,aiops2025,93,14522.591,1350601,98,9114,14620.591,1359715,133.10753,12379,14753.699,1372094,1,93,,,
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gv,aiops2025,93,13436.656,1249609,558.43011,51934,13995.086,1301543,132.87097,12357,14127.957,1313900,1,93,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gt,aiops2025,93,14085.247,1309928,196,18228,14281.247,1328156,134.55914,12514,14415.806,1340670,1,93,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gv,aiops2025,93,12999.312,1208936,656.43011,61048,13655.742,1269984,134.34409,12494,13790.086,1282478,1,93,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,aiops2025,93,2673.1828,248606,1371,127503,4044.1828,376109,132.73118,12344,4176.914,388453,1,93,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2025,93,1587.2473,147614,1831.4301,170323,3418.6774,317937,133.33333,12400,3552.0108,330337,1,93,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2025,93,2235.8387,207933,1469,136617,3704.8387,344550,133.55914,12421,3838.3978,356971,1,93,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2025,93,1149.9032,106941,1929.4301,179437,3079.3333,286378,133.98925,12461,3213.3226,298839,1,93,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2025,93,2000.0323,186003,1469,136617,3469.0323,322620,132.89247,12359,3601.9247,334979,1,93,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,aiops2025,93,914.09677,85011,1929.4301,179437,2843.5269,264448,134.41935,12501,2977.9462,276949,1,93,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gt,aiops2025,93,1562.6882,145330,1567,145731,3129.6882,291061,134.11828,12473,3263.8065,303534,1,93,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gv,aiops2025,93,476.75269,44338,2027.4301,188551,2504.1828,232889,135.68817,12619,2639.871,245508,1,93,,,
cross_region,qwen3.6-27b,P,aiops2025,93,476.75269,44338,17836.387,1658784,18313.14,1703122,132.23656,12298,18445.376,1715420,1,93,,,
cross_region,qwen3.6-27b,V,aiops2025,93,476.75269,44338,2021.5376,188003,2498.2903,232341,135.98925,12647,2634.2796,244988,1,93,,,
cross_region,qwen3.6-27b,H,all_469,469,17724.313,8312703,2085.3881,978047,19809.701,9290750,159.36461,74742,19969.066,9365492,1,469,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gt,all_469,469,17724.313,8312703,0,0,17724.313,8312703,158.92537,74536,17883.239,8387239,1,469,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gv,all_469,469,16432.367,7706780,520.95522,244328,16953.322,7951108,159.09382,74615,17112.416,8025723,1,469,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gt,all_469,469,17292.412,8110141,98,45962,17390.412,8156103,159.4307,74773,17549.842,8230876,1,469,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gv,all_469,469,16000.465,7504218,618.95522,290290,16619.42,7794508,159.51173,74811,16778.932,7869319,1,469,,,
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gt,all_469,469,17067.91,8004850,98,45962,17165.91,8050812,158.8806,74515,17324.791,8125327,1,469,,,
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gv,all_469,469,15775.964,7398927,618.95522,290290,16394.919,7689217,158.50107,74337,16553.42,7763554,1,469,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gt,all_469,469,16636.009,7802288,196,91924,16832.009,7894212,160.20043,75134,16992.209,7969346,1,469,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gv,all_469,469,15344.062,7196365,716.95522,336252,16061.017,7532617,160.70576,75371,16221.723,7607988,1,469,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,all_469,469,2885.3475,1353228,1371,642999,4256.3475,1996227,158.22175,74206,4414.5693,2070433,1,469,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,all_469,469,1593.4009,747305,1891.9552,887327,3485.3561,1634632,158.88486,74517,3644.2409,1709149,1,469,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,all_469,469,2453.4456,1150666,1469,688961,3922.4456,1839627,159.38806,74753,4081.8337,1914380,1,469,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,all_469,469,1161.4989,544743,1989.9552,933289,3151.4542,1478032,159.55011,74829,3311.0043,1552861,1,469,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,all_469,469,2228.9446,1045375,1469,688961,3697.9446,1734336,159.79531,74944,3857.7399,1809280,1,469,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,all_469,469,936.99787,439452,1989.9552,933289,2926.9531,1372741,160.53731,75292,3087.4904,1448033,1,469,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gt,all_469,469,1797.0426,842813,1567,734923,3364.0426,1577736,160.03838,75058,3524.081,1652794,1,469,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gv,all_469,469,505.09595,236890,2087.9552,979251,2593.0512,1216141,162.05117,76002,2755.1023,1292143,1,469,,,
cross_region,qwen3.6-27b,P,all_469,469,505.09595,236890,19775.309,9274620,20280.405,9511510,158.03838,74120,20438.443,9585630,1,469,,,
cross_region,qwen3.6-27b,V,all_469,469,505.09595,236890,2085.3881,978047,2590.484,1214937,161.76972,75870,2752.2537,1290807,1,469,,,
cross_region,qwen3.6-27b,H,headline_289,289,15853.443,4581645,2071.3599,598623,17924.803,5180268,142.19377,41094,18066.997,5221362,1,289,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gt,headline_289,289,15853.443,4581645,0,0,15853.443,4581645,140.79239,40689,15994.235,4622334,1,289,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gv,headline_289,289,14561.408,4208247,505.91696,146210,15067.325,4354457,142.73702,41251,15210.062,4395708,1,289,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gt,headline_289,289,15370.799,4442161,98,28322,15468.799,4470483,141.94118,41021,15610.74,4511504,1,289,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gv,headline_289,289,14078.765,4068763,603.91696,174532,14682.682,4243295,142.08304,41062,14824.765,4284357,1,289,,,
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gt,headline_289,289,15170.308,4384219,98,28322,15268.308,4412541,141.19031,40804,15409.498,4453345,1,289,,,
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gv,headline_289,289,13878.273,4010821,603.91696,174532,14482.19,4185353,141.31834,40841,14623.509,4226194,1,289,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gt,headline_289,289,14687.664,4244735,196,56644,14883.664,4301379,142.43945,41165,15026.104,4342544,1,289,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gv,headline_289,289,13395.63,3871337,701.91696,202854,14097.547,4074191,143.16263,41374,14240.709,4115565,1,289,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,headline_289,289,2944.4948,850959,1371,396219,4315.4948,1247178,140.66782,40653,4456.1626,1287831,1,289,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,headline_289,289,1652.4602,477561,1876.917,542429,3529.3772,1019990,141.16263,40796,3670.5398,1060786,1,289,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,headline_289,289,2461.8512,711475,1469,424541,3930.8512,1136016,141.68512,40947,4072.5363,1176963,1,289,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,headline_289,289,1169.8166,338077,1974.917,570751,3144.7336,908828,142.19031,41093,3286.9239,949921,1,289,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,headline_289,289,2261.3599,653533,1469,424541,3730.3599,1078074,141.25606,40823,3871.6159,1118897,1,289,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,headline_289,289,969.32526,280135,1974.917,570751,2944.2422,850886,142.56401,41201,3086.8062,892087,1,289,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gt,headline_289,289,1778.7163,514049,1567,452863,3345.7163,966912,142.39792,41153,3488.1142,1008065,1,289,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gv,headline_289,289,486.68166,140651,2072.917,599073,2559.5986,739724,144.34602,41716,2703.9446,781440,1,289,,,
cross_region,qwen3.6-27b,P,headline_289,289,486.68166,140651,18130.588,5239740,18617.27,5380391,140.47405,40597,18757.744,5420988,1,289,,,
cross_region,qwen3.6-27b,V,headline_289,289,486.68166,140651,2071.3599,598623,2558.0415,739274,143.83391,41568,2701.8754,780842,1,289,,,
cross_region,qwen3.6-27b,H,re2_ob,90,20668.044,1860124,2109,189810,22777.044,2049934,189.24444,17032,22966.289,2066966,1,90,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gt,re2_ob,90,20668.044,1860124,0,0,20668.044,1860124,190.42222,17138,20858.467,1877262,1,90,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gv,re2_ob,90,19492.6,1754334,550,49500,20042.6,1803834,187.67778,16891,20230.278,1820725,1,90,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gt,re2_ob,90,20199.144,1817923,98,8820,20297.144,1826743,189.67778,17071,20486.822,1843814,1,90,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gv,re2_ob,90,19023.7,1712133,648,58320,19671.7,1770453,189.52222,17057,19861.222,1787510,1,90,,,
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gt,re2_ob,90,20088.456,1807961,98,8820,20186.456,1816781,188.8,16992,20375.256,1833773,1,90,,,
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gv,re2_ob,90,18913.011,1702171,648,58320,19561.011,1760491,188.31111,16948,19749.322,1777439,1,90,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gt,re2_ob,90,19619.556,1765760,196,17640,19815.556,1783400,191.23333,17211,20006.789,1800611,1,90,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gv,re2_ob,90,18444.111,1659970,746,67140,19190.111,1727110,190.8,17172,19380.911,1744282,1,90,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_ob,90,2759.5444,248359,1371,123390,4130.5444,371749,189.35556,17042,4319.9,388791,1,90,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_ob,90,1584.1,142569,1921,172890,3505.1,315459,189.55556,17060,3694.6556,332519,1,90,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_ob,90,2290.6444,206158,1469,132210,3759.6444,338368,190.05556,17105,3949.7,355473,1,90,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_ob,90,1115.2,100368,2019,181710,3134.2,282078,189.77778,17080,3323.9778,299158,1,90,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_ob,90,2179.9556,196196,1469,132210,3648.9556,328406,190.56667,17151,3839.5222,345557,1,90,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,re2_ob,90,1004.5111,90406,2019,181710,3023.5111,272116,190.08889,17108,3213.6,289224,1,90,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gt,re2_ob,90,1711.0556,153995,1567,141030,3278.0556,295025,190.2,17118,3468.2556,312143,1,90,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gv,re2_ob,90,535.61111,48205,2117,190530,2652.6111,238735,191.28889,17216,2843.9,255951,1,90,,,
cross_region,qwen3.6-27b,P,re2_ob,90,535.61111,48205,22416,2017440,22951.611,2065645,189.64444,17068,23141.256,2082713,1,90,,,
cross_region,qwen3.6-27b,V,re2_ob,90,535.61111,48205,2109,189810,2644.6111,238015,191.31111,17218,2835.9222,255233,1,90,,,
cross_region,qwen3.6-27b,H,re2_tt,90,20788.156,1870934,2106.8222,189614,22894.978,2060548,184.62222,16616,23079.6,2077164,1,90,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gt,re2_tt,90,20788.156,1870934,0,0,20788.156,1870934,185.65556,16709,20973.811,1887643,1,90,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gv,re2_tt,90,19379.989,1744199,540.2,48618,19920.189,1792817,183.03333,16473,20103.222,1809290,1,90,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gt,re2_tt,90,20556.189,1850057,98,8820,20654.189,1858877,185.34444,16681,20839.533,1875558,1,90,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gv,re2_tt,90,19148.022,1723322,638.2,57438,19786.222,1780760,185.46667,16692,19971.689,1797452,1,90,,,
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gt,re2_tt,90,20140.778,1812670,98,8820,20238.778,1821490,185.76667,16719,20424.544,1838209,1,90,,,
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gv,re2_tt,90,18732.611,1685935,638.2,57438,19370.811,1743373,183.86667,16548,19554.678,1759921,1,90,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gt,re2_tt,90,19908.811,1791793,196,17640,20104.811,1809433,186.2,16758,20291.011,1826191,1,90,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gv,re2_tt,90,18500.644,1665058,736.2,66258,19236.844,1731316,186.94444,16825,19423.789,1748141,1,90,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_tt,90,2821.2222,253910,1371,123390,4192.2222,377300,183.45556,16511,4375.6778,393811,1,90,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_tt,90,1413.0556,127175,1911.2,172008,3324.2556,299183,185.12222,16661,3509.3778,315844,1,90,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_tt,90,2589.2556,233033,1469,132210,4058.2556,365243,185.56667,16701,4243.8222,381944,1,90,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_tt,90,1181.0889,106298,2009.2,180828,3190.2889,287126,185.06667,16656,3375.3556,303782,1,90,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_tt,90,2173.8444,195646,1469,132210,3642.8444,327856,188.55556,16970,3831.4,344826,1,90,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,re2_tt,90,765.67778,68911,2009.2,180828,2774.8778,249739,188.7,16983,2963.5778,266722,1,90,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gt,re2_tt,90,1941.8778,174769,1567,141030,3508.8778,315799,186.52222,16787,3695.4,332586,1,90,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gv,re2_tt,90,533.71111,48034,2107.2,189648,2640.9111,237682,189.66667,17070,2830.5778,254752,1,90,,,
cross_region,qwen3.6-27b,P,re2_tt,90,533.71111,48034,22416,2017440,22949.711,2065474,182.83333,16455,23132.544,2081929,1,90,,,
cross_region,qwen3.6-27b,V,re2_tt,90,533.71111,48034,2106.8222,189614,2640.5333,237648,189.82222,17084,2830.3556,254732,1,90,,,
cross_region,qwen3.8-27b,H,aegislab,96,18980.802,1822157,2144.2188,205845,21125.021,2028002,191.69792,18403,21316.719,2046405,1,96,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gt,aegislab,96,18980.802,1822157,0,0,18980.802,1822157,185,17760,19165.802,1839917,1,96,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gv,aegislab,96,17475.115,1677611,570.92708,54809,18046.042,1732420,187.90625,18039,18233.948,1750459,1,96,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gt,aegislab,96,18461.792,1772332,98,9408,18559.792,1781740,193.59375,18585,18753.385,1800325,1,96,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gv,aegislab,96,16956.104,1627786,668.92708,64217,17625.031,1692003,195.35417,18754,17820.385,1710757,1,96,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gt,aegislab,96,18323.042,1759012,98,9408,18421.042,1768420,189.13542,18157,18610.177,1786577,1,96,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gv,aegislab,96,16817.354,1614466,668.92708,64217,17486.281,1678683,189.20833,18164,17675.49,1696847,1,96,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gt,aegislab,96,17804.031,1709187,196,18816,18000.031,1728003,195.58333,18776,18195.615,1746779,1,96,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gv,aegislab,96,16298.344,1564641,766.92708,73625,17065.271,1638266,194.34375,18657,17259.615,1656923,1,96,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gt,aegislab,96,3214.4271,308585,1371,131616,4585.4271,440201,195.34375,18753,4780.7708,458954,1,96,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gv,aegislab,96,1708.7396,164039,1941.9271,186425,3650.6667,350464,194.20833,18644,3844.875,369108,1,96,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aegislab,96,2695.4167,258760,1469,141024,4164.4167,399784,199.9375,19194,4364.3542,418978,1,96,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,96,1189.7292,114214,2039.9271,195833,3229.6562,310047,193.77083,18602,3423.4271,328649,1,96,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,96,2556.6667,245440,1469,141024,4025.6667,386464,198.17708,19025,4223.8438,405489,1,96,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gv,aegislab,96,1050.9792,100894,2039.9271,195833,3090.9062,296727,190.48958,18287,3281.3958,315014,1,96,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gt,aegislab,96,2037.6562,195615,1567,150432,3604.6562,346047,198.14583,19022,3802.8021,365069,1,96,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,aegislab,96,531.96875,51069,2137.9271,205241,2669.8958,256310,197.57292,18967,2867.4688,275277,1,96,,,
cross_region,qwen3.8-27b,P,aegislab,96,531.96875,51069,20752.312,1992222,21284.281,2043291,180.58333,17336,21464.865,2060627,1,96,,,
cross_region,qwen3.8-27b,V,aegislab,96,531.96875,51069,2144.2188,205845,2676.1875,256914,192.75,18504,2868.9375,275418,1,96,,,
cross_region,qwen3.8-27b,H,aiops2022,100,16743.44,1674344,2088.42,208842,18831.86,1883186,128.36,12836,18960.22,1896022,1,100,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gt,aiops2022,100,16743.44,1674344,0,0,16743.44,1674344,123.52,12352,16866.96,1686696,1,100,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gv,aiops2022,100,15370.45,1537045,521.09,52109,15891.54,1589154,127.71,12771,16019.25,1601925,1,100,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gt,aiops2022,100,16282.62,1628262,98,9800,16380.62,1638062,130.83,13083,16511.45,1651145,1,100,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gv,aiops2022,100,14909.63,1490963,619.09,61909,15528.72,1552872,130.59,13059,15659.31,1565931,1,100,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gt,aiops2022,100,16050.09,1605009,98,9800,16148.09,1614809,127.4,12740,16275.49,1627549,1,100,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gv,aiops2022,100,14677.1,1467710,619.09,61909,15296.19,1529619,126.5,12650,15422.69,1542269,1,100,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gt,aiops2022,100,15589.27,1558927,196,19600,15785.27,1578527,130.48,13048,15915.75,1591575,1,100,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gv,aiops2022,100,14216.28,1421628,717.09,71709,14933.37,1493337,128.39,12839,15061.76,1506176,1,100,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gt,aiops2022,100,2993.28,299328,1371,137100,4364.28,436428,127.39,12739,4491.67,449167,1,100,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gv,aiops2022,100,1620.29,162029,1892.09,189209,3512.38,351238,126.57,12657,3638.95,363895,1,100,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2022,100,2532.46,253246,1469,146900,4001.46,400146,129.14,12914,4130.6,413060,1,100,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,100,1159.47,115947,1990.09,199009,3149.56,314956,126.55,12655,3276.11,327611,1,100,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,100,2299.93,229993,1469,146900,3768.93,376893,127.38,12738,3896.31,389631,1,100,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gv,aiops2022,100,926.94,92694,1990.09,199009,2917.03,291703,124.41,12441,3041.44,304144,1,100,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gt,aiops2022,100,1839.11,183911,1567,156700,3406.11,340611,127.53,12753,3533.64,353364,1,100,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,aiops2022,100,466.12,46612,2088.09,208809,2554.21,255421,129.26,12926,2683.47,268347,1,100,,,
cross_region,qwen3.8-27b,P,aiops2022,100,466.12,46612,19585.98,1958598,20052.1,2005210,122.38,12238,20174.48,2017448,1,100,,,
cross_region,qwen3.8-27b,V,aiops2022,100,466.12,46612,2088.42,208842,2554.54,255454,128.82,12882,2683.36,268336,1,100,,,
cross_region,qwen3.8-27b,H,aiops2025,93,15321.237,1424875,2050.5161,190698,17371.753,1615573,143.48387,13344,17515.237,1628917,1,93,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gt,aiops2025,93,15321.237,1424875,0,0,15321.237,1424875,140.91398,13105,15462.151,1437980,1,93,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gv,aiops2025,93,14098.011,1311115,481.50538,44780,14579.516,1355895,142.58065,13260,14722.097,1369155,1,93,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gt,aiops2025,93,14883.892,1384202,98,9114,14981.892,1393316,144.96774,13482,15126.86,1406798,1,93,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gv,aiops2025,93,13660.667,1270442,579.50538,53894,14240.172,1324336,144.51613,13440,14384.688,1337776,1,93,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gt,aiops2025,93,14669.29,1364244,98,9114,14767.29,1373358,143.88172,13381,14911.172,1386739,1,93,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gv,aiops2025,93,13446.065,1250484,579.50538,53894,14025.57,1304378,141.8172,13189,14167.387,1317567,1,93,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gt,aiops2025,93,14231.946,1323571,196,18228,14427.946,1341799,144.32258,13422,14572.269,1355221,1,93,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gv,aiops2025,93,13008.72,1209811,677.50538,63008,13686.226,1272819,144.04301,13396,13830.269,1286215,1,93,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gt,aiops2025,93,2797.957,260210,1371,127503,4168.957,387713,145.06452,13491,4314.0215,401204,1,93,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gv,aiops2025,93,1574.7312,146450,1852.5054,172283,3427.2366,318733,141.70968,13179,3568.9462,331912,1,93,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,93,2360.6129,219537,1469,136617,3829.6129,356154,145.96774,13575,3975.5806,369729,1,93,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,93,1137.3871,105777,1950.5054,181397,3087.8925,287174,142.93548,13293,3230.828,300467,1,93,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2025,93,2146.0108,199579,1469,136617,3615.0108,336196,145.45161,13527,3760.4624,349723,1,93,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gv,aiops2025,93,922.78495,85819,1950.5054,181397,2873.2903,267216,143.01075,13300,3016.3011,280516,1,93,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gt,aiops2025,93,1708.6667,158906,1567,145731,3275.6667,304637,146.53763,13628,3422.2043,318265,1,93,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,aiops2025,93,485.44086,45146,2048.5054,190511,2533.9462,235657,145.44086,13526,2679.3871,249183,1,93,,,
