experiment,model,comparison,dimension,value,repair_n,break_n,n,delta,p,cohen_dz,improve,degrade,tie
direct_rca,qwen3.8-27b,R - T,root_service,node-2,0,0,3,-0.16666667,1,-0.57735027,0,1,2
direct_rca,qwen3.8-27b,R - T,root_service,node-3,1,0,7,0.095238095,1,0.37796447,1,0,6
direct_rca,qwen3.8-27b,R - T,root_service,node-4,0,1,5,-0.1,1,-0.4472136,0,1,4
direct_rca,qwen3.8-27b,R - T,root_service,node-5,0,2,12,-0.097222222,0.5,-0.32978336,1,2,9
direct_rca,qwen3.8-27b,R - T,root_service,node-6,0,4,12,-0.31944444,0.0625,-0.65947164,1,5,6
direct_rca,qwen3.8-27b,R - T,root_service,node-7,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,R - T,root_service,node-8,1,0,4,0.20833333,0.5,0.66033818,2,0,2
direct_rca,qwen3.8-27b,R - T,root_service,paymentservice,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,R - T,root_service,productcatalogservice,1,0,8,0.125,1,0.35355339,1,0,7
direct_rca,qwen3.8-27b,R - T,root_service,productcatalogservice-0,1,0,3,0.33333333,1,0.57735027,1,0,2
direct_rca,qwen3.8-27b,R - T,root_service,productcatalogservice-1,0,0,3,0.083333333,1,0.57735027,1,0,2
direct_rca,qwen3.8-27b,R - T,root_service,productcatalogservice-2,0,1,2,-0.33333333,1,-0.35355339,1,1,0
direct_rca,qwen3.8-27b,R - T,root_service,productcatalogservice2-0,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,R - T,root_service,recommendationservice,0,1,5,0.033333333,1,0.092253121,2,1,2
direct_rca,qwen3.8-27b,R - T,root_service,recommendationservice-2,0,0,1,0.33333333,1,inf,1,0,0
direct_rca,qwen3.8-27b,R - T,root_service,recommendationservice2-0,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,R - T,root_service,shippingservice,0,2,10,-0.096666667,0.5,-0.3043931,1,2,7
direct_rca,qwen3.8-27b,R - T,root_service,shippingservice-0,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,R - T,root_service,shippingservice-1,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,R - T,root_service,shippingservice2-0,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,R - T,root_service,tidb-tidb,0,0,2,0.16666667,1,0.70710678,1,0,1
direct_rca,qwen3.8-27b,R - T,root_service,tidb-tikv,1,0,10,-0.0083333333,1,-0.038442587,1,2,7
direct_rca,qwen3.8-27b,R - T,root_service,ts-assurance-service,1,1,5,-0.13333333,0.75,-0.24456714,1,2,2
direct_rca,qwen3.8-27b,R - T,root_service,ts-auth-service,0,0,4,0.0625,1,0.5,1,0,3
direct_rca,qwen3.8-27b,R - T,root_service,ts-basic-service,0,3,19,-0.039473684,0.72572099,-0.10326577,4,5,10
direct_rca,qwen3.8-27b,R - T,root_service,ts-config-service,0,1,6,-0.16666667,0.75,-0.38069349,1,2,3
direct_rca,qwen3.8-27b,R - T,root_service,ts-consign-service,1,0,2,0.4,1,0.70710678,1,0,1
direct_rca,qwen3.8-27b,R - T,root_service,ts-contacts-service,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,R - T,root_service,ts-food-service,0,1,3,-0.33333333,1,-0.57735027,0,1,2
direct_rca,qwen3.8-27b,R - T,root_service,ts-inside-payment-service,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,R - T,root_service,ts-order-other-service,0,0,4,0,1,0,0,0,4
direct_rca,qwen3.8-27b,R - T,root_service,ts-order-service,1,0,5,0.18333333,1,0.40033099,1,1,3
direct_rca,qwen3.8-27b,R - T,root_service,ts-preserve-service,0,0,5,0,1,0,2,1,2
direct_rca,qwen3.8-27b,R - T,root_service,ts-price-service,0,0,2,0.125,1,0.23570226,1,1,0
direct_rca,qwen3.8-27b,R - T,root_service,ts-route-plan-service,0,0,6,-0.033333333,1,-0.40824829,0,1,5
direct_rca,qwen3.8-27b,R - T,root_service,ts-route-service,1,0,4,0.125,1,0.5,1,0,3
direct_rca,qwen3.8-27b,R - T,root_service,ts-seat-service,1,0,6,0.16111111,0.5,0.58541078,2,0,4
direct_rca,qwen3.8-27b,R - T,root_service,ts-security-service,0,0,1,-0.16666667,1,-inf,0,1,0
direct_rca,qwen3.8-27b,R - T,root_service,ts-station-food-service,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,R - T,root_service,ts-station-service,0,1,1,-0.5,1,-inf,0,1,0
direct_rca,qwen3.8-27b,R - T,root_service,ts-train-service,0,0,2,-0.083333333,1,-0.70710678,0,1,1
direct_rca,qwen3.8-27b,R - T,root_service,ts-travel-plan-service,1,0,3,0.33333333,1,0.57735027,1,0,2
direct_rca,qwen3.8-27b,R - T,root_service,ts-travel-service,1,0,3,0.33333333,1,0.57735027,1,0,2
direct_rca,qwen3.8-27b,R - T,root_service,ts-travel2-service,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,R - T,root_service,ts-user-service,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,R - T,root_service,ts-verification-code-service,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,V - T,dataset,aegislab,6,10,96,-0.043576389,0.26918746,-0.11277926,15,22,59
direct_rca,qwen3.8-27b,V - T,dataset,aiops2022,3,18,100,-0.0745,0.075137669,-0.20045006,16,26,58
direct_rca,qwen3.8-27b,V - T,dataset,aiops2025,7,4,93,0.013082437,0.82767025,0.040944948,17,16,60
direct_rca,qwen3.8-27b,V - T,fault_type,ContainerKill,0,1,6,-0.13888889,0.75,-0.27829361,1,2,3
direct_rca,qwen3.8-27b,V - T,fault_type,HTTPRequestAbort,2,0,6,0.21666667,0.5,0.48247525,2,1,3
direct_rca,qwen3.8-27b,V - T,fault_type,HTTPRequestDelay,0,1,7,-0.17142857,0.5,-0.4597285,0,2,5
direct_rca,qwen3.8-27b,V - T,fault_type,HTTPRequestReplaceMethod,1,4,15,-0.15222222,0.20251346,-0.34263463,2,5,8
direct_rca,qwen3.8-27b,V - T,fault_type,HTTPRequestReplacePath,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,V - T,fault_type,HTTPResponseAbort,0,0,3,0,1,0,0,0,3
direct_rca,qwen3.8-27b,V - T,fault_type,HTTPResponseDelay,0,0,7,0.011904762,1,0.070186241,1,1,5
direct_rca,qwen3.8-27b,V - T,fault_type,HTTPResponseReplaceBody,0,0,2,0.25,1,0.70710678,1,0,1
direct_rca,qwen3.8-27b,V - T,fault_type,HTTPResponseReplaceCode,1,1,13,0.057692308,0.296875,0.15025063,5,2,6
direct_rca,qwen3.8-27b,V - T,fault_type,JVMException,0,0,3,-0.16666667,1,-0.57735027,0,1,2
direct_rca,qwen3.8-27b,V - T,fault_type,JVMLatency,0,0,1,-0.2,1,-inf,0,1,0
direct_rca,qwen3.8-27b,V - T,fault_type,JVMMemoryStress,2,1,14,0.014285714,0.52721672,0.032354824,2,4,8
direct_rca,qwen3.8-27b,V - T,fault_type,JVMReturn,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,V - T,fault_type,NetworkBandwidth,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,V - T,fault_type,NetworkCorrupt,0,1,2,-0.5,1,-0.70710678,0,1,1
direct_rca,qwen3.8-27b,V - T,fault_type,NetworkDelay,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,V - T,fault_type,NetworkLoss,0,0,3,0,1,0,0,0,3
direct_rca,qwen3.8-27b,V - T,fault_type,NetworkPartition,0,1,6,-0.25,0.5,-0.5976143,0,2,4
direct_rca,qwen3.8-27b,V - T,fault_type,PodFailure,0,0,1,0.5,1,inf,1,0,0
direct_rca,qwen3.8-27b,V - T,fault_type,PodKill,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,V - T,fault_type,code error,0,0,1,0.25,1,inf,1,0,0
direct_rca,qwen3.8-27b,V - T,fault_type,cpu stress,1,0,8,0.0625,1,0.14978617,1,1,6
direct_rca,qwen3.8-27b,V - T,fault_type,dns error,0,0,5,0,1,0,0,0,5
direct_rca,qwen3.8-27b,V - T,fault_type,io fault,1,0,5,-0.016666667,1,-0.051298918,1,2,2
direct_rca,qwen3.8-27b,V - T,fault_type,jvm cpu,0,0,3,-0.11111111,0.5,-0.87287156,0,2,1
direct_rca,qwen3.8-27b,V - T,fault_type,jvm exception,0,0,3,-0.066666667,1,-0.57735027,0,1,2
direct_rca,qwen3.8-27b,V - T,fault_type,jvm gc,0,0,2,0.125,1,0.70710678,1,0,1
direct_rca,qwen3.8-27b,V - T,fault_type,jvm latency,0,0,5,0,1,0,0,0,5
direct_rca,qwen3.8-27b,V - T,fault_type,k8s容器cpu负载,1,2,9,-0.061111111,0.625,-0.11603724,1,3,5
direct_rca,qwen3.8-27b,V - T,fault_type,k8s容器内存负载,0,2,8,-0.25,0.5,-0.54006172,0,2,6
direct_rca,qwen3.8-27b,V - T,fault_type,k8s容器写io负载,0,2,4,-0.125,1,-0.26111648,1,2,1
direct_rca,qwen3.8-27b,V - T,fault_type,k8s容器网络丢包,0,1,9,-0.094444444,0.5,-0.3165291,1,2,6
direct_rca,qwen3.8-27b,V - T,fault_type,k8s容器网络延迟,0,1,10,-0.066666667,0.5,-0.26568447,1,2,7
direct_rca,qwen3.8-27b,V - T,fault_type,k8s容器网络资源包损坏,1,0,10,0.2,0.1484375,0.54912257,6,2,2
direct_rca,qwen3.8-27b,V - T,fault_type,k8s容器网络资源包重复发送,0,0,7,-0.035714286,1,-0.37796447,0,1,6
direct_rca,qwen3.8-27b,V - T,fault_type,k8s容器读io负载,1,3,9,-0.014814815,1,-0.027685183,4,3,2
direct_rca,qwen3.8-27b,V - T,fault_type,k8s容器进程中止,0,1,5,-0.033333333,1,-0.067324423,2,2,1
direct_rca,qwen3.8-27b,V - T,fault_type,memory stress,0,0,6,0,1,0,1,1,4
direct_rca,qwen3.8-27b,V - T,fault_type,network corrupt,2,0,6,0.16666667,0.75,0.32274861,2,1,3
direct_rca,qwen3.8-27b,V - T,fault_type,network delay,1,0,7,0.095238095,0.875,0.20263449,2,2,3
direct_rca,qwen3.8-27b,V - T,fault_type,network loss,1,2,5,-0.1,0.75,-0.15936381,2,2,1
direct_rca,qwen3.8-27b,V - T,fault_type,node cpu stress,0,0,6,0.069444444,0.5,0.62696233,2,0,4
direct_rca,qwen3.8-27b,V - T,fault_type,node disk fill,1,0,4,0.16666667,1,0.5,1,0,3
direct_rca,qwen3.8-27b,V - T,fault_type,node memory stress,0,0,12,0,1,0,1,1,10
direct_rca,qwen3.8-27b,V - T,fault_type,node 内存消耗,0,0,5,-0.1,1,-0.4472136,0,1,4
direct_rca,qwen3.8-27b,V - T,fault_type,node 磁盘写IO消耗,0,2,6,-0.25,0.5,-0.5976143,0,2,4
direct_rca,qwen3.8-27b,V - T,fault_type,node 磁盘空间消耗,0,2,5,-0.23333333,0.5,-0.71818485,0,2,3
direct_rca,qwen3.8-27b,V - T,fault_type,node 磁盘读IO消耗,0,1,5,-0.1,1,-0.4472136,0,1,4
direct_rca,qwen3.8-27b,V - T,fault_type,node节点CPU故障,0,1,5,-0.13333333,1,-0.4472136,0,1,4
direct_rca,qwen3.8-27b,V - T,fault_type,node节点CPU爬升,0,0,3,0,1,0,0,0,3
direct_rca,qwen3.8-27b,V - T,fault_type,pod failure,0,1,10,-0.05,1,-0.13552619,1,1,8
direct_rca,qwen3.8-27b,V - T,fault_type,pod kill,0,1,2,-0.58333333,0.5,-4.9497475,0,2,0
direct_rca,qwen3.8-27b,V - T,fault_type,target port misconfig,0,0,3,0.083333333,1,0.57735027,1,0,2
direct_rca,qwen3.8-27b,V - T,root_service,adservice,0,0,16,-0.017708333,0.3531205,-0.16786491,1,3,12
direct_rca,qwen3.8-27b,V - T,root_service,adservice-0,0,1,1,-0.8,1,-inf,0,1,0
direct_rca,qwen3.8-27b,V - T,root_service,adservice-1,0,1,3,-0.41666667,0.5,-0.80064077,0,2,1
direct_rca,qwen3.8-27b,V - T,root_service,adservice2-0,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,V - T,root_service,cartservice,1,5,12,-0.17777778,0.296875,-0.30689115,3,6,3
direct_rca,qwen3.8-27b,V - T,root_service,cartservice-0,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,V - T,root_service,cartservice2-0,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,V - T,root_service,checkoutservice,3,0,21,0.084920635,0.71928135,0.20973378,5,5,11
direct_rca,qwen3.8-27b,V - T,root_service,checkoutservice-0,0,0,2,0.1,1,0.47140452,1,1,0
direct_rca,qwen3.8-27b,V - T,root_service,checkoutservice-1,0,0,2,0.25,1,0.70710678,1,0,1
direct_rca,qwen3.8-27b,V - T,root_service,currencyservice,0,0,6,0.019444444,1,0.094577325,2,1,3
direct_rca,qwen3.8-27b,V - T,root_service,currencyservice-0,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,V - T,root_service,currencyservice-1,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,V - T,root_service,currencyservice-2,0,2,2,-0.75,0.5,-2.1213203,0,2,0
direct_rca,qwen3.8-27b,V - T,root_service,emailservice,0,0,6,0.013888889,1,0.0747853,1,1,4
direct_rca,qwen3.8-27b,V - T,root_service,emailservice-1,0,1,2,-0.35,0.5,-1.6499158,0,2,0
direct_rca,qwen3.8-27b,V - T,root_service,frontend,1,1,6,-0.069444444,0.625,-0.14513803,3,3,0
direct_rca,qwen3.8-27b,V - T,root_service,frontend-0,0,0,1,0.16666667,1,inf,1,0,0
direct_rca,qwen3.8-27b,V - T,root_service,frontend-1,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,V - T,root_service,frontend-2,0,0,1,0.25,1,inf,1,0,0
direct_rca,qwen3.8-27b,V - T,root_service,frontend2-0,1,0,1,1,1,inf,1,0,0
direct_rca,qwen3.8-27b,V - T,root_service,mysql,0,1,6,-0.16666667,1,-0.40824829,0,1,5
direct_rca,qwen3.8-27b,V - T,root_service,node-1,0,0,6,0,1,0,0,0,6
direct_rca,qwen3.8-27b,V - T,root_service,node-2,0,0,3,-0.16666667,1,-0.57735027,0,1,2
direct_rca,qwen3.8-27b,V - T,root_service,node-3,0,0,7,0.023809524,1,0.37796447,1,0,6
direct_rca,qwen3.8-27b,V - T,root_service,node-4,0,1,5,-0.1,1,-0.4472136,0,1,4
direct_rca,qwen3.8-27b,V - T,root_service,node-5,0,2,12,-0.0625,0.5,-0.28867513,1,2,9
direct_rca,qwen3.8-27b,V - T,root_service,node-6,0,3,12,-0.16666667,0.25,-0.42817442,1,3,8
direct_rca,qwen3.8-27b,V - T,root_service,node-7,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,V - T,root_service,node-8,1,0,4,0.083333333,1,0.19867985,1,1,2
direct_rca,qwen3.8-27b,V - T,root_service,paymentservice,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,V - T,root_service,productcatalogservice,1,0,8,0.16666667,0.5,0.46770717,2,0,6
direct_rca,qwen3.8-27b,V - T,root_service,productcatalogservice-0,0,0,3,0.16666667,1,0.57735027,1,0,2
direct_rca,qwen3.8-27b,V - T,root_service,productcatalogservice-1,0,1,3,-0.25,1,-0.37796447,1,1,1
direct_rca,qwen3.8-27b,V - T,root_service,productcatalogservice-2,0,1,2,-0.083333333,1,-0.14142136,1,1,0
direct_rca,qwen3.8-27b,V - T,root_service,productcatalogservice2-0,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,V - T,root_service,recommendationservice,0,1,5,-0.11666667,1,-0.32288592,1,1,3
direct_rca,qwen3.8-27b,V - T,root_service,recommendationservice-2,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,V - T,root_service,recommendationservice2-0,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,V - T,root_service,shippingservice,1,2,10,-0.05,1,-0.10056023,1,2,7
direct_rca,qwen3.8-27b,V - T,root_service,shippingservice-0,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,V - T,root_service,shippingservice-1,0,0,2,0.125,1,0.70710678,1,0,1
direct_rca,qwen3.8-27b,V - T,root_service,shippingservice2-0,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,V - T,root_service,tidb-tidb,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,V - T,root_service,tidb-tikv,1,0,10,-0.0083333333,1,-0.038442587,1,2,7
direct_rca,qwen3.8-27b,V - T,root_service,ts-assurance-service,1,0,5,0.066666667,1,0.26375219,1,1,3
direct_rca,qwen3.8-27b,V - T,root_service,ts-auth-service,0,1,4,-0.125,1,-0.19867985,1,1,2
direct_rca,qwen3.8-27b,V - T,root_service,ts-basic-service,0,4,19,-0.12719298,0.26386209,-0.28996456,3,6,10
direct_rca,qwen3.8-27b,V - T,root_service,ts-config-service,0,1,6,-0.20833333,0.5,-0.52015649,0,2,4
direct_rca,qwen3.8-27b,V - T,root_service,ts-consign-service,0,0,2,-0.1,1,-0.70710678,0,1,1
direct_rca,qwen3.8-27b,V - T,root_service,ts-contacts-service,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,V - T,root_service,ts-food-service,0,1,3,-0.22222222,1,-0.57735027,0,1,2
direct_rca,qwen3.8-27b,V - T,root_service,ts-inside-payment-service,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,V - T,root_service,ts-order-other-service,0,1,4,-0.25,1,-0.5,0,1,3
direct_rca,qwen3.8-27b,V - T,root_service,ts-order-service,0,0,5,0.05,1,0.4472136,1,0,4
direct_rca,qwen3.8-27b,V - T,root_service,ts-preserve-service,2,0,5,0.23333333,0.5,0.3913119,2,1,2
direct_rca,qwen3.8-27b,V - T,root_service,ts-price-service,0,0,2,0.125,1,0.23570226,1,1,0
direct_rca,qwen3.8-27b,V - T,root_service,ts-route-plan-service,0,0,6,-0.033333333,1,-0.40824829,0,1,5
direct_rca,qwen3.8-27b,V - T,root_service,ts-route-service,1,0,4,0.125,1,0.5,1,0,3
direct_rca,qwen3.8-27b,V - T,root_service,ts-seat-service,1,0,6,0.18333333,0.25,0.5893233,3,1,2
direct_rca,qwen3.8-27b,V - T,root_service,ts-security-service,0,0,1,-0.5,1,-inf,0,1,0
direct_rca,qwen3.8-27b,V - T,root_service,ts-station-food-service,0,0,1,-0.05,1,-inf,0,1,0
direct_rca,qwen3.8-27b,V - T,root_service,ts-station-service,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,V - T,root_service,ts-train-service,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,V - T,root_service,ts-travel-plan-service,0,1,3,-0.22222222,1,-0.32025631,1,1,1
direct_rca,qwen3.8-27b,V - T,root_service,ts-travel-service,1,0,3,0.33333333,1,0.57735027,1,0,2
direct_rca,qwen3.8-27b,V - T,root_service,ts-travel2-service,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,V - T,root_service,ts-user-service,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,V - T,root_service,ts-verification-code-service,0,0,1,-0.33333333,1,-inf,0,1,0
direct_rca,qwen3.8-27b,H - T,dataset,aegislab,3,1,96,0.0048611111,0.36815482,0.026322549,6,10,80
direct_rca,qwen3.8-27b,H - T,dataset,aiops2022,3,8,100,-0.045333333,0.13486975,-0.15001567,9,16,75
direct_rca,qwen3.8-27b,H - T,dataset,aiops2025,4,3,93,-0.0010752688,0.97809718,-0.0054476168,12,12,69
direct_rca,qwen3.8-27b,H - T,fault_type,ContainerKill,0,0,6,0,1,0,0,0,6
direct_rca,qwen3.8-27b,H - T,fault_type,HTTPRequestAbort,0,0,6,0,1,0,0,0,6
direct_rca,qwen3.8-27b,H - T,fault_type,HTTPRequestDelay,0,0,7,-0.076190476,0.5,-0.56148993,0,2,5
direct_rca,qwen3.8-27b,H - T,fault_type,HTTPRequestReplaceMethod,1,0,15,0.064444444,0.3013705,0.27640545,3,1,11
direct_rca,qwen3.8-27b,H - T,fault_type,HTTPRequestReplacePath,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,H - T,fault_type,HTTPResponseAbort,0,0,3,0,1,0,0,0,3
direct_rca,qwen3.8-27b,H - T,fault_type,HTTPResponseDelay,0,0,7,0.011904762,1,0.070186241,1,1,5
direct_rca,qwen3.8-27b,H - T,fault_type,HTTPResponseReplaceBody,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,H - T,fault_type,HTTPResponseReplaceCode,1,0,13,0.076923077,1,0.2773501,1,0,12
direct_rca,qwen3.8-27b,H - T,fault_type,JVMException,0,0,3,-0.11111111,0.5,-0.87287156,0,2,1
direct_rca,qwen3.8-27b,H - T,fault_type,JVMLatency,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,H - T,fault_type,JVMMemoryStress,1,0,14,0.029761905,0.95825588,0.15259141,1,1,12
direct_rca,qwen3.8-27b,H - T,fault_type,JVMReturn,0,1,2,-0.25,1,-0.70710678,0,1,1
direct_rca,qwen3.8-27b,H - T,fault_type,NetworkBandwidth,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,H - T,fault_type,NetworkCorrupt,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,H - T,fault_type,NetworkDelay,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,H - T,fault_type,NetworkLoss,0,0,3,0,1,0,0,0,3
direct_rca,qwen3.8-27b,H - T,fault_type,NetworkPartition,0,0,6,-0.10555556,0.5,-0.5265603,0,2,4
direct_rca,qwen3.8-27b,H - T,fault_type,PodFailure,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,H - T,fault_type,PodKill,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,H - T,fault_type,code error,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,H - T,fault_type,cpu stress,0,0,8,-0.0125,1,-0.092169114,1,1,6
direct_rca,qwen3.8-27b,H - T,fault_type,dns error,0,0,5,0.04,1,0.4472136,1,0,4
direct_rca,qwen3.8-27b,H - T,fault_type,io fault,1,0,5,0.033333333,1,0.1118034,1,1,3
direct_rca,qwen3.8-27b,H - T,fault_type,jvm cpu,0,0,3,0,1,0,1,1,1
direct_rca,qwen3.8-27b,H - T,fault_type,jvm exception,0,1,3,-0.23333333,0.5,-0.92717265,0,2,1
direct_rca,qwen3.8-27b,H - T,fault_type,jvm gc,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,H - T,fault_type,jvm latency,0,0,5,0,1,0,0,0,5
direct_rca,qwen3.8-27b,H - T,fault_type,k8s容器cpu负载,0,0,9,0.0092592593,1,0.33333333,1,0,8
direct_rca,qwen3.8-27b,H - T,fault_type,k8s容器内存负载,0,2,8,-0.2875,0.25,-0.59601838,1,3,4
direct_rca,qwen3.8-27b,H - T,fault_type,k8s容器写io负载,1,0,4,0.25,1,0.5,1,0,3
direct_rca,qwen3.8-27b,H - T,fault_type,k8s容器网络丢包,1,1,9,-0.011111111,1,-0.022628141,2,2,5
direct_rca,qwen3.8-27b,H - T,fault_type,k8s容器网络延迟,0,0,10,-0.025,1,-0.31622777,0,1,9
direct_rca,qwen3.8-27b,H - T,fault_type,k8s容器网络资源包损坏,1,0,10,0.075,1,0.22430015,1,1,8
direct_rca,qwen3.8-27b,H - T,fault_type,k8s容器网络资源包重复发送,0,0,7,0,1,0,1,1,5
direct_rca,qwen3.8-27b,H - T,fault_type,k8s容器读io负载,0,1,9,-0.033333333,1,-0.17817416,1,1,7
direct_rca,qwen3.8-27b,H - T,fault_type,k8s容器进程中止,0,1,5,-0.18333333,0.75,-0.36565237,1,2,2
direct_rca,qwen3.8-27b,H - T,fault_type,memory stress,0,0,6,-0.055555556,1,-0.40824829,0,1,5
direct_rca,qwen3.8-27b,H - T,fault_type,network corrupt,1,0,6,0.055555556,1,0.24397502,1,1,4
direct_rca,qwen3.8-27b,H - T,fault_type,network delay,0,0,7,-0.035714286,1,-0.15877684,1,1,5
direct_rca,qwen3.8-27b,H - T,fault_type,network loss,2,0,5,0.26,0.5,0.69989647,2,0,3
direct_rca,qwen3.8-27b,H - T,fault_type,node cpu stress,0,0,6,0.083333333,0.5,0.5976143,2,0,4
direct_rca,qwen3.8-27b,H - T,fault_type,node disk fill,0,0,4,0,1,0,0,0,4
direct_rca,qwen3.8-27b,H - T,fault_type,node memory stress,0,0,12,-0.031944444,0.5,-0.23610158,1,2,9
direct_rca,qwen3.8-27b,H - T,fault_type,node 内存消耗,0,0,5,-0.1,1,-0.4472136,0,1,4
direct_rca,qwen3.8-27b,H - T,fault_type,node 磁盘写IO消耗,0,1,6,-0.083333333,1,-0.40824829,0,1,5
direct_rca,qwen3.8-27b,H - T,fault_type,node 磁盘空间消耗,0,0,5,0,1,0,0,0,5
direct_rca,qwen3.8-27b,H - T,fault_type,node 磁盘读IO消耗,0,1,5,-0.1,1,-0.4472136,0,1,4
direct_rca,qwen3.8-27b,H - T,fault_type,node节点CPU故障,0,1,5,-0.2,0.5,-0.67082039,0,2,3
direct_rca,qwen3.8-27b,H - T,fault_type,node节点CPU爬升,0,0,3,0,1,0,0,0,3
direct_rca,qwen3.8-27b,H - T,fault_type,pod failure,0,1,10,-0.016666667,1,-0.083526907,1,1,8
direct_rca,qwen3.8-27b,H - T,fault_type,pod kill,0,1,2,-0.33333333,1,-0.70710678,0,1,1
direct_rca,qwen3.8-27b,H - T,fault_type,target port misconfig,0,0,3,0,1,0,0,0,3
direct_rca,qwen3.8-27b,H - T,root_service,adservice,0,1,16,-0.059375,0.15255774,-0.41302902,1,4,11
direct_rca,qwen3.8-27b,H - T,root_service,adservice-0,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,H - T,root_service,adservice-1,0,1,3,-0.41666667,0.5,-0.80064077,0,2,1
direct_rca,qwen3.8-27b,H - T,root_service,adservice2-0,0,0,1,0.2,1,inf,1,0,0
direct_rca,qwen3.8-27b,H - T,root_service,cartservice,1,2,12,-0.018055556,1,-0.040906548,2,2,8
direct_rca,qwen3.8-27b,H - T,root_service,cartservice-0,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,H - T,root_service,cartservice2-0,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,H - T,root_service,checkoutservice,2,0,21,0.0095238095,0.98400976,0.033227245,4,4,13
direct_rca,qwen3.8-27b,H - T,root_service,checkoutservice-0,0,0,2,0.041666667,1,0.70710678,1,0,1
direct_rca,qwen3.8-27b,H - T,root_service,checkoutservice-1,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,H - T,root_service,currencyservice,0,0,6,-0.055555556,1,-0.40824829,0,1,5
direct_rca,qwen3.8-27b,H - T,root_service,currencyservice-0,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,H - T,root_service,currencyservice-1,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,H - T,root_service,currencyservice-2,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,H - T,root_service,emailservice,1,0,6,0.18055556,0.5,0.40824829,2,1,3
direct_rca,qwen3.8-27b,H - T,root_service,emailservice-1,0,0,2,0,1,0,0,0,2
direct_rca,qwen3.8-27b,H - T,root_service,frontend,1,0,6,0.055555556,1,0.24397502,1,1,4
direct_rca,qwen3.8-27b,H - T,root_service,frontend-0,0,0,1,0,1,0,0,0,1
direct_rca,qwen3.8-27b,H - T,root_service,frontend-1,0,0,1,0,1,0,0,0,1
