experiment,model,comparison,dimension,value,repair_n,break_n,n,delta,p,cohen_dz,improve,degrade,tie
matched_rca,gemma-4-26b-a4b,R - T,fault_type,k8s容器网络资源包重复发送,0,0,7,0,1,0,0,0,7
matched_rca,gemma-4-26b-a4b,R - T,fault_type,k8s容器读io负载,0,1,9,-0.11111111,1,-0.33333333,0,1,8
matched_rca,gemma-4-26b-a4b,R - T,fault_type,k8s容器进程中止,0,0,5,0,1,0,0,0,5
matched_rca,gemma-4-26b-a4b,R - T,fault_type,memory stress,0,1,6,-0.083333333,1,-0.40824829,0,1,5
matched_rca,gemma-4-26b-a4b,R - T,fault_type,network corrupt,1,2,6,-0.083333333,1,-0.12539247,1,2,3
matched_rca,gemma-4-26b-a4b,R - T,fault_type,network delay,1,1,7,0,1,0,1,2,4
matched_rca,gemma-4-26b-a4b,R - T,fault_type,network loss,1,1,5,0.033333333,1,0.046880723,2,1,2
matched_rca,gemma-4-26b-a4b,R - T,fault_type,node cpu stress,0,0,6,0,1,0,0,0,6
matched_rca,gemma-4-26b-a4b,R - T,fault_type,node disk fill,0,0,4,0,1,0,0,0,4
matched_rca,gemma-4-26b-a4b,R - T,fault_type,node memory stress,0,1,12,-0.066666667,1,-0.22259728,1,1,10
matched_rca,gemma-4-26b-a4b,R - T,fault_type,node 内存消耗,0,0,5,0,1,0,0,0,5
matched_rca,gemma-4-26b-a4b,R - T,fault_type,node 磁盘写IO消耗,0,1,6,-0.083333333,1,-0.40824829,0,1,5
matched_rca,gemma-4-26b-a4b,R - T,fault_type,node 磁盘空间消耗,0,1,5,-0.3,0.5,-0.67082039,0,2,3
matched_rca,gemma-4-26b-a4b,R - T,fault_type,node 磁盘读IO消耗,0,0,5,0,1,0,0,0,5
matched_rca,gemma-4-26b-a4b,R - T,fault_type,node节点CPU故障,1,1,5,-0.1,1,-0.13483997,1,2,2
matched_rca,gemma-4-26b-a4b,R - T,fault_type,node节点CPU爬升,0,0,3,0,1,0,0,0,3
matched_rca,gemma-4-26b-a4b,R - T,fault_type,pod failure,0,0,10,-0.033333333,1,-0.31622777,0,1,9
matched_rca,gemma-4-26b-a4b,R - T,fault_type,pod kill,0,0,2,-0.041666667,1,-0.70710678,0,1,1
matched_rca,gemma-4-26b-a4b,R - T,fault_type,target port misconfig,0,0,3,0,1,0,0,0,3
matched_rca,gemma-4-26b-a4b,R - T,root_service,adservice,1,2,16,-0.078125,0.21492811,-0.19272629,1,4,11
matched_rca,gemma-4-26b-a4b,R - T,root_service,adservice-0,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,R - T,root_service,adservice-1,1,0,3,0.33333333,1,0.57735027,1,0,2
matched_rca,gemma-4-26b-a4b,R - T,root_service,adservice2-0,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,R - T,root_service,cartservice,1,1,12,-0.048611111,0.625,-0.10799832,1,3,8
matched_rca,gemma-4-26b-a4b,R - T,root_service,cartservice-0,1,0,2,0.25,1,0.70710678,1,0,1
matched_rca,gemma-4-26b-a4b,R - T,root_service,cartservice2-0,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,R - T,root_service,checkoutservice,2,1,21,0.055555556,0.33035479,0.14433757,3,1,17
matched_rca,gemma-4-26b-a4b,R - T,root_service,checkoutservice-0,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,R - T,root_service,checkoutservice-1,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,R - T,root_service,currencyservice,0,1,6,-0.083333333,1,-0.40824829,0,1,5
matched_rca,gemma-4-26b-a4b,R - T,root_service,currencyservice-0,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,R - T,root_service,currencyservice-1,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,R - T,root_service,currencyservice-2,0,1,2,-0.5,1,-0.70710678,0,1,1
matched_rca,gemma-4-26b-a4b,R - T,root_service,emailservice,0,0,6,0,1,0,0,0,6
matched_rca,gemma-4-26b-a4b,R - T,root_service,emailservice-1,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,R - T,root_service,frontend,0,1,6,-0.083333333,1,-0.40824829,0,1,5
matched_rca,gemma-4-26b-a4b,R - T,root_service,frontend-0,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,R - T,root_service,frontend-1,0,1,1,-1,1,-inf,0,1,0
matched_rca,gemma-4-26b-a4b,R - T,root_service,frontend-2,0,0,1,0.5,1,inf,1,0,0
matched_rca,gemma-4-26b-a4b,R - T,root_service,frontend2-0,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,R - T,root_service,mysql,0,2,6,-0.30555556,0.375,-0.50912833,1,3,2
matched_rca,gemma-4-26b-a4b,R - T,root_service,node-1,0,0,6,0,1,0,0,0,6
matched_rca,gemma-4-26b-a4b,R - T,root_service,node-2,0,0,3,0,1,0,0,0,3
matched_rca,gemma-4-26b-a4b,R - T,root_service,node-3,0,0,7,-0.071428571,1,-0.37796447,0,1,6
matched_rca,gemma-4-26b-a4b,R - T,root_service,node-4,0,2,5,-0.5,0.25,-1,0,3,2
matched_rca,gemma-4-26b-a4b,R - T,root_service,node-5,0,1,12,-0.041666667,1,-0.28867513,0,1,11
matched_rca,gemma-4-26b-a4b,R - T,root_service,node-6,1,1,12,0.016666667,1,0.038733355,2,1,9
matched_rca,gemma-4-26b-a4b,R - T,root_service,node-7,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,R - T,root_service,node-8,0,0,4,0,1,0,0,0,4
matched_rca,gemma-4-26b-a4b,R - T,root_service,paymentservice,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,R - T,root_service,productcatalogservice,1,0,8,0.19791667,0.25,0.5645739,3,0,5
matched_rca,gemma-4-26b-a4b,R - T,root_service,productcatalogservice-0,0,0,3,0,1,0,0,0,3
matched_rca,gemma-4-26b-a4b,R - T,root_service,productcatalogservice-1,0,0,3,0,1,0,0,0,3
matched_rca,gemma-4-26b-a4b,R - T,root_service,productcatalogservice-2,1,1,2,-0.25,1,-0.23570226,1,1,0
matched_rca,gemma-4-26b-a4b,R - T,root_service,productcatalogservice2-0,0,1,1,-0.5,1,-inf,0,1,0
matched_rca,gemma-4-26b-a4b,R - T,root_service,recommendationservice,1,0,5,0.2,1,0.4472136,1,0,4
matched_rca,gemma-4-26b-a4b,R - T,root_service,recommendationservice-2,1,0,1,1,1,inf,1,0,0
matched_rca,gemma-4-26b-a4b,R - T,root_service,recommendationservice2-0,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,R - T,root_service,shippingservice,1,1,10,0.016666667,1,0.042900942,1,2,7
matched_rca,gemma-4-26b-a4b,R - T,root_service,shippingservice-0,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,R - T,root_service,shippingservice-1,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,R - T,root_service,shippingservice2-0,1,0,1,0.5,1,inf,1,0,0
matched_rca,gemma-4-26b-a4b,R - T,root_service,tidb-tidb,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,R - T,root_service,tidb-tikv,1,2,10,-0.1,0.75,-0.25354628,1,2,7
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-assurance-service,0,0,5,0,1,0,0,0,5
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-auth-service,1,1,4,0,1,0,1,1,2
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-basic-service,1,2,19,-0.052631579,0.6367154,-0.12026487,2,3,14
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-config-service,0,3,6,-0.41666667,0.25,-0.84757938,0,3,3
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-consign-service,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-contacts-service,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-food-service,1,1,3,0,1,0,1,1,1
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-inside-payment-service,0,2,2,-0.83333333,0.5,-3.5355339,0,2,0
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-order-other-service,2,2,4,0.083333333,1,0.078086881,2,2,0
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-order-service,1,1,5,0,1,0,1,1,3
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-preserve-service,1,0,5,0.3,0.5,0.67082039,2,0,3
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-price-service,0,1,2,-0.5,1,-0.70710678,0,1,1
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-route-plan-service,1,0,6,0.16666667,1,0.40824829,1,0,5
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-route-service,0,0,4,0,1,0,0,0,4
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-seat-service,1,0,6,0.083333333,1,0.16951588,1,1,4
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-security-service,0,1,1,-1,1,-inf,0,1,0
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-station-food-service,0,1,1,-1,1,-inf,0,1,0
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-station-service,0,1,1,-1,1,-inf,0,1,0
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-train-service,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-travel-plan-service,1,0,3,0.16666667,1,0.57735027,1,0,2
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-travel-service,0,0,3,0,1,0,0,0,3
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-travel2-service,1,0,2,0.5,1,0.70710678,1,0,1
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-user-service,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,R - T,root_service,ts-verification-code-service,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,V - T,dataset,aegislab,10,14,96,-0.036979167,0.64456362,-0.074046546,15,17,64
matched_rca,gemma-4-26b-a4b,V - T,dataset,aiops2022,7,5,100,0.005,0.8049904,0.015934593,8,7,85
matched_rca,gemma-4-26b-a4b,V - T,dataset,aiops2025,6,10,93,-0.046594982,0.26818369,-0.11836622,8,13,72
matched_rca,gemma-4-26b-a4b,V - T,fault_type,ContainerKill,0,3,6,-0.5,0.25,-0.91287093,0,3,3
matched_rca,gemma-4-26b-a4b,V - T,fault_type,HTTPRequestAbort,2,0,6,0.33333333,0.5,0.64549722,2,0,4
matched_rca,gemma-4-26b-a4b,V - T,fault_type,HTTPRequestDelay,1,0,7,0.14285714,1,0.37796447,1,0,6
matched_rca,gemma-4-26b-a4b,V - T,fault_type,HTTPRequestReplaceMethod,1,1,15,0.035555556,0.35596484,0.091109318,3,1,11
matched_rca,gemma-4-26b-a4b,V - T,fault_type,HTTPRequestReplacePath,0,1,1,-1,1,-inf,0,1,0
matched_rca,gemma-4-26b-a4b,V - T,fault_type,HTTPResponseAbort,0,0,3,0,1,0,0,0,3
matched_rca,gemma-4-26b-a4b,V - T,fault_type,HTTPResponseDelay,0,0,7,-0.071428571,1,-0.37796447,0,1,6
matched_rca,gemma-4-26b-a4b,V - T,fault_type,HTTPResponseReplaceBody,0,0,2,-0.25,1,-0.70710678,0,1,1
matched_rca,gemma-4-26b-a4b,V - T,fault_type,HTTPResponseReplaceCode,4,1,13,0.23076923,0.1875,0.47708281,4,1,8
matched_rca,gemma-4-26b-a4b,V - T,fault_type,JVMException,0,1,3,-0.33333333,1,-0.57735027,0,1,2
matched_rca,gemma-4-26b-a4b,V - T,fault_type,JVMLatency,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,V - T,fault_type,JVMMemoryStress,1,2,14,-0.035714286,0.93638941,-0.071625616,2,2,10
matched_rca,gemma-4-26b-a4b,V - T,fault_type,JVMReturn,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,V - T,fault_type,NetworkBandwidth,1,1,2,0,1,0,1,1,0
matched_rca,gemma-4-26b-a4b,V - T,fault_type,NetworkCorrupt,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,V - T,fault_type,NetworkDelay,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,V - T,fault_type,NetworkLoss,0,2,3,-0.5,0.5,-0.57735027,1,2,0
matched_rca,gemma-4-26b-a4b,V - T,fault_type,NetworkPartition,0,1,6,-0.18055556,0.5,-0.40824829,1,2,3
matched_rca,gemma-4-26b-a4b,V - T,fault_type,PodFailure,0,1,1,-1,1,-inf,0,1,0
matched_rca,gemma-4-26b-a4b,V - T,fault_type,PodKill,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,V - T,fault_type,code error,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,V - T,fault_type,cpu stress,0,0,8,0.03125,1,0.35355339,1,0,7
matched_rca,gemma-4-26b-a4b,V - T,fault_type,dns error,1,0,5,0.2,1,0.4472136,1,0,4
matched_rca,gemma-4-26b-a4b,V - T,fault_type,io fault,1,1,5,-0.033333333,1,-0.080321933,1,1,3
matched_rca,gemma-4-26b-a4b,V - T,fault_type,jvm cpu,0,0,3,0,1,0,0,0,3
matched_rca,gemma-4-26b-a4b,V - T,fault_type,jvm exception,0,1,3,-0.41666667,0.5,-0.80064077,0,2,1
matched_rca,gemma-4-26b-a4b,V - T,fault_type,jvm gc,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,V - T,fault_type,jvm latency,0,1,5,-0.2,1,-0.4472136,0,1,4
matched_rca,gemma-4-26b-a4b,V - T,fault_type,k8s容器cpu负载,1,0,9,0.055555556,1,0.33333333,1,0,8
matched_rca,gemma-4-26b-a4b,V - T,fault_type,k8s容器内存负载,0,1,8,-0.125,1,-0.35355339,0,1,7
matched_rca,gemma-4-26b-a4b,V - T,fault_type,k8s容器写io负载,0,0,4,0,1,0,0,0,4
matched_rca,gemma-4-26b-a4b,V - T,fault_type,k8s容器网络丢包,0,0,9,0.055555556,1,0.33333333,1,0,8
matched_rca,gemma-4-26b-a4b,V - T,fault_type,k8s容器网络延迟,1,0,10,0,1,0,1,1,8
matched_rca,gemma-4-26b-a4b,V - T,fault_type,k8s容器网络资源包损坏,2,0,10,0.15,0.5,0.31622777,2,1,7
matched_rca,gemma-4-26b-a4b,V - T,fault_type,k8s容器网络资源包重复发送,0,0,7,0,1,0,0,0,7
matched_rca,gemma-4-26b-a4b,V - T,fault_type,k8s容器读io负载,1,1,9,0,1,0,1,1,7
matched_rca,gemma-4-26b-a4b,V - T,fault_type,k8s容器进程中止,0,0,5,0,1,0,0,0,5
matched_rca,gemma-4-26b-a4b,V - T,fault_type,memory stress,0,0,6,0,1,0,0,0,6
matched_rca,gemma-4-26b-a4b,V - T,fault_type,network corrupt,1,3,6,-0.25,0.625,-0.32969024,1,3,2
matched_rca,gemma-4-26b-a4b,V - T,fault_type,network delay,1,1,7,-0.071428571,1,-0.11757927,1,2,4
matched_rca,gemma-4-26b-a4b,V - T,fault_type,network loss,1,1,5,0.033333333,1,0.046880723,2,1,2
matched_rca,gemma-4-26b-a4b,V - T,fault_type,node cpu stress,0,0,6,0,1,0,0,0,6
matched_rca,gemma-4-26b-a4b,V - T,fault_type,node disk fill,0,1,4,-0.25,1,-0.5,0,1,3
matched_rca,gemma-4-26b-a4b,V - T,fault_type,node memory stress,1,1,12,0,1,0,1,1,10
matched_rca,gemma-4-26b-a4b,V - T,fault_type,node 内存消耗,0,0,5,0,1,0,0,0,5
matched_rca,gemma-4-26b-a4b,V - T,fault_type,node 磁盘写IO消耗,0,1,6,-0.083333333,1,-0.40824829,0,1,5
matched_rca,gemma-4-26b-a4b,V - T,fault_type,node 磁盘空间消耗,1,1,5,-0.1,1,-0.18257419,1,1,3
matched_rca,gemma-4-26b-a4b,V - T,fault_type,node 磁盘读IO消耗,0,0,5,0,1,0,0,0,5
matched_rca,gemma-4-26b-a4b,V - T,fault_type,node节点CPU故障,1,1,5,0,1,0,1,1,3
matched_rca,gemma-4-26b-a4b,V - T,fault_type,node节点CPU爬升,0,0,3,0,1,0,0,0,3
matched_rca,gemma-4-26b-a4b,V - T,fault_type,pod failure,0,0,10,-0.033333333,1,-0.31622777,0,1,9
matched_rca,gemma-4-26b-a4b,V - T,fault_type,pod kill,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,V - T,fault_type,target port misconfig,0,0,3,0,1,0,0,0,3
matched_rca,gemma-4-26b-a4b,V - T,root_service,adservice,0,2,16,-0.140625,0.083607139,-0.41216811,0,3,13
matched_rca,gemma-4-26b-a4b,V - T,root_service,adservice-0,1,0,1,1,1,inf,1,0,0
matched_rca,gemma-4-26b-a4b,V - T,root_service,adservice-1,1,0,3,0.33333333,1,0.57735027,1,0,2
matched_rca,gemma-4-26b-a4b,V - T,root_service,adservice2-0,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,V - T,root_service,cartservice,2,0,12,0.125,0.5,0.28867513,2,1,9
matched_rca,gemma-4-26b-a4b,V - T,root_service,cartservice-0,0,0,2,-0.25,1,-0.70710678,0,1,1
matched_rca,gemma-4-26b-a4b,V - T,root_service,cartservice2-0,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,V - T,root_service,checkoutservice,2,3,21,-0.063492063,0.67572496,-0.12460062,3,4,14
matched_rca,gemma-4-26b-a4b,V - T,root_service,checkoutservice-0,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,V - T,root_service,checkoutservice-1,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,V - T,root_service,currencyservice,0,1,6,-0.16666667,1,-0.40824829,0,1,5
matched_rca,gemma-4-26b-a4b,V - T,root_service,currencyservice-0,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,V - T,root_service,currencyservice-1,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,V - T,root_service,currencyservice-2,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,V - T,root_service,emailservice,0,0,6,0,1,0,0,0,6
matched_rca,gemma-4-26b-a4b,V - T,root_service,emailservice-1,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,V - T,root_service,frontend,0,1,6,-0.083333333,1,-0.40824829,0,1,5
matched_rca,gemma-4-26b-a4b,V - T,root_service,frontend-0,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,V - T,root_service,frontend-1,0,1,1,-1,1,-inf,0,1,0
matched_rca,gemma-4-26b-a4b,V - T,root_service,frontend-2,0,0,1,0.5,1,inf,1,0,0
matched_rca,gemma-4-26b-a4b,V - T,root_service,frontend2-0,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,V - T,root_service,mysql,1,2,6,-0.22222222,0.625,-0.29617444,1,3,2
matched_rca,gemma-4-26b-a4b,V - T,root_service,node-1,0,0,6,0,1,0,0,0,6
matched_rca,gemma-4-26b-a4b,V - T,root_service,node-2,0,0,3,0,1,0,0,0,3
matched_rca,gemma-4-26b-a4b,V - T,root_service,node-3,1,0,7,0.071428571,1,0.37796447,1,0,6
matched_rca,gemma-4-26b-a4b,V - T,root_service,node-4,0,2,5,-0.4,0.5,-0.73029674,0,2,3
matched_rca,gemma-4-26b-a4b,V - T,root_service,node-5,0,1,12,-0.041666667,1,-0.28867513,0,1,11
matched_rca,gemma-4-26b-a4b,V - T,root_service,node-6,2,1,12,0.083333333,1,0.16183472,2,1,9
matched_rca,gemma-4-26b-a4b,V - T,root_service,node-7,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,V - T,root_service,node-8,0,1,4,-0.25,1,-0.5,0,1,3
matched_rca,gemma-4-26b-a4b,V - T,root_service,paymentservice,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,V - T,root_service,productcatalogservice,1,0,8,0.15625,0.5,0.443928,2,0,6
matched_rca,gemma-4-26b-a4b,V - T,root_service,productcatalogservice-0,0,0,3,0,1,0,0,0,3
matched_rca,gemma-4-26b-a4b,V - T,root_service,productcatalogservice-1,0,0,3,0,1,0,0,0,3
matched_rca,gemma-4-26b-a4b,V - T,root_service,productcatalogservice-2,1,1,2,-0.25,1,-0.23570226,1,1,0
matched_rca,gemma-4-26b-a4b,V - T,root_service,productcatalogservice2-0,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,V - T,root_service,recommendationservice,0,0,5,0,1,0,0,0,5
matched_rca,gemma-4-26b-a4b,V - T,root_service,recommendationservice-2,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,V - T,root_service,recommendationservice2-0,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,V - T,root_service,shippingservice,0,0,10,-0.033333333,1,-0.31622777,0,1,9
matched_rca,gemma-4-26b-a4b,V - T,root_service,shippingservice-0,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,V - T,root_service,shippingservice-1,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,V - T,root_service,shippingservice2-0,1,0,1,0.5,1,inf,1,0,0
matched_rca,gemma-4-26b-a4b,V - T,root_service,tidb-tidb,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,V - T,root_service,tidb-tikv,1,1,10,-0.016666667,1,-0.060120361,1,1,8
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-assurance-service,0,0,5,0.1,1,0.4472136,1,0,4
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-auth-service,1,1,4,0,1,0,1,1,2
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-basic-service,1,1,19,-0.015789474,0.97724814,-0.044313474,2,2,15
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-config-service,0,3,6,-0.5,0.25,-0.91287093,0,3,3
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-consign-service,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-contacts-service,1,1,2,0.25,1,0.23570226,1,1,0
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-food-service,0,0,3,0,1,0,0,0,3
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-inside-payment-service,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-order-other-service,1,1,4,0.125,1,0.14638501,2,1,1
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-order-service,1,1,5,0,1,0,1,1,3
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-preserve-service,1,1,5,0.11666667,0.625,0.16080274,3,1,1
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-price-service,0,1,2,-0.5,1,-0.70710678,0,1,1
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-route-plan-service,0,0,6,0,1,0,0,0,6
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-route-service,0,0,4,0,1,0,0,0,4
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-seat-service,2,0,6,0.25,0.5,0.40824829,2,1,3
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-security-service,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-station-food-service,0,1,1,-1,1,-inf,0,1,0
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-station-service,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-train-service,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-travel-plan-service,1,1,3,-0.16666667,1,-0.21821789,1,1,1
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-travel-service,0,0,3,0,1,0,0,0,3
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-travel2-service,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-user-service,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,V - T,root_service,ts-verification-code-service,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,H - T,dataset,aegislab,11,12,96,-0.0017361111,0.88423114,-0.0037759353,13,14,69
matched_rca,gemma-4-26b-a4b,H - T,dataset,aiops2022,6,5,100,0.013333333,0.26646078,0.041757936,11,6,83
matched_rca,gemma-4-26b-a4b,H - T,dataset,aiops2025,7,7,93,0.002688172,0.50340612,0.0070780377,10,14,69
matched_rca,gemma-4-26b-a4b,H - T,fault_type,ContainerKill,1,1,6,0,1,0,1,1,4
matched_rca,gemma-4-26b-a4b,H - T,fault_type,HTTPRequestAbort,2,0,6,0.33333333,0.5,0.64549722,2,0,4
matched_rca,gemma-4-26b-a4b,H - T,fault_type,HTTPRequestDelay,1,0,7,0.14285714,1,0.37796447,1,0,6
matched_rca,gemma-4-26b-a4b,H - T,fault_type,HTTPRequestReplaceMethod,2,1,15,0.066666667,0.56370286,0.14564382,2,1,12
matched_rca,gemma-4-26b-a4b,H - T,fault_type,HTTPRequestReplacePath,0,1,1,-1,1,-inf,0,1,0
matched_rca,gemma-4-26b-a4b,H - T,fault_type,HTTPResponseAbort,0,0,3,0,1,0,0,0,3
matched_rca,gemma-4-26b-a4b,H - T,fault_type,HTTPResponseDelay,1,0,7,0.071428571,1,0.15877684,1,1,5
matched_rca,gemma-4-26b-a4b,H - T,fault_type,HTTPResponseReplaceBody,0,1,2,-0.5,0.5,-inf,0,2,0
matched_rca,gemma-4-26b-a4b,H - T,fault_type,HTTPResponseReplaceCode,2,2,13,-0.012820513,1,-0.027066598,2,2,9
matched_rca,gemma-4-26b-a4b,H - T,fault_type,JVMException,0,0,3,0,1,0,0,0,3
matched_rca,gemma-4-26b-a4b,H - T,fault_type,JVMLatency,0,1,1,-1,1,-inf,0,1,0
matched_rca,gemma-4-26b-a4b,H - T,fault_type,JVMMemoryStress,1,0,14,0.10714286,0.15758382,0.37013827,2,0,12
matched_rca,gemma-4-26b-a4b,H - T,fault_type,JVMReturn,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,H - T,fault_type,NetworkBandwidth,0,1,2,-0.5,1,-0.70710678,0,1,1
matched_rca,gemma-4-26b-a4b,H - T,fault_type,NetworkCorrupt,0,0,2,0,1,0,0,0,2
matched_rca,gemma-4-26b-a4b,H - T,fault_type,NetworkDelay,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,H - T,fault_type,NetworkLoss,0,1,3,0,1,0,1,1,1
matched_rca,gemma-4-26b-a4b,H - T,fault_type,NetworkPartition,1,2,6,-0.22222222,0.5,-0.33903175,1,2,3
matched_rca,gemma-4-26b-a4b,H - T,fault_type,PodFailure,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,H - T,fault_type,PodKill,0,1,1,-0.66666667,1,-inf,0,1,0
matched_rca,gemma-4-26b-a4b,H - T,fault_type,code error,0,0,1,0,1,0,0,0,1
matched_rca,gemma-4-26b-a4b,H - T,fault_type,cpu stress,0,0,8,-0.03125,1,-0.35355339,0,1,7
matched_rca,gemma-4-26b-a4b,H - T,fault_type,dns error,2,0,5,0.4,0.5,0.73029674,2,0,3
matched_rca,gemma-4-26b-a4b,H - T,fault_type,io fault,0,2,5,-0.4,0.25,-0.95618289,0,3,2
matched_rca,gemma-4-26b-a4b,H - T,fault_type,jvm cpu,1,0,3,0.16666667,1,0.21821789,1,1,1
