experiment,model,arm,dataset,root_service,n,ac1,mrr
direct_rca,qwen3.8-27b,P,aiops2022,currencyservice-1,2,0,0
direct_rca,qwen3.8-27b,P,aiops2022,currencyservice-2,2,0,0
direct_rca,qwen3.8-27b,P,aiops2022,emailservice,4,0.25,0.33333333
direct_rca,qwen3.8-27b,P,aiops2022,emailservice-1,2,0.5,0.5
direct_rca,qwen3.8-27b,P,aiops2022,frontend,3,0.33333333,0.41666667
direct_rca,qwen3.8-27b,P,aiops2022,frontend-0,1,0,0
direct_rca,qwen3.8-27b,P,aiops2022,frontend-1,1,0,0.2
direct_rca,qwen3.8-27b,P,aiops2022,frontend-2,1,0,0.25
direct_rca,qwen3.8-27b,P,aiops2022,frontend2-0,1,0,0
direct_rca,qwen3.8-27b,P,aiops2022,node-1,3,0,0.11111111
direct_rca,qwen3.8-27b,P,aiops2022,node-2,3,0.33333333,0.33333333
direct_rca,qwen3.8-27b,P,aiops2022,node-3,4,0,0.05
direct_rca,qwen3.8-27b,P,aiops2022,node-4,4,0,0.33333333
direct_rca,qwen3.8-27b,P,aiops2022,node-5,8,0,0.10416667
direct_rca,qwen3.8-27b,P,aiops2022,node-6,7,0.14285714,0.30952381
direct_rca,qwen3.8-27b,P,aiops2022,paymentservice,1,0,0
direct_rca,qwen3.8-27b,P,aiops2022,productcatalogservice,4,0,0.083333333
direct_rca,qwen3.8-27b,P,aiops2022,productcatalogservice-0,3,0.33333333,0.44444444
direct_rca,qwen3.8-27b,P,aiops2022,productcatalogservice-1,3,0,0.083333333
direct_rca,qwen3.8-27b,P,aiops2022,productcatalogservice-2,2,0,0.16666667
direct_rca,qwen3.8-27b,P,aiops2022,productcatalogservice2-0,1,0,0.25
direct_rca,qwen3.8-27b,P,aiops2022,recommendationservice,4,0,0.22916667
direct_rca,qwen3.8-27b,P,aiops2022,recommendationservice-2,1,0,0
direct_rca,qwen3.8-27b,P,aiops2022,recommendationservice2-0,1,0,0
direct_rca,qwen3.8-27b,P,aiops2022,shippingservice,4,0,0.083333333
direct_rca,qwen3.8-27b,P,aiops2022,shippingservice-0,1,0,0
direct_rca,qwen3.8-27b,P,aiops2022,shippingservice-1,2,0,0
direct_rca,qwen3.8-27b,P,aiops2022,shippingservice2-0,1,0,0
direct_rca,qwen3.8-27b,P,aiops2025,adservice,14,0.071428571,0.15714286
direct_rca,qwen3.8-27b,P,aiops2025,cartservice,7,0.14285714,0.38095238
direct_rca,qwen3.8-27b,P,aiops2025,checkoutservice,17,0.17647059,0.27647059
direct_rca,qwen3.8-27b,P,aiops2025,currencyservice,4,0.25,0.39583333
direct_rca,qwen3.8-27b,P,aiops2025,emailservice,2,0,0
direct_rca,qwen3.8-27b,P,aiops2025,frontend,3,0.33333333,0.41666667
direct_rca,qwen3.8-27b,P,aiops2025,node-1,3,0,0
direct_rca,qwen3.8-27b,P,aiops2025,node-3,3,0.66666667,0.83333333
direct_rca,qwen3.8-27b,P,aiops2025,node-4,1,0,0
direct_rca,qwen3.8-27b,P,aiops2025,node-5,4,0.25,0.3125
direct_rca,qwen3.8-27b,P,aiops2025,node-6,5,0.2,0.2
direct_rca,qwen3.8-27b,P,aiops2025,node-7,2,0,0.25
direct_rca,qwen3.8-27b,P,aiops2025,node-8,4,0,0
direct_rca,qwen3.8-27b,P,aiops2025,paymentservice,1,0,0.25
direct_rca,qwen3.8-27b,P,aiops2025,productcatalogservice,4,0.25,0.25
direct_rca,qwen3.8-27b,P,aiops2025,recommendationservice,1,0,0
direct_rca,qwen3.8-27b,P,aiops2025,shippingservice,6,0.16666667,0.20833333
direct_rca,qwen3.8-27b,P,aiops2025,tidb-tidb,2,0,0
direct_rca,qwen3.8-27b,P,aiops2025,tidb-tikv,10,0.3,0.37
direct_rca,qwen3.8-27b,P,re2_ob,checkoutservice,18,0.5,0.68518519
direct_rca,qwen3.8-27b,P,re2_ob,currencyservice,18,0.22222222,0.45555556
direct_rca,qwen3.8-27b,P,re2_ob,emailservice,18,0.16666667,0.43703704
direct_rca,qwen3.8-27b,P,re2_ob,productcatalogservice,18,0.11111111,0.27037037
direct_rca,qwen3.8-27b,P,re2_ob,recommendationservice,18,0.27777778,0.525
direct_rca,qwen3.8-27b,P,re2_tt,ts-auth-service,18,0.22222222,0.34444444
direct_rca,qwen3.8-27b,P,re2_tt,ts-order-service,18,0.22222222,0.41759259
direct_rca,qwen3.8-27b,P,re2_tt,ts-route-service,18,0.16666667,0.275
direct_rca,qwen3.8-27b,P,re2_tt,ts-train-service,18,0.27777778,0.46851852
direct_rca,qwen3.8-27b,P,re2_tt,ts-travel-service,18,0.16666667,0.3462963
direct_rca,qwen3.8-27b,R,aegislab,mysql,6,0.33333333,0.58333333
direct_rca,qwen3.8-27b,R,aegislab,ts-assurance-service,5,0.6,0.66666667
direct_rca,qwen3.8-27b,R,aegislab,ts-auth-service,4,0.5,0.6875
direct_rca,qwen3.8-27b,R,aegislab,ts-basic-service,19,0.052631579,0.25877193
direct_rca,qwen3.8-27b,R,aegislab,ts-config-service,6,0.33333333,0.43055556
direct_rca,qwen3.8-27b,R,aegislab,ts-consign-service,2,0.5,0.5
direct_rca,qwen3.8-27b,R,aegislab,ts-contacts-service,2,0.5,0.625
direct_rca,qwen3.8-27b,R,aegislab,ts-food-service,3,0.33333333,0.33333333
direct_rca,qwen3.8-27b,R,aegislab,ts-inside-payment-service,2,1,1
direct_rca,qwen3.8-27b,R,aegislab,ts-order-other-service,4,0.25,0.375
direct_rca,qwen3.8-27b,R,aegislab,ts-order-service,5,0.6,0.65
direct_rca,qwen3.8-27b,R,aegislab,ts-preserve-service,5,0,0.21666667
direct_rca,qwen3.8-27b,R,aegislab,ts-price-service,2,0,0.25
direct_rca,qwen3.8-27b,R,aegislab,ts-route-plan-service,6,0.16666667,0.16666667
direct_rca,qwen3.8-27b,R,aegislab,ts-route-service,4,0.5,0.70833333
direct_rca,qwen3.8-27b,R,aegislab,ts-seat-service,6,0.33333333,0.50555556
direct_rca,qwen3.8-27b,R,aegislab,ts-security-service,1,0,0.33333333
direct_rca,qwen3.8-27b,R,aegislab,ts-station-food-service,1,0,0.25
direct_rca,qwen3.8-27b,R,aegislab,ts-station-service,1,0,0.5
direct_rca,qwen3.8-27b,R,aegislab,ts-train-service,2,0,0.16666667
direct_rca,qwen3.8-27b,R,aegislab,ts-travel-plan-service,3,1,1
direct_rca,qwen3.8-27b,R,aegislab,ts-travel-service,3,0.66666667,0.66666667
direct_rca,qwen3.8-27b,R,aegislab,ts-travel2-service,2,1,1
direct_rca,qwen3.8-27b,R,aegislab,ts-user-service,1,1,1
direct_rca,qwen3.8-27b,R,aegislab,ts-verification-code-service,1,0,0.33333333
direct_rca,qwen3.8-27b,R,aiops2022,adservice,2,0,0
direct_rca,qwen3.8-27b,R,aiops2022,adservice-0,1,0,0.5
direct_rca,qwen3.8-27b,R,aiops2022,adservice-1,3,0.33333333,0.33333333
direct_rca,qwen3.8-27b,R,aiops2022,adservice2-0,1,0,0
direct_rca,qwen3.8-27b,R,aiops2022,cartservice,5,0,0.3
direct_rca,qwen3.8-27b,R,aiops2022,cartservice-0,2,0,0.25
direct_rca,qwen3.8-27b,R,aiops2022,cartservice2-0,1,0,0
direct_rca,qwen3.8-27b,R,aiops2022,checkoutservice,4,0.5,0.6875
direct_rca,qwen3.8-27b,R,aiops2022,checkoutservice-0,2,0,0.225
direct_rca,qwen3.8-27b,R,aiops2022,checkoutservice-1,2,0,0.25
direct_rca,qwen3.8-27b,R,aiops2022,currencyservice,2,0,0
direct_rca,qwen3.8-27b,R,aiops2022,currencyservice-0,1,0,0
direct_rca,qwen3.8-27b,R,aiops2022,currencyservice-1,2,0.5,0.5
direct_rca,qwen3.8-27b,R,aiops2022,currencyservice-2,2,0,0.25
direct_rca,qwen3.8-27b,R,aiops2022,emailservice,4,0.25,0.33333333
direct_rca,qwen3.8-27b,R,aiops2022,emailservice-1,2,0.5,0.6
direct_rca,qwen3.8-27b,R,aiops2022,frontend,3,0,0.16666667
direct_rca,qwen3.8-27b,R,aiops2022,frontend-0,1,0,0
direct_rca,qwen3.8-27b,R,aiops2022,frontend-1,1,0,0
direct_rca,qwen3.8-27b,R,aiops2022,frontend-2,1,0,0.5
direct_rca,qwen3.8-27b,R,aiops2022,frontend2-0,1,1,1
direct_rca,qwen3.8-27b,R,aiops2022,node-1,3,0,0
direct_rca,qwen3.8-27b,R,aiops2022,node-2,3,0.33333333,0.33333333
direct_rca,qwen3.8-27b,R,aiops2022,node-3,4,0,0
direct_rca,qwen3.8-27b,R,aiops2022,node-4,4,0,0.25
direct_rca,qwen3.8-27b,R,aiops2022,node-5,8,0.125,0.23958333
direct_rca,qwen3.8-27b,R,aiops2022,node-6,7,0.14285714,0.23809524
direct_rca,qwen3.8-27b,R,aiops2022,paymentservice,1,0,0
direct_rca,qwen3.8-27b,R,aiops2022,productcatalogservice,4,0.25,0.33333333
direct_rca,qwen3.8-27b,R,aiops2022,productcatalogservice-0,3,0.33333333,0.33333333
direct_rca,qwen3.8-27b,R,aiops2022,productcatalogservice-1,3,0.33333333,0.41666667
direct_rca,qwen3.8-27b,R,aiops2022,productcatalogservice-2,2,0,0.16666667
direct_rca,qwen3.8-27b,R,aiops2022,productcatalogservice2-0,1,1,1
direct_rca,qwen3.8-27b,R,aiops2022,recommendationservice,4,0,0.25
direct_rca,qwen3.8-27b,R,aiops2022,recommendationservice-2,1,0,0.33333333
direct_rca,qwen3.8-27b,R,aiops2022,recommendationservice2-0,1,0,0
direct_rca,qwen3.8-27b,R,aiops2022,shippingservice,4,0,0.25
direct_rca,qwen3.8-27b,R,aiops2022,shippingservice-0,1,0,0
direct_rca,qwen3.8-27b,R,aiops2022,shippingservice-1,2,0,0
direct_rca,qwen3.8-27b,R,aiops2022,shippingservice2-0,1,0,0
direct_rca,qwen3.8-27b,R,aiops2025,adservice,14,0.21428571,0.26428571
direct_rca,qwen3.8-27b,R,aiops2025,cartservice,7,0.42857143,0.57142857
direct_rca,qwen3.8-27b,R,aiops2025,checkoutservice,17,0.23529412,0.39215686
direct_rca,qwen3.8-27b,R,aiops2025,currencyservice,4,0.25,0.25
direct_rca,qwen3.8-27b,R,aiops2025,emailservice,2,0,0
direct_rca,qwen3.8-27b,R,aiops2025,frontend,3,0,0.16666667
direct_rca,qwen3.8-27b,R,aiops2025,node-1,3,0,0
direct_rca,qwen3.8-27b,R,aiops2025,node-3,3,1,1
direct_rca,qwen3.8-27b,R,aiops2025,node-4,1,1,1
direct_rca,qwen3.8-27b,R,aiops2025,node-5,4,0.25,0.3125
direct_rca,qwen3.8-27b,R,aiops2025,node-6,5,0,0.066666667
direct_rca,qwen3.8-27b,R,aiops2025,node-7,2,0,0.25
direct_rca,qwen3.8-27b,R,aiops2025,node-8,4,0.25,0.375
direct_rca,qwen3.8-27b,R,aiops2025,paymentservice,1,0,0
direct_rca,qwen3.8-27b,R,aiops2025,productcatalogservice,4,0,0.083333333
direct_rca,qwen3.8-27b,R,aiops2025,recommendationservice,1,0,0.5
direct_rca,qwen3.8-27b,R,aiops2025,shippingservice,6,0,0.13055556
direct_rca,qwen3.8-27b,R,aiops2025,tidb-tidb,2,0,0.16666667
direct_rca,qwen3.8-27b,R,aiops2025,tidb-tikv,10,0.2,0.25833333
direct_rca,qwen3.8-27b,R,re2_ob,checkoutservice,18,0.55555556,0.73611111
direct_rca,qwen3.8-27b,R,re2_ob,currencyservice,18,0.22222222,0.35185185
direct_rca,qwen3.8-27b,R,re2_ob,emailservice,18,0.27777778,0.51388889
direct_rca,qwen3.8-27b,R,re2_ob,productcatalogservice,18,0.11111111,0.31666667
direct_rca,qwen3.8-27b,R,re2_ob,recommendationservice,18,0.5,0.67314815
direct_rca,qwen3.8-27b,R,re2_tt,ts-auth-service,18,0.38888889,0.44444444
direct_rca,qwen3.8-27b,R,re2_tt,ts-order-service,18,0.33333333,0.5712963
direct_rca,qwen3.8-27b,R,re2_tt,ts-route-service,18,0.38888889,0.48796296
direct_rca,qwen3.8-27b,R,re2_tt,ts-train-service,18,0.38888889,0.48148148
direct_rca,qwen3.8-27b,R,re2_tt,ts-travel-service,18,0.22222222,0.33518519
direct_rca,qwen3.8-27b,T,aegislab,mysql,6,0.66666667,0.80555556
direct_rca,qwen3.8-27b,T,aegislab,ts-assurance-service,5,0.6,0.8
direct_rca,qwen3.8-27b,T,aegislab,ts-auth-service,4,0.5,0.625
direct_rca,qwen3.8-27b,T,aegislab,ts-basic-service,19,0.21052632,0.29824561
direct_rca,qwen3.8-27b,T,aegislab,ts-config-service,6,0.5,0.59722222
direct_rca,qwen3.8-27b,T,aegislab,ts-consign-service,2,0,0.1
direct_rca,qwen3.8-27b,T,aegislab,ts-contacts-service,2,0.5,0.625
direct_rca,qwen3.8-27b,T,aegislab,ts-food-service,3,0.66666667,0.66666667
direct_rca,qwen3.8-27b,T,aegislab,ts-inside-payment-service,2,1,1
direct_rca,qwen3.8-27b,T,aegislab,ts-order-other-service,4,0.25,0.375
direct_rca,qwen3.8-27b,T,aegislab,ts-order-service,5,0.4,0.46666667
direct_rca,qwen3.8-27b,T,aegislab,ts-preserve-service,5,0,0.21666667
direct_rca,qwen3.8-27b,T,aegislab,ts-price-service,2,0,0.125
direct_rca,qwen3.8-27b,T,aegislab,ts-route-plan-service,6,0.16666667,0.2
direct_rca,qwen3.8-27b,T,aegislab,ts-route-service,4,0.25,0.58333333
direct_rca,qwen3.8-27b,T,aegislab,ts-seat-service,6,0.16666667,0.34444444
direct_rca,qwen3.8-27b,T,aegislab,ts-security-service,1,0,0.5
direct_rca,qwen3.8-27b,T,aegislab,ts-station-food-service,1,0,0.25
direct_rca,qwen3.8-27b,T,aegislab,ts-station-service,1,1,1
direct_rca,qwen3.8-27b,T,aegislab,ts-train-service,2,0,0.25
direct_rca,qwen3.8-27b,T,aegislab,ts-travel-plan-service,3,0.66666667,0.66666667
direct_rca,qwen3.8-27b,T,aegislab,ts-travel-service,3,0.33333333,0.33333333
direct_rca,qwen3.8-27b,T,aegislab,ts-travel2-service,2,1,1
direct_rca,qwen3.8-27b,T,aegislab,ts-user-service,1,1,1
direct_rca,qwen3.8-27b,T,aegislab,ts-verification-code-service,1,0,0.33333333
direct_rca,qwen3.8-27b,T,aiops2022,adservice,2,0.5,0.75
direct_rca,qwen3.8-27b,T,aiops2022,adservice-0,1,1,1
direct_rca,qwen3.8-27b,T,aiops2022,adservice-1,3,0.33333333,0.41666667
direct_rca,qwen3.8-27b,T,aiops2022,adservice2-0,1,0,0
direct_rca,qwen3.8-27b,T,aiops2022,cartservice,5,0.4,0.5
direct_rca,qwen3.8-27b,T,aiops2022,cartservice-0,2,0,0.16666667
direct_rca,qwen3.8-27b,T,aiops2022,cartservice2-0,1,0,0
direct_rca,qwen3.8-27b,T,aiops2022,checkoutservice,4,0.25,0.4375
direct_rca,qwen3.8-27b,T,aiops2022,checkoutservice-0,2,0,0.125
direct_rca,qwen3.8-27b,T,aiops2022,checkoutservice-1,2,0,0
direct_rca,qwen3.8-27b,T,aiops2022,currencyservice,2,0,0
direct_rca,qwen3.8-27b,T,aiops2022,currencyservice-0,1,0,0
direct_rca,qwen3.8-27b,T,aiops2022,currencyservice-1,2,0.5,0.5
direct_rca,qwen3.8-27b,T,aiops2022,currencyservice-2,2,1,1
direct_rca,qwen3.8-27b,T,aiops2022,emailservice,4,0,0.0625
direct_rca,qwen3.8-27b,T,aiops2022,emailservice-1,2,0.5,0.6
direct_rca,qwen3.8-27b,T,aiops2022,frontend,3,0.33333333,0.5
direct_rca,qwen3.8-27b,T,aiops2022,frontend-0,1,0,0.33333333
direct_rca,qwen3.8-27b,T,aiops2022,frontend-1,1,0,0
direct_rca,qwen3.8-27b,T,aiops2022,frontend-2,1,0,0
direct_rca,qwen3.8-27b,T,aiops2022,frontend2-0,1,0,0
direct_rca,qwen3.8-27b,T,aiops2022,node-1,3,0,0
direct_rca,qwen3.8-27b,T,aiops2022,node-2,3,0.33333333,0.5
direct_rca,qwen3.8-27b,T,aiops2022,node-3,4,0,0
direct_rca,qwen3.8-27b,T,aiops2022,node-4,4,0.25,0.375
direct_rca,qwen3.8-27b,T,aiops2022,node-5,8,0.375,0.41666667
direct_rca,qwen3.8-27b,T,aiops2022,node-6,7,0.71428571,0.76190476
direct_rca,qwen3.8-27b,T,aiops2022,paymentservice,1,0,0
direct_rca,qwen3.8-27b,T,aiops2022,productcatalogservice,4,0,0.083333333
direct_rca,qwen3.8-27b,T,aiops2022,productcatalogservice-0,3,0,0
direct_rca,qwen3.8-27b,T,aiops2022,productcatalogservice-1,3,0.33333333,0.33333333
direct_rca,qwen3.8-27b,T,aiops2022,productcatalogservice-2,2,0.5,0.5
direct_rca,qwen3.8-27b,T,aiops2022,productcatalogservice2-0,1,1,1
direct_rca,qwen3.8-27b,T,aiops2022,recommendationservice,4,0.25,0.33333333
direct_rca,qwen3.8-27b,T,aiops2022,recommendationservice-2,1,0,0
direct_rca,qwen3.8-27b,T,aiops2022,recommendationservice2-0,1,0,0
direct_rca,qwen3.8-27b,T,aiops2022,shippingservice,4,0.25,0.375
direct_rca,qwen3.8-27b,T,aiops2022,shippingservice-0,1,0,0
direct_rca,qwen3.8-27b,T,aiops2022,shippingservice-1,2,0,0
direct_rca,qwen3.8-27b,T,aiops2022,shippingservice2-0,1,0,0
direct_rca,qwen3.8-27b,T,aiops2025,adservice,14,0.14285714,0.19880952
direct_rca,qwen3.8-27b,T,aiops2025,cartservice,7,0.42857143,0.57142857
direct_rca,qwen3.8-27b,T,aiops2025,checkoutservice,17,0.058823529,0.18823529
direct_rca,qwen3.8-27b,T,aiops2025,currencyservice,4,0.25,0.33333333
direct_rca,qwen3.8-27b,T,aiops2025,emailservice,2,0,0
direct_rca,qwen3.8-27b,T,aiops2025,frontend,3,0,0.33333333
direct_rca,qwen3.8-27b,T,aiops2025,node-1,3,0,0
direct_rca,qwen3.8-27b,T,aiops2025,node-3,3,0.66666667,0.77777778
direct_rca,qwen3.8-27b,T,aiops2025,node-4,1,1,1
direct_rca,qwen3.8-27b,T,aiops2025,node-5,4,0.25,0.25
direct_rca,qwen3.8-27b,T,aiops2025,node-6,5,0,0.1
direct_rca,qwen3.8-27b,T,aiops2025,node-7,2,0,0.25
direct_rca,qwen3.8-27b,T,aiops2025,node-8,4,0,0.16666667
direct_rca,qwen3.8-27b,T,aiops2025,paymentservice,1,0,0
direct_rca,qwen3.8-27b,T,aiops2025,productcatalogservice,4,0,0.083333333
direct_rca,qwen3.8-27b,T,aiops2025,recommendationservice,1,0,0
direct_rca,qwen3.8-27b,T,aiops2025,shippingservice,6,0.16666667,0.20833333
direct_rca,qwen3.8-27b,T,aiops2025,tidb-tidb,2,0,0
direct_rca,qwen3.8-27b,T,aiops2025,tidb-tikv,10,0.1,0.26666667
direct_rca,qwen3.8-27b,T,re2_ob,checkoutservice,18,0.61111111,0.77777778
direct_rca,qwen3.8-27b,T,re2_ob,currencyservice,18,0.38888889,0.57407407
direct_rca,qwen3.8-27b,T,re2_ob,emailservice,18,0.44444444,0.7037037
direct_rca,qwen3.8-27b,T,re2_ob,productcatalogservice,18,0.16666667,0.36574074
direct_rca,qwen3.8-27b,T,re2_ob,recommendationservice,18,0.5,0.68518519
direct_rca,qwen3.8-27b,T,re2_tt,ts-auth-service,18,0.61111111,0.65277778
direct_rca,qwen3.8-27b,T,re2_tt,ts-order-service,18,0.44444444,0.64537037
direct_rca,qwen3.8-27b,T,re2_tt,ts-route-service,18,0.33333333,0.54814815
direct_rca,qwen3.8-27b,T,re2_tt,ts-train-service,18,0.55555556,0.68981481
direct_rca,qwen3.8-27b,T,re2_tt,ts-travel-service,18,0.22222222,0.44444444
direct_rca,qwen3.8-27b,V,aegislab,mysql,6,0.5,0.63888889
direct_rca,qwen3.8-27b,V,aegislab,ts-assurance-service,5,0.8,0.86666667
direct_rca,qwen3.8-27b,V,aegislab,ts-auth-service,4,0.25,0.5
direct_rca,qwen3.8-27b,V,aegislab,ts-basic-service,19,0,0.17105263
direct_rca,qwen3.8-27b,V,aegislab,ts-config-service,6,0.33333333,0.38888889
direct_rca,qwen3.8-27b,V,aegislab,ts-consign-service,2,0,0
direct_rca,qwen3.8-27b,V,aegislab,ts-contacts-service,2,0.5,0.625
direct_rca,qwen3.8-27b,V,aegislab,ts-food-service,3,0.33333333,0.44444444
direct_rca,qwen3.8-27b,V,aegislab,ts-inside-payment-service,2,1,1
direct_rca,qwen3.8-27b,V,aegislab,ts-order-other-service,4,0,0.125
direct_rca,qwen3.8-27b,V,aegislab,ts-order-service,5,0.4,0.51666667
direct_rca,qwen3.8-27b,V,aegislab,ts-preserve-service,5,0.4,0.45
direct_rca,qwen3.8-27b,V,aegislab,ts-price-service,2,0,0.25
direct_rca,qwen3.8-27b,V,aegislab,ts-route-plan-service,6,0.16666667,0.16666667
direct_rca,qwen3.8-27b,V,aegislab,ts-route-service,4,0.5,0.70833333
direct_rca,qwen3.8-27b,V,aegislab,ts-seat-service,6,0.33333333,0.52777778
direct_rca,qwen3.8-27b,V,aegislab,ts-security-service,1,0,0
direct_rca,qwen3.8-27b,V,aegislab,ts-station-food-service,1,0,0.2
direct_rca,qwen3.8-27b,V,aegislab,ts-station-service,1,1,1
direct_rca,qwen3.8-27b,V,aegislab,ts-train-service,2,0,0.25
direct_rca,qwen3.8-27b,V,aegislab,ts-travel-plan-service,3,0.33333333,0.44444444
direct_rca,qwen3.8-27b,V,aegislab,ts-travel-service,3,0.66666667,0.66666667
direct_rca,qwen3.8-27b,V,aegislab,ts-travel2-service,2,1,1
direct_rca,qwen3.8-27b,V,aegislab,ts-user-service,1,1,1
direct_rca,qwen3.8-27b,V,aegislab,ts-verification-code-service,1,0,0
direct_rca,qwen3.8-27b,V,aiops2022,adservice,2,0.5,0.75
direct_rca,qwen3.8-27b,V,aiops2022,adservice-0,1,0,0.2
direct_rca,qwen3.8-27b,V,aiops2022,adservice-1,3,0,0
direct_rca,qwen3.8-27b,V,aiops2022,adservice2-0,1,0,0
direct_rca,qwen3.8-27b,V,aiops2022,cartservice,5,0,0.34
direct_rca,qwen3.8-27b,V,aiops2022,cartservice-0,2,0,0.16666667
direct_rca,qwen3.8-27b,V,aiops2022,cartservice2-0,1,0,0
direct_rca,qwen3.8-27b,V,aiops2022,checkoutservice,4,0.5,0.55
direct_rca,qwen3.8-27b,V,aiops2022,checkoutservice-0,2,0,0.225
direct_rca,qwen3.8-27b,V,aiops2022,checkoutservice-1,2,0,0.25
direct_rca,qwen3.8-27b,V,aiops2022,currencyservice,2,0,0.1
direct_rca,qwen3.8-27b,V,aiops2022,currencyservice-0,1,0,0
direct_rca,qwen3.8-27b,V,aiops2022,currencyservice-1,2,0.5,0.5
direct_rca,qwen3.8-27b,V,aiops2022,currencyservice-2,2,0,0.25
direct_rca,qwen3.8-27b,V,aiops2022,emailservice,4,0,0.083333333
direct_rca,qwen3.8-27b,V,aiops2022,emailservice-1,2,0,0.25
direct_rca,qwen3.8-27b,V,aiops2022,frontend,3,0,0.27777778
direct_rca,qwen3.8-27b,V,aiops2022,frontend-0,1,0,0.5
direct_rca,qwen3.8-27b,V,aiops2022,frontend-1,1,0,0
direct_rca,qwen3.8-27b,V,aiops2022,frontend-2,1,0,0.25
direct_rca,qwen3.8-27b,V,aiops2022,frontend2-0,1,1,1
direct_rca,qwen3.8-27b,V,aiops2022,node-1,3,0,0
direct_rca,qwen3.8-27b,V,aiops2022,node-2,3,0.33333333,0.33333333
direct_rca,qwen3.8-27b,V,aiops2022,node-3,4,0,0
direct_rca,qwen3.8-27b,V,aiops2022,node-4,4,0,0.25
direct_rca,qwen3.8-27b,V,aiops2022,node-5,8,0.125,0.29166667
direct_rca,qwen3.8-27b,V,aiops2022,node-6,7,0.28571429,0.42857143
direct_rca,qwen3.8-27b,V,aiops2022,paymentservice,1,0,0
direct_rca,qwen3.8-27b,V,aiops2022,productcatalogservice,4,0.25,0.33333333
direct_rca,qwen3.8-27b,V,aiops2022,productcatalogservice-0,3,0,0.16666667
direct_rca,qwen3.8-27b,V,aiops2022,productcatalogservice-1,3,0,0.083333333
direct_rca,qwen3.8-27b,V,aiops2022,productcatalogservice-2,2,0,0.41666667
direct_rca,qwen3.8-27b,V,aiops2022,productcatalogservice2-0,1,1,1
direct_rca,qwen3.8-27b,V,aiops2022,recommendationservice,4,0,0.1875
direct_rca,qwen3.8-27b,V,aiops2022,recommendationservice-2,1,0,0
direct_rca,qwen3.8-27b,V,aiops2022,recommendationservice2-0,1,0,0
direct_rca,qwen3.8-27b,V,aiops2022,shippingservice,4,0,0.25
direct_rca,qwen3.8-27b,V,aiops2022,shippingservice-0,1,0,0
direct_rca,qwen3.8-27b,V,aiops2022,shippingservice-1,2,0,0.125
direct_rca,qwen3.8-27b,V,aiops2022,shippingservice2-0,1,0,0
direct_rca,qwen3.8-27b,V,aiops2025,adservice,14,0.14285714,0.17857143
direct_rca,qwen3.8-27b,V,aiops2025,cartservice,7,0.14285714,0.38095238
direct_rca,qwen3.8-27b,V,aiops2025,checkoutservice,17,0.17647059,0.26666667
direct_rca,qwen3.8-27b,V,aiops2025,currencyservice,4,0.25,0.3125
direct_rca,qwen3.8-27b,V,aiops2025,emailservice,2,0,0
direct_rca,qwen3.8-27b,V,aiops2025,frontend,3,0.33333333,0.41666667
direct_rca,qwen3.8-27b,V,aiops2025,node-1,3,0,0
direct_rca,qwen3.8-27b,V,aiops2025,node-3,3,0.66666667,0.83333333
direct_rca,qwen3.8-27b,V,aiops2025,node-4,1,1,1
direct_rca,qwen3.8-27b,V,aiops2025,node-5,4,0.25,0.3125
direct_rca,qwen3.8-27b,V,aiops2025,node-6,5,0,0.16666667
direct_rca,qwen3.8-27b,V,aiops2025,node-7,2,0,0.25
direct_rca,qwen3.8-27b,V,aiops2025,node-8,4,0.25,0.25
direct_rca,qwen3.8-27b,V,aiops2025,paymentservice,1,0,0
direct_rca,qwen3.8-27b,V,aiops2025,productcatalogservice,4,0,0.16666667
direct_rca,qwen3.8-27b,V,aiops2025,recommendationservice,1,0,0
direct_rca,qwen3.8-27b,V,aiops2025,shippingservice,6,0.16666667,0.20833333
direct_rca,qwen3.8-27b,V,aiops2025,tidb-tidb,2,0,0
direct_rca,qwen3.8-27b,V,aiops2025,tidb-tikv,10,0.2,0.25833333
direct_rca,qwen3.8-27b,V,re2_ob,checkoutservice,18,0.55555556,0.76111111
direct_rca,qwen3.8-27b,V,re2_ob,currencyservice,18,0.33333333,0.52685185
direct_rca,qwen3.8-27b,V,re2_ob,emailservice,18,0.27777778,0.50185185
direct_rca,qwen3.8-27b,V,re2_ob,productcatalogservice,18,0.16666667,0.40462963
direct_rca,qwen3.8-27b,V,re2_ob,recommendationservice,18,0.38888889,0.5712963
direct_rca,qwen3.8-27b,V,re2_tt,ts-auth-service,18,0.38888889,0.42777778
direct_rca,qwen3.8-27b,V,re2_tt,ts-order-service,18,0.27777778,0.51111111
direct_rca,qwen3.8-27b,V,re2_tt,ts-route-service,18,0.33333333,0.48796296
direct_rca,qwen3.8-27b,V,re2_tt,ts-train-service,18,0.27777778,0.38425926
direct_rca,qwen3.8-27b,V,re2_tt,ts-travel-service,18,0.27777778,0.46944444
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb,aegislab,mysql,6,0.5,0.5
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb,aegislab,ts-assurance-service,5,0.8,0.8
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb,aegislab,ts-auth-service,4,0.75,0.75
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb,aegislab,ts-basic-service,19,0.10526316,0.12280702
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb,aegislab,ts-config-service,6,0.33333333,0.38888889
