experiment,model,arm,dataset,n,overall,level1,level2,level3,query_id_valid,step_accuracy
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gv,aiops2022,100,0.345,0.47,0.27083333,0.17391304,1,0.415
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gv,aiops2025,93,0.32437276,0.44086022,0.2183908,0.25,1,0.43010753
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gv,re2_ob,90,0.34814815,0.5,0.37777778,0.16666667,1,0.46666667
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gv,re2_tt,90,0.31851852,0.45555556,0.26966292,0.21590909,1,0.45
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gt,aegislab,96,0.32118056,0.5,0.16666667,0.2967033,1,0.48090278
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gt,aiops2022,100,0.32666667,0.37,0.30208333,0.13043478,1,0.44333333
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gt,aiops2025,93,0.34587814,0.4516129,0.2183908,0.375,1,0.46057348
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gt,re2_ob,90,0.27407407,0.44444444,0.21111111,0.16666667,1,0.46111111
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gt,re2_tt,90,0.31111111,0.51111111,0.2247191,0.18181818,1,0.47592593
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gv,aegislab,96,0.28298611,0.46875,0.14583333,0.23076923,1,0.47048611
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gv,aiops2022,100,0.34333333,0.37,0.34375,0.13043478,1,0.47
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gv,aiops2025,93,0.3297491,0.44086022,0.20689655,0.35,1,0.44623656
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gv,re2_ob,90,0.30740741,0.44444444,0.25555556,0.22222222,1,0.47962963
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gv,re2_tt,90,0.25185185,0.33333333,0.23595506,0.17045455,1,0.45
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gt,aegislab,96,0.296875,0.47916667,0.17708333,0.23076923,1,0.44965278
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gt,aiops2022,100,0.29166667,0.4,0.20833333,0.13043478,1,0.38
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gt,aiops2025,93,0.34587814,0.47311828,0.20689655,0.25,1,0.49462366
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gt,re2_ob,90,0.32222222,0.52222222,0.23333333,0.21111111,1,0.46111111
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gt,re2_tt,90,0.38148148,0.56666667,0.28089888,0.28409091,1,0.5462963
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gv,aegislab,96,0.30729167,0.47916667,0.17708333,0.26373626,1,0.43923611
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gv,aiops2022,100,0.34,0.45,0.25,0.13043478,1,0.43
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gv,aiops2025,93,0.390681,0.50537634,0.28735632,0.3,1,0.49283154
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gv,re2_ob,90,0.36666667,0.53333333,0.32222222,0.24444444,1,0.51111111
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gv,re2_tt,90,0.3037037,0.4,0.23595506,0.26136364,1,0.5037037
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gt,aegislab,96,0.27430556,0.42708333,0.14583333,0.24175824,1,0.49652778
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gt,aiops2022,100,0.315,0.36,0.29166667,0.17391304,1,0.455
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gt,aiops2025,93,0.35304659,0.46236559,0.1954023,0.4,1,0.50179211
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gt,re2_ob,90,0.36666667,0.56666667,0.26666667,0.26666667,1,0.5537037
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gt,re2_tt,90,0.32592593,0.46666667,0.2247191,0.27272727,1,0.56666667
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gv,aegislab,96,0.22395833,0.375,0.10416667,0.18681319,1,0.47916667
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gv,aiops2022,100,0.33666667,0.39,0.3125,0.13043478,1,0.47833333
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gv,aiops2025,93,0.34946237,0.46236559,0.2183908,0.325,1,0.48207885
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gv,re2_ob,90,0.28518519,0.34444444,0.25555556,0.25555556,1,0.48703704
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gv,re2_tt,90,0.22962963,0.3,0.15730337,0.21590909,1,0.46851852
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gt,aegislab,96,0.35243056,0.57291667,0.20833333,0.27472527,1,0.44270833
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gt,aiops2022,100,0.43,0.62,0.30208333,0.043478261,1,0.50166667
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gt,aiops2025,93,0.38888889,0.5483871,0.20689655,0.325,1,0.46594982
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gt,re2_ob,90,0.38148148,0.61111111,0.33333333,0.2,1,0.48148148
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gt,re2_tt,90,0.36111111,0.6,0.28089888,0.18181818,1,0.47962963
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gv,aegislab,96,0.38020833,0.61458333,0.23958333,0.28571429,1,0.5
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gv,aiops2022,100,0.43166667,0.59,0.27083333,0.2173913,1,0.51
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gv,aiops2025,93,0.47132616,0.67741935,0.32183908,0.275,1,0.53584229
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gv,re2_ob,90,0.3962963,0.58888889,0.37777778,0.22222222,1,0.50925926
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gv,re2_tt,90,0.38518519,0.55555556,0.37078652,0.21590909,1,0.54074074
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aegislab,96,0.31423611,0.48958333,0.23958333,0.1978022,1,0.484375
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2022,100,0.47833333,0.56,0.4375,0.26086957,1,0.61666667
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,93,0.37096774,0.53763441,0.2183908,0.275,1,0.46774194
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_ob,90,0.33333333,0.57777778,0.27777778,0.14444444,1,0.49444444
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_tt,90,0.30925926,0.51111111,0.2247191,0.17045455,1,0.48888889
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,96,0.33680556,0.53125,0.22916667,0.23076923,1,0.52430556
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,100,0.53666667,0.6,0.5,0.30434783,1,0.665
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,93,0.4265233,0.60215054,0.25287356,0.375,1,0.51971326
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_ob,90,0.4,0.64444444,0.36666667,0.18888889,1,0.52777778
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_tt,90,0.34074074,0.46666667,0.33707865,0.20454545,1,0.51851852
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,96,0.32465278,0.61458333,0.17708333,0.17582418,1,0.45486111
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,100,0.36833333,0.54,0.21875,0.2173913,1,0.45166667
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2025,93,0.4265233,0.62365591,0.27586207,0.2,1,0.55376344
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,re2_ob,90,0.41481481,0.63333333,0.26666667,0.34444444,1,0.55740741
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,re2_tt,90,0.34074074,0.54444444,0.26966292,0.19318182,1,0.52407407
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gv,aegislab,96,0.36631944,0.63541667,0.20833333,0.25274725,1,0.51041667
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gv,aiops2022,100,0.45666667,0.64,0.28125,0.26086957,1,0.52333333
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gv,aiops2025,93,0.47849462,0.64516129,0.33333333,0.3,1,0.57526882
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gv,re2_ob,90,0.4037037,0.56666667,0.37777778,0.26666667,1,0.54444444
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gv,re2_tt,90,0.34444444,0.46666667,0.31460674,0.23863636,1,0.58148148
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gt,aegislab,96,0.265625,0.47916667,0.14583333,0.15384615,1,0.47743056
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gt,aiops2022,100,0.395,0.48,0.32291667,0.30434783,1,0.56
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gt,aiops2025,93,0.3781362,0.53763441,0.20689655,0.3,1,0.52688172
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gt,re2_ob,90,0.37777778,0.58888889,0.26666667,0.27777778,1,0.53518519
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gt,re2_tt,90,0.31296296,0.51111111,0.20224719,0.20454545,1,0.54444444
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,aegislab,96,0.20659722,0.41666667,0.10416667,0.087912088,1,0.44791667
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,aiops2022,100,0.375,0.46,0.3125,0.13043478,1,0.525
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,aiops2025,93,0.34946237,0.48387097,0.20689655,0.35,1,0.49820789
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_ob,90,0.31481481,0.37777778,0.3,0.26666667,1,0.51851852
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_tt,90,0.26666667,0.33333333,0.24719101,0.20454545,0.98888889,0.53148148
cross_region,qwen3.8-27b,P,aegislab,96,0.41493056,0.77083333,0.27083333,0.18681319,1,0.41493056
cross_region,qwen3.8-27b,P,aiops2022,100,0.48166667,0.72,0.3125,0.043478261,1,0.51
cross_region,qwen3.8-27b,P,aiops2025,93,0.50179211,0.75268817,0.31034483,0.2,1,0.49820789
cross_region,qwen3.8-27b,P,re2_ob,90,0.45185185,0.82222222,0.38888889,0.14444444,1,0.45740741
cross_region,qwen3.8-27b,P,re2_tt,90,0.39074074,0.7,0.34831461,0.10227273,1,0.45555556
cross_region,qwen3.8-27b,V,aegislab,96,0.19965278,0.35416667,0.125,0.10989011,1,0.42361111
cross_region,qwen3.8-27b,V,aiops2022,100,0.31833333,0.37,0.30208333,0.086956522,1,0.47833333
cross_region,qwen3.8-27b,V,aiops2025,93,0.30645161,0.39784946,0.20689655,0.225,1,0.44265233
cross_region,qwen3.8-27b,V,re2_ob,90,0.28518519,0.36666667,0.28888889,0.2,1,0.4537037
cross_region,qwen3.8-27b,V,re2_tt,90,0.22222222,0.28888889,0.2247191,0.13636364,1,0.49074074
legacy_q9,gemma-4-26b-a4b,H,aegislab,96,0.88078704,0.88078704,,,1,0.88078704
legacy_q9,gemma-4-26b-a4b,H,aiops2022,100,0.89333333,0.89333333,,,1,0.89333333
legacy_q9,gemma-4-26b-a4b,H,aiops2025,93,0.97849462,0.97849462,,,1,0.97849462
legacy_q9,gemma-4-26b-a4b,H,re2_ob,90,0.89135802,0.89135802,,,1,0.89135802
legacy_q9,gemma-4-26b-a4b,H,re2_tt,90,0.88148148,0.88148148,,,1,0.88148148
legacy_q9,gemma-4-26b-a4b,P,aegislab,96,0.76041667,0.76041667,,,1,0.76041667
legacy_q9,gemma-4-26b-a4b,P,aiops2022,100,0.77222222,0.77222222,,,1,0.77222222
legacy_q9,gemma-4-26b-a4b,P,aiops2025,93,0.83751493,0.83751493,,,1,0.83751493
legacy_q9,gemma-4-26b-a4b,P,re2_ob,90,0.69135802,0.69135802,,,1,0.69135802
legacy_q9,gemma-4-26b-a4b,P,re2_tt,90,0.74814815,0.74814815,,,1,0.74814815
legacy_q9,gemma-4-26b-a4b,T,aegislab,96,0.90625,0.90625,,,1,0.90625
legacy_q9,gemma-4-26b-a4b,T,aiops2022,100,0.91333333,0.91333333,,,1,0.91333333
legacy_q9,gemma-4-26b-a4b,T,aiops2025,93,0.98566308,0.98566308,,,1,0.98566308
legacy_q9,gemma-4-26b-a4b,T,re2_ob,90,0.9345679,0.9345679,,,1,0.9345679
legacy_q9,gemma-4-26b-a4b,T,re2_tt,90,0.9308642,0.9308642,,,1,0.9308642
legacy_q9,gemma-4-26b-a4b,V,aegislab,96,0.6724537,0.6724537,,,1,0.6724537
legacy_q9,gemma-4-26b-a4b,V,aiops2022,100,0.74222222,0.74222222,,,1,0.74222222
legacy_q9,gemma-4-26b-a4b,V,aiops2025,93,0.81003584,0.81003584,,,1,0.81003584
legacy_q9,gemma-4-26b-a4b,V,re2_ob,90,0.72839506,0.72839506,,,1,0.72839506
legacy_q9,gemma-4-26b-a4b,V,re2_tt,90,0.64444444,0.64444444,,,1,0.64444444
legacy_q9,qwen3.6-27b,H,aegislab,96,0.89699074,0.89699074,,,1,0.89699074
legacy_q9,qwen3.6-27b,H,aiops2022,100,0.90666667,0.90666667,,,1,0.90666667
legacy_q9,qwen3.6-27b,H,aiops2025,93,0.97968937,0.97968937,,,1,0.97968937
legacy_q9,qwen3.6-27b,H,re2_ob,90,0.89876543,0.89876543,,,1,0.89876543
legacy_q9,qwen3.6-27b,H,re2_tt,90,0.91481481,0.91481481,,,1,0.91481481
legacy_q9,qwen3.6-27b,P,aegislab,96,0.86226852,0.86226852,,,1,0.86226852
legacy_q9,qwen3.6-27b,P,aiops2022,100,0.86222222,0.86222222,,,1,0.86222222
legacy_q9,qwen3.6-27b,P,aiops2025,93,0.95818399,0.95818399,,,1,0.95818399
legacy_q9,qwen3.6-27b,P,re2_ob,90,0.84938272,0.84938272,,,1,0.84938272
legacy_q9,qwen3.6-27b,P,re2_tt,90,0.88395062,0.88395062,,,1,0.88395062
legacy_q9,qwen3.6-27b,T,aegislab,96,0.89467593,0.89467593,,,1,0.89467593
legacy_q9,qwen3.6-27b,T,aiops2022,100,0.90111111,0.90111111,,,1,0.90111111
legacy_q9,qwen3.6-27b,T,aiops2025,93,0.98088411,0.98088411,,,1,0.98088411
legacy_q9,qwen3.6-27b,T,re2_ob,90,0.88888889,0.88888889,,,1,0.88888889
legacy_q9,qwen3.6-27b,T,re2_tt,90,0.91975309,0.91975309,,,1,0.91975309
legacy_q9,qwen3.6-27b,V,aegislab,96,0.82060185,0.82060185,,,1,0.82060185
legacy_q9,qwen3.6-27b,V,aiops2022,100,0.88,0.88,,,1,0.88
legacy_q9,qwen3.6-27b,V,aiops2025,93,0.91397849,0.91397849,,,1,0.91397849
legacy_q9,qwen3.6-27b,V,re2_ob,90,0.8345679,0.8345679,,,1,0.8345679
legacy_q9,qwen3.6-27b,V,re2_tt,90,0.83580247,0.83580247,,,1,0.83580247
legacy_q9,qwen3.8-27b,H,aegislab,96,0.88541667,0.88541667,,,1,0.88541667
legacy_q9,qwen3.8-27b,H,aiops2022,100,0.89666667,0.89666667,,,1,0.89666667
legacy_q9,qwen3.8-27b,H,aiops2025,93,0.89725209,0.89725209,,,1,0.89725209
legacy_q9,qwen3.8-27b,H,re2_ob,90,0.89012346,0.89012346,,,1,0.89012346
legacy_q9,qwen3.8-27b,H,re2_tt,90,0.90246914,0.90246914,,,1,0.90246914
legacy_q9,qwen3.8-27b,P,aegislab,96,0.84143519,0.84143519,,,1,0.84143519
legacy_q9,qwen3.8-27b,P,aiops2022,100,0.85666667,0.85666667,,,1,0.85666667
legacy_q9,qwen3.8-27b,P,aiops2025,93,0.87096774,0.87096774,,,1,0.87096774
legacy_q9,qwen3.8-27b,P,re2_ob,90,0.84814815,0.84814815,,,1,0.84814815
legacy_q9,qwen3.8-27b,P,re2_tt,90,0.87654321,0.87654321,,,1,0.87654321
legacy_q9,qwen3.8-27b,T,aegislab,96,0.8912037,0.8912037,,,1,0.8912037
legacy_q9,qwen3.8-27b,T,aiops2022,100,0.89666667,0.89666667,,,1,0.89666667
legacy_q9,qwen3.8-27b,T,aiops2025,93,0.90322581,0.90322581,,,1,0.90322581
legacy_q9,qwen3.8-27b,T,re2_ob,90,0.88888889,0.88888889,,,1,0.88888889
legacy_q9,qwen3.8-27b,T,re2_tt,90,0.90740741,0.90740741,,,1,0.90740741
legacy_q9,qwen3.8-27b,V,aegislab,96,0.78587963,0.78587963,,,1,0.78587963
legacy_q9,qwen3.8-27b,V,aiops2022,100,0.83777778,0.83777778,,,1,0.83777778
legacy_q9,qwen3.8-27b,V,aiops2025,93,0.83990442,0.83990442,,,1,0.83990442
legacy_q9,qwen3.8-27b,V,re2_ob,90,0.84074074,0.84074074,,,1,0.84074074
legacy_q9,qwen3.8-27b,V,re2_tt,90,0.82962963,0.82962963,,,1,0.82962963
typed_two_stage,gemma-4-26b-a4b,H,aegislab,96,0.44965278,0.83333333,0.23157895,0.21794872,1,0.546875
typed_two_stage,gemma-4-26b-a4b,H,aiops2022,100,0.595,0.76,0.52631579,0.047619048,1,0.64333333
typed_two_stage,gemma-4-26b-a4b,H,aiops2025,93,0.58781362,0.75268817,0.5443038,0.35,1,0.63799283
typed_two_stage,gemma-4-26b-a4b,H,re2_ob,90,0.42592593,0.68888889,0.43333333,0.15555556,1,0.5
typed_two_stage,gemma-4-26b-a4b,H,re2_tt,90,0.56296296,0.85555556,0.47727273,0.32954545,1,0.66111111
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lt-Gt,aegislab,96,0.47743056,0.9375,0.26315789,0.15384615,1,0.47048611
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lt-Gt,aiops2022,100,0.60333333,0.85,0.41052632,0.14285714,1,0.625
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lt-Gt,aiops2025,93,0.64336918,0.87096774,0.53164557,0.275,0.98924731,0.65949821
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lt-Gt,re2_ob,90,0.43703704,0.81111111,0.37777778,0.12222222,1,0.44074074
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lt-Gt,re2_tt,90,0.54444444,0.93333333,0.44318182,0.22727273,1,0.58518519
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lt-Gv,aegislab,96,0.48263889,0.91666667,0.25263158,0.21794872,1,0.56597222
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lt-Gv,aiops2022,100,0.58166667,0.86,0.36842105,0.047619048,1,0.585
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lt-Gv,aiops2025,93,0.70250896,0.91397849,0.64556962,0.325,1,0.72222222
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lt-Gv,re2_ob,90,0.45555556,0.83333333,0.36666667,0.16666667,1,0.50185185
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lt-Gv,re2_tt,90,0.54444444,0.93333333,0.46590909,0.20454545,1,0.61481481
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lv-Gt,aegislab,96,0.41493056,0.76041667,0.21052632,0.21794872,1,0.49826389
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lv-Gt,aiops2022,100,0.525,0.6,0.51578947,0,1,0.62
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lv-Gt,aiops2025,93,0.48207885,0.70967742,0.3164557,0.3,1,0.55376344
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lv-Gt,re2_ob,90,0.34444444,0.67777778,0.21111111,0.14444444,1,0.43703704
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lv-Gt,re2_tt,90,0.51111111,0.9,0.38636364,0.21590909,1,0.57962963
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lv-Gv,aegislab,96,0.39930556,0.71875,0.24210526,0.17948718,1,0.53298611
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lv-Gv,aiops2022,100,0.565,0.68,0.51578947,0.095238095,1,0.65
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lv-Gv,aiops2025,93,0.51612903,0.74193548,0.34177215,0.325,1,0.60752688
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lv-Gv,re2_ob,90,0.34444444,0.66666667,0.24444444,0.12222222,1,0.47037037
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lv-Gv,re2_tt,90,0.48148148,0.85555556,0.375,0.18181818,1,0.59259259
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lt-Gt,aegislab,96,0.36805556,0.80208333,0.084210526,0.17948718,1,0.51388889
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lt-Gt,aiops2022,100,0.375,0.61,0.16842105,0.095238095,1,0.47666667
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lt-Gt,aiops2025,93,0.53046595,0.76344086,0.40506329,0.075,1,0.65232975
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lt-Gt,re2_ob,90,0.37037037,0.7,0.24444444,0.16666667,1,0.49259259
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lt-Gt,re2_tt,90,0.37777778,0.76666667,0.17045455,0.18181818,1,0.56481481
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lt-Gv,aegislab,96,0.35763889,0.79166667,0.042105263,0.19230769,1,0.54861111
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lt-Gv,aiops2022,100,0.38,0.63,0.15789474,0.095238095,1,0.47666667
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lt-Gv,aiops2025,93,0.53225806,0.75268817,0.39240506,0.075,1,0.66845878
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lt-Gv,re2_ob,90,0.36296296,0.66666667,0.25555556,0.16666667,1,0.51296296
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lt-Gv,re2_tt,90,0.36296296,0.74444444,0.13636364,0.19318182,1,0.56481481
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,aegislab,96,0.24652778,0.55208333,0.031578947,0.14102564,1,0.47569444
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,aiops2022,100,0.205,0.38,0.031578947,0,1,0.42333333
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,aiops2025,93,0.28494624,0.50537634,0.050632911,0.1,1,0.51075269
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,re2_ob,90,0.2,0.48888889,0.022222222,0.088888889,1,0.42222222
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,re2_tt,90,0.27407407,0.6,0.034090909,0.14772727,1,0.50555556
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aegislab,96,0.23958333,0.55208333,0.031578947,0.1025641,1,0.47569444
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2022,100,0.23666667,0.44,0.042105263,0.047619048,1,0.42833333
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2025,93,0.30286738,0.52688172,0.050632911,0.075,1,0.51792115
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,re2_ob,90,0.2,0.48888889,0.022222222,0.088888889,1,0.44444444
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,re2_tt,90,0.25555556,0.57777778,0.056818182,0.11363636,1,0.50740741
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aegislab,96,0.42534722,0.84375,0.22105263,0.12820513,1,0.45659722
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2022,100,0.50833333,0.7,0.36842105,0.047619048,1,0.53333333
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2025,93,0.55376344,0.74193548,0.50632911,0.225,1,0.58602151
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,re2_ob,90,0.38518519,0.68888889,0.36666667,0.1,0.98888889,0.43333333
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,re2_tt,90,0.45925926,0.76666667,0.42045455,0.15909091,1,0.53148148
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,aegislab,96,0.42534722,0.88541667,0.21052632,0.1025641,1,0.47569444
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,aiops2022,100,0.54,0.82,0.33684211,0,1,0.55666667
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,aiops2025,93,0.58781362,0.80645161,0.53164557,0.175,1,0.61111111
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,re2_ob,90,0.4,0.73333333,0.37777778,0.088888889,1,0.46851852
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,re2_tt,90,0.54074074,0.94444444,0.46590909,0.18181818,1,0.60925926
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lv-Gt,aegislab,96,0.29340278,0.53125,0.16842105,0.1025641,1,0.41493056
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lv-Gt,aiops2022,100,0.42833333,0.45,0.45263158,0.095238095,1,0.545
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lv-Gt,aiops2025,93,0.3297491,0.48387097,0.24050633,0.275,1,0.41577061
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lv-Gt,re2_ob,90,0.23333333,0.43333333,0.2,0.066666667,1,0.4
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lv-Gt,re2_tt,90,0.34444444,0.53333333,0.30681818,0.15909091,1,0.47592593
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lv-Gv,aegislab,96,0.33506944,0.59375,0.22105263,0.11538462,1,0.46875
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lv-Gv,aiops2022,100,0.53,0.64,0.47368421,0.047619048,1,0.61166667
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lv-Gv,aiops2025,93,0.40681004,0.60215054,0.29113924,0.175,1,0.47849462
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lv-Gv,re2_ob,90,0.3037037,0.56666667,0.23333333,0.11111111,1,0.42777778
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lv-Gv,re2_tt,90,0.3962963,0.66666667,0.35227273,0.13636364,1,0.53703704
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lt-Gt,aegislab,96,0.26388889,0.60416667,0.073684211,0.076923077,1,0.45138889
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lt-Gt,aiops2022,100,0.33333333,0.54,0.15789474,0.047619048,1,0.44333333
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lt-Gt,aiops2025,93,0.41218638,0.55913978,0.32911392,0.075,1,0.54301075
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lt-Gt,re2_ob,90,0.28888889,0.52222222,0.24444444,0.1,1,0.45925926
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lt-Gt,re2_tt,90,0.3037037,0.57777778,0.18181818,0.13636364,1,0.51296296
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lt-Gv,aegislab,96,0.28645833,0.6875,0.063157895,0.064102564,1,0.48263889
