experiment,model,arm,dataset,template,n,accuracy
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_ob,L_locator_chain,15,0.13333333
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_ob,M_G_link,14,0.21428571
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_ob,M_L_link,25,0.56
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_ob,M_R_link,10,0.7
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_ob,M_direct_read,16,1
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_ob,M_locator_chain,18,0.33333333
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_ob,R_G_link,17,0.058823529
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_ob,R_direct_read,25,0.16
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_ob,R_locator_chain,30,0.13333333
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_tt,G_direct_read,29,0.068965517
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_tt,G_locator_chain,33,0.21212121
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_tt,L_G_link,7,0
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_tt,L_R_link,13,0.61538462
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_tt,L_direct_read,23,0
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_tt,L_locator_chain,10,0.1
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_tt,M_G_link,14,0
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_tt,M_L_link,12,0.16666667
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_tt,M_R_link,22,0.5
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_tt,M_direct_read,21,1
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_tt,M_locator_chain,24,0.29166667
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_tt,R_G_link,21,0.047619048
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_tt,R_direct_read,17,0.41176471
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_tt,R_locator_chain,21,0.14285714
cross_region,qwen3.8-27b,P,aegislab,G_direct_read,20,0.85
cross_region,qwen3.8-27b,P,aegislab,G_locator_chain,29,0.034482759
cross_region,qwen3.8-27b,P,aegislab,L_G_link,16,0
cross_region,qwen3.8-27b,P,aegislab,L_R_link,14,0.071428571
cross_region,qwen3.8-27b,P,aegislab,L_direct_read,27,0.48148148
cross_region,qwen3.8-27b,P,aegislab,L_locator_chain,21,0.047619048
cross_region,qwen3.8-27b,P,aegislab,M_G_link,10,0
cross_region,qwen3.8-27b,P,aegislab,M_L_link,13,0.76923077
cross_region,qwen3.8-27b,P,aegislab,M_R_link,19,0.78947368
cross_region,qwen3.8-27b,P,aegislab,M_direct_read,26,1
cross_region,qwen3.8-27b,P,aegislab,M_locator_chain,30,0.5
cross_region,qwen3.8-27b,P,aegislab,R_G_link,24,0
cross_region,qwen3.8-27b,P,aegislab,R_direct_read,23,0.7826087
cross_region,qwen3.8-27b,P,aegislab,R_locator_chain,11,0
cross_region,qwen3.8-27b,P,aiops2022,G_direct_read,21,0.9047619
cross_region,qwen3.8-27b,P,aiops2022,L_R_link,43,0.093023256
cross_region,qwen3.8-27b,P,aiops2022,L_direct_read,27,0.59259259
cross_region,qwen3.8-27b,P,aiops2022,L_locator_chain,5,0
cross_region,qwen3.8-27b,P,aiops2022,M_G_link,16,0
cross_region,qwen3.8-27b,P,aiops2022,M_L_link,17,0.70588235
cross_region,qwen3.8-27b,P,aiops2022,M_R_link,20,0.7
cross_region,qwen3.8-27b,P,aiops2022,M_direct_read,23,0.91304348
cross_region,qwen3.8-27b,P,aiops2022,M_locator_chain,12,0.083333333
cross_region,qwen3.8-27b,P,aiops2022,R_direct_read,29,0.55172414
cross_region,qwen3.8-27b,P,aiops2022,R_locator_chain,6,0
cross_region,qwen3.8-27b,P,aiops2025,G_direct_read,24,1
cross_region,qwen3.8-27b,P,aiops2025,G_locator_chain,14,0.14285714
cross_region,qwen3.8-27b,P,aiops2025,L_direct_read,25,0.36
cross_region,qwen3.8-27b,P,aiops2025,M_G_link,7,0
cross_region,qwen3.8-27b,P,aiops2025,M_L_link,24,0.79166667
cross_region,qwen3.8-27b,P,aiops2025,M_R_link,10,0.8
cross_region,qwen3.8-27b,P,aiops2025,M_direct_read,25,0.96
cross_region,qwen3.8-27b,P,aiops2025,M_locator_chain,14,0.42857143
cross_region,qwen3.8-27b,P,aiops2025,R_G_link,46,0
cross_region,qwen3.8-27b,P,aiops2025,R_direct_read,19,0.68421053
cross_region,qwen3.8-27b,P,aiops2025,R_locator_chain,12,0
cross_region,qwen3.8-27b,P,re2_ob,G_direct_read,26,1
cross_region,qwen3.8-27b,P,re2_ob,G_locator_chain,27,0.037037037
cross_region,qwen3.8-27b,P,re2_ob,L_G_link,13,0
cross_region,qwen3.8-27b,P,re2_ob,L_R_link,11,0.45454545
cross_region,qwen3.8-27b,P,re2_ob,L_direct_read,23,0.56521739
cross_region,qwen3.8-27b,P,re2_ob,L_locator_chain,15,0.13333333
cross_region,qwen3.8-27b,P,re2_ob,M_G_link,14,0.071428571
cross_region,qwen3.8-27b,P,re2_ob,M_L_link,25,0.76
cross_region,qwen3.8-27b,P,re2_ob,M_R_link,10,1
cross_region,qwen3.8-27b,P,re2_ob,M_direct_read,16,1
cross_region,qwen3.8-27b,P,re2_ob,M_locator_chain,18,0.55555556
cross_region,qwen3.8-27b,P,re2_ob,R_G_link,17,0
cross_region,qwen3.8-27b,P,re2_ob,R_direct_read,25,0.76
cross_region,qwen3.8-27b,P,re2_ob,R_locator_chain,30,0
cross_region,qwen3.8-27b,P,re2_tt,G_direct_read,29,0.86206897
cross_region,qwen3.8-27b,P,re2_tt,G_locator_chain,33,0.090909091
cross_region,qwen3.8-27b,P,re2_tt,L_G_link,7,0
cross_region,qwen3.8-27b,P,re2_tt,L_R_link,13,0.53846154
cross_region,qwen3.8-27b,P,re2_tt,L_direct_read,23,0.30434783
cross_region,qwen3.8-27b,P,re2_tt,L_locator_chain,10,0.2
cross_region,qwen3.8-27b,P,re2_tt,M_G_link,14,0
cross_region,qwen3.8-27b,P,re2_tt,M_L_link,12,0.91666667
cross_region,qwen3.8-27b,P,re2_tt,M_R_link,22,0.54545455
cross_region,qwen3.8-27b,P,re2_tt,M_direct_read,21,0.95238095
cross_region,qwen3.8-27b,P,re2_tt,M_locator_chain,24,0.125
cross_region,qwen3.8-27b,P,re2_tt,R_G_link,21,0.047619048
cross_region,qwen3.8-27b,P,re2_tt,R_direct_read,17,0.64705882
cross_region,qwen3.8-27b,P,re2_tt,R_locator_chain,21,0.047619048
cross_region,qwen3.8-27b,V,aegislab,G_direct_read,20,0.2
cross_region,qwen3.8-27b,V,aegislab,G_locator_chain,29,0.10344828
cross_region,qwen3.8-27b,V,aegislab,L_G_link,16,0
cross_region,qwen3.8-27b,V,aegislab,L_R_link,14,0.28571429
cross_region,qwen3.8-27b,V,aegislab,L_direct_read,27,0.11111111
cross_region,qwen3.8-27b,V,aegislab,L_locator_chain,21,0
cross_region,qwen3.8-27b,V,aegislab,M_G_link,10,0
cross_region,qwen3.8-27b,V,aegislab,M_L_link,13,0.15384615
cross_region,qwen3.8-27b,V,aegislab,M_R_link,19,0.31578947
cross_region,qwen3.8-27b,V,aegislab,M_direct_read,26,1
cross_region,qwen3.8-27b,V,aegislab,M_locator_chain,30,0.23333333
cross_region,qwen3.8-27b,V,aegislab,R_G_link,24,0
cross_region,qwen3.8-27b,V,aegislab,R_direct_read,23,0.043478261
cross_region,qwen3.8-27b,V,aegislab,R_locator_chain,11,0
cross_region,qwen3.8-27b,V,aiops2022,G_direct_read,21,0.52380952
cross_region,qwen3.8-27b,V,aiops2022,L_R_link,43,0.34883721
cross_region,qwen3.8-27b,V,aiops2022,L_direct_read,27,0.074074074
cross_region,qwen3.8-27b,V,aiops2022,L_locator_chain,5,0
cross_region,qwen3.8-27b,V,aiops2022,M_G_link,16,0
cross_region,qwen3.8-27b,V,aiops2022,M_L_link,17,0.11764706
cross_region,qwen3.8-27b,V,aiops2022,M_R_link,20,0.6
cross_region,qwen3.8-27b,V,aiops2022,M_direct_read,23,1
cross_region,qwen3.8-27b,V,aiops2022,M_locator_chain,12,0.083333333
cross_region,qwen3.8-27b,V,aiops2022,R_direct_read,29,0.034482759
cross_region,qwen3.8-27b,V,aiops2022,R_locator_chain,6,0.16666667
cross_region,qwen3.8-27b,V,aiops2025,G_direct_read,24,0.45833333
cross_region,qwen3.8-27b,V,aiops2025,G_locator_chain,14,0.35714286
cross_region,qwen3.8-27b,V,aiops2025,L_direct_read,25,0
cross_region,qwen3.8-27b,V,aiops2025,M_G_link,7,0
cross_region,qwen3.8-27b,V,aiops2025,M_L_link,24,0.5
cross_region,qwen3.8-27b,V,aiops2025,M_R_link,10,0.6
cross_region,qwen3.8-27b,V,aiops2025,M_direct_read,25,1
cross_region,qwen3.8-27b,V,aiops2025,M_locator_chain,14,0.28571429
cross_region,qwen3.8-27b,V,aiops2025,R_G_link,46,0
cross_region,qwen3.8-27b,V,aiops2025,R_direct_read,19,0.052631579
cross_region,qwen3.8-27b,V,aiops2025,R_locator_chain,12,0
cross_region,qwen3.8-27b,V,re2_ob,G_direct_read,26,0.26923077
cross_region,qwen3.8-27b,V,re2_ob,G_locator_chain,27,0.25925926
cross_region,qwen3.8-27b,V,re2_ob,L_G_link,13,0
cross_region,qwen3.8-27b,V,re2_ob,L_R_link,11,0.45454545
cross_region,qwen3.8-27b,V,re2_ob,L_direct_read,23,0.2173913
cross_region,qwen3.8-27b,V,re2_ob,L_locator_chain,15,0.066666667
cross_region,qwen3.8-27b,V,re2_ob,M_G_link,14,0
cross_region,qwen3.8-27b,V,re2_ob,M_L_link,25,0.56
cross_region,qwen3.8-27b,V,re2_ob,M_R_link,10,0.7
cross_region,qwen3.8-27b,V,re2_ob,M_direct_read,16,1
cross_region,qwen3.8-27b,V,re2_ob,M_locator_chain,18,0.38888889
cross_region,qwen3.8-27b,V,re2_ob,R_G_link,17,0
cross_region,qwen3.8-27b,V,re2_ob,R_direct_read,25,0.2
cross_region,qwen3.8-27b,V,re2_ob,R_locator_chain,30,0.1
cross_region,qwen3.8-27b,V,re2_tt,G_direct_read,29,0.13793103
cross_region,qwen3.8-27b,V,re2_tt,G_locator_chain,33,0.21212121
cross_region,qwen3.8-27b,V,re2_tt,L_G_link,7,0
cross_region,qwen3.8-27b,V,re2_tt,L_R_link,13,0.53846154
cross_region,qwen3.8-27b,V,re2_tt,L_direct_read,23,0
cross_region,qwen3.8-27b,V,re2_tt,L_locator_chain,10,0
cross_region,qwen3.8-27b,V,re2_tt,M_G_link,14,0
cross_region,qwen3.8-27b,V,re2_tt,M_L_link,12,0.083333333
cross_region,qwen3.8-27b,V,re2_tt,M_R_link,22,0.54545455
cross_region,qwen3.8-27b,V,re2_tt,M_direct_read,21,1
cross_region,qwen3.8-27b,V,re2_tt,M_locator_chain,24,0.16666667
cross_region,qwen3.8-27b,V,re2_tt,R_G_link,21,0
cross_region,qwen3.8-27b,V,re2_tt,R_direct_read,17,0.058823529
cross_region,qwen3.8-27b,V,re2_tt,R_locator_chain,21,0.047619048
legacy_q9,gemma-4-26b-a4b,H,aegislab,directed_edge,96,0.072916667
legacy_q9,gemma-4-26b-a4b,H,aegislab,log_display_mode,96,1
legacy_q9,gemma-4-26b-a4b,H,aegislab,log_table_cell,96,1
legacy_q9,gemma-4-26b-a4b,H,aegislab,metric_panel_entity,96,1
legacy_q9,gemma-4-26b-a4b,H,aegislab,metric_printed_baseline,96,0.92708333
legacy_q9,gemma-4-26b-a4b,H,aegislab,metric_printed_peak,96,0.9375
legacy_q9,gemma-4-26b-a4b,H,aegislab,propagation_readout,96,1
legacy_q9,gemma-4-26b-a4b,H,aegislab,trace_table_cell,96,0.98958333
legacy_q9,gemma-4-26b-a4b,H,aegislab,window_duration,96,1
legacy_q9,gemma-4-26b-a4b,H,aiops2022,directed_edge,100,0.12
legacy_q9,gemma-4-26b-a4b,H,aiops2022,log_display_mode,100,1
legacy_q9,gemma-4-26b-a4b,H,aiops2022,log_table_cell,100,1
legacy_q9,gemma-4-26b-a4b,H,aiops2022,metric_panel_entity,100,1
legacy_q9,gemma-4-26b-a4b,H,aiops2022,metric_printed_baseline,100,0.96
legacy_q9,gemma-4-26b-a4b,H,aiops2022,metric_printed_peak,100,0.97
legacy_q9,gemma-4-26b-a4b,H,aiops2022,propagation_readout,100,1
legacy_q9,gemma-4-26b-a4b,H,aiops2022,trace_table_cell,100,0.99
legacy_q9,gemma-4-26b-a4b,H,aiops2022,window_duration,100,1
legacy_q9,gemma-4-26b-a4b,H,aiops2025,directed_edge,93,0.8172043
legacy_q9,gemma-4-26b-a4b,H,aiops2025,log_display_mode,93,1
legacy_q9,gemma-4-26b-a4b,H,aiops2025,log_table_cell,93,1
legacy_q9,gemma-4-26b-a4b,H,aiops2025,metric_panel_entity,93,1
legacy_q9,gemma-4-26b-a4b,H,aiops2025,metric_printed_baseline,93,1
legacy_q9,gemma-4-26b-a4b,H,aiops2025,metric_printed_peak,93,0.98924731
legacy_q9,gemma-4-26b-a4b,H,aiops2025,propagation_readout,93,1
legacy_q9,gemma-4-26b-a4b,H,aiops2025,trace_table_cell,93,1
legacy_q9,gemma-4-26b-a4b,H,aiops2025,window_duration,93,1
legacy_q9,gemma-4-26b-a4b,H,re2_ob,directed_edge,90,0.15555556
legacy_q9,gemma-4-26b-a4b,H,re2_ob,log_display_mode,90,1
legacy_q9,gemma-4-26b-a4b,H,re2_ob,log_table_cell,90,1
legacy_q9,gemma-4-26b-a4b,H,re2_ob,metric_panel_entity,90,1
legacy_q9,gemma-4-26b-a4b,H,re2_ob,metric_printed_baseline,90,0.95555556
legacy_q9,gemma-4-26b-a4b,H,re2_ob,metric_printed_peak,90,0.93333333
legacy_q9,gemma-4-26b-a4b,H,re2_ob,propagation_readout,90,0.98888889
legacy_q9,gemma-4-26b-a4b,H,re2_ob,trace_table_cell,90,0.98888889
legacy_q9,gemma-4-26b-a4b,H,re2_ob,window_duration,90,1
legacy_q9,gemma-4-26b-a4b,H,re2_tt,directed_edge,90,0.23333333
legacy_q9,gemma-4-26b-a4b,H,re2_tt,log_display_mode,90,1
legacy_q9,gemma-4-26b-a4b,H,re2_tt,log_table_cell,90,1
legacy_q9,gemma-4-26b-a4b,H,re2_tt,metric_panel_entity,90,1
legacy_q9,gemma-4-26b-a4b,H,re2_tt,metric_printed_baseline,90,0.97777778
legacy_q9,gemma-4-26b-a4b,H,re2_tt,metric_printed_peak,90,0.93333333
legacy_q9,gemma-4-26b-a4b,H,re2_tt,propagation_readout,90,0.98888889
legacy_q9,gemma-4-26b-a4b,H,re2_tt,trace_table_cell,90,0.98888889
legacy_q9,gemma-4-26b-a4b,H,re2_tt,window_duration,90,0.81111111
legacy_q9,gemma-4-26b-a4b,P,aegislab,directed_edge,96,0.09375
legacy_q9,gemma-4-26b-a4b,P,aegislab,log_display_mode,96,1
legacy_q9,gemma-4-26b-a4b,P,aegislab,log_table_cell,96,1
legacy_q9,gemma-4-26b-a4b,P,aegislab,metric_panel_entity,96,0.83333333
legacy_q9,gemma-4-26b-a4b,P,aegislab,metric_printed_baseline,96,0.55208333
legacy_q9,gemma-4-26b-a4b,P,aegislab,metric_printed_peak,96,0.61458333
legacy_q9,gemma-4-26b-a4b,P,aegislab,propagation_readout,96,0.86458333
legacy_q9,gemma-4-26b-a4b,P,aegislab,trace_table_cell,96,0.94791667
legacy_q9,gemma-4-26b-a4b,P,aegislab,window_duration,96,0.9375
legacy_q9,gemma-4-26b-a4b,P,aiops2022,directed_edge,100,0.14
legacy_q9,gemma-4-26b-a4b,P,aiops2022,log_display_mode,100,1
legacy_q9,gemma-4-26b-a4b,P,aiops2022,log_table_cell,100,0.93
legacy_q9,gemma-4-26b-a4b,P,aiops2022,metric_panel_entity,100,0.84
legacy_q9,gemma-4-26b-a4b,P,aiops2022,metric_printed_baseline,100,0.57
legacy_q9,gemma-4-26b-a4b,P,aiops2022,metric_printed_peak,100,0.69
legacy_q9,gemma-4-26b-a4b,P,aiops2022,propagation_readout,100,0.91
legacy_q9,gemma-4-26b-a4b,P,aiops2022,trace_table_cell,100,0.88
legacy_q9,gemma-4-26b-a4b,P,aiops2022,window_duration,100,0.99
legacy_q9,gemma-4-26b-a4b,P,aiops2025,directed_edge,93,0.84946237
legacy_q9,gemma-4-26b-a4b,P,aiops2025,log_display_mode,93,1
legacy_q9,gemma-4-26b-a4b,P,aiops2025,log_table_cell,93,0.88172043
legacy_q9,gemma-4-26b-a4b,P,aiops2025,metric_panel_entity,93,0.76344086
legacy_q9,gemma-4-26b-a4b,P,aiops2025,metric_printed_baseline,93,0.65591398
legacy_q9,gemma-4-26b-a4b,P,aiops2025,metric_printed_peak,93,0.60215054
legacy_q9,gemma-4-26b-a4b,P,aiops2025,propagation_readout,93,0.88172043
legacy_q9,gemma-4-26b-a4b,P,aiops2025,trace_table_cell,93,0.92473118
legacy_q9,gemma-4-26b-a4b,P,aiops2025,window_duration,93,0.97849462
legacy_q9,gemma-4-26b-a4b,P,re2_ob,directed_edge,90,0.15555556
legacy_q9,gemma-4-26b-a4b,P,re2_ob,log_display_mode,90,1
legacy_q9,gemma-4-26b-a4b,P,re2_ob,log_table_cell,90,0.9
legacy_q9,gemma-4-26b-a4b,P,re2_ob,metric_panel_entity,90,0.55555556
legacy_q9,gemma-4-26b-a4b,P,re2_ob,metric_printed_baseline,90,0.3
legacy_q9,gemma-4-26b-a4b,P,re2_ob,metric_printed_peak,90,0.61111111
legacy_q9,gemma-4-26b-a4b,P,re2_ob,propagation_readout,90,0.83333333
legacy_q9,gemma-4-26b-a4b,P,re2_ob,trace_table_cell,90,0.87777778
legacy_q9,gemma-4-26b-a4b,P,re2_ob,window_duration,90,0.98888889
legacy_q9,gemma-4-26b-a4b,P,re2_tt,directed_edge,90,0.21111111
legacy_q9,gemma-4-26b-a4b,P,re2_tt,log_display_mode,90,1
legacy_q9,gemma-4-26b-a4b,P,re2_tt,log_table_cell,90,1
legacy_q9,gemma-4-26b-a4b,P,re2_tt,metric_panel_entity,90,0.72222222
legacy_q9,gemma-4-26b-a4b,P,re2_tt,metric_printed_baseline,90,0.43333333
legacy_q9,gemma-4-26b-a4b,P,re2_tt,metric_printed_peak,90,0.57777778
legacy_q9,gemma-4-26b-a4b,P,re2_tt,propagation_readout,90,0.93333333
legacy_q9,gemma-4-26b-a4b,P,re2_tt,trace_table_cell,90,0.85555556
legacy_q9,gemma-4-26b-a4b,P,re2_tt,window_duration,90,1
legacy_q9,gemma-4-26b-a4b,T,aegislab,directed_edge,96,0.29166667
legacy_q9,gemma-4-26b-a4b,T,aegislab,log_display_mode,96,1
legacy_q9,gemma-4-26b-a4b,T,aegislab,log_table_cell,96,0.98958333
legacy_q9,gemma-4-26b-a4b,T,aegislab,metric_panel_entity,96,1
legacy_q9,gemma-4-26b-a4b,T,aegislab,metric_printed_baseline,96,0.89583333
legacy_q9,gemma-4-26b-a4b,T,aegislab,metric_printed_peak,96,1
legacy_q9,gemma-4-26b-a4b,T,aegislab,propagation_readout,96,0.98958333
legacy_q9,gemma-4-26b-a4b,T,aegislab,trace_table_cell,96,0.98958333
legacy_q9,gemma-4-26b-a4b,T,aegislab,window_duration,96,1
legacy_q9,gemma-4-26b-a4b,T,aiops2022,directed_edge,100,0.4
legacy_q9,gemma-4-26b-a4b,T,aiops2022,log_display_mode,100,1
legacy_q9,gemma-4-26b-a4b,T,aiops2022,log_table_cell,100,1
legacy_q9,gemma-4-26b-a4b,T,aiops2022,metric_panel_entity,100,0.99
legacy_q9,gemma-4-26b-a4b,T,aiops2022,metric_printed_baseline,100,0.86
legacy_q9,gemma-4-26b-a4b,T,aiops2022,metric_printed_peak,100,0.97
legacy_q9,gemma-4-26b-a4b,T,aiops2022,propagation_readout,100,1
legacy_q9,gemma-4-26b-a4b,T,aiops2022,trace_table_cell,100,1
legacy_q9,gemma-4-26b-a4b,T,aiops2022,window_duration,100,1
legacy_q9,gemma-4-26b-a4b,T,aiops2025,directed_edge,93,0.90322581
legacy_q9,gemma-4-26b-a4b,T,aiops2025,log_display_mode,93,1
legacy_q9,gemma-4-26b-a4b,T,aiops2025,log_table_cell,93,1
legacy_q9,gemma-4-26b-a4b,T,aiops2025,metric_panel_entity,93,1
legacy_q9,gemma-4-26b-a4b,T,aiops2025,metric_printed_baseline,93,0.96774194
legacy_q9,gemma-4-26b-a4b,T,aiops2025,metric_printed_peak,93,1
legacy_q9,gemma-4-26b-a4b,T,aiops2025,propagation_readout,93,1
legacy_q9,gemma-4-26b-a4b,T,aiops2025,trace_table_cell,93,1
legacy_q9,gemma-4-26b-a4b,T,aiops2025,window_duration,93,1
legacy_q9,gemma-4-26b-a4b,T,re2_ob,directed_edge,90,0.48888889
legacy_q9,gemma-4-26b-a4b,T,re2_ob,log_display_mode,90,1
legacy_q9,gemma-4-26b-a4b,T,re2_ob,log_table_cell,90,1
legacy_q9,gemma-4-26b-a4b,T,re2_ob,metric_panel_entity,90,1
legacy_q9,gemma-4-26b-a4b,T,re2_ob,metric_printed_baseline,90,0.93333333
legacy_q9,gemma-4-26b-a4b,T,re2_ob,metric_printed_peak,90,1
legacy_q9,gemma-4-26b-a4b,T,re2_ob,propagation_readout,90,1
legacy_q9,gemma-4-26b-a4b,T,re2_ob,trace_table_cell,90,0.98888889
legacy_q9,gemma-4-26b-a4b,T,re2_ob,window_duration,90,1
legacy_q9,gemma-4-26b-a4b,T,re2_tt,directed_edge,90,0.47777778
legacy_q9,gemma-4-26b-a4b,T,re2_tt,log_display_mode,90,1
legacy_q9,gemma-4-26b-a4b,T,re2_tt,log_table_cell,90,1
legacy_q9,gemma-4-26b-a4b,T,re2_tt,metric_panel_entity,90,1
legacy_q9,gemma-4-26b-a4b,T,re2_tt,metric_printed_baseline,90,0.92222222
legacy_q9,gemma-4-26b-a4b,T,re2_tt,metric_printed_peak,90,0.98888889
legacy_q9,gemma-4-26b-a4b,T,re2_tt,propagation_readout,90,1
legacy_q9,gemma-4-26b-a4b,T,re2_tt,trace_table_cell,90,0.98888889
legacy_q9,gemma-4-26b-a4b,T,re2_tt,window_duration,90,1
legacy_q9,gemma-4-26b-a4b,V,aegislab,directed_edge,96,0
legacy_q9,gemma-4-26b-a4b,V,aegislab,log_display_mode,96,0.57291667
legacy_q9,gemma-4-26b-a4b,V,aegislab,log_table_cell,96,0.90625
legacy_q9,gemma-4-26b-a4b,V,aegislab,metric_panel_entity,96,1
legacy_q9,gemma-4-26b-a4b,V,aegislab,metric_printed_baseline,96,0.96875
legacy_q9,gemma-4-26b-a4b,V,aegislab,metric_printed_peak,96,0.48958333
legacy_q9,gemma-4-26b-a4b,V,aegislab,propagation_readout,96,0.21875
legacy_q9,gemma-4-26b-a4b,V,aegislab,trace_table_cell,96,0.89583333
legacy_q9,gemma-4-26b-a4b,V,aegislab,window_duration,96,1
legacy_q9,gemma-4-26b-a4b,V,aiops2022,directed_edge,100,0.04
legacy_q9,gemma-4-26b-a4b,V,aiops2022,log_display_mode,100,0.8
legacy_q9,gemma-4-26b-a4b,V,aiops2022,log_table_cell,100,0.97
legacy_q9,gemma-4-26b-a4b,V,aiops2022,metric_panel_entity,100,1
legacy_q9,gemma-4-26b-a4b,V,aiops2022,metric_printed_baseline,100,0.94
legacy_q9,gemma-4-26b-a4b,V,aiops2022,metric_printed_peak,100,0.79
legacy_q9,gemma-4-26b-a4b,V,aiops2022,propagation_readout,100,0.32
legacy_q9,gemma-4-26b-a4b,V,aiops2022,trace_table_cell,100,0.92
legacy_q9,gemma-4-26b-a4b,V,aiops2022,window_duration,100,0.9
legacy_q9,gemma-4-26b-a4b,V,aiops2025,directed_edge,93,0.78494624
legacy_q9,gemma-4-26b-a4b,V,aiops2025,log_display_mode,93,0.72043011
legacy_q9,gemma-4-26b-a4b,V,aiops2025,log_table_cell,93,0.98924731
legacy_q9,gemma-4-26b-a4b,V,aiops2025,metric_panel_entity,93,0.98924731
legacy_q9,gemma-4-26b-a4b,V,aiops2025,metric_printed_baseline,93,0.97849462
legacy_q9,gemma-4-26b-a4b,V,aiops2025,metric_printed_peak,93,0.8172043
legacy_q9,gemma-4-26b-a4b,V,aiops2025,propagation_readout,93,0.20430108
legacy_q9,gemma-4-26b-a4b,V,aiops2025,trace_table_cell,93,0.90322581
legacy_q9,gemma-4-26b-a4b,V,aiops2025,window_duration,93,0.90322581
legacy_q9,gemma-4-26b-a4b,V,re2_ob,directed_edge,90,0.011111111
legacy_q9,gemma-4-26b-a4b,V,re2_ob,log_display_mode,90,0.96666667
legacy_q9,gemma-4-26b-a4b,V,re2_ob,log_table_cell,90,0.93333333
legacy_q9,gemma-4-26b-a4b,V,re2_ob,metric_panel_entity,90,1
legacy_q9,gemma-4-26b-a4b,V,re2_ob,metric_printed_baseline,90,0.95555556
legacy_q9,gemma-4-26b-a4b,V,re2_ob,metric_printed_peak,90,0.53333333
legacy_q9,gemma-4-26b-a4b,V,re2_ob,propagation_readout,90,0.32222222
legacy_q9,gemma-4-26b-a4b,V,re2_ob,trace_table_cell,90,0.83333333
legacy_q9,gemma-4-26b-a4b,V,re2_ob,window_duration,90,1
legacy_q9,gemma-4-26b-a4b,V,re2_tt,directed_edge,90,0.11111111
legacy_q9,gemma-4-26b-a4b,V,re2_tt,log_display_mode,90,0.73333333
legacy_q9,gemma-4-26b-a4b,V,re2_tt,log_table_cell,90,0.93333333
legacy_q9,gemma-4-26b-a4b,V,re2_tt,metric_panel_entity,90,1
legacy_q9,gemma-4-26b-a4b,V,re2_tt,metric_printed_baseline,90,0.98888889
legacy_q9,gemma-4-26b-a4b,V,re2_tt,metric_printed_peak,90,0.5
legacy_q9,gemma-4-26b-a4b,V,re2_tt,propagation_readout,90,0.21111111
legacy_q9,gemma-4-26b-a4b,V,re2_tt,trace_table_cell,90,0.84444444
legacy_q9,gemma-4-26b-a4b,V,re2_tt,window_duration,90,0.47777778
legacy_q9,qwen3.6-27b,H,aegislab,directed_edge,96,0.083333333
legacy_q9,qwen3.6-27b,H,aegislab,log_display_mode,96,1
legacy_q9,qwen3.6-27b,H,aegislab,log_table_cell,96,1
legacy_q9,qwen3.6-27b,H,aegislab,metric_panel_entity,96,1
legacy_q9,qwen3.6-27b,H,aegislab,metric_printed_baseline,96,1
legacy_q9,qwen3.6-27b,H,aegislab,metric_printed_peak,96,1
legacy_q9,qwen3.6-27b,H,aegislab,propagation_readout,96,1
legacy_q9,qwen3.6-27b,H,aegislab,trace_table_cell,96,0.98958333
legacy_q9,qwen3.6-27b,H,aegislab,window_duration,96,1
legacy_q9,qwen3.6-27b,H,aiops2022,directed_edge,100,0.16
legacy_q9,qwen3.6-27b,H,aiops2022,log_display_mode,100,1
legacy_q9,qwen3.6-27b,H,aiops2022,log_table_cell,100,1
legacy_q9,qwen3.6-27b,H,aiops2022,metric_panel_entity,100,1
legacy_q9,qwen3.6-27b,H,aiops2022,metric_printed_baseline,100,1
legacy_q9,qwen3.6-27b,H,aiops2022,metric_printed_peak,100,1
legacy_q9,qwen3.6-27b,H,aiops2022,propagation_readout,100,1
legacy_q9,qwen3.6-27b,H,aiops2022,trace_table_cell,100,1
legacy_q9,qwen3.6-27b,H,aiops2022,window_duration,100,1
legacy_q9,qwen3.6-27b,H,aiops2025,directed_edge,93,0.8172043
