experiment,model,arm,dataset,template,n,accuracy
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_ob,M_R_link,10,1
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_ob,M_direct_read,16,1
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_ob,M_locator_chain,18,0.66666667
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_ob,R_G_link,17,0.058823529
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_ob,R_direct_read,25,1
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_ob,R_locator_chain,30,0
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_tt,G_direct_read,29,1
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_tt,G_locator_chain,31,0.35483871
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_tt,L_G_link,8,0
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_tt,L_R_link,10,0.6
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_tt,L_direct_read,23,1
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_tt,L_locator_chain,11,0.36363636
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_tt,M_G_link,15,0.13333333
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_tt,M_L_link,12,1
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_tt,M_R_link,24,1
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_tt,M_direct_read,21,1
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_tt,M_locator_chain,24,0.625
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_tt,R_G_link,20,0.05
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_tt,R_direct_read,17,1
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_tt,R_locator_chain,22,0.27272727
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aegislab,G_direct_read,20,0.85
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aegislab,G_locator_chain,18,0.16666667
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aegislab,L_direct_read,27,0.96296296
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aegislab,M_G_link,31,0.096774194
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aegislab,M_L_link,3,1
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aegislab,M_R_link,22,0.95454545
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aegislab,M_direct_read,26,1
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aegislab,M_locator_chain,32,0.625
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aegislab,R_G_link,39,0
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aegislab,R_direct_read,23,0.91304348
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aegislab,R_locator_chain,26,0.076923077
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2022,G_direct_read,21,0.80952381
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2022,L_R_link,41,0.31707317
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2022,L_direct_read,27,0.92592593
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2022,L_locator_chain,4,0.25
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2022,M_G_link,16,0
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2022,M_L_link,15,1
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2022,M_R_link,24,1
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2022,M_direct_read,23,1
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2022,M_locator_chain,8,0
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2022,R_direct_read,29,0.96551724
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2022,R_locator_chain,6,0.16666667
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2025,G_direct_read,24,0.83333333
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2025,G_locator_chain,16,0.4375
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2025,L_direct_read,25,0.88
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2025,M_G_link,2,0
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2025,M_L_link,36,0.97222222
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2025,M_R_link,33,0.96969697
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2025,M_direct_read,25,1
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2025,M_locator_chain,14,0.5
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2025,R_G_link,7,0
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2025,R_direct_read,19,1
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2025,R_locator_chain,14,0.071428571
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_ob,G_direct_read,26,0.42307692
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_ob,G_locator_chain,27,0.22222222
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_ob,L_G_link,12,0
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_ob,L_R_link,10,0.3
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_ob,L_direct_read,23,0.95652174
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_ob,L_locator_chain,15,0.2
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_ob,M_G_link,14,0.14285714
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_ob,M_L_link,27,0.96296296
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_ob,M_R_link,10,1
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_ob,M_direct_read,16,1
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_ob,M_locator_chain,18,0.38888889
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_ob,R_G_link,17,0.058823529
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_ob,R_direct_read,25,0.96
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_ob,R_locator_chain,30,0.066666667
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_tt,G_direct_read,29,0.17241379
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_tt,G_locator_chain,31,0.35483871
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_tt,L_G_link,8,0
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_tt,L_R_link,10,0.7
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_tt,L_direct_read,23,0.91304348
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_tt,L_locator_chain,11,0
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_tt,M_G_link,15,0.066666667
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_tt,M_L_link,12,1
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_tt,M_R_link,24,1
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_tt,M_direct_read,21,1
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_tt,M_locator_chain,24,0.66666667
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_tt,R_G_link,20,0
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_tt,R_direct_read,17,1
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_tt,R_locator_chain,22,0.18181818
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aegislab,G_direct_read,20,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aegislab,G_locator_chain,18,0.22222222
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aegislab,L_direct_read,27,0.40740741
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aegislab,M_G_link,31,0.22580645
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aegislab,M_L_link,3,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aegislab,M_R_link,22,0.90909091
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aegislab,M_direct_read,26,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aegislab,M_locator_chain,32,0.5625
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aegislab,R_G_link,39,0
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aegislab,R_direct_read,23,0.91304348
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aegislab,R_locator_chain,26,0.076923077
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2022,G_direct_read,21,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2022,L_R_link,41,0.90243902
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2022,L_direct_read,27,0.81481481
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2022,L_locator_chain,4,0.5
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2022,M_G_link,16,0
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2022,M_L_link,15,0.86666667
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2022,M_R_link,24,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2022,M_direct_read,23,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2022,M_locator_chain,8,0.25
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2022,R_direct_read,29,0.96551724
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2022,R_locator_chain,6,0.33333333
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2025,G_direct_read,24,0.95833333
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2025,G_locator_chain,16,0.4375
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2025,L_direct_read,25,0.68
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2025,M_G_link,2,0
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2025,M_L_link,36,0.88888889
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2025,M_R_link,33,0.93939394
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2025,M_direct_read,25,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2025,M_locator_chain,14,0.5
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2025,R_G_link,7,0
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2025,R_direct_read,19,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2025,R_locator_chain,14,0.071428571
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_ob,G_direct_read,26,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_ob,G_locator_chain,27,0.25925926
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_ob,L_G_link,12,0
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_ob,L_R_link,10,0.7
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_ob,L_direct_read,23,0.65217391
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_ob,L_locator_chain,15,0.46666667
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_ob,M_G_link,14,0.21428571
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_ob,M_L_link,27,0.81481481
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_ob,M_R_link,10,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_ob,M_direct_read,16,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_ob,M_locator_chain,18,0.44444444
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_ob,R_G_link,17,0.058823529
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_ob,R_direct_read,25,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_ob,R_locator_chain,30,0.066666667
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_tt,G_direct_read,29,0.96551724
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_tt,G_locator_chain,31,0.35483871
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_tt,L_G_link,8,0
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_tt,L_R_link,10,0.9
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_tt,L_direct_read,23,0.2173913
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_tt,L_locator_chain,11,0.63636364
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_tt,M_G_link,15,0.066666667
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_tt,M_L_link,12,0.83333333
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_tt,M_R_link,24,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_tt,M_direct_read,21,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_tt,M_locator_chain,24,0.54166667
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_tt,R_G_link,20,0.1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_tt,R_direct_read,17,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_tt,R_locator_chain,22,0.13636364
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aegislab,G_direct_read,20,0.95
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aegislab,G_locator_chain,18,0.22222222
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aegislab,L_direct_read,27,0.22222222
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aegislab,M_G_link,31,0.096774194
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aegislab,M_L_link,3,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aegislab,M_R_link,22,0.90909091
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aegislab,M_direct_read,26,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aegislab,M_locator_chain,32,0.53125
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aegislab,R_G_link,39,0
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aegislab,R_direct_read,23,0.91304348
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aegislab,R_locator_chain,26,0
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2022,G_direct_read,21,0.80952381
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2022,L_R_link,41,0.92682927
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2022,L_direct_read,27,0.81481481
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2022,L_locator_chain,4,0.5
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2022,M_G_link,16,0
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2022,M_L_link,15,0.8
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2022,M_R_link,24,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2022,M_direct_read,23,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2022,M_locator_chain,8,0.25
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2022,R_direct_read,29,0.93103448
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2022,R_locator_chain,6,0.16666667
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2025,G_direct_read,24,0.79166667
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2025,G_locator_chain,16,0.5
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2025,L_direct_read,25,0.6
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2025,M_G_link,2,0
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2025,M_L_link,36,0.86111111
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2025,M_R_link,33,0.93939394
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2025,M_direct_read,25,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2025,M_locator_chain,14,0.57142857
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2025,R_G_link,7,0
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2025,R_direct_read,19,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2025,R_locator_chain,14,0.071428571
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_ob,G_direct_read,26,0.42307692
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_ob,G_locator_chain,27,0.22222222
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_ob,L_G_link,12,0
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_ob,L_R_link,10,0.8
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_ob,L_direct_read,23,0.73913043
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_ob,L_locator_chain,15,0.46666667
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_ob,M_G_link,14,0.14285714
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_ob,M_L_link,27,0.92592593
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_ob,M_R_link,10,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_ob,M_direct_read,16,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_ob,M_locator_chain,18,0.38888889
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_ob,R_G_link,17,0
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_ob,R_direct_read,25,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_ob,R_locator_chain,30,0.066666667
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_tt,G_direct_read,29,0.24137931
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_tt,G_locator_chain,31,0.4516129
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_tt,L_G_link,8,0
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_tt,L_R_link,10,0.8
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_tt,L_direct_read,23,0.2173913
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_tt,L_locator_chain,11,0.36363636
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_tt,M_G_link,15,0.066666667
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_tt,M_L_link,12,0.58333333
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_tt,M_R_link,24,0.95833333
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_tt,M_direct_read,21,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_tt,M_locator_chain,24,0.58333333
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_tt,R_G_link,20,0.05
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_tt,R_direct_read,17,1
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_tt,R_locator_chain,22,0.18181818
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aegislab,G_direct_read,20,1
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aegislab,G_locator_chain,18,0.27777778
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aegislab,L_direct_read,27,0.96296296
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aegislab,M_G_link,31,0.22580645
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aegislab,M_L_link,3,1
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aegislab,M_R_link,22,0.95454545
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aegislab,M_direct_read,26,1
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aegislab,M_locator_chain,32,0.625
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aegislab,R_G_link,39,0.076923077
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aegislab,R_direct_read,23,0.82608696
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aegislab,R_locator_chain,26,0.23076923
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2022,G_direct_read,21,0.95238095
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2022,L_R_link,41,0.29268293
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2022,L_direct_read,27,0.88888889
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2022,L_locator_chain,4,0.25
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2022,M_G_link,16,0
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2022,M_L_link,15,0.93333333
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2022,M_R_link,24,1
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2022,M_direct_read,23,1
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2022,M_locator_chain,8,0.5
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2022,R_direct_read,29,0.89655172
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2022,R_locator_chain,6,0.33333333
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2025,G_direct_read,24,0.95833333
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2025,G_locator_chain,16,0.5
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2025,L_direct_read,25,1
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2025,M_G_link,2,0
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2025,M_L_link,36,1
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2025,M_R_link,33,1
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2025,M_direct_read,25,1
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2025,M_locator_chain,14,0.85714286
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2025,R_G_link,7,0
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2025,R_direct_read,19,0.94736842
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2025,R_locator_chain,14,0.28571429
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_ob,G_direct_read,26,1
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_ob,G_locator_chain,27,0.37037037
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_ob,L_G_link,12,0.083333333
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_ob,L_R_link,10,0.3
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_ob,L_direct_read,23,0.91304348
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_ob,L_locator_chain,15,0.066666667
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_ob,M_G_link,14,0.14285714
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_ob,M_L_link,27,1
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_ob,M_R_link,10,0.9
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_ob,M_direct_read,16,1
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_ob,M_locator_chain,18,0.38888889
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_ob,R_G_link,17,0.11764706
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_ob,R_direct_read,25,0.88
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_ob,R_locator_chain,30,0.16666667
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_tt,G_direct_read,29,0.96551724
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_tt,G_locator_chain,31,0.4516129
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_tt,L_G_link,8,0
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_tt,L_R_link,10,0.6
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_tt,L_direct_read,23,0.69565217
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_tt,L_locator_chain,11,0.18181818
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_tt,M_G_link,15,0.13333333
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_tt,M_L_link,12,1
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_tt,M_R_link,24,0.91666667
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_tt,M_direct_read,21,1
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_tt,M_locator_chain,24,0.5
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_tt,R_G_link,20,0.05
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_tt,R_direct_read,17,0.76470588
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_tt,R_locator_chain,22,0.40909091
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,aegislab,G_direct_read,20,0.85
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,aegislab,G_locator_chain,18,0.27777778
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,aegislab,L_direct_read,27,0.88888889
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,aegislab,M_G_link,31,0.12903226
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,aegislab,M_L_link,3,1
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,aegislab,M_R_link,22,1
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,aegislab,M_direct_read,26,1
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,aegislab,M_locator_chain,32,0.5625
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,aegislab,R_G_link,39,0.1025641
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,aegislab,R_direct_read,23,0.82608696
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,aegislab,R_locator_chain,26,0.15384615
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,aiops2022,G_direct_read,21,0.76190476
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,aiops2022,L_R_link,41,0.24390244
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,aiops2022,L_direct_read,27,0.92592593
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,aiops2022,L_locator_chain,4,0.25
