experiment,model,arm,dataset_scope,n,case_n,complete_chain_accuracy,correct_prefix_accuracy,step_accuracy,query_membership_valid,level_1_complete_chain_accuracy,level_2_complete_chain_accuracy,level_3_complete_chain_accuracy,ac@1,ac@3,ac@5,avg@3,avg@5,mrr
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gt,all_469,469,469,0.32622601,0.48975361,0.51314854,1,0.45415778,0.22489083,0.27108434,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gv,all_469,469,469,0.28571429,0.44740583,0.4790334,1,0.37526652,0.20960699,0.22590361,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gt,all_469,469,469,0.38343994,0.48868751,0.47441365,1,0.59061834,0.26637555,0.21987952,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gv,all_469,469,469,0.41329069,0.52380952,0.5188344,1,0.60554371,0.31441048,0.2439759,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,all_469,469,469,0.36318408,0.50698887,0.51208244,1,0.53518124,0.28165939,0.18975904,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,all_469,469,469,0.4100924,0.5453684,0.55294954,1,0.56929638,0.33842795,0.23493976,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,all_469,469,469,0.37455579,0.51066098,0.50675195,1,0.59061834,0.24017467,0.23192771,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gv,all_469,469,469,0.41080313,0.54394693,0.54619758,1,0.59275053,0.30131004,0.25903614,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gt,all_469,469,469,0.34612651,0.52191424,0.52878465,1,0.51812367,0.22925764,0.22891566,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,all_469,469,469,0.30312722,0.47885572,0.50390903,0.9978678,0.41577825,0.23362445,0.20180723,,,,,,
cross_region,qwen3.8-27b,P,all_469,469,469,0.44882729,0.51504383,0.46766169,1,0.75266525,0.32532751,0.14457831,,,,,,
cross_region,qwen3.8-27b,V,all_469,469,469,0.26687989,0.42608387,0.45771144,1,0.35607676,0.22925764,0.15361446,,,,,,
cross_region,qwen3.8-27b,H,headline_289,289,289,0.34948097,0.47866205,0.49596309,1,0.46712803,0.25089606,0.27922078,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gt,headline_289,289,289,0.4532872,0.53277586,0.51095732,1,0.6816609,0.28673835,0.27922078,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gv,headline_289,289,289,0.33044983,0.42512495,0.42906574,1,0.48788927,0.22580645,0.22077922,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gt,headline_289,289,289,0.33102653,0.44732795,0.46136101,1,0.43944637,0.22939068,0.29220779,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gv,headline_289,289,289,0.3189158,0.44377163,0.46251442,1,0.42560554,0.23297491,0.24675325,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gt,headline_289,289,289,0.31084198,0.42810458,0.44002307,1,0.44982699,0.19713262,0.22077922,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gv,headline_289,289,289,0.34544406,0.44607843,0.4532872,1,0.47750865,0.23655914,0.25324675,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gt,headline_289,289,289,0.31372549,0.46251442,0.48385236,1,0.41522491,0.21146953,0.27272727,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gv,headline_289,289,289,0.30334487,0.45626682,0.47981546,1,0.4083045,0.21146953,0.21428571,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gt,headline_289,289,289,0.39100346,0.4863514,0.47058824,1,0.58131488,0.24014337,0.25324675,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gv,headline_289,289,289,0.42733564,0.52777778,0.51499423,1,0.62629758,0.27598566,0.27272727,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,headline_289,289,289,0.38927336,0.51912726,0.52479815,1,0.52941176,0.30107527,0.22727273,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,headline_289,289,289,0.43483276,0.56430219,0.57151096,1,0.57785467,0.3297491,0.27922078,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,headline_289,289,289,0.37254902,0.49721261,0.48558247,1,0.5916955,0.22222222,0.18831169,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gv,headline_289,289,289,0.43367935,0.54815456,0.53575548,1,0.64013841,0.27240143,0.26623377,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gt,headline_289,289,289,0.34659746,0.51220684,0.52191465,1,0.4982699,0.22580645,0.21428571,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,headline_289,289,289,0.31084198,0.47654748,0.49077278,1,0.4532872,0.2078853,0.16233766,,,,,,
cross_region,qwen3.8-27b,P,headline_289,289,289,0.46597463,0.5239331,0.47462514,1,0.74740484,0.29749104,0.16883117,,,,,,
cross_region,qwen3.8-27b,V,headline_289,289,289,0.27508651,0.42550942,0.44867359,1,0.37370242,0.21146953,0.13636364,,,,,,
cross_region,qwen3.8-27b,H,re2_ob,90,90,0.27407407,0.42962963,0.44259259,1,0.44444444,0.23333333,0.14444444,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gt,re2_ob,90,90,0.46666667,0.54938272,0.53333333,1,0.78888889,0.37777778,0.23333333,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gv,re2_ob,90,90,0.34814815,0.45987654,0.46666667,1,0.5,0.37777778,0.16666667,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gt,re2_ob,90,90,0.27407407,0.4154321,0.46111111,1,0.44444444,0.21111111,0.16666667,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gv,re2_ob,90,90,0.30740741,0.45864198,0.47962963,1,0.44444444,0.25555556,0.22222222,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gt,re2_ob,90,90,0.32222222,0.45123457,0.46111111,1,0.52222222,0.23333333,0.21111111,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gv,re2_ob,90,90,0.36666667,0.49320988,0.51111111,1,0.53333333,0.32222222,0.24444444,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gt,re2_ob,90,90,0.36666667,0.54197531,0.5537037,1,0.56666667,0.26666667,0.26666667,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gv,re2_ob,90,90,0.28518519,0.44444444,0.48703704,1,0.34444444,0.25555556,0.25555556,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gt,re2_ob,90,90,0.38148148,0.48765432,0.48148148,1,0.61111111,0.33333333,0.2,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gv,re2_ob,90,90,0.3962963,0.5,0.50925926,1,0.58888889,0.37777778,0.22222222,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_ob,90,90,0.33333333,0.49012346,0.49444444,1,0.57777778,0.27777778,0.14444444,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_ob,90,90,0.4,0.53518519,0.52777778,1,0.64444444,0.36666667,0.18888889,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,re2_ob,90,90,0.41481481,0.55185185,0.55740741,1,0.63333333,0.26666667,0.34444444,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gv,re2_ob,90,90,0.4037037,0.5308642,0.54444444,1,0.56666667,0.37777778,0.26666667,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gt,re2_ob,90,90,0.37777778,0.54444444,0.53518519,1,0.58888889,0.26666667,0.27777778,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_ob,90,90,0.31481481,0.48333333,0.51851852,1,0.37777778,0.3,0.26666667,,,,,,
cross_region,qwen3.8-27b,P,re2_ob,90,90,0.45185185,0.51234568,0.45740741,1,0.82222222,0.38888889,0.14444444,,,,,,
cross_region,qwen3.8-27b,V,re2_ob,90,90,0.28518519,0.41851852,0.4537037,1,0.36666667,0.28888889,0.2,,,,,,
cross_region,qwen3.8-27b,H,re2_tt,90,90,0.31111111,0.4787037,0.50555556,1,0.46666667,0.2247191,0.22727273,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gt,re2_tt,90,90,0.43518519,0.53796296,0.52777778,1,0.68888889,0.35955056,0.23863636,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gv,re2_tt,90,90,0.31851852,0.43364198,0.45,1,0.45555556,0.26966292,0.21590909,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gt,re2_tt,90,90,0.31111111,0.46574074,0.47592593,1,0.51111111,0.2247191,0.18181818,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gv,re2_tt,90,90,0.25185185,0.41080247,0.45,1,0.33333333,0.23595506,0.17045455,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gt,re2_tt,90,90,0.38148148,0.53302469,0.5462963,1,0.56666667,0.28089888,0.28409091,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gv,re2_tt,90,90,0.3037037,0.46141975,0.5037037,1,0.4,0.23595506,0.26136364,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gt,re2_tt,90,90,0.32592593,0.525,0.56666667,1,0.46666667,0.2247191,0.27272727,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gv,re2_tt,90,90,0.22962963,0.42191358,0.46851852,1,0.3,0.15730337,0.21590909,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gt,re2_tt,90,90,0.36111111,0.49722222,0.47962963,1,0.6,0.28089888,0.18181818,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gv,re2_tt,90,90,0.38518519,0.53487654,0.54074074,1,0.55555556,0.37078652,0.21590909,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_tt,90,90,0.30925926,0.48487654,0.48888889,1,0.51111111,0.2247191,0.17045455,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_tt,90,90,0.34074074,0.49475309,0.51851852,1,0.46666667,0.33707865,0.20454545,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,re2_tt,90,90,0.34074074,0.51265432,0.52407407,1,0.54444444,0.26966292,0.19318182,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gv,re2_tt,90,90,0.34444444,0.54351852,0.58148148,1,0.46666667,0.31460674,0.23863636,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gt,re2_tt,90,90,0.31296296,0.53055556,0.54444444,1,0.51111111,0.20224719,0.20454545,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_tt,90,90,0.26666667,0.48179012,0.53148148,0.98888889,0.33333333,0.24719101,0.20454545,,,,,,
cross_region,qwen3.8-27b,P,re2_tt,90,90,0.39074074,0.48919753,0.45555556,1,0.7,0.34831461,0.10227273,,,,,,
cross_region,qwen3.8-27b,V,re2_tt,90,90,0.22222222,0.43549383,0.49074074,1,0.28888889,0.2247191,0.13636364,,,,,,
direct_rca,gemma-4-26b-a4b,F,aegislab,96,96,,,,,,,,0.46875,0.57291667,0.58333333,0.52430556,0.54583333,0.51597222
direct_rca,gemma-4-26b-a4b,H,aegislab,96,96,,,,,,,,0.35416667,0.46875,0.48958333,0.41319444,0.44166667,0.40746528
direct_rca,gemma-4-26b-a4b,P,aegislab,96,96,,,,,,,,0.23958333,0.23958333,0.23958333,0.23958333,0.23958333,0.23958333
direct_rca,gemma-4-26b-a4b,R,aegislab,96,96,,,,,,,,0.41666667,0.52083333,0.53125,0.46875,0.49166667,0.46215278
direct_rca,gemma-4-26b-a4b,T,aegislab,96,96,,,,,,,,0.41666667,0.5625,0.625,0.5,0.54375,0.49670139
direct_rca,gemma-4-26b-a4b,V,aegislab,96,96,,,,,,,,0.35416667,0.40625,0.41666667,0.38888889,0.4,0.3828125
direct_rca,gemma-4-26b-a4b,F,aiops2022,100,100,,,,,,,,0.36,0.46,0.49,0.41333333,0.442,0.41033333
direct_rca,gemma-4-26b-a4b,H,aiops2022,100,100,,,,,,,,0.3,0.49,0.53,0.40333333,0.45,0.39233333
direct_rca,gemma-4-26b-a4b,P,aiops2022,100,100,,,,,,,,0.26,0.28,0.3,0.26666667,0.278,0.27116667
direct_rca,gemma-4-26b-a4b,R,aiops2022,100,100,,,,,,,,0.22,0.34,0.36,0.28,0.312,0.275
direct_rca,gemma-4-26b-a4b,T,aiops2022,100,100,,,,,,,,0.34,0.51,0.54,0.43,0.47,0.41983333
direct_rca,gemma-4-26b-a4b,V,aiops2022,100,100,,,,,,,,0.21,0.28,0.28,0.25,0.262,0.24166667
direct_rca,gemma-4-26b-a4b,F,aiops2025,93,93,,,,,,,,0.16129032,0.30107527,0.3655914,0.23297491,0.27956989,0.23494624
direct_rca,gemma-4-26b-a4b,H,aiops2025,93,93,,,,,,,,0.20430108,0.32258065,0.37634409,0.25806452,0.29892473,0.26272401
direct_rca,gemma-4-26b-a4b,P,aiops2025,93,93,,,,,,,,0.15053763,0.16129032,0.16129032,0.15770609,0.15913978,0.15591398
direct_rca,gemma-4-26b-a4b,R,aiops2025,93,93,,,,,,,,0.19354839,0.2688172,0.29032258,0.22939068,0.2516129,0.22885305
direct_rca,gemma-4-26b-a4b,T,aiops2025,93,93,,,,,,,,0.1827957,0.30107527,0.35483871,0.2437276,0.27956989,0.24426523
direct_rca,gemma-4-26b-a4b,V,aiops2025,93,93,,,,,,,,0.17204301,0.19354839,0.23655914,0.1827957,0.20430108,0.19175627
direct_rca,gemma-4-26b-a4b,F,all_469,469,469,,,,,,,,0.46268657,0.61407249,0.63965885,0.5387349,0.57697228,0.53180526
direct_rca,gemma-4-26b-a4b,H,all_469,469,469,,,,,,,,0.40085288,0.58208955,0.62686567,0.49680171,0.5445629,0.48916134
direct_rca,gemma-4-26b-a4b,P,all_469,469,469,,,,,,,,0.30277186,0.31130064,0.31556503,0.30632552,0.30959488,0.30692964
direct_rca,gemma-4-26b-a4b,R,all_469,469,469,,,,,,,,0.42857143,0.53304904,0.55010661,0.48258706,0.50831557,0.47693674
direct_rca,gemma-4-26b-a4b,T,all_469,469,469,,,,,,,,0.44989339,0.6098081,0.66098081,0.53518124,0.57953092,0.53049041
direct_rca,gemma-4-26b-a4b,V,all_469,469,469,,,,,,,,0.38379531,0.45202559,0.46695096,0.4235963,0.44051173,0.41869225
direct_rca,gemma-4-26b-a4b,F,headline_289,289,289,,,,,,,,0.33217993,0.44636678,0.48096886,0.39215686,0.42422145,0.38898501
direct_rca,gemma-4-26b-a4b,H,headline_289,289,289,,,,,,,,0.28719723,0.42906574,0.46712803,0.35986159,0.39861592,0.35565167
direct_rca,gemma-4-26b-a4b,P,headline_289,289,289,,,,,,,,0.21799308,0.2283737,0.23529412,0.22260669,0.22698962,0.22358708
direct_rca,gemma-4-26b-a4b,R,headline_289,289,289,,,,,,,,0.27681661,0.37716263,0.39446367,0.32641292,0.35224913,0.32231834
direct_rca,gemma-4-26b-a4b,T,headline_289,289,289,,,,,,,,0.31487889,0.46020761,0.50865052,0.39331027,0.43321799,0.38886967
direct_rca,gemma-4-26b-a4b,V,headline_289,289,289,,,,,,,,0.24567474,0.29411765,0.31141869,0.2745098,0.28927336,0.27249135
direct_rca,gemma-4-26b-a4b,F,re2_ob,90,90,,,,,,,,0.7,0.95555556,0.96666667,0.81481481,0.87555556,0.80277778
direct_rca,gemma-4-26b-a4b,H,re2_ob,90,90,,,,,,,,0.58888889,0.87777778,0.93333333,0.74074074,0.81777778,0.72685185
direct_rca,gemma-4-26b-a4b,P,re2_ob,90,90,,,,,,,,0.54444444,0.55555556,0.55555556,0.54814815,0.55111111,0.54814815
direct_rca,gemma-4-26b-a4b,R,re2_ob,90,90,,,,,,,,0.75555556,0.86666667,0.87777778,0.80740741,0.83555556,0.80277778
direct_rca,gemma-4-26b-a4b,T,re2_ob,90,90,,,,,,,,0.7,0.92222222,0.95555556,0.81481481,0.86888889,0.80222222
direct_rca,gemma-4-26b-a4b,V,re2_ob,90,90,,,,,,,,0.67777778,0.81111111,0.82222222,0.75555556,0.78222222,0.74166667
direct_rca,gemma-4-26b-a4b,F,re2_tt,90,90,,,,,,,,0.64444444,0.81111111,0.82222222,0.73333333,0.76888889,0.71944444
direct_rca,gemma-4-26b-a4b,H,re2_tt,90,90,,,,,,,,0.57777778,0.77777778,0.83333333,0.69259259,0.74,0.68018519
direct_rca,gemma-4-26b-a4b,P,re2_tt,90,90,,,,,,,,0.33333333,0.33333333,0.33333333,0.33333333,0.33333333,0.33333333
direct_rca,gemma-4-26b-a4b,R,re2_tt,90,90,,,,,,,,0.58888889,0.7,0.72222222,0.65925926,0.68222222,0.64759259
direct_rca,gemma-4-26b-a4b,T,re2_tt,90,90,,,,,,,,0.63333333,0.77777778,0.85555556,0.71111111,0.76,0.71351852
direct_rca,gemma-4-26b-a4b,V,re2_tt,90,90,,,,,,,,0.53333333,0.6,0.61111111,0.57037037,0.58444444,0.56518519
direct_rca,qwen3.6-27b,F,aegislab,96,96,,,,,,,,0.36458333,0.65625,0.72916667,0.50694444,0.5875,0.50052083
direct_rca,qwen3.6-27b,H,aegislab,96,96,,,,,,,,0.36458333,0.63541667,0.70833333,0.51388889,0.58333333,0.50052083
direct_rca,qwen3.6-27b,P,aegislab,96,96,,,,,,,,0.26041667,0.5625,0.59375,0.42361111,0.4875,0.39913194
direct_rca,qwen3.6-27b,R,aegislab,96,96,,,,,,,,0.34375,0.59375,0.63541667,0.47569444,0.53333333,0.46024306
direct_rca,qwen3.6-27b,T,aegislab,96,96,,,,,,,,0.42708333,0.69791667,0.8125,0.56944444,0.65,0.56788194
direct_rca,qwen3.6-27b,V,aegislab,96,96,,,,,,,,0.35416667,0.61458333,0.64583333,0.48958333,0.55,0.47256944
direct_rca,qwen3.6-27b,F,aiops2022,100,100,,,,,,,,0.19,0.36,0.48,0.28666667,0.35,0.29316667
direct_rca,qwen3.6-27b,H,aiops2022,100,100,,,,,,,,0.2,0.37,0.42,0.29333333,0.342,0.287
direct_rca,qwen3.6-27b,P,aiops2022,100,100,,,,,,,,0.13,0.31,0.34,0.22666667,0.272,0.21583333
direct_rca,qwen3.6-27b,R,aiops2022,100,100,,,,,,,,0.2,0.36,0.4,0.29666667,0.334,0.284
direct_rca,qwen3.6-27b,T,aiops2022,100,100,,,,,,,,0.26,0.39,0.48,0.33,0.378,0.33616667
direct_rca,qwen3.6-27b,V,aiops2022,100,100,,,,,,,,0.17,0.41,0.46,0.3,0.358,0.286
direct_rca,qwen3.6-27b,F,aiops2025,93,93,,,,,,,,0.20430108,0.3655914,0.43010753,0.28673835,0.34193548,0.28799283
direct_rca,qwen3.6-27b,H,aiops2025,93,93,,,,,,,,0.1827957,0.33333333,0.39784946,0.2688172,0.31397849,0.26541219
direct_rca,qwen3.6-27b,P,aiops2025,93,93,,,,,,,,0.21505376,0.34408602,0.3655914,0.28315412,0.31612903,0.27598566
direct_rca,qwen3.6-27b,R,aiops2025,93,93,,,,,,,,0.24731183,0.38709677,0.48387097,0.32258065,0.37634409,0.3297491
direct_rca,qwen3.6-27b,T,aiops2025,93,93,,,,,,,,0.1827957,0.31182796,0.40860215,0.24731183,0.30322581,0.25860215
direct_rca,qwen3.6-27b,V,aiops2025,93,93,,,,,,,,0.21505376,0.3655914,0.44086022,0.29390681,0.34193548,0.29569892
direct_rca,qwen3.6-27b,F,all_469,469,469,,,,,,,,0.39658849,0.63113006,0.68869936,0.52167733,0.58336887,0.51133618
direct_rca,qwen3.6-27b,H,all_469,469,469,,,,,,,,0.37313433,0.60767591,0.65245203,0.50461976,0.55991471,0.48820185
direct_rca,qwen3.6-27b,P,all_469,469,469,,,,,,,,0.29211087,0.52025586,0.53944563,0.40938166,0.46055437,0.39335466
direct_rca,qwen3.6-27b,R,all_469,469,469,,,,,,,,0.34968017,0.55223881,0.60767591,0.46197584,0.51428571,0.45195451
direct_rca,qwen3.6-27b,T,all_469,469,469,,,,,,,,0.42217484,0.63113006,0.69936034,0.53375977,0.59189765,0.52782516
direct_rca,qwen3.6-27b,V,all_469,469,469,,,,,,,,0.32409382,0.56289979,0.62046908,0.44776119,0.5108742,0.43862829
direct_rca,qwen3.6-27b,F,headline_289,289,289,,,,,,,,0.25259516,0.46020761,0.5467128,0.35986159,0.42629758,0.36038062
direct_rca,qwen3.6-27b,H,headline_289,289,289,,,,,,,,0.24913495,0.44636678,0.50865052,0.35870819,0.41314879,0.35098039
direct_rca,qwen3.6-27b,P,headline_289,289,289,,,,,,,,0.20069204,0.40484429,0.43252595,0.31026528,0.35778547,0.29607843
direct_rca,qwen3.6-27b,R,headline_289,289,289,,,,,,,,0.26297578,0.44636678,0.50519031,0.3644752,0.41384083,0.35726644
direct_rca,qwen3.6-27b,T,headline_289,289,289,,,,,,,,0.29065744,0.46712803,0.56747405,0.38292964,0.44429066,0.38817762
direct_rca,qwen3.6-27b,V,headline_289,289,289,,,,,,,,0.24567474,0.46366782,0.51557093,0.36101499,0.416609,0.35109573
direct_rca,qwen3.6-27b,F,re2_ob,90,90,,,,,,,,0.65555556,0.96666667,0.97777778,0.83333333,0.89111111,0.79907407
direct_rca,qwen3.6-27b,H,re2_ob,90,90,,,,,,,,0.57777778,0.92222222,0.93333333,0.78148148,0.84,0.73925926
direct_rca,qwen3.6-27b,P,re2_ob,90,90,,,,,,,,0.52222222,0.74444444,0.75555556,0.62962963,0.68,0.61574074
direct_rca,qwen3.6-27b,R,re2_ob,90,90,,,,,,,,0.54444444,0.83333333,0.85555556,0.7037037,0.76444444,0.67777778
direct_rca,qwen3.6-27b,T,re2_ob,90,90,,,,,,,,0.66666667,0.93333333,0.95555556,0.81481481,0.86888889,0.79018519
direct_rca,qwen3.6-27b,V,re2_ob,90,90,,,,,,,,0.46666667,0.81111111,0.86666667,0.65925926,0.74,0.6337037
direct_rca,qwen3.6-27b,F,re2_tt,90,90,,,,,,,,0.6,0.84444444,0.85555556,0.72962963,0.78,0.70833333
direct_rca,qwen3.6-27b,H,re2_tt,90,90,,,,,,,,0.56666667,0.81111111,0.83333333,0.6962963,0.75111111,0.67777778
direct_rca,qwen3.6-27b,P,re2_tt,90,90,,,,,,,,0.35555556,0.66666667,0.66666667,0.50740741,0.57111111,0.48333333
direct_rca,qwen3.6-27b,R,re2_tt,90,90,,,,,,,,0.43333333,0.61111111,0.68888889,0.53333333,0.58666667,0.53018519
direct_rca,qwen3.6-27b,T,re2_tt,90,90,,,,,,,,0.6,0.85555556,0.86666667,0.73703704,0.78888889,0.71388889
direct_rca,qwen3.6-27b,V,re2_tt,90,90,,,,,,,,0.43333333,0.63333333,0.71111111,0.51481481,0.58444444,0.52462963
direct_rca,qwen3.8-27b,F,aegislab,96,96,,,,,,,,0.33333333,0.57291667,0.66666667,0.45833333,0.53333333,0.45711806
direct_rca,qwen3.8-27b,H,aegislab,96,96,,,,,,,,0.375,0.5625,0.64583333,0.47916667,0.53958333,0.47760417
direct_rca,qwen3.8-27b,P,aegislab,96,96,,,,,,,,0.28125,0.54166667,0.63541667,0.41319444,0.4875,0.41041667
direct_rca,qwen3.8-27b,R,aegislab,96,96,,,,,,,,0.33333333,0.59375,0.69791667,0.47222222,0.56041667,0.47170139
direct_rca,qwen3.8-27b,T,aegislab,96,96,,,,,,,,0.35416667,0.58333333,0.67708333,0.47222222,0.54583333,0.47274306
direct_rca,qwen3.8-27b,V,aegislab,96,96,,,,,,,,0.3125,0.55208333,0.625,0.43055556,0.50625,0.42916667
direct_rca,qwen3.8-27b,F,aiops2022,100,100,,,,,,,,0.23,0.38,0.42,0.30666667,0.346,0.30183333
direct_rca,qwen3.8-27b,H,aiops2022,100,100,,,,,,,,0.21,0.35,0.42,0.27666667,0.324,0.28166667
direct_rca,qwen3.8-27b,P,aiops2022,100,100,,,,,,,,0.07,0.3,0.43,0.17333333,0.27,0.191
direct_rca,qwen3.8-27b,R,aiops2022,100,100,,,,,,,,0.14,0.38,0.44,0.27333333,0.336,0.26066667
direct_rca,qwen3.8-27b,T,aiops2022,100,100,,,,,,,,0.26,0.39,0.44,0.32666667,0.37,0.327
direct_rca,qwen3.8-27b,V,aiops2022,100,100,,,,,,,,0.11,0.38,0.48,0.26,0.338,0.2525
direct_rca,qwen3.8-27b,F,aiops2025,93,93,,,,,,,,0.15053763,0.35483871,0.43010753,0.2688172,0.32473118,0.26039427
direct_rca,qwen3.8-27b,H,aiops2025,93,93,,,,,,,,0.15053763,0.32258065,0.40860215,0.23655914,0.29677419,0.24157706
direct_rca,qwen3.8-27b,P,aiops2025,93,93,,,,,,,,0.17204301,0.31182796,0.41935484,0.2437276,0.30752688,0.25645161
direct_rca,qwen3.8-27b,R,aiops2025,93,93,,,,,,,,0.20430108,0.37634409,0.47311828,0.29390681,0.36129032,0.30089606
direct_rca,qwen3.8-27b,T,aiops2025,93,93,,,,,,,,0.13978495,0.35483871,0.39784946,0.25448029,0.30752688,0.24265233
direct_rca,qwen3.8-27b,V,aiops2025,93,93,,,,,,,,0.17204301,0.31182796,0.41935484,0.24014337,0.30967742,0.25573477
direct_rca,qwen3.8-27b,F,all_469,469,469,,,,,,,,0.33049041,0.58848614,0.64605544,0.47050462,0.53560768,0.45660981
direct_rca,qwen3.8-27b,H,all_469,469,469,,,,,,,,0.31343284,0.55863539,0.62686567,0.44633973,0.5130064,0.43642502
direct_rca,qwen3.8-27b,P,all_469,469,469,,,,,,,,0.19616205,0.45628998,0.60341151,0.32480455,0.42473348,0.33773987
direct_rca,qwen3.8-27b,R,all_469,469,469,,,,,,,,0.26865672,0.52665245,0.6098081,0.40653873,0.48358209,0.40031983
direct_rca,qwen3.8-27b,T,all_469,469,469,,,,,,,,0.31982942,0.57995736,0.63965885,0.46197584,0.52921109,0.44822317
direct_rca,qwen3.8-27b,V,all_469,469,469,,,,,,,,0.24733475,0.50319829,0.62046908,0.38450604,0.47164179,0.38606965
direct_rca,qwen3.8-27b,F,headline_289,289,289,,,,,,,,0.23875433,0.43598616,0.50519031,0.34486736,0.40138408,0.34008074
direct_rca,qwen3.8-27b,H,headline_289,289,289,,,,,,,,0.24567474,0.41176471,0.49134948,0.33102653,0.38685121,0.33385236
direct_rca,qwen3.8-27b,P,headline_289,289,289,,,,,,,,0.17301038,0.38408304,0.49480969,0.27566321,0.35432526,0.2849481
direct_rca,qwen3.8-27b,R,headline_289,289,289,,,,,,,,0.22491349,0.44982699,0.53633218,0.34602076,0.41868512,0.34371396
direct_rca,qwen3.8-27b,T,headline_289,289,289,,,,,,,,0.25259516,0.44290657,0.50519031,0.35178777,0.4083045,0.3482699
direct_rca,qwen3.8-27b,V,headline_289,289,289,,,,,,,,0.19723183,0.41522491,0.50865052,0.31026528,0.38477509,0.31222607
direct_rca,qwen3.8-27b,F,re2_ob,90,90,,,,,,,,0.47777778,0.87777778,0.9,0.71111111,0.78666667,0.66666667
direct_rca,qwen3.8-27b,H,re2_ob,90,90,,,,,,,,0.43333333,0.85555556,0.87777778,0.67777778,0.75777778,0.63148148
direct_rca,qwen3.8-27b,P,re2_ob,90,90,,,,,,,,0.25555556,0.64444444,0.85555556,0.46296296,0.61111111,0.47462963
direct_rca,qwen3.8-27b,R,re2_ob,90,90,,,,,,,,0.33333333,0.72222222,0.77777778,0.54814815,0.63555556,0.51833333
