experiment,model,arm,dataset_scope,n,case_n,complete_chain_accuracy,correct_prefix_accuracy,step_accuracy,query_membership_valid,level_1_complete_chain_accuracy,level_2_complete_chain_accuracy,level_3_complete_chain_accuracy,ac@1,ac@3,ac@5,avg@3,avg@5,mrr
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gt,aiops2022,100,100,0.76166667,0.8325,0.82,1,0.88,0.6875,0.38888889,,,,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gv,aiops2022,100,100,0.75166667,0.81972222,0.80166667,1,0.87,0.67708333,0.5,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,aiops2022,100,100,0.72333333,0.7725,0.71333333,1,0.98,0.54166667,0.055555556,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2022,100,100,0.7,0.75027778,0.70166667,1,0.93,0.54166667,0.11111111,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2022,100,100,0.82166667,0.87611111,0.86166667,1,0.94,0.77083333,0.33333333,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2022,100,100,0.795,0.85194444,0.845,1,0.89,0.77083333,0.27777778,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2022,100,100,0.71166667,0.76111111,0.715,1,0.93,0.52083333,0.38888889,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,aiops2022,100,100,0.68333333,0.7375,0.695,1,0.89,0.5,0.44444444,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gt,aiops2022,100,100,0.76166667,0.83305556,0.815,1,0.9,0.66666667,0.44444444,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gv,aiops2022,100,100,0.7,0.775,0.76,1,0.82,0.63541667,0.38888889,,,,,,
cross_region,qwen3.6-27b,P,aiops2022,100,100,0.65166667,0.70027778,0.64,1,0.94,0.42708333,0,,,,,,
cross_region,qwen3.6-27b,V,aiops2022,100,100,0.66833333,0.74583333,0.74166667,1,0.76,0.625,0.27777778,,,,,,
cross_region,qwen3.6-27b,H,aiops2025,93,93,0.85483871,0.90173238,0.89605735,1,0.96774194,0.85897436,0.45454545,,,,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gt,aiops2025,93,93,0.83691756,0.86947431,0.85304659,1,0.96774194,0.85897436,0.34090909,,,,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gv,aiops2025,93,93,0.7921147,0.82706093,0.82078853,1,0.88172043,0.84615385,0.34090909,,,,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gt,aiops2025,93,93,0.81899642,0.85872162,0.84408602,1,0.94623656,0.82051282,0.36363636,,,,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gv,aiops2025,93,93,0.79928315,0.84199522,0.84587814,1,0.88172043,0.82051282,0.40909091,,,,,,
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gt,aiops2025,93,93,0.89784946,0.93100358,0.91935484,1,0.97849462,0.85897436,0.68181818,,,,,,
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gv,aiops2025,93,93,0.86200717,0.8948626,0.88888889,1,0.92473118,0.84615385,0.63636364,,,,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gt,aiops2025,93,93,0.85125448,0.89755078,0.89247312,1,0.92473118,0.79487179,0.70454545,,,,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gv,aiops2025,93,93,0.8046595,0.86887694,0.87096774,1,0.87096774,0.75641026,0.61363636,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,aiops2025,93,93,0.84408602,0.87275986,0.84946237,1,0.97849462,0.87179487,0.31818182,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2025,93,93,0.81362007,0.84050179,0.81899642,1,0.92473118,0.85897436,0.34090909,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2025,93,93,0.79569892,0.83273596,0.81541219,1,0.90322581,0.80769231,0.34090909,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2025,93,93,0.75806452,0.80197133,0.79569892,1,0.83870968,0.79487179,0.38636364,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2025,93,93,0.88172043,0.93040621,0.92114695,1,0.97849462,0.88461538,0.54545455,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,aiops2025,93,93,0.8172043,0.87216249,0.86379928,1,0.90322581,0.83333333,0.5,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gt,aiops2025,93,93,0.81899642,0.88201912,0.87455197,1,0.90322581,0.78205128,0.56818182,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gv,aiops2025,93,93,0.71146953,0.80376344,0.81182796,1,0.78494624,0.69230769,0.47727273,,,,,,
cross_region,qwen3.6-27b,P,aiops2025,93,93,0.82078853,0.84289128,0.79749104,1,0.97849462,0.84615385,0.22727273,,,,,,
cross_region,qwen3.6-27b,V,aiops2025,93,93,0.71146953,0.78614098,0.78673835,1,0.77419355,0.70512821,0.38636364,,,,,,
cross_region,qwen3.6-27b,H,all_469,469,469,0.72352523,0.81680881,0.79282161,1,0.97654584,0.59151786,0.45886076,,,,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gt,all_469,469,469,0.66773276,0.73294243,0.6872779,1,0.97867804,0.52678571,0.32594937,,,,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gv,all_469,469,469,0.61656006,0.68941009,0.67022033,1,0.82515991,0.52901786,0.34810127,,,,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gt,all_469,469,469,0.68798863,0.76445155,0.7384506,1,0.92324094,0.58705357,0.39556962,,,,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gv,all_469,469,469,0.63361763,0.71730633,0.71464108,1,0.78464819,0.58035714,0.38291139,,,,,,
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gt,all_469,469,469,0.70078181,0.78689884,0.76119403,1,0.92110874,0.546875,0.52531646,,,,,,
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gv,all_469,469,469,0.65742715,0.74520256,0.73098792,1,0.8358209,0.53125,0.5,,,,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gt,all_469,469,469,0.6684435,0.77582326,0.76474769,1,0.8315565,0.55357143,0.51898734,,,,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gv,all_469,469,469,0.6318408,0.74301113,0.75053305,1,0.73987207,0.54464286,0.51582278,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,all_469,469,469,0.66773276,0.73720682,0.68479033,1,0.98720682,0.52901786,0.30696203,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,all_469,469,469,0.61442786,0.69136461,0.65920398,1,0.86567164,0.51785714,0.28797468,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,all_469,469,469,0.6496091,0.73258706,0.70433547,1,0.87206823,0.57142857,0.32594937,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,all_469,469,469,0.59950249,0.68781095,0.67910448,1,0.76332623,0.55133929,0.31962025,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,all_469,469,469,0.66702203,0.76664298,0.73169865,1,0.93390192,0.53571429,0.38607595,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,all_469,469,469,0.60056859,0.70942905,0.69616205,1,0.78678038,0.50223214,0.37974684,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gt,all_469,469,469,0.65138593,0.76865672,0.75515281,1,0.8358209,0.546875,0.44936709,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gv,all_469,469,469,0.56076759,0.69426676,0.70220327,1,0.69083156,0.48883929,0.39240506,,,,,,
cross_region,qwen3.6-27b,P,all_469,469,469,0.62011372,0.67638,0.6098081,1,0.95522388,0.48660714,0.22151899,,,,,,
cross_region,qwen3.6-27b,V,all_469,469,469,0.52700782,0.65351812,0.65742715,1,0.6652452,0.47767857,0.28797468,,,,,,
cross_region,qwen3.6-27b,H,headline_289,289,289,0.74682814,0.8331411,0.80853518,1,0.96539792,0.61710037,0.39855072,,,,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gt,headline_289,289,289,0.70934256,0.76855056,0.71856978,1,0.97577855,0.55018587,0.33333333,,,,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gv,headline_289,289,289,0.66320646,0.72789312,0.69838524,1,0.8650519,0.5464684,0.34057971,,,,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gt,headline_289,289,289,0.72491349,0.79238754,0.76585928,1,0.92041522,0.62081784,0.36956522,,,,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gv,headline_289,289,289,0.69204152,0.76509035,0.75259516,1,0.84429066,0.61710037,0.36231884,,,,,,
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gt,headline_289,289,289,0.74567474,0.82208766,0.79123414,1,0.9550173,0.58364312,0.52898551,,,,,,
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gv,headline_289,289,289,0.70991926,0.79017686,0.76124567,1,0.90657439,0.56133829,0.49275362,,,,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gt,headline_289,289,289,0.70472895,0.80430604,0.78950404,1,0.86851211,0.58364312,0.48550725,,,,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gv,headline_289,289,289,0.67531719,0.78066128,0.7733564,1,0.8200692,0.56877323,0.45652174,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,headline_289,289,289,0.70703576,0.77028066,0.71799308,1,0.97923875,0.55762082,0.28985507,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,headline_289,289,289,0.6805075,0.74509804,0.70242215,1,0.93079585,0.54275093,0.30434783,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,headline_289,289,289,0.70530565,0.772203,0.74567474,1,0.88581315,0.62081784,0.32608696,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,headline_289,289,289,0.66782007,0.73933103,0.72029988,1,0.82698962,0.60223048,0.3115942,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,headline_289,289,289,0.72202999,0.8109381,0.77912341,1,0.95155709,0.56877323,0.44927536,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,headline_289,289,289,0.6810842,0.77787389,0.74855825,1,0.89619377,0.54275093,0.41304348,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gt,headline_289,289,289,0.69319493,0.79767397,0.78373702,1,0.85467128,0.58364312,0.44927536,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gv,headline_289,289,289,0.62110727,0.73808151,0.73356401,1,0.76470588,0.52788104,0.4057971,,,,,,
cross_region,qwen3.6-27b,P,headline_289,289,289,0.66666667,0.71539792,0.65224913,1,0.94809689,0.50557621,0.24637681,,,,,,
cross_region,qwen3.6-27b,V,headline_289,289,289,0.59400231,0.705594,0.69838524,1,0.73356401,0.52788104,0.2826087,,,,,,
cross_region,qwen3.6-27b,H,re2_ob,90,90,0.64814815,0.76481481,0.73148148,1,0.98888889,0.56666667,0.38888889,,,,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gt,re2_ob,90,90,0.57407407,0.64753086,0.6037037,1,1,0.5,0.22222222,,,,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gv,re2_ob,90,90,0.51111111,0.59691358,0.57407407,1,0.81111111,0.48888889,0.23333333,,,,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gt,re2_ob,90,90,0.61481481,0.71049383,0.66666667,1,0.97777778,0.58888889,0.27777778,,,,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gv,re2_ob,90,90,0.53333333,0.62962963,0.62222222,1,0.76666667,0.53333333,0.3,,,,,,
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gt,re2_ob,90,90,0.62222222,0.7191358,0.69259259,1,0.91111111,0.51111111,0.44444444,,,,,,
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gv,re2_ob,90,90,0.55555556,0.65308642,0.6462963,1,0.78888889,0.47777778,0.4,,,,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gt,re2_ob,90,90,0.62592593,0.74567901,0.71851852,1,0.86666667,0.52222222,0.48888889,,,,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gv,re2_ob,90,90,0.57037037,0.69197531,0.7,1,0.72222222,0.52222222,0.46666667,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_ob,90,90,0.56666667,0.64259259,0.57777778,1,1,0.46666667,0.23333333,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_ob,90,90,0.49259259,0.58703704,0.56111111,1,0.81111111,0.46666667,0.2,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_ob,90,90,0.55185185,0.65740741,0.60740741,1,0.91111111,0.47777778,0.26666667,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_ob,90,90,0.5037037,0.60740741,0.5962963,1,0.76666667,0.5,0.24444444,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_ob,90,90,0.56296296,0.67345679,0.62222222,1,0.94444444,0.48888889,0.25555556,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,re2_ob,90,90,0.53703704,0.64382716,0.63888889,1,0.75555556,0.48888889,0.36666667,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gt,re2_ob,90,90,0.58888889,0.72592593,0.6962963,1,0.88888889,0.5,0.37777778,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gv,re2_ob,90,90,0.47777778,0.62530864,0.63333333,1,0.66666667,0.43333333,0.33333333,,,,,,
cross_region,qwen3.6-27b,P,re2_ob,90,90,0.52592593,0.59506173,0.52962963,1,0.96666667,0.44444444,0.16666667,,,,,,
cross_region,qwen3.6-27b,V,re2_ob,90,90,0.46296296,0.59074074,0.59444444,1,0.66666667,0.45555556,0.26666667,,,,,,
cross_region,qwen3.6-27b,H,re2_tt,90,90,0.72407407,0.81635802,0.8037037,1,1,0.53932584,0.625,,,,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gt,re2_tt,90,90,0.62777778,0.70401235,0.67037037,1,0.96666667,0.48314607,0.42045455,,,,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gv,re2_tt,90,90,0.57222222,0.65833333,0.67592593,1,0.71111111,0.51685393,0.47727273,,,,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gt,re2_tt,90,90,0.64259259,0.7287037,0.72222222,1,0.87777778,0.48314607,0.55681818,,,,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gv,re2_tt,90,90,0.5462963,0.65154321,0.68518519,1,0.61111111,0.51685393,0.5,,,,,,
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gt,re2_tt,90,90,0.63518519,0.74166667,0.73333333,1,0.82222222,0.47191011,0.60227273,,,,,,
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gv,re2_tt,90,90,0.59074074,0.69290123,0.71851852,1,0.65555556,0.49438202,0.61363636,,,,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gt,re2_tt,90,90,0.59444444,0.71450617,0.73148148,1,0.67777778,0.49438202,0.60227273,,,,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gv,re2_tt,90,90,0.5537037,0.67314815,0.72777778,1,0.5,0.49438202,0.65909091,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_tt,90,90,0.64259259,0.72561728,0.68518519,1,1,0.50561798,0.40909091,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_tt,90,90,0.52407407,0.62314815,0.61851852,1,0.71111111,0.49438202,0.35227273,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_tt,90,90,0.56851852,0.68055556,0.66851852,1,0.78888889,0.51685393,0.38636364,,,,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_tt,90,90,0.47592593,0.60277778,0.62962963,1,0.55555556,0.4494382,0.40909091,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_tt,90,90,0.59444444,0.71759259,0.68888889,1,0.86666667,0.48314607,0.42045455,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,re2_tt,90,90,0.40555556,0.55524691,0.58518519,1,0.46666667,0.39325843,0.34090909,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gt,re2_tt,90,90,0.57962963,0.71820988,0.72222222,1,0.72222222,0.48314607,0.52272727,,,,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gv,re2_tt,90,90,0.45,0.62253086,0.67037037,1,0.47777778,0.42696629,0.43181818,,,,,,
cross_region,qwen3.6-27b,P,re2_tt,90,90,0.56481481,0.63240741,0.5537037,1,0.96666667,0.47191011,0.23863636,,,,,,
cross_region,qwen3.6-27b,V,re2_tt,90,90,0.37592593,0.54907407,0.58888889,1,0.44444444,0.34831461,0.31818182,,,,,,
cross_region,qwen3.8-27b,H,aegislab,96,96,0.33333333,0.48408565,0.50868056,1,0.47916667,0.21875,0.2967033,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gt,aegislab,96,96,0.42013889,0.50896991,0.49479167,1,0.69791667,0.27083333,0.28571429,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gv,aegislab,96,96,0.32118056,0.43373843,0.44270833,1,0.55208333,0.1875,0.21978022,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gt,aegislab,96,96,0.32118056,0.47048611,0.48090278,1,0.5,0.16666667,0.2967033,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gv,aegislab,96,96,0.28298611,0.44965278,0.47048611,1,0.46875,0.14583333,0.23076923,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gt,aegislab,96,96,0.296875,0.43055556,0.44965278,1,0.47916667,0.17708333,0.23076923,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gv,aegislab,96,96,0.30729167,0.42447917,0.43923611,1,0.47916667,0.17708333,0.26373626,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gt,aegislab,96,96,0.27430556,0.46903935,0.49652778,1,0.42708333,0.14583333,0.24175824,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gv,aegislab,96,96,0.22395833,0.44068287,0.47916667,1,0.375,0.10416667,0.18681319,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gt,aegislab,96,96,0.35243056,0.46296296,0.44270833,1,0.57291667,0.20833333,0.27472527,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gv,aegislab,96,96,0.38020833,0.50260417,0.5,1,0.61458333,0.23958333,0.28571429,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aegislab,96,96,0.31423611,0.48206019,0.484375,1,0.48958333,0.23958333,0.1978022,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,96,96,0.33680556,0.51359954,0.52430556,1,0.53125,0.22916667,0.23076923,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,96,96,0.32465278,0.47019676,0.45486111,1,0.61458333,0.17708333,0.17582418,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gv,aegislab,96,96,0.36631944,0.51475694,0.51041667,1,0.63541667,0.20833333,0.25274725,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gt,aegislab,96,96,0.265625,0.47337963,0.47743056,1,0.47916667,0.14583333,0.15384615,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,aegislab,96,96,0.20659722,0.42766204,0.44791667,1,0.41666667,0.10416667,0.087912088,,,,,,
cross_region,qwen3.8-27b,P,aegislab,96,96,0.41493056,0.47858796,0.41493056,1,0.77083333,0.27083333,0.18681319,,,,,,
cross_region,qwen3.8-27b,V,aegislab,96,96,0.19965278,0.40104167,0.42361111,1,0.35416667,0.125,0.10989011,,,,,,
cross_region,qwen3.8-27b,H,aiops2022,100,100,0.36833333,0.47527778,0.48833333,1,0.45,0.32291667,0.17391304,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gt,aiops2022,100,100,0.47666667,0.54027778,0.51833333,1,0.68,0.3125,0.17391304,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gv,aiops2022,100,100,0.345,0.415,0.415,1,0.47,0.27083333,0.17391304,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gt,aiops2022,100,100,0.32666667,0.4225,0.44333333,1,0.37,0.30208333,0.13043478,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gv,aiops2022,100,100,0.34333333,0.44444444,0.47,1,0.37,0.34375,0.13043478,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gt,aiops2022,100,100,0.29166667,0.375,0.38,1,0.4,0.20833333,0.13043478,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gv,aiops2022,100,100,0.34,0.42527778,0.43,1,0.45,0.25,0.13043478,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gt,aiops2022,100,100,0.315,0.43166667,0.455,1,0.36,0.29166667,0.17391304,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gv,aiops2022,100,100,0.33666667,0.45805556,0.47833333,1,0.39,0.3125,0.13043478,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gt,aiops2022,100,100,0.43,0.51694444,0.50166667,1,0.62,0.30208333,0.043478261,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gv,aiops2022,100,100,0.43166667,0.52361111,0.51,1,0.59,0.27083333,0.2173913,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2022,100,100,0.47833333,0.59583333,0.61666667,1,0.56,0.4375,0.26086957,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,100,100,0.53666667,0.64166667,0.665,1,0.6,0.5,0.30434783,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,100,100,0.36833333,0.46111111,0.45166667,1,0.54,0.21875,0.2173913,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gv,aiops2022,100,100,0.45666667,0.54388889,0.52333333,1,0.64,0.28125,0.26086957,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gt,aiops2022,100,100,0.395,0.53888889,0.56,1,0.48,0.32291667,0.30434783,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,aiops2022,100,100,0.375,0.51,0.525,1,0.46,0.3125,0.13043478,,,,,,
cross_region,qwen3.8-27b,P,aiops2022,100,100,0.48166667,0.54555556,0.51,1,0.72,0.3125,0.043478261,,,,,,
cross_region,qwen3.8-27b,V,aiops2022,100,100,0.31833333,0.44972222,0.47833333,1,0.37,0.30208333,0.086956522,,,,,,
cross_region,qwen3.8-27b,H,aiops2025,93,93,0.34587814,0.47670251,0.49103943,1,0.47311828,0.20689655,0.3,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gt,aiops2025,93,93,0.46236559,0.54928315,0.51971326,1,0.66666667,0.27586207,0.325,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gv,aiops2025,93,93,0.32437276,0.42712067,0.43010753,1,0.44086022,0.2183908,0.25,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gt,aiops2025,93,93,0.34587814,0.45011947,0.46057348,1,0.4516129,0.2183908,0.375,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gv,aiops2025,93,93,0.3297491,0.4369773,0.44623656,1,0.44086022,0.20689655,0.35,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gt,aiops2025,93,93,0.34587814,0.48267622,0.49462366,1,0.47311828,0.20689655,0.25,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gv,aiops2025,93,93,0.390681,0.49074074,0.49283154,1,0.50537634,0.28735632,0.3,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gt,aiops2025,93,93,0.35304659,0.48894863,0.50179211,1,0.46236559,0.1954023,0.4,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gv,aiops2025,93,93,0.34946237,0.47043011,0.48207885,1,0.46236559,0.2183908,0.325,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gt,aiops2025,93,93,0.38888889,0.47759857,0.46594982,1,0.5483871,0.20689655,0.325,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gv,aiops2025,93,93,0.47132616,0.55824373,0.53584229,1,0.67741935,0.32183908,0.275,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,93,93,0.37096774,0.47491039,0.46774194,1,0.53763441,0.2183908,0.275,,,,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,93,93,0.4265233,0.53345281,0.51971326,1,0.60215054,0.25287356,0.375,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2025,93,93,0.4265233,0.56391876,0.55376344,1,0.62365591,0.27586207,0.2,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gv,aiops2025,93,93,0.47849462,0.58721625,0.57526882,1,0.64516129,0.33333333,0.3,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gt,aiops2025,93,93,0.3781362,0.52359618,0.52688172,1,0.53763441,0.20689655,0.3,,,,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,aiops2025,93,93,0.34946237,0.49103943,0.49820789,1,0.48387097,0.20689655,0.35,,,,,,
cross_region,qwen3.8-27b,P,aiops2025,93,93,0.50179211,0.54749104,0.49820789,1,0.75268817,0.31034483,0.2,,,,,,
cross_region,qwen3.8-27b,V,aiops2025,93,93,0.30645161,0.42473118,0.44265233,1,0.39784946,0.20689655,0.225,,,,,,
cross_region,qwen3.8-27b,H,all_469,469,469,0.32764748,0.46926084,0.48756219,1,0.46268657,0.24235808,0.22891566,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gt,all_469,469,469,0.45238095,0.53695807,0.51847903,1,0.70362473,0.31877729,0.2560241,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gv,all_469,469,469,0.3315565,0.4334281,0.44029851,1,0.48400853,0.26419214,0.20481928,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gt,all_469,469,469,0.31627576,0.44474058,0.46410803,1,0.45415778,0.22489083,0.22891566,,,,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gv,all_469,469,469,0.30383795,0.44029851,0.4633973,1,0.41151386,0.23799127,0.21987952,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gt,all_469,469,469,0.32658138,0.45267709,0.4644634,1,0.48614072,0.22052402,0.23493976,,,,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gv,all_469,469,469,0.34150675,0.45806681,0.47405828,1,0.47334755,0.25327511,0.25301205,,,,,,
